Id,Label,modularity_class
2d13a56cc642424fa8374fbdba674f03@grupogodo1.fyre.co,2d13a56cc642424fa8374fbdba674f03@grupogodo1.fyre.co,0
1be05a5aff6a4dd3b861d3be99fc6b74@grupogodo1.fyre.co,1be05a5aff6a4dd3b861d3be99fc6b74@grupogodo1.fyre.co,0
318dacca637d4685bf1c1f2bfaf411c2@grupogodo1.fyre.co,318dacca637d4685bf1c1f2bfaf411c2@grupogodo1.fyre.co,0
17359ee3ffcb4e78b2d407020620c2a3@grupogodo1.fyre.co,17359ee3ffcb4e78b2d407020620c2a3@grupogodo1.fyre.co,0
3204dbc9b0c149c6bb67526c973ec14c@grupogodo1.fyre.co,3204dbc9b0c149c6bb67526c973ec14c@grupogodo1.fyre.co,0
e67855a9fd504d14a7e993c0751116b1@grupogodo1.fyre.co,e67855a9fd504d14a7e993c0751116b1@grupogodo1.fyre.co,0
461f24a37b4849c8a8a4393203288470@grupogodo1.fyre.co,461f24a37b4849c8a8a4393203288470@grupogodo1.fyre.co,0
178fa7d5671b4ba492f963eacdc5586b@grupogodo1.fyre.co,178fa7d5671b4ba492f963eacdc5586b@grupogodo1.fyre.co,0
e2c719edde554f56add34805a8934013@grupogodo1.fyre.co,e2c719edde554f56add34805a8934013@grupogodo1.fyre.co,0
0f38e706e452496ab1bfecfc36df0068@grupogodo1.fyre.co,0f38e706e452496ab1bfecfc36df0068@grupogodo1.fyre.co,0
fb54fb5368ec4a32875e85604a707d4e@grupogodo1.fyre.co,fb54fb5368ec4a32875e85604a707d4e@grupogodo1.fyre.co,0
c5487ddd313c48a8b183d3c4636bf707@grupogodo1.fyre.co,c5487ddd313c48a8b183d3c4636bf707@grupogodo1.fyre.co,0
76b69b4afad8462592e3b326c4353032@grupogodo1.fyre.co,76b69b4afad8462592e3b326c4353032@grupogodo1.fyre.co,0
ef809e298c5847a29c0ac4a4103cc2ae@grupogodo1.fyre.co,ef809e298c5847a29c0ac4a4103cc2ae@grupogodo1.fyre.co,0
1325315402@grupogodo1.fyre.co,1325315402@grupogodo1.fyre.co,0
85a6d09cda504351908e8b35d88b6853@grupogodo1.fyre.co,85a6d09cda504351908e8b35d88b6853@grupogodo1.fyre.co,0
fad7eea4447c4e7fbe3fc409fbdd341f@grupogodo1.fyre.co,fad7eea4447c4e7fbe3fc409fbdd341f@grupogodo1.fyre.co,0
1325252602@grupogodo1.fyre.co,1325252602@grupogodo1.fyre.co,0
1325509185@grupogodo1.fyre.co,1325509185@grupogodo1.fyre.co,0
1c4c50c1fabc4624a212a40323b3a272@grupogodo1.fyre.co,1c4c50c1fabc4624a212a40323b3a272@grupogodo1.fyre.co,0
1325238664@grupogodo1.fyre.co,1325238664@grupogodo1.fyre.co,0
a75016b74468436086f3331eafb213c3@grupogodo1.fyre.co,a75016b74468436086f3331eafb213c3@grupogodo1.fyre.co,0
eb296fc6e97e4d168b5bc5c43229c507@grupogodo1.fyre.co,eb296fc6e97e4d168b5bc5c43229c507@grupogodo1.fyre.co,0
f3a6cb9a107e47bc9fe2285033b4ad17@grupogodo1.fyre.co,f3a6cb9a107e47bc9fe2285033b4ad17@grupogodo1.fyre.co,0
9f5801b5f8e9414a847830985d142618@grupogodo1.fyre.co,9f5801b5f8e9414a847830985d142618@grupogodo1.fyre.co,0
1dfb5a9dce444be6b688ecc3eb56f885@grupogodo1.fyre.co,1dfb5a9dce444be6b688ecc3eb56f885@grupogodo1.fyre.co,0
1ef84756ff654040aa244f624964d6ee@grupogodo1.fyre.co,1ef84756ff654040aa244f624964d6ee@grupogodo1.fyre.co,0
1325548823@grupogodo1.fyre.co,1325548823@grupogodo1.fyre.co,0
9b1d4f88f4ef4254a23540ec64157e31@grupogodo1.fyre.co,9b1d4f88f4ef4254a23540ec64157e31@grupogodo1.fyre.co,0
d11fc503dcda44fe88a557726ad026d9@grupogodo1.fyre.co,d11fc503dcda44fe88a557726ad026d9@grupogodo1.fyre.co,0
6f3d130e4adf410bb14e7b666ce49179@grupogodo1.fyre.co,6f3d130e4adf410bb14e7b666ce49179@grupogodo1.fyre.co,0
163591939@grupogodo1.fyre.co,163591939@grupogodo1.fyre.co,0
221b398790254299ab385133c129dc4e@grupogodo1.fyre.co,221b398790254299ab385133c129dc4e@grupogodo1.fyre.co,0
1325251895@grupogodo1.fyre.co,1325251895@grupogodo1.fyre.co,0
be4a52a1adc04c308e490a77e4f8813e@grupogodo1.fyre.co,be4a52a1adc04c308e490a77e4f8813e@grupogodo1.fyre.co,0
99a56da625d1458094bd3bb0ec162c7b@grupogodo1.fyre.co,99a56da625d1458094bd3bb0ec162c7b@grupogodo1.fyre.co,0
427dcc3a01ba40018aa4900db6cb2ac9@grupogodo1.fyre.co,427dcc3a01ba40018aa4900db6cb2ac9@grupogodo1.fyre.co,0
c8dd6150ef554374ae15a148013fafb3@grupogodo1.fyre.co,c8dd6150ef554374ae15a148013fafb3@grupogodo1.fyre.co,0
7b5308d0bdf94abaa3fef9c283b66c90@grupogodo1.fyre.co,7b5308d0bdf94abaa3fef9c283b66c90@grupogodo1.fyre.co,0
a6123858dbea449cb16aa580b4624e69@grupogodo1.fyre.co,a6123858dbea449cb16aa580b4624e69@grupogodo1.fyre.co,0
7980f769f3284d1d8b053782c709a830@grupogodo1.fyre.co,7980f769f3284d1d8b053782c709a830@grupogodo1.fyre.co,0
1325221741@grupogodo1.fyre.co,1325221741@grupogodo1.fyre.co,0
17ac5e25f4d542fda899cc56169bf1cb@grupogodo1.fyre.co,17ac5e25f4d542fda899cc56169bf1cb@grupogodo1.fyre.co,0
8ef544429cc040699883077b583751af@grupogodo1.fyre.co,8ef544429cc040699883077b583751af@grupogodo1.fyre.co,0
1325499417@grupogodo1.fyre.co,1325499417@grupogodo1.fyre.co,1
d497c0930c8440ebbb338bf8d4113faa@grupogodo1.fyre.co,d497c0930c8440ebbb338bf8d4113faa@grupogodo1.fyre.co,1
80d1b3b307384b8cafc533533fc3ad02@grupogodo1.fyre.co,80d1b3b307384b8cafc533533fc3ad02@grupogodo1.fyre.co,0
2552ff58fc87427d93b05484283c2806@grupogodo1.fyre.co,2552ff58fc87427d93b05484283c2806@grupogodo1.fyre.co,0
1325543610@grupogodo1.fyre.co,1325543610@grupogodo1.fyre.co,0
f395633d4da2438e912de8e2cb84b735@grupogodo1.fyre.co,f395633d4da2438e912de8e2cb84b735@grupogodo1.fyre.co,0
738098fee80f401b8f6af0a46706cc9f@grupogodo1.fyre.co,738098fee80f401b8f6af0a46706cc9f@grupogodo1.fyre.co,0
066315897a8c4ac18a8b2026e751bb7a@grupogodo1.fyre.co,066315897a8c4ac18a8b2026e751bb7a@grupogodo1.fyre.co,0
620d191b3c5d4b42944a045206339e26@grupogodo1.fyre.co,620d191b3c5d4b42944a045206339e26@grupogodo1.fyre.co,0
5afeb787939a45d2818f888c92234e11@grupogodo1.fyre.co,5afeb787939a45d2818f888c92234e11@grupogodo1.fyre.co,0
6b92c05160c44b758db34de0a75b427c@grupogodo1.fyre.co,6b92c05160c44b758db34de0a75b427c@grupogodo1.fyre.co,0
654bc98753434f168e2887a748038b5b@grupogodo1.fyre.co,654bc98753434f168e2887a748038b5b@grupogodo1.fyre.co,0
6bd10edc8fb54eb3be4b1df0da84ecb4@grupogodo1.fyre.co,6bd10edc8fb54eb3be4b1df0da84ecb4@grupogodo1.fyre.co,0
8c5b440eb6a24cc9a8cd74998951a512@grupogodo1.fyre.co,8c5b440eb6a24cc9a8cd74998951a512@grupogodo1.fyre.co,0
5b6f3c7837af4ee0ad84e538aa127a07@grupogodo1.fyre.co,5b6f3c7837af4ee0ad84e538aa127a07@grupogodo1.fyre.co,0
b7b464bacc0a460a82141614d45c3294@grupogodo1.fyre.co,b7b464bacc0a460a82141614d45c3294@grupogodo1.fyre.co,0
24d4884c80e74f1caedaa997e0e58176@grupogodo1.fyre.co,24d4884c80e74f1caedaa997e0e58176@grupogodo1.fyre.co,0
8eb8f299d71d4e11a9dba38bc0ea9c33@grupogodo1.fyre.co,8eb8f299d71d4e11a9dba38bc0ea9c33@grupogodo1.fyre.co,0
d602952d09bf4900a7f635ad3251a34a@grupogodo1.fyre.co,d602952d09bf4900a7f635ad3251a34a@grupogodo1.fyre.co,0
32a1e6a6c7734dfebd23cb023575ff0b@grupogodo1.fyre.co,32a1e6a6c7734dfebd23cb023575ff0b@grupogodo1.fyre.co,0
1325222411@grupogodo1.fyre.co,1325222411@grupogodo1.fyre.co,1
8b61a1091da242a681b6e5beb5f27f94@grupogodo1.fyre.co,8b61a1091da242a681b6e5beb5f27f94@grupogodo1.fyre.co,1
8525268a4897467abbd19b654a4dc823@grupogodo1.fyre.co,8525268a4897467abbd19b654a4dc823@grupogodo1.fyre.co,0
efc1c981d5d24d719040bca8cd9fbda5@grupogodo1.fyre.co,efc1c981d5d24d719040bca8cd9fbda5@grupogodo1.fyre.co,0
7901e688f769490db5a05cb147a1fb0b@grupogodo1.fyre.co,7901e688f769490db5a05cb147a1fb0b@grupogodo1.fyre.co,1
619c6679495a448599b257d83a528074@grupogodo1.fyre.co,619c6679495a448599b257d83a528074@grupogodo1.fyre.co,0
1325263946@grupogodo1.fyre.co,1325263946@grupogodo1.fyre.co,0
eb53dfe5aa464d2e8d0dd4789b063cbe@grupogodo1.fyre.co,eb53dfe5aa464d2e8d0dd4789b063cbe@grupogodo1.fyre.co,0
a5559248799c4e0fa749c64393d7af5d@grupogodo1.fyre.co,a5559248799c4e0fa749c64393d7af5d@grupogodo1.fyre.co,0
315db9ea44ff4963a7d980bf6787b9da@grupogodo1.fyre.co,315db9ea44ff4963a7d980bf6787b9da@grupogodo1.fyre.co,0
eead02d5a20944ee99962179ba80aacf@grupogodo1.fyre.co,eead02d5a20944ee99962179ba80aacf@grupogodo1.fyre.co,0
0aa5c24874c5448f888886f1fa83b538@grupogodo1.fyre.co,0aa5c24874c5448f888886f1fa83b538@grupogodo1.fyre.co,0
c42a12b3fbc64381a53c54f4ecc543a3@grupogodo1.fyre.co,c42a12b3fbc64381a53c54f4ecc543a3@grupogodo1.fyre.co,0
a2d05383a3db4e4fa40038f1799f8df3@grupogodo1.fyre.co,a2d05383a3db4e4fa40038f1799f8df3@grupogodo1.fyre.co,0
e6bccfb0ed9742b0a95a5fa67c85e306@grupogodo1.fyre.co,e6bccfb0ed9742b0a95a5fa67c85e306@grupogodo1.fyre.co,0
1325253352@grupogodo1.fyre.co,1325253352@grupogodo1.fyre.co,0
2766c9a46a6f49b1a89427df293e947c@grupogodo1.fyre.co,2766c9a46a6f49b1a89427df293e947c@grupogodo1.fyre.co,0
1325220986@grupogodo1.fyre.co,1325220986@grupogodo1.fyre.co,0
f462939c65354c3f94a008933ebec569@grupogodo1.fyre.co,f462939c65354c3f94a008933ebec569@grupogodo1.fyre.co,0
5289433174414f17a4fd746aabf59f5f@grupogodo1.fyre.co,5289433174414f17a4fd746aabf59f5f@grupogodo1.fyre.co,0
237affd1b58449a5b99045ed879320b7@grupogodo1.fyre.co,237affd1b58449a5b99045ed879320b7@grupogodo1.fyre.co,0
99f541f6db8c48bb87c9129cd7bcd7cb@grupogodo1.fyre.co,99f541f6db8c48bb87c9129cd7bcd7cb@grupogodo1.fyre.co,0
1325329552@grupogodo1.fyre.co,1325329552@grupogodo1.fyre.co,0
6b15ca78956940d583d95ce3279cfc27@grupogodo1.fyre.co,6b15ca78956940d583d95ce3279cfc27@grupogodo1.fyre.co,0
_guid_MGIFzmN0Jx3gm-H31d-IPnvgObadIwE_EsTBOoGVlIE=@grupogodo1.fyre.co,_guid_MGIFzmN0Jx3gm-H31d-IPnvgObadIwE_EsTBOoGVlIE=@grupogodo1.fyre.co,0
d879a66fd8e340968fd1e7078b3533e4@grupogodo1.fyre.co,d879a66fd8e340968fd1e7078b3533e4@grupogodo1.fyre.co,0
1221ffde76cd40a7b4b386b409be8f74@grupogodo1.fyre.co,1221ffde76cd40a7b4b386b409be8f74@grupogodo1.fyre.co,0
5dadc8305e7d419c83e5ff7547ee0394@grupogodo1.fyre.co,5dadc8305e7d419c83e5ff7547ee0394@grupogodo1.fyre.co,0
f4db09bdd82744b3a15f3af53930eb50@grupogodo1.fyre.co,f4db09bdd82744b3a15f3af53930eb50@grupogodo1.fyre.co,0
889741c9d0544e568bfd2e45429b6183@grupogodo1.fyre.co,889741c9d0544e568bfd2e45429b6183@grupogodo1.fyre.co,0
bfede710855f458dad2f69622032ac27@grupogodo1.fyre.co,bfede710855f458dad2f69622032ac27@grupogodo1.fyre.co,0
1325253449@grupogodo1.fyre.co,1325253449@grupogodo1.fyre.co,0
a886ca750a3a414a846ac8e66490c78e@grupogodo1.fyre.co,a886ca750a3a414a846ac8e66490c78e@grupogodo1.fyre.co,0
_guid_jA_LNNK7M2GU_2riHkpG7sKf1M6Lgvgi_z_gupC_mx8=@grupogodo1.fyre.co,_guid_jA_LNNK7M2GU_2riHkpG7sKf1M6Lgvgi_z_gupC_mx8=@grupogodo1.fyre.co,0
_guid_93POjSrwvH81t4_e3R2PHWkjNGigPj_q8Umucd-3_tE=@grupogodo1.fyre.co,_guid_93POjSrwvH81t4_e3R2PHWkjNGigPj_q8Umucd-3_tE=@grupogodo1.fyre.co,0
c2d85056d35246f28e2c0eadeeea9480@grupogodo1.fyre.co,c2d85056d35246f28e2c0eadeeea9480@grupogodo1.fyre.co,0
1325527713@grupogodo1.fyre.co,1325527713@grupogodo1.fyre.co,0
f74d28418b0040ab9c83cf03d7cd61ab@grupogodo1.fyre.co,f74d28418b0040ab9c83cf03d7cd61ab@grupogodo1.fyre.co,0
83ac4b90ee524f85a787c89efb51a303@grupogodo1.fyre.co,83ac4b90ee524f85a787c89efb51a303@grupogodo1.fyre.co,0
e20cdb341c044009b786c85996d58bcd@grupogodo1.fyre.co,e20cdb341c044009b786c85996d58bcd@grupogodo1.fyre.co,0
cf0bbb3c9cb94dc2998bf1ed5907a069@grupogodo1.fyre.co,cf0bbb3c9cb94dc2998bf1ed5907a069@grupogodo1.fyre.co,0
f32dcb34ffa840bd9914bf768ba67d2c@grupogodo1.fyre.co,f32dcb34ffa840bd9914bf768ba67d2c@grupogodo1.fyre.co,0
1325540776@grupogodo1.fyre.co,1325540776@grupogodo1.fyre.co,0
