id,intensidad,ocupacion,vmed,error,periodo_integracion
4708,317,12.0,0.0,N,15
4708,276,73.0,0.0,N,15
4708,296,47.0,0.0,N,15
4708,244,9.0,0.0,N,15
4708,361,13.0,0.0,N,15
4708,333,12.0,0.0,N,15
4708,300,9.0,0.0,N,11
4708,282,9.0,0.0,N,10
4708,256,7.0,0.0,N,15
4708,312,11.0,0.0,N,15
4708,312,8.0,0.0,N,15
4708,280,8.0,0.0,N,15
4708,212,6.0,0.0,N,15
4708,244,7.0,0.0,N,15
4708,324,8.0,0.0,N,15
4708,275,6.0,0.0,N,15
4708,308,8.0,0.0,N,15
4708,255,9.0,0.0,N,15
4708,308,8.0,0.0,N,15
4708,248,7.0,0.0,N,15
4708,304,10.0,0.0,N,15
4708,277,8.0,0.0,N,15
4708,293,8.0,0.0,N,15
4708,292,8.0,0.0,N,15
4708,264,10.0,0.0,N,15
4708,260,21.0,0.0,N,15
4708,280,9.0,0.0,N,15
4708,244,8.0,0.0,N,15
4708,248,8.0,0.0,N,15
4708,299,11.0,0.0,N,15
4708,252,7.0,0.0,N,15
4708,272,8.0,0.0,N,15
4708,260,12.0,0.0,N,15
4708,312,10.0,0.0,N,15
4708,224,10.0,0.0,N,15
4708,212,8.0,0.0,N,15
4708,220,6.0,0.0,N,15
4708,240,6.0,0.0,N,15
4708,199,6.0,0.0,N,15
4708,209,5.0,0.0,N,15
4708,184,5.0,0.0,N,14
4708,152,5.0,0.0,N,15
4708,156,4.0,0.0,N,15
4708,212,6.0,0.0,N,15
4708,164,4.0,0.0,N,15
4708,247,6.0,0.0,N,15
4708,159,3.0,0.0,N,15
4708,121,4.0,0.0,N,15
4708,144,3.0,0.0,N,15
4708,128,3.0,0.0,N,15
4708,144,4.0,0.0,N,15
4708,72,2.0,0.0,N,15
4708,48,1.0,0.0,N,15
4708,32,1.0,0.0,N,13
4708,28,2.0,0.0,N,15
4708,28,1.0,0.0,N,15
4708,43,2.0,0.0,N,14
4708,35,1.0,0.0,N,14
4708,23,1.0,0.0,N,13
4708,20,0.0,0.0,N,12
4708,40,1.0,0.0,N,12
4708,20,0.0,0.0,N,12
4708,23,1.0,0.0,N,13
4708,26,1.0,0.0,N,14
4708,25,1.0,0.0,N,12
4708,43,1.0,0.0,N,14
4708,11,0.0,0.0,N,11
4708,24,1.0,0.0,N,10
4708,43,2.0,0.0,N,7
4708,38,1.0,0.0,N,14
4708,42,1.0,0.0,N,13
4708,40,1.0,0.0,N,15
4708,55,1.0,0.0,N,14
4708,77,2.0,0.0,N,15
4708,104,4.0,0.0,N,15
4708,129,4.0,0.0,N,15
4708,147,5.0,0.0,N,15
4708,120,4.0,0.0,N,15
4708,196,7.0,0.0,N,15
4708,196,5.0,0.0,N,15
4708,285,8.0,0.0,N,15
4708,224,7.0,0.0,N,15
4708,204,7.0,0.0,N,15
4708,240,7.0,0.0,N,15
4708,300,10.0,0.0,N,15
4708,276,7.0,0.0,N,15
4708,292,7.0,0.0,N,15
4708,272,8.0,0.0,N,15
4708,304,9.0,0.0,N,15
4708,285,12.0,0.0,N,15
4708,269,8.0,0.0,N,15
4708,256,9.0,0.0,N,15
4708,376,15.0,0.0,N,15
4708,312,10.0,0.0,N,15
4708,336,14.0,0.0,N,15
4708,344,12.0,0.0,N,15
4708,333,13.0,0.0,N,15
4708,328,30.0,0.0,N,15
4708,340,46.0,0.0,N,15
4708,308,22.0,0.0,N,15
4708,320,16.0,0.0,N,15
4708,276,9.0,0.0,N,15
4708,352,15.0,0.0,N,15
4708,357,16.0,0.0,N,15
4708,272,8.0,0.0,N,15
4708,288,8.0,0.0,N,15
4708,321,10.0,0.0,N,15
4708,279,9.0,0.0,N,15
4708,263,8.0,0.0,N,15
4708,315,11.0,0.0,N,15
4708,311,10.0,0.0,N,15
4708,228,7.0,0.0,N,14
4708,316,8.0,0.0,N,15
4708,315,11.0,0.0,N,15
4708,303,9.0,0.0,N,15
4708,272,8.0,0.0,N,15
4708,288,10.0,0.0,N,15
4708,232,8.0,0.0,N,15
4708,252,10.0,0.0,N,15
4708,259,11.0,0.0,N,15
4708,265,11.0,0.0,N,15
4708,293,8.0,0.0,N,15
4708,252,7.0,0.0,N,15
4708,279,9.0,0.0,N,15
4708,280,10.0,0.0,N,15
4708,312,47.0,0.0,N,15
4708,240,11.0,0.0,N,15
4708,292,15.0,0.0,N,15
4708,263,9.0,0.0,N,15
4708,312,11.0,0.0,N,15
4708,304,13.0,0.0,N,15
4708,292,10.0,0.0,N,15
4708,288,8.0,0.0,N,15
4708,252,6.0,0.0,N,15
4708,277,7.0,0.0,N,15
4708,220,6.0,0.0,N,15
4708,252,6.0,0.0,N,15
4708,244,6.0,0.0,N,15
4708,268,6.0,0.0,N,15
4708,252,6.0,0.0,N,15
4708,284,7.0,0.0,N,15
4708,260,6.0,0.0,N,15
4708,220,5.0,0.0,N,15
4708,265,7.0,0.0,N,15
4708,217,9.0,0.0,N,15
4708,228,6.0,0.0,N,15
4708,180,5.0,0.0,N,15
4708,129,3.0,0.0,N,15
4708,111,2.0,0.0,N,15
4708,69,3.0,0.0,N,14
4708,49,1.0,0.0,N,15
4708,57,1.0,0.0,N,15
4708,14,1.0,0.0,N,13
4708,38,1.0,0.0,N,11
4708,27,1.0,0.0,N,9
4708,40,1.0,0.0,N,6
4708,70,1.0,0.0,N,6
4708,51,2.0,0.0,N,7
4708,30,1.0,0.0,N,4
4708,34,1.0,0.0,N,7
4708,0,0.0,0.0,N,2
4708,15,1.0,0.0,N,4
4708,14,1.0,0.0,N,13
4708,30,1.0,0.0,N,14
4708,15,1.0,0.0,N,4
4708,21,0.0,0.0,N,11
4708,26,0.0,0.0,N,14
4708,34,1.0,0.0,N,14
4708,27,1.0,0.0,N,11
4708,40,2.0,0.0,N,15
4708,40,2.0,0.0,N,15
4708,53,2.0,0.0,N,15
4708,34,0.0,0.0,N,14
4708,36,1.0,0.0,N,15
4708,65,2.0,0.0,N,15
4708,61,3.0,0.0,N,15
4708,48,1.0,0.0,N,15
4708,77,2.0,0.0,N,15
4708,69,3.0,0.0,N,13
4708,84,3.0,0.0,N,15
4708,76,2.0,0.0,N,15
4708,68,2.0,0.0,N,15
4708,124,3.0,0.0,N,15
4708,136,5.0,0.0,N,15
4708,92,3.0,0.0,N,15
4708,108,4.0,0.0,N,15
4708,128,4.0,0.0,N,15
4708,168,9.0,0.0,N,15
4708,136,5.0,0.0,N,15
4708,172,5.0,0.0,N,15
4708,156,5.0,0.0,N,15
4708,124,4.0,0.0,N,15
4708,164,5.0,0.0,N,15
4708,207,6.0,0.0,N,15
4708,180,6.0,0.0,N,15
4708,228,5.0,0.0,N,15
4708,216,8.0,0.0,N,15
4708,249,7.0,0.0,N,15
4708,232,7.0,0.0,N,15
4708,164,5.0,0.0,N,15
4708,248,7.0,0.0,N,15
4708,225,5.0,0.0,N,15
4708,204,5.0,0.0,N,15
4708,276,7.0,0.0,N,15
4708,216,6.0,0.0,N,15
4708,211,7.0,0.0,N,15
4708,152,3.0,0.0,N,15
4708,212,5.0,0.0,N,15
4708,175,3.0,0.0,N,15
4708,173,4.0,0.0,N,15
4708,157,4.0,0.0,N,15
4708,160,4.0,0.0,N,15
4708,177,5.0,0.0,N,15
4708,185,5.0,0.0,N,15
4708,180,6.0,0.0,N,15
4708,169,4.0,0.0,N,15
4708,236,8.0,0.0,N,15
4708,220,7.0,0.0,N,15
4708,160,4.0,0.0,N,15
4708,257,6.0,0.0,N,15
4708,232,6.0,0.0,N,15
4708,200,6.0,0.0,N,15
4708,260,7.0,0.0,N,15
4708,220,6.0,0.0,N,15
4708,245,8.0,0.0,N,15
4708,191,8.0,0.0,N,15
4708,224,5.0,0.0,N,15
4708,192,5.0,0.0,N,15
4708,224,5.0,0.0,N,15
4708,188,6.0,0.0,N,15
4708,193,6.0,0.0,N,15
4708,148,5.0,0.0,N,15
4708,244,5.0,0.0,N,15
4708,195,5.0,0.0,N,15
4708,160,4.0,0.0,N,15
4708,180,3.0,0.0,N,15
4708,128,2.0,0.0,N,15
4708,147,4.0,0.0,N,15
4708,164,4.0,0.0,N,15
4708,116,6.0,0.0,N,15
4708,172,4.0,0.0,N,15
4708,160,4.0,0.0,N,15
4708,108,2.0,0.0,N,15
4708,56,1.0,0.0,N,15
4708,67,2.0,0.0,N,15
4708,44,1.0,0.0,N,15
4708,15,1.0,0.0,N,12
4708,38,1.0,0.0,N,13
4708,22,0.0,0.0,N,11
4708,20,1.0,0.0,N,9
4708,30,1.0,0.0,N,12
4708,26,1.0,0.0,N,14
4708,22,0.0,0.0,N,11
4708,33,1.0,0.0,N,15
4708,30,1.0,0.0,N,12
4708,24,1.0,0.0,N,10
4708,24,1.0,0.0,N,5
4708,30,1.0,0.0,N,12
4708,26,1.0,0.0,N,14
4708,55,2.0,0.0,N,11
4708,24,1.0,0.0,N,10
4708,40,1.0,0.0,N,15
4708,32,1.0,0.0,N,13
4708,44,1.0,0.0,N,15
4708,61,1.0,0.0,N,15
4708,80,3.0,0.0,N,15
4708,68,2.0,0.0,N,15
4708,76,2.0,0.0,N,15
4708,108,3.0,0.0,N,15
4708,116,3.0,0.0,N,15
4708,176,5.0,0.0,N,15
4708,180,6.0,0.0,N,15
4708,193,7.0,0.0,N,15
4708,224,7.0,0.0,N,15
4708,240,7.0,0.0,N,15
4708,247,7.0,0.0,N,15
4708,289,8.0,0.0,N,15
4708,196,6.0,0.0,N,15
4708,236,7.0,0.0,N,15
4708,240,10.0,0.0,N,15
4708,270,9.0,0.0,N,14
4708,264,10.0,0.0,N,15
4708,244,9.0,0.0,N,15
4708,284,12.0,0.0,N,15
4708,284,9.0,0.0,N,15
4708,304,9.0,0.0,N,15
4708,276,10.0,0.0,N,15
4708,288,9.0,0.0,N,15
4708,265,16.0,0.0,N,15
4708,288,10.0,0.0,N,15
4708,260,11.0,0.0,N,15
4708,244,9.0,0.0,N,15
4708,252,16.0,0.0,N,15
4708,256,9.0,0.0,N,15
4708,276,9.0,0.0,N,15
4708,283,8.0,0.0,N,15
4708,268,8.0,0.0,N,15
4708,256,9.0,0.0,N,15
4708,228,7.0,0.0,N,15
4708,215,7.0,0.0,N,15
4708,204,6.0,0.0,N,15
4708,288,10.0,0.0,N,15
4708,239,8.0,0.0,N,15
4708,289,8.0,0.0,N,15
4708,276,10.0,0.0,N,15
4708,284,8.0,0.0,N,15
4708,328,10.0,0.0,N,15
4708,284,7.0,0.0,N,15
4708,221,8.0,0.0,N,15
4708,180,5.0,0.0,N,15
4708,297,10.0,0.0,N,15
4708,176,8.0,0.0,N,15
4708,256,8.0,0.0,N,15
4708,207,8.0,0.0,N,15
4708,236,8.0,0.0,N,15
4708,240,7.0,0.0,N,15
4708,236,9.0,0.0,N,15
4708,240,11.0,0.0,N,15
4708,280,8.0,0.0,N,15
4708,252,9.0,0.0,N,15
4708,232,8.0,0.0,N,15
4708,228,7.0,0.0,N,15
4708,243,9.0,0.0,N,15
4708,232,5.0,0.0,N,15
4708,200,7.0,0.0,N,15
4708,232,6.0,0.0,N,15
4708,215,5.0,0.0,N,15
4708,181,5.0,0.0,N,15
4708,264,6.0,0.0,N,15
4708,196,7.0,0.0,N,15
4708,201,5.0,0.0,N,15
4708,211,6.0,0.0,N,15
4708,179,5.0,0.0,N,15
4708,193,4.0,0.0,N,15
4708,208,4.0,0.0,N,15
4708,201,6.0,0.0,N,15
4708,145,4.0,0.0,N,15
4708,179,4.0,0.0,N,15
4708,128,4.0,0.0,N,15
4708,83,2.0,0.0,N,15
4708,68,2.0,0.0,N,15
4708,63,2.0,0.0,N,15
4708,27,1.0,0.0,N,9
4708,58,2.0,0.0,N,15
4708,64,2.0,0.0,N,15
4708,28,1.0,0.0,N,15
4708,32,2.0,0.0,N,13
4708,30,1.0,0.0,N,14
4708,27,1.0,0.0,N,9
4708,30,1.0,0.0,N,6
4708,28,0.0,0.0,N,13
4708,30,2.0,0.0,N,12
4708,30,2.0,0.0,N,6
4708,33,1.0,0.0,N,9
4708,18,1.0,0.0,N,10
4708,38,1.0,0.0,N,11
4708,24,1.0,0.0,N,10
4708,49,2.0,0.0,N,11
4708,37,1.0,0.0,N,13
4708,60,2.0,0.0,N,15
4708,68,2.0,0.0,N,15
4708,60,2.0,0.0,N,15
4708,68,4.0,0.0,N,15
4708,88,4.0,0.0,N,15
4708,116,3.0,0.0,N,15
4708,136,3.0,0.0,N,15
4708,132,4.0,0.0,N,15
4708,209,4.0,0.0,N,15
4708,203,6.0,0.0,N,15
4708,244,9.0,0.0,N,15
4708,244,7.0,0.0,N,15
4708,228,7.0,0.0,N,15
4708,244,8.0,0.0,N,15
4708,225,7.0,0.0,N,15
4708,240,6.0,0.0,N,15
4708,265,8.0,0.0,N,15
4708,300,10.0,0.0,N,15
4708,269,9.0,0.0,N,15
4708,207,6.0,0.0,N,15
4708,280,9.0,0.0,N,15
4708,265,8.0,0.0,N,15
4708,252,8.0,0.0,N,15
4708,240,8.0,0.0,N,15
4708,296,10.0,0.0,N,15
4708,293,9.0,0.0,N,15
4708,265,11.0,0.0,N,15
4708,240,9.0,0.0,N,15
4708,299,12.0,0.0,N,15
4708,265,9.0,0.0,N,15
4708,256,20.0,0.0,N,15
4708,236,17.0,0.0,N,15
4708,196,7.0,0.0,N,15
4708,188,6.0,0.0,N,15
4708,204,6.0,0.0,N,15
4708,220,7.0,0.0,N,15
4708,216,7.0,0.0,N,15
4708,201,6.0,0.0,N,15
4708,204,6.0,0.0,N,15
4708,224,6.0,0.0,N,15
4708,184,6.0,0.0,N,15
4708,188,4.0,0.0,N,15
4708,240,8.0,0.0,N,15
4708,148,5.0,0.0,N,15
4708,232,7.0,0.0,N,15
4708,240,6.0,0.0,N,15
4708,196,7.0,0.0,N,15
4708,188,8.0,0.0,N,15
4708,187,7.0,0.0,N,15
4708,199,8.0,0.0,N,15
4708,236,8.0,0.0,N,15
4708,212,8.0,0.0,N,15
4708,136,4.0,0.0,N,15
4708,160,7.0,0.0,N,15
4708,132,6.0,0.0,N,15
4708,96,7.0,0.0,N,15
4708,88,5.0,0.0,N,15
4708,92,6.0,0.0,N,15
4708,56,6.0,0.0,N,14
4708,45,3.0,0.0,N,15
4708,43,3.0,0.0,N,14
4708,47,3.0,0.0,N,14
4708,24,1.0,0.0,N,15
4708,24,1.0,0.0,N,5
4708,24,1.0,0.0,N,10
4708,16,1.0,0.0,N,11
4708,24,2.0,0.0,N,15
4708,18,2.0,0.0,N,10
4708,42,2.0,0.0,N,10
4708,36,2.0,0.0,N,5
4708,22,1.0,0.0,N,11
4708,15,1.0,0.0,N,4
4708,0,0.0,0.0,N,3
4708,24,1.0,0.0,N,10
4708,20,1.0,0.0,N,9
4708,15,0.0,0.0,N,8
4708,9,1.0,0.0,N,7
4708,17,1.0,0.0,N,7
4708,15,1.0,0.0,N,4
4708,20,1.0,0.0,N,9
4708,27,2.0,0.0,N,9
4708,30,1.0,0.0,N,2
4708,9,1.0,0.0,N,7
4708,15,1.0,0.0,N,4
4708,30,1.0,0.0,N,4
4708,26,1.0,0.0,N,7
4708,0,0.0,0.0,N,3
4708,60,2.0,0.0,N,1
4708,12,1.0,0.0,N,5
4708,0,0.0,0.0,N,2
4708,34,4.0,0.0,N,7
4708,15,0.0,0.0,N,4
4708,20,1.0,0.0,N,3
4708,0,0.0,0.0,N,1
4708,17,1.0,0.0,N,7
4708,30,2.0,0.0,N,2
4708,0,0.0,0.0,N,3
4708,15,1.0,0.0,N,4
4708,15,1.0,0.0,N,4
4708,20,1.0,0.0,N,3
4708,0,0.0,0.0,N,1
4708,15,1.0,0.0,N,8
4708,16,1.0,0.0,N,11
4708,15,1.0,0.0,N,8
4708,15,1.0,0.0,N,4
4708,15,1.0,0.0,N,4
4708,15,1.0,0.0,N,4
4708,48,2.0,0.0,N,5
4708,15,0.0,0.0,N,4
4708,15,1.0,0.0,N,8
4708,15,1.0,0.0,N,4
4708,0,0.0,0.0,N,3
4708,50,2.0,0.0,N,6
4708,0,0.0,0.0,N,2
4708,15,1.0,0.0,N,4
4708,15,1.0,0.0,N,4
4708,30,1.0,0.0,N,4
4708,15,1.0,0.0,N,4
4708,20,1.0,0.0,N,9
4708,15,1.0,0.0,N,4
4708,30,1.0,0.0,N,2
4708,12,1.0,0.0,N,5
4708,18,2.0,0.0,N,10
4708,30,1.0,0.0,N,4
4708,20,1.0,0.0,N,3
4708,0,0.0,0.0,N,1
4708,30,4.0,0.0,N,2
4708,0,0.0,0.0,N,2
4708,15,1.0,0.0,N,4
4708,20,3.0,0.0,N,6
4708,13,1.0,0.0,N,9
4708,24,2.0,0.0,N,5
4708,15,1.0,0.0,N,4
4708,17,2.0,0.0,N,7
4708,20,1.0,0.0,N,3
4708,18,2.0,0.0,N,10
4708,15,1.0,0.0,N,8
4708,24,1.0,0.0,N,5
4708,16,1.0,0.0,N,11
4708,20,2.0,0.0,N,6
4708,30,2.0,0.0,N,8
4708,15,1.0,0.0,N,4
4708,15,1.0,0.0,N,4
4708,20,2.0,0.0,N,9
4708,20,2.0,0.0,N,6
4708,25,2.0,0.0,N,12
4708,20,1.0,0.0,N,3
4708,23,2.0,0.0,N,8
4708,15,1.0,0.0,N,12
4708,15,1.0,0.0,N,8
4708,10,2.0,0.0,N,6
4708,15,2.0,0.0,N,4
4708,23,2.0,0.0,N,8
