screen_name,text,localidad,provincia,hora,verified,friends_count,followers,tweets,primera persona,segunda persona,tercera persona,sentimiento medio emojis,tiempo condicional,tiempo futuro,tiempo pasado,tiempo presente,mediana,sentiment
jofralo05,"😏😏 en Arrabal De Portillo, Castilla y León, Spain https://t.co/uf9eDZP2Vh",Portillo,Valladolid,19,0,2362,841,225509,0,0,0,1.0,0,0,0,0,15050.0,0.0
jofralo05,"😏😏😏 en Arrabal De Portillo, Castilla y León, Spain https://t.co/2mXVuzLLVm",Portillo,Valladolid,21,0,2362,841,225509,0,0,0,1.0,0,0,0,0,15050.0,0.0
jofralo05,"🥰🥰🥰 en Arrabal De Portillo, Castilla y León, Spain https://t.co/gjg4GMP7iz",Portillo,Valladolid,19,0,2362,841,225509,0,0,0,1.0,0,0,0,0,15050.0,0.0
jofralo05,"🥰🥰 en Arrabal De Portillo, Castilla y León, Spain https://t.co/bmw8X5niWp",Portillo,Valladolid,11,0,2362,841,225509,0,0,0,1.0,0,0,0,0,15050.0,0.0
AndyWarrol,Es un sin techo https://t.co/z3VNPIxJFS,Olvera,Cádiz,10,0,503,1657,216361,0,0,1,0.0,0,0,0,1,12250.0,0.0
AndyWarrol,Vaya discurso madridista de Raulito,Olvera,Cádiz,21,0,503,1657,216361,0,0,1,0.0,0,0,0,0,12250.0,0.0
AndyWarrol,"Mañana Mbappe es libre de fichar por el equipo que quiera, incluido el PSG.",Olvera,Cádiz,12,0,503,1657,216361,0,0,2,0.0,0,0,0,2,12250.0,0.620801
AndyWarrol,Trabajador a las 18h en casa https://t.co/cyFp9YnvWo,Olvera,Cádiz,10,0,503,1657,216361,0,0,0,0.0,0,0,0,0,12250.0,0.0
AndyWarrol,De Space Surimi porque es for the children,Olvera,Cádiz,9,0,503,1657,216361,0,0,1,0.0,0,0,0,1,12250.0,0.0
AndyWarrol,Dais vergüenza. El Venca tiene más periodismo que toda vuestra redacción.,Olvera,Cádiz,20,0,503,1657,216361,0,0,1,0.0,0,0,0,1,12250.0,-0.580436
AndyWarrol,El gol de Vicente Moreno el día del ascenso del Xerez a primera división.,Olvera,Cádiz,21,0,503,1657,216361,0,0,0,0.0,0,0,0,0,12250.0,0.64073
AndyWarrol,Cristiano Ronaldo https://t.co/TQXZ2ZnDL3,Olvera,Cádiz,20,0,503,1657,216361,0,0,0,0.0,0,0,0,0,12250.0,0.0
AndyWarrol,Yo cambiaría a Vázquez por un bolardo,Olvera,Cádiz,21,0,503,1657,216361,0,0,1,0.0,1,0,0,0,12250.0,0.0
AndyWarrol,"Qué puta vergüenza, jajajajjaa. Ojalá la organización tenga que recoger cable.",Olvera,Cádiz,21,0,503,1657,216361,0,0,1,0.0,0,0,0,1,12250.0,-0.800225
verdejomar,"“Señoras, señores: yo también soy naturaleza.
Lo digo por sus pregones de amor a los bosques y los prados, al lince ibérico y al oso polar. 
A ustedes que enjuician sin defensa a la personas, que acribillan miradas de desprecio sobre cuerpos y voces, pelos y pezones.
...
 1/2 https://t.co/cKkOoT0Qry",Almería,Almería,12,0,6620,9299,127433,2,0,2,0.0,0,0,0,4,12950.0,-0.327619
verdejomar,"La mejor y más eficiente célula fotovoltaica jamás imaginada existe, es gratis, proporciona oxígeno, limpia el aire que respiras y refresca el ambiente. https://t.co/bcbrSr5fM1",Almería,Almería,23,0,6620,9299,127433,0,2,2,0.0,0,0,0,3,12950.0,0.99535
verdejomar,Se desparraman. No hay palabra más gráfica. Gran trabajo de @involcan,Almería,Almería,23,0,6620,9299,127433,0,0,2,0.0,0,0,0,2,12950.0,0.0
verdejomar,Es impresionante,Almería,Almería,21,0,6620,9299,127433,0,0,1,0.0,0,0,0,1,12950.0,0.976914
verdejomar,"«No sé si un animal puede razonar, sólo sé que es capaz de sufrir,y por ello,lo considero mi prójimo». Schweitzer https://t.co/utHZvEHU0A",Almería,Almería,23,0,6620,9299,127433,3,0,2,0.0,0,0,0,5,12950.0,0.0
verdejomar,"No sabemos pronunciarlo pero no importa porque somos #Terra y #Nohayfronteras 
 #BenidormFest 😉 

¡non hai fronteiras!"" 🎶  #Tanxugueiras",Almería,Almería,16,0,6620,9299,127433,2,0,1,1.0,0,0,0,3,12950.0,0.0
verdejomar,"Viéndolxs así de afanadxs podrían ser pajes de SS. MM. Los Reyes Magos de Oriente. Y no descarto nada en este grupo de Científicxs amantes de la vida. Es más, son sospechosxs de repartir ilusiones y esperanza. Feliz Solsticio y Feliz Na (Vida) d @ceco_ual @aulamarinaual
#somosUAL https://t.co/AK6h9Zvf9r",Almería,Almería,15,0,6620,9299,127433,1,0,2,0.0,1,0,0,2,12950.0,0.737821
verdejomar,"Letra casposa y machista de  @eurovision_tve y que no representa a un país que lucha por la igualdad hasta la saciedad #BenidormFest  los mercaderes y el patriarcado  han ganado, y no la Cultura y la música 🎶 https://t.co/oNtJgMvnDB",Almería,Almería,12,0,6620,9299,127433,0,0,3,1.0,0,0,0,3,12950.0,0.0
verdejomar,"Momentazo
Gracias por tanto
#Aturuxo
#Tanxugueiras",Almería,Almería,21,0,6620,9299,127433,0,0,0,0.0,0,0,0,0,12950.0,0.968584
verdejomar,"Ser bióloga es un sin parar, dice @ArantzaLeal1 en @BosqueHabitado #RevolucionDeLosConmovidosRadio3 y una gran sonrisa 😊 me han sacado al recordar a la @ceco_ual de @ualmeria Es trepidante la vida https://t.co/jcIRY4X6W8",Almería,Almería,10,0,6620,9299,127433,0,0,4,1.0,0,0,0,4,12950.0,0.963161
rrubenfernandez,El relojito dice GOOLLLLLLLLLLLL,Granada,Granada,20,0,2018,2121,38482,0,0,1,0.0,0,0,0,1,15750.0,0.349217
rrubenfernandez,Cositas de Granada,Granada,Granada,9,0,2018,2121,38482,0,0,0,0.0,0,0,0,0,15750.0,0.421451
rrubenfernandez,Uf esta lloviendo pobres los reyes magos la que les está cayendo…😔,Granada,Granada,1,0,2018,2121,38482,0,0,1,0.0,0,0,0,1,15750.0,-0.7650140000000001
rrubenfernandez,"No, no voy a salir de fiesta en nochevieja esperanza, me niego",Granada,Granada,13,0,2018,2121,38482,2,0,0,0.0,0,0,0,2,15750.0,-0.8414309999999999
rrubenfernandez,1 de noviembre quitaos ya el spooky del nombre por favor,Granada,Granada,0,0,2018,2121,38482,0,0,0,0.0,0,0,0,0,15750.0,0.0
rrubenfernandez,Pero por qué empiezan tirandose cuchillos tú relajarse que no llevais ni 20 segundos,Granada,Granada,22,0,2018,2121,38482,0,1,1,0.0,0,0,0,2,15750.0,0.0
rrubenfernandez,Pues bórrate instagram a mi que me cuentas,Granada,Granada,10,0,2018,2121,38482,0,1,0,0.0,0,0,0,1,15750.0,0.4931439999999999
rrubenfernandez,eternamente agradecido a mis mejores amigos de insta que me dan su opinion de cualquier cosa que me compro sois los mejores💕,Granada,Granada,13,0,2018,2121,38482,1,0,3,1.0,0,0,0,4,15750.0,0.993172
rrubenfernandez,“Dios le da hambre a quien no tiene comida” @Fran_Ejido 2021,Granada,Granada,23,0,2018,2121,38482,0,0,2,0.0,0,0,0,2,15750.0,0.0
rrubenfernandez,La alegria a mi casa ha venio que alegria haberte conocio,Granada,Granada,10,0,2018,2121,38482,2,0,3,0.0,0,0,1,4,15750.0,0.99539
f92152231,Muy buen y feliz Año nuevo. 💋🥂💚🇪🇦 en Spain https://t.co/KyGOpy4PaD,Tarancón,Cuenca,11,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.99633
f92152231,Muy buena y feliz noche de sábado. 💋🌹🌜🎅🧑‍🎄🥂💚🇪🇦 en Spain https://t.co/yg4lqXLrnA,Tarancón,Cuenca,17,0,79,20,7557,0,0,0,0.75,0,0,0,0,15050.0,0.998955
f92152231,Muy buena y feliz tarde de sábado. 💋🌹🥂💚🇪🇦 en Spain https://t.co/zU4SWgoH3I,Tarancón,Cuenca,14,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.997277
f92152231,VERGONZOSO Y ASQUEROSO 😡 💩 🤮 en Spain https://t.co/v0ykITDAAR,Tarancón,Cuenca,20,0,79,20,7557,0,0,0,0.0,0,0,0,0,15050.0,-0.986262
f92152231,Muy buena y feliz noche de sábado. 💋 🌹🌜🍁🍾🥂💚🇪🇦 en Spain https://t.co/gAPnSO5q0R,Tarancón,Cuenca,20,0,79,20,7557,0,0,0,0.625,0,0,0,0,15050.0,0.998435
f92152231,Muy buen y feliz día. 💋 🌹🍁☕🥐💚🇪🇦 en Playa de Moncofa https://t.co/hubOkPNCWe,Tarancón,Cuenca,5,0,79,20,7557,0,0,0,0.8571428571428571,0,0,0,0,15050.0,0.997723
f92152231,Muy buena y feliz noche dulces sueños. 💋 🌹🌜🎅🧑‍🎄☃️🎄🎍🥂💚🇪🇦 en Spain https://t.co/PNii7hh5NI,Tarancón,Cuenca,21,0,79,20,7557,0,0,0,0.8181818181818182,0,0,0,0,15050.0,0.999368
f92152231,Muy buen y feliz Año nuevo. 💋🥂💚🇪🇦 https://t.co/Al0KNCrB9w,Tarancón,Cuenca,8,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.999056
f92152231,Muy buena y feliz noche dulces sueños. 🌜❄🥂💚🇪🇦 en Spain https://t.co/pNOlzpK3si,Tarancón,Cuenca,19,0,79,20,7557,0,0,0,0.6,0,0,0,0,15050.0,0.998767
f92152231,Muy buen y feliz día. 💋 🌹☕🥐🍩💚🇪🇦 en Spain https://t.co/f60i5Udntk,Tarancón,Cuenca,6,0,79,20,7557,0,0,0,1.0,0,0,0,0,15050.0,0.99321
davidayuso1967,El Gobierno no ve grave que Naciones Unidas identifique aguas canarias como «costa marroquí» https://t.co/e6SgBoeEB6 a través de @ABCespana,Madrid,Madrid,10,0,730,1417,89349,0,0,2,0.0,0,0,0,2,27650.0,-0.605815
davidayuso1967,"La huida hacia delante del Gobierno: critica al juez y tilda su auto de ""violencia institucional"" https://t.co/YqOP5Twxb3 a través de @libertaddigital",Madrid,Madrid,9,0,730,1417,89349,0,0,2,0.0,0,0,0,2,27650.0,-0.640757
davidayuso1967,Moreno pone el escudo a los autónomos ante el hachazo de Sánchez https://t.co/Sz280neIVl a través de @ESdiario_com,Madrid,Madrid,15,0,730,1417,89349,0,0,1,0.0,0,0,0,1,27650.0,0.0
davidayuso1967,"El PP se rodea de vacas y arremete contra Alberto Garzón: ""Más ganadería, menos comunismo"" https://t.co/tYBsxv0NQT",Madrid,Madrid,10,0,730,1417,89349,0,0,2,0.0,0,0,0,2,27650.0,-0.6258729999999999
davidayuso1967,PP y Ciudadanos se lanzan contra Garzón y exigen a Sánchez su cese https://t.co/U9P9OAQG30 vía @voz_populi,Madrid,Madrid,16,0,730,1417,89349,0,0,2,0.0,0,0,0,2,27650.0,-0.5744319999999999
davidayuso1967,"El 'Financial Times' se enamora de la madrileña plaza de Olavide: ""Aquí está el sueño europeo"" via @20m https://t.co/IyFkCtI8A1",Madrid,Madrid,15,0,730,1417,89349,0,0,2,0.0,0,0,0,2,27650.0,0.0
davidayuso1967,La población alemana busca la inmunidad por contagio y abandona la vacunación 🤔 🤔 🤔?  https://t.co/dGwyeKTbgt,Madrid,Madrid,22,0,730,1417,89349,0,0,2,1.0,0,0,0,2,27650.0,0.0
davidayuso1967,Mejor su jefe que negocia con separatistas y golpistas…esta delegada es servil y un altavoz de su Amo y Señor.,Madrid,Madrid,13,0,730,1417,89349,0,0,2,0.0,0,0,0,2,27650.0,0.272214
davidayuso1967,España afronta la sexta ola: «Todos esperamos que sea bestial pero corta» https://t.co/PwGu5rfzMN a través de @ABC_Sociedad,Madrid,Madrid,22,0,730,1417,89349,1,0,2,0.0,0,0,0,3,27650.0,0.0
davidayuso1967,El mayor vago en siglos!,Madrid,Madrid,15,0,730,1417,89349,0,0,0,0.0,0,0,0,0,27650.0,-0.881351
PokeLexgnzlz,"Nada, ya emitiré mañana.
He pasado un mal rato hoy lidiando con unos Qwilfish de Hisui, que se me vinieron 5 encima, luego casi me matan unos Skorupi y faileé intentando llegar a una voluta de luz. Suficiente para cerrar sin guardar y cancelar el directo, que venía con migrañas.",Gijón,Asturias,18,0,774,3974,202826,1,0,4,0.0,0,0,3,2,19950.0,-0.649233
PokeLexgnzlz,"He vencido un Combee shiny macho.

No me lo puedo creer.

Me daba desconfianza usar Ácido con Oddish. Presentía que iba a ser crítico.

FUE CRÍTICO. LO VENCÍ. A TOMAR POR CULO. PUTO HIERBAJO.",Gijón,Asturias,1,0,774,3974,202826,2,0,4,0.0,0,0,4,2,19950.0,-0.973063
PokeLexgnzlz,Pokémon Diamante Brillante Parte 7 https://t.co/LsX8z4GEje EN DIRECTO,Gijón,Asturias,15,0,774,3974,202826,0,0,0,0.0,0,0,0,0,19950.0,0.716988
PokeLexgnzlz,"Le he echado una buena cantidad de tabasco a unos fideos orientales. La boca ardiendo y medio aturdido por un buen rato, ahora con un cansancio considerable.",Gijón,Asturias,23,0,774,3974,202826,1,0,0,0.0,0,0,0,1,19950.0,0.472808
PokeLexgnzlz,"Muchos ven innecesario que Walt matase a Mike, pero tras echarle la culpa de todo, pudiendo ser una amenaza más adelante y más cosas que había hecho anteriormente cuesta lamentarlo... #BreakingBad

""Cierra la puta boca... Déjame morir en paz""",Gijón,Asturias,23,0,774,3974,202826,0,0,6,0.0,0,0,4,2,19950.0,-0.818638
PokeLexgnzlz,"Por fin he conseguido el Elekid con Tajo Cruzado y Puño Hielo. Ha sido de lo más pesado encima sin Cuerpo Llama/Escudo Magma, pero he sacado un buen dinero con el entrenamiento.
Mañana podré continuar emitiendo Diamante Brillante.",Gijón,Asturias,17,0,774,3974,202826,3,0,1,0.0,0,1,0,3,19950.0,0.792916
PokeLexgnzlz,a través de @YouTube Me ha gustado un vídeo de @YouTube (https://t.co/lfQLMInvTM - ¡Voltorb de Hisui nos ha dejado en shock!⚡ | Leyendas Pokémon: Arceus).,Gijón,Asturias,20,0,774,3974,202826,0,0,2,1.0,0,0,0,2,19950.0,0.0
PokeLexgnzlz,Clase productiva la de hoy 💪🏻,Gijón,Asturias,21,0,774,3974,202826,0,0,0,1.0,0,0,0,0,19950.0,0.987825
PokeLexgnzlz,El amigo Julio,Gijón,Asturias,9,0,774,3974,202826,0,0,0,0.0,0,0,0,0,19950.0,0.0
PokeLexgnzlz,"Voy a tirar el ratón por el hueco de la escalera por no parar de joderme todo y cuanto hago. No puedo estar mirando mis apuntes, ni grabar ni utilizar el navegador sin que me cierre algo o me desplace a donde no es.",Gijón,Asturias,23,0,774,3974,202826,3,0,3,0.0,0,0,0,6,19950.0,-0.876238
VirginiaOlmedo,Lo que ha dicho #AlbertoGarzón. https://t.co/KKi7fuBEHB,Madrid,Madrid,12,0,3074,3275,35065,0,0,1,0.0,0,0,0,1,20650.0,0.0
VirginiaOlmedo,"El Gobierno de #España y al menos cuatro autonomías (#CastillaLaMancha, #Aragón, #Cataluña y #Navarra) han anunciado o aprobado medidas contra las #macrogranjas https://t.co/gyDRDPtxFx vía @el_pais",Madrid,Madrid,21,0,3074,3275,35065,0,0,1,0.0,0,0,0,1,20650.0,0.0
VirginiaOlmedo,«Que los hombres progresistas van a ser siempre aliados feministas es un mito» Ana Bernal Triviño @anaisbernal https://t.co/1qK96AwU9j,Madrid,Madrid,19,0,3074,3275,35065,0,0,2,0.0,0,0,0,2,20650.0,0.0
VirginiaOlmedo,"El Gobierno de España, sus aliados en el Congreso de los Diputados y agentes sociales pugnan por marcar el alcance de la reforma laboral en su recta final https://t.co/UcgI7jNcJD vía @publico_es",Madrid,Madrid,7,0,3074,3275,35065,0,0,1,0.0,0,0,0,1,20650.0,0.0
VirginiaOlmedo,Todos los grupos políticos salvo Vox ratifican el Pacto de Estado contra la Violencia de Género  https://t.co/39DnGlRCRi vía @el_pais,Madrid,Madrid,10,0,3074,3275,35065,0,0,1,0.0,0,0,0,1,20650.0,0.0
VirginiaOlmedo,El Gobierno tendrá lista en enero una ley contra la trata https://t.co/ZgW1fVHovS vía @_infolibre,Madrid,Madrid,6,0,3074,3275,35065,0,0,2,0.0,0,1,0,1,20650.0,0.0
VirginiaOlmedo,"“Sin vecinismo”, el concepto de felicidad social.",Madrid,Madrid,22,0,3074,3275,35065,0,0,0,0.0,0,0,0,0,20650.0,0.0
VirginiaOlmedo,"Gabriel Boric, líder de izquierda, será el nuevo presidente de Chile https://t.co/MprQoJO4lf",Madrid,Madrid,6,0,3074,3275,35065,0,0,1,0.0,0,1,0,0,20650.0,0.0
VirginiaOlmedo,"Expertos de varios ámbitos piden en 'The Lancet' cambiar la manera en la que se afronta la muerte:
«Los tratamientos médicos quieren alargar la vida, pero a veces solo prolongan la muerte y el sufrimiento» 
https://t.co/oCMCvOgsyO @ABC_Sociedad",Madrid,Madrid,7,0,3074,3275,35065,0,0,4,0.0,0,0,0,4,20650.0,0.0
VirginiaOlmedo,Las ventajas de tener encuestas más transparentes https://t.co/hUf5UAKXT9 vía @el_pais,Madrid,Madrid,6,0,3074,3275,35065,0,0,0,0.0,0,0,0,0,20650.0,0.0
yoyi_ducati,Hoy la luna está impresionante https://t.co/FaXZaCAmUZ,Redondela,Pontevedra,18,0,1692,2558,91642,0,0,1,0.0,0,0,0,1,15050.0,0.902172
