id,fecha,intensidad,ocupacion,carga,hora
5671,2021-10-01 16:45:00,210,9.0,16,16
5879,2021-10-01 16:45:00,1069,3.0,39,16
3705,2021-10-01 16:45:00,3208,16.0,84,16
5671,2021-10-01 17:00:00,236,14.0,16,17
3705,2021-10-01 17:00:00,3065,15.0,80,17
6404,2021-10-01 17:00:00,1243,4.0,38,17
5879,2021-10-01 17:00:00,1032,3.0,37,17
5879,2021-10-01 17:15:00,1158,4.0,41,17
3705,2021-10-01 17:15:00,3004,15.0,79,17
5671,2021-10-01 17:15:00,278,14.0,22,17
6404,2021-10-01 17:15:00,1064,4.0,37,17
6404,2021-10-01 17:30:00,1127,4.0,37,17
5671,2021-10-01 17:30:00,232,8.0,18,17
3705,2021-10-01 17:30:00,2948,14.0,76,17
5879,2021-10-01 17:30:00,1142,4.0,40,17
3705,2021-10-01 17:45:00,2716,13.0,72,17
5671,2021-10-01 17:45:00,232,20.0,21,17
5879,2021-10-01 17:45:00,981,3.0,33,17
6404,2021-10-01 17:45:00,1204,5.0,38,17
6404,2021-10-01 18:00:00,1180,4.0,38,18
5671,2021-10-01 18:00:00,209,8.0,19,18
3705,2021-10-01 18:00:00,2576,11.0,69,18
5879,2021-10-01 18:00:00,882,2.0,31,18
3705,2021-10-01 18:15:00,2888,15.0,76,18
6404,2021-10-01 18:15:00,1243,4.0,39,18
5879,2021-10-01 18:15:00,815,2.0,28,18
5671,2021-10-01 18:15:00,226,8.0,14,18
5671,2021-10-01 18:30:00,192,15.0,14,18
6404,2021-10-01 18:30:00,1167,6.0,39,18
3705,2021-10-01 18:30:00,2832,13.0,74,18
5879,2021-10-01 18:30:00,754,2.0,25,18
3705,2021-10-01 18:45:00,3120,14.0,80,18
6404,2021-10-01 18:45:00,1310,10.0,45,18
5879,2021-10-01 18:45:00,863,3.0,31,18
5671,2021-10-01 18:45:00,176,8.0,14,18
5671,2021-10-01 19:00:00,161,9.0,12,19
3705,2021-10-01 19:00:00,2968,14.0,77,19
6404,2021-10-01 19:00:00,1051,6.0,38,19
5879,2021-10-01 19:00:00,867,2.0,30,19
3705,2021-10-01 19:15:00,2992,14.0,78,19
6404,2021-10-01 19:15:00,1106,5.0,36,19
5879,2021-10-01 19:15:00,722,1.0,25,19
5671,2021-10-01 19:15:00,171,19.0,18,19
5671,2021-10-01 19:30:00,202,12.0,15,19
5879,2021-10-01 19:30:00,812,3.0,28,19
3705,2021-10-01 19:30:00,3116,15.0,81,19
6404,2021-10-01 19:30:00,993,4.0,33,19
3705,2021-10-01 19:45:00,3224,15.0,84,19
6404,2021-10-01 19:45:00,1113,4.0,34,19
5671,2021-10-01 19:45:00,200,8.0,13,19
5879,2021-10-01 19:45:00,776,2.0,27,19
3705,2021-10-01 20:00:00,3188,15.0,83,20
5879,2021-10-01 20:00:00,787,1.0,28,20
6404,2021-10-01 20:00:00,1118,6.0,38,20
5671,2021-10-01 20:00:00,173,6.0,14,20
6404,2021-10-01 20:15:00,883,3.0,30,20
3705,2021-10-01 20:15:00,3152,16.0,82,20
5879,2021-10-01 20:15:00,792,2.0,28,20
5671,2021-10-01 20:15:00,170,14.0,15,20
5671,2021-10-01 20:30:00,213,14.0,17,20
5879,2021-10-01 20:30:00,842,2.0,29,20
6404,2021-10-01 20:30:00,1102,7.0,35,20
3705,2021-10-01 20:30:00,2864,15.0,75,20
5671,2021-10-01 20:45:00,163,13.0,14,20
5879,2021-10-01 20:45:00,781,2.0,28,20
3705,2021-10-01 20:45:00,3008,14.0,78,20
6404,2021-10-01 20:45:00,921,4.0,31,20
5671,2021-10-01 21:00:00,146,3.0,11,21
6404,2021-10-01 21:00:00,1000,6.0,34,21
5879,2021-10-01 21:00:00,627,2.0,23,21
3705,2021-10-01 21:00:00,3021,15.0,78,21
6404,2021-10-01 21:15:00,987,4.0,31,21
3705,2021-10-01 21:15:00,2868,13.0,75,21
5879,2021-10-01 21:15:00,573,1.0,19,21
5671,2021-10-01 21:15:00,158,9.0,13,21
5879,2021-10-01 21:30:00,558,2.0,19,21
6404,2021-10-01 21:30:00,844,3.0,26,21
3705,2021-10-01 21:30:00,2700,14.0,70,21
5671,2021-10-01 21:30:00,142,7.0,10,21
6404,2021-10-01 21:45:00,732,2.0,26,21
5671,2021-10-01 21:45:00,111,3.0,7,21
5879,2021-10-01 21:45:00,497,1.0,17,21
3705,2021-10-01 21:45:00,2268,12.0,61,21
5671,2021-10-01 22:00:00,99,2.0,7,22
6404,2021-10-01 22:00:00,731,2.0,23,22
3705,2021-10-01 22:00:00,1900,8.0,54,22
5879,2021-10-01 22:00:00,387,0.0,14,22
5671,2021-10-01 22:15:00,105,3.0,7,22
3705,2021-10-01 22:15:00,1720,7.0,49,22
6404,2021-10-01 22:15:00,620,2.0,21,22
5879,2021-10-01 22:15:00,395,0.0,13,22
6404,2021-10-01 22:30:00,648,1.0,18,22
5879,2021-10-01 22:30:00,448,0.0,16,22
5671,2021-10-01 22:30:00,110,5.0,8,22
3705,2021-10-01 22:30:00,1608,9.0,51,22
3705,2021-10-01 22:45:00,1261,9.0,54,22
6404,2021-10-01 22:45:00,573,2.0,21,22
5879,2021-10-01 22:45:00,316,1.0,12,22
5671,2021-10-01 22:45:00,99,3.0,8,22
3705,2021-10-01 23:00:00,1108,5.0,33,23
5879,2021-10-01 23:00:00,202,0.0,7,23
5671,2021-10-01 23:00:00,119,4.0,7,23
6404,2021-10-01 23:00:00,512,2.0,17,23
6404,2021-10-01 23:15:00,433,1.0,15,23
3705,2021-10-01 23:15:00,1168,5.0,34,23
5671,2021-10-01 23:15:00,59,1.0,5,23
5879,2021-10-01 23:15:00,259,0.0,10,23
3705,2021-10-01 23:30:00,1080,5.0,29,23
5879,2021-10-01 23:30:00,321,0.0,10,23
5671,2021-10-01 23:30:00,89,1.0,5,23
6404,2021-10-01 23:30:00,426,1.0,13,23
5671,2021-10-01 23:45:00,67,1.0,5,23
3705,2021-10-01 23:45:00,1020,5.0,29,23
6404,2021-10-01 23:45:00,295,1.0,11,23
5879,2021-10-01 23:45:00,262,1.0,9,23
6404,2021-10-02 00:00:00,330,0.0,9,0
5879,2021-10-02 00:00:00,249,0.0,9,0
3705,2021-10-02 00:00:00,892,3.0,26,0
5671,2021-10-02 00:00:00,68,1.0,3,0
5879,2021-10-02 00:15:00,218,1.0,9,0
3705,2021-10-02 00:15:00,857,3.0,24,0
6404,2021-10-02 00:15:00,347,0.0,10,0
5671,2021-10-02 00:15:00,79,1.0,5,0
6404,2021-10-02 00:30:00,321,0.0,8,0
5879,2021-10-02 00:30:00,198,0.0,7,0
3705,2021-10-02 00:30:00,996,4.0,29,0
5671,2021-10-02 00:30:00,78,2.0,4,0
6404,2021-10-02 00:45:00,261,0.0,9,0
5879,2021-10-02 00:45:00,159,0.0,6,0
3705,2021-10-02 00:45:00,923,5.0,26,0
5671,2021-10-02 00:45:00,53,5.0,3,0
5671,2021-10-02 01:00:00,74,0.0,3,1
6404,2021-10-02 01:00:00,238,0.0,8,1
5879,2021-10-02 01:00:00,132,0.0,3,1
3705,2021-10-02 01:00:00,725,3.0,21,1
5671,2021-10-02 01:15:00,100,1.0,5,1
3705,2021-10-02 01:15:00,720,3.0,21,1
5879,2021-10-02 01:15:00,151,0.0,5,1
6404,2021-10-02 01:15:00,202,0.0,6,1
6404,2021-10-02 01:30:00,161,0.0,7,1
5879,2021-10-02 01:30:00,153,0.0,6,1
5671,2021-10-02 01:30:00,71,5.0,8,1
3705,2021-10-02 01:30:00,516,2.0,13,1
5879,2021-10-02 01:45:00,144,0.0,5,1
3705,2021-10-02 01:45:00,593,3.0,16,1
6404,2021-10-02 01:45:00,174,0.0,4,1
5671,2021-10-02 01:45:00,54,0.0,4,1
5879,2021-10-02 02:00:00,103,0.0,4,2
3705,2021-10-02 02:00:00,516,3.0,15,2
6404,2021-10-02 02:00:00,127,0.0,5,2
5671,2021-10-02 02:00:00,18,0.0,2,2
3705,2021-10-02 02:15:00,432,1.0,11,2
5879,2021-10-02 02:15:00,117,0.0,5,2
6404,2021-10-02 02:15:00,110,0.0,3,2
5671,2021-10-02 02:15:00,45,1.0,2,2
3705,2021-10-02 02:30:00,400,2.0,11,2
5671,2021-10-02 02:30:00,29,0.0,2,2
5879,2021-10-02 02:30:00,88,0.0,3,2
6404,2021-10-02 02:30:00,137,0.0,4,2
5671,2021-10-02 02:45:00,33,16.0,4,2
5879,2021-10-02 02:45:00,65,0.0,2,2
6404,2021-10-02 02:45:00,67,0.0,2,2
3705,2021-10-02 02:45:00,393,1.0,12,2
6404,2021-10-02 03:00:00,42,0.0,1,3
5671,2021-10-02 03:00:00,37,3.0,8,3
3705,2021-10-02 03:00:00,328,2.0,8,3
5879,2021-10-02 03:00:00,91,0.0,2,3
6404,2021-10-02 03:15:00,68,0.0,1,3
5671,2021-10-02 03:15:00,17,0.0,1,3
5879,2021-10-02 03:15:00,59,0.0,3,3
3705,2021-10-02 03:15:00,288,1.0,8,3
5671,2021-10-02 03:30:00,20,0.0,1,3
3705,2021-10-02 03:30:00,275,1.0,6,3
5879,2021-10-02 03:30:00,47,0.0,3,3
6404,2021-10-02 03:30:00,107,0.0,3,3
6404,2021-10-02 03:45:00,60,0.0,3,3
5879,2021-10-02 03:45:00,71,0.0,2,3
3705,2021-10-02 03:45:00,288,1.0,7,3
5671,2021-10-02 03:45:00,15,0.0,1,3
3705,2021-10-02 04:00:00,276,1.0,8,4
5879,2021-10-02 04:00:00,40,0.0,2,4
5671,2021-10-02 04:00:00,21,0.0,1,4
6404,2021-10-02 04:00:00,54,0.0,1,4
3705,2021-10-02 04:15:00,293,0.0,8,4
5671,2021-10-02 04:15:00,29,0.0,1,4
5879,2021-10-02 04:15:00,40,0.0,0,4
6404,2021-10-02 04:15:00,83,0.0,1,4
6404,2021-10-02 04:30:00,58,0.0,2,4
3705,2021-10-02 04:30:00,288,1.0,8,4
5671,2021-10-02 04:30:00,28,0.0,0,4
5879,2021-10-02 04:30:00,50,0.0,2,4
5879,2021-10-02 04:45:00,65,0.0,3,4
3705,2021-10-02 04:45:00,304,0.0,9,4
5671,2021-10-02 04:45:00,25,0.0,1,4
6404,2021-10-02 04:45:00,52,0.0,1,4
3705,2021-10-02 05:00:00,280,1.0,7,5
5879,2021-10-02 05:00:00,39,0.0,3,5
5671,2021-10-02 05:00:00,13,0.0,1,5
6404,2021-10-02 05:00:00,81,0.0,2,5
3705,2021-10-02 05:15:00,312,1.0,8,5
6404,2021-10-02 05:15:00,71,0.0,1,5
5879,2021-10-02 05:15:00,40,0.0,2,5
5671,2021-10-02 05:15:00,20,9.0,4,5
6404,2021-10-02 05:30:00,47,0.0,2,5
5879,2021-10-02 05:30:00,40,0.0,2,5
3705,2021-10-02 05:30:00,384,2.0,11,5
5671,2021-10-02 05:30:00,16,0.0,4,5
3705,2021-10-02 05:45:00,616,3.0,18,5
5879,2021-10-02 05:45:00,70,0.0,2,5
6404,2021-10-02 05:45:00,89,0.0,1,5
5671,2021-10-02 05:45:00,29,0.0,1,5
5671,2021-10-02 06:00:00,28,1.0,2,6
3705,2021-10-02 06:00:00,600,2.0,17,6
5879,2021-10-02 06:00:00,79,0.0,3,6
6404,2021-10-02 06:00:00,120,0.0,4,6
3705,2021-10-02 06:15:00,819,3.0,23,6
6404,2021-10-02 06:15:00,156,0.0,3,6
5671,2021-10-02 06:15:00,20,0.0,1,6
5879,2021-10-02 06:15:00,50,0.0,2,6
6404,2021-10-02 06:30:00,206,0.0,4,6
5671,2021-10-02 06:30:00,39,0.0,1,6
5879,2021-10-02 06:30:00,64,0.0,2,6
3705,2021-10-02 06:30:00,1021,4.0,29,6
6404,2021-10-02 06:45:00,285,0.0,7,6
5671,2021-10-02 06:45:00,33,0.0,1,6
5879,2021-10-02 06:45:00,93,0.0,3,6
3705,2021-10-02 06:45:00,1256,6.0,36,6
3705,2021-10-02 07:00:00,901,4.0,24,7
5879,2021-10-02 07:00:00,92,0.0,3,7
6404,2021-10-02 07:00:00,242,0.0,9,7
5671,2021-10-02 07:00:00,51,0.0,1,7
5671,2021-10-02 07:15:00,42,0.0,1,7
6404,2021-10-02 07:15:00,201,0.0,5,7
3705,2021-10-02 07:15:00,1071,4.0,29,7
5879,2021-10-02 07:15:00,102,1.0,3,7
5879,2021-10-02 07:30:00,129,0.0,3,7
6404,2021-10-02 07:30:00,271,0.0,7,7
5671,2021-10-02 07:30:00,33,0.0,1,7
3705,2021-10-02 07:30:00,1255,5.0,35,7
5671,2021-10-02 07:45:00,20,0.0,0,7
3705,2021-10-02 07:45:00,1432,6.0,38,7
5879,2021-10-02 07:45:00,119,0.0,5,7
6404,2021-10-02 07:45:00,272,0.0,7,7
6404,2021-10-02 08:00:00,287,0.0,9,8
3705,2021-10-02 08:00:00,1300,5.0,37,8
5671,2021-10-02 08:00:00,34,0.0,1,8
5879,2021-10-02 08:00:00,123,0.0,5,8
5879,2021-10-02 08:15:00,171,0.0,6,8
6404,2021-10-02 08:15:00,315,2.0,12,8
3705,2021-10-02 08:15:00,1289,5.0,34,8
5671,2021-10-02 08:15:00,30,0.0,1,8
6404,2021-10-02 08:30:00,354,0.0,9,8
5879,2021-10-02 08:30:00,273,0.0,9,8
5671,2021-10-02 08:30:00,34,0.0,1,8
3705,2021-10-02 08:30:00,1607,7.0,43,8
5671,2021-10-02 08:45:00,40,1.0,2,8
3705,2021-10-02 08:45:00,1584,6.0,43,8
6404,2021-10-02 08:45:00,380,0.0,10,8
5879,2021-10-02 08:45:00,209,0.0,6,8
3705,2021-10-02 09:00:00,1772,8.0,48,9
5671,2021-10-02 09:00:00,53,1.0,4,9
5879,2021-10-02 09:00:00,303,0.0,11,9
6404,2021-10-02 09:00:00,457,2.0,14,9
