Date,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,WST,InsB,Bloomberg,FT,Overperforming,Sentiment,Total,Increment
2016-02-16,1.2446077825818407,1.17460488893689,1.8899280883486003,0.6637931034482758,2.3625,1.5909090909090908,1.05,1.4651162790697674,1.0,34,16,10,15,-0.4744,0.0761359396776063,75,0.015067431744364417
2016-02-17,1.3860028482576219,1.547699464695386,1.3291425342562508,1.3299999999999998,0.9625,2.6790123456790123,0.9824561403508772,2.2931034482758617,1.0,33,27,8,21,-1.3150561797752809,0.0789779093582932,89,0.015935966656086768
2016-02-18,0.8624835533777959,0.9791275101394796,0.7592289588703351,1.433734939759036,0.2734375,0.8289473684210525,0.48275862068965514,2.6376811594202896,1.0,32,11,9,19,-2.4232394366197183,0.0702733614031324,71,-0.013538843419358673
2016-02-19,1.1280711756984314,0.8712974415728142,0.9516572352465643,1.1518987341772151,0.33018867924528306,0.8749999999999999,2.985294117647059,1.4545454545454546,1.0,27,16,13,22,-1.2073076923076924,0.1101428239969906,78,-0.016986365409099733
2016-02-20,1.1806933280855068,0.8067021825055851,0.9816790863794701,0.9655172413793103,0.9824561403508772,1.4,1.9444444444444444,0.8433734939759036,1.0,28,12,13,6,-0.1464406779661017,0.1259918607365641,59,0.0
2016-02-21,0.691517019646638,0.9952237634127191,0.5645087684985983,1.2526315789473685,0.5982905982905983,0.5212765957446809,0.8105263157894737,0.39772727272727276,1.0,27,4,6,7,0.2668181818181818,0.1031014692378328,44,0.010582925860376189
2016-02-22,1.0621669928392856,0.7915667336487976,0.9539100792706295,1.1775700934579438,0.9692307692307691,0.7070707070707071,1.2666666666666666,0.8020833333333334,1.0,29,16,9,15,-1.1992753623188406,0.1089502874674975,69,0.024142167153265812
2016-02-23,1.0299859404890865,0.8495521787259737,1.0713090900758462,2.4285714285714284,3.6114649681528666,2.7697841726618706,2.267605633802817,3.217391304347826,1.0,34,18,16,13,-1.36641975308642,0.0536679459943348,81,0.01300818269539788
2016-02-24,1.1352021815910238,1.1220353917321388,1.3256056264652254,5.253411306042884,5.597922848664688,5.408421052631579,4.813519813519814,5.603932584269663,1.0,35,18,14,15,-1.2090243902439024,0.1119726723221932,82,-0.015257853466345665
2016-02-25,0.9529388333704324,1.0011925169561005,1.008835782630591,3.7732342007434942,2.9974358974358974,3.2419354838709675,2.8623087621696803,2.74290780141844,1.0,36,18,16,13,-1.4921686746987952,0.1113756385292529,83,-0.0034727240570013767
2016-02-26,1.0146124375087604,1.2514008351475785,1.0648692297339732,2.337719298245614,3.1910322279308736,3.2442223610243595,1.9476987447698744,2.794705564559697,1.0,32,16,12,13,-0.9743835616438355,0.0701946294868669,73,0.011559251534285064
2016-02-27,0.9509200610569585,0.782650966835908,0.836458717287136,1.96,1.8062150837988826,1.2940267765190525,1.5782029950083194,1.2749888938249667,1.0,20,22,10,5,-0.9410526315789474,0.0666328858763069,57,0.0
2016-02-28,0.5115506045609288,0.553681644848056,0.48038571629674814,0.5631844987363099,0.5220492866407264,0.4438528557599225,0.6697038724373576,0.6935419173686321,1.0,16,6,8,10,-0.65575,0.0914340638693317,40,-0.0029175585660977735
2016-02-29,1.0536639991947254,0.9069601427721594,0.9270457898938099,0.9854121079504011,1.1790073230268512,1.1209150326797386,0.8690958164642375,1.49143944197844,1.0,28,10,14,22,-0.915,0.0850759689509689,74,0.005835117132195547
2016-03-01,0.9637792629170491,0.9764523069567296,0.976465331049378,0.997131931166348,0.9117221418234442,0.662126371547484,0.8893617021276595,1.1540130151843817,1.0,27,12,14,21,-1.5895945945945946,0.0760940381476095,74,0.022027127131914317
2016-03-02,1.089272491669752,0.9385180853729848,1.0473079759772417,0.9646100845599749,0.9682274247491639,0.36719400499583676,1.064070351758794,0.3131127450980392,1.0,37,18,9,23,-1.756206896551724,0.1009682760832186,87,0.02320526097386165
2016-03-03,0.7672613458528952,1.240248843776859,0.7406183820415078,0.7658486707566462,0.48611111111111116,1.6564885496183206,0.4538904899135447,0.26721199727334694,1.0,34,11,9,22,-2.7756578947368418,0.0911029352896129,76,0.0046126345198022525
2016-03-04,1.1956824803780792,1.836004557538929,1.619446457813213,1.104875482286917,1.0877441268044155,1.7771156138259834,0.7913043478260869,1.4228675136116153,1.0,26,14,18,23,-2.15679012345679,0.0764863063319853,81,-0.00527606355884507
2016-03-05,0.5174974138921881,0.431578522079916,0.5645841098718353,0.31124412141941,0.5174013921113689,0.22904527117884357,1.032590051457976,0.6078660436137072,1.0,25,6,8,5,-1.4279545454545457,0.0875930640277231,44,0.0
2016-03-06,0.6133354859541492,0.6008281739969445,0.575458149020509,0.6369022429115532,0.2750775594622544,0.22268326417704012,2.603864734299517,0.13023255813953488,1.0,22,4,10,5,-0.7334146341463414,0.1434505772005772,41,-0.0008707850130274695
2016-03-07,0.884678693705557,0.7456477690939917,0.7605043293331308,0.6313851817763461,1.066914498141264,0.9995176073323685,1.3166023166023166,0.7063197026022305,1.0,37,7,9,26,-2.2846835443037974,0.0838338712877215,79,-0.005224806713944756
2016-03-08,1.2387101013585662,1.2263609172482552,1.1900446985130904,1.1377971858321203,1.1507967353284105,1.3684907325684024,0.6743661971830985,1.4496268656716418,1.0,41,10,12,27,-1.5458888888888889,0.0618350903212014,90,0.007844088903865443
2016-03-09,1.0840497396841788,0.8529659825695811,0.8831218885498634,1.1023908523908525,1.1229473684210527,1.0626238604835512,1.1711026615969582,1.2794857462269424,1.0,39,7,14,20,-2.07975,0.0845499188311688,80,0.0016711567935199956
2016-03-10,1.4194452160800033,0.7471773493138787,1.229071972547485,1.0661025912215758,1.4528301886792454,0.8357242017584452,0.4664179104477612,0.5606143719144268,1.0,34,11,6,30,-1.4085185185185185,0.0498554647105132,81,-0.021698094014101808
2016-03-11,0.8642841103414921,0.8371559633027523,0.8408912094986053,0.562858966177409,0.7337025990626331,1.0112422709387296,0.7661870503597122,1.7468805704099823,1.0,31,9,14,16,-2.0025714285714287,0.0790468674843674,70,-0.01136087019348732
2016-03-12,0.5854989380622658,0.564355351078979,0.5416024653312789,0.686189889025894,0.5300261096605744,0.9595346484572584,0.3344068706387547,0.4403080872913992,1.0,10,9,7,3,-0.966206896551724,0.028222869084938,29,0.0
2016-03-13,0.894775084771243,0.9253458205500834,0.9957808874200126,1.0417422867513613,0.8105263157894738,0.6339370829361296,1.6349108789182545,1.1285318559556787,1.0,27,6,6,6,-0.7033333333333333,0.0652021562425602,45,-0.011250401579341042
2016-03-14,1.0887202472451902,0.9941561226678105,1.0420332021221976,1.1182237600922722,1.031456953642384,0.648539778449144,0.39060205580029367,0.736842105263158,1.0,34,8,11,25,-1.832692307692308,0.0974572363763381,78,-0.012134342084288745
2016-03-15,0.8751725379583508,1.2103828306264501,0.9102191125023016,1.1464435146443515,0.881140350877193,0.694687682428488,1.442,1.0439306358381504,1.0,34,9,9,24,-2.064736842105263,0.1080092811671759,76,0.02771454397700983
2016-03-16,1.0574789800256457,2.186737657308809,1.6199993382085303,0.9949906073888541,1.435747174550021,1.4550327575938058,1.3238095238095238,2.3826986365773393,1.0,37,6,14,11,-1.3469117647058824,0.0554070952876099,68,0.019930040695398585
2016-03-17,1.1310580836108028,1.2247303055026744,1.204962829695509,0.967741935483871,1.0840992647058825,1.3674971687429218,1.695774647887324,1.3721590909090908,1.0,40,14,8,5,-1.5017910447761196,0.0429012068984083,67,-0.01637006814699486
2016-03-18,1.1340097533091584,0.9361813426329555,1.018073472595115,0.9056249999999999,1.0432098765432098,1.7264103844233647,1.0120481927710845,0.8565908115070846,1.0,28,13,11,8,-0.9928333333333332,0.0814405363155363,60,-0.007975753398116858
2016-03-19,0.6941302892576542,0.4031606672519754,0.7399823866138265,0.6956249999999999,0.6102877070619006,0.42872628726287265,1.8609467455621302,0.6773279352226721,1.0,20,4,10,3,-0.8937837837837838,0.1404271357396357,37,0.0
2016-03-20,1.1282898669535961,0.9318404777137983,1.1020860535025658,1.3850710900473935,0.7389755011135857,0.9818181818181818,0.43005671077504726,0.48997012377294064,1.0,25,6,5,6,0.0707142857142857,0.0678984165635951,42,0.003537467575994606
2016-03-21,1.1457024941683116,0.7283184696910948,0.9926141651905005,1.1590774689532821,1.180017605633803,1.081107333657115,1.3934040047114253,0.5428449014567266,1.0,30,9,10,16,-1.4623076923076923,0.1133216578875669,65,-0.016160232245679498
2016-03-22,1.087945063188874,0.9207521250107323,1.1195655240513471,0.7102092580849715,0.7522482014388489,0.4344587884806355,2.934077342330651,2.6294736842105264,1.0,35,13,11,28,-1.599080459770115,0.046270074123895,87,-0.0214708602837641
2016-03-23,1.2060935331003781,1.4015957446808511,1.3728243670886076,1.2413162705667278,1.0558276199804113,0.9010989010989011,0.9436108422071635,0.7561728395061729,1.0,38,12,12,21,-1.6010843373493977,0.0587068685999408,83,-0.003105276546079375
2016-03-24,1.2831142874447339,1.1733869015925262,1.246177618737801,1.2595988538681948,1.3649669499527857,1.3813429010763711,0.7162948593598448,0.6117779444861215,1.0,34,19,9,15,-1.3363636363636364,0.0295690872113961,77,-0.0012280988783503499
2016-03-25,1.1338049921308486,1.2424369944358722,1.4259068374809796,1.4043659043659045,1.6888320545609548,1.7857873210633946,0.6824877250409165,0.5723100655611261,1.0,30,17,7,20,-1.439324324324324,0.0697803865753427,74,0.0
2016-03-26,0.36445586245686573,0.24561403508771928,0.2157670970083476,0.6215797625193599,0.28175313059033985,0.16322204557498676,0.1520514883346742,0.20774938169826876,1.0,10,7,2,3,-1.604090909090909,0.0763735843281297,22,0.0
2016-03-27,0.9924223384891894,1.2912746725696365,1.102520753955237,1.2100103199174408,0.6568449682683589,0.8181321682140907,1.3790718429272646,1.3631185475258099,1.0,30,6,6,5,0.6276595744680851,0.0220036580342431,47,0.012869867085555587
2016-03-28,0.9454907223173383,1.1621726898939624,1.037479869210873,0.7836100696304231,1.2153218495013598,1.833658536585366,0.4667762385536511,1.3880414887126298,1.0,36,9,9,13,-1.668955223880597,0.0712504497052737,67,0.005738175145428177
2016-03-29,0.9532829759204259,0.9945633561643835,1.037699896283075,0.8973442288049029,1.2938251139660173,0.8610478359908884,0.915844838921762,1.1406765676567656,1.0,42,13,11,21,-2.1616091954022987,0.0988781493091837,87,-0.0011330725491464908
2016-03-30,0.8105373082374002,0.7265109311361828,0.684301322599195,0.5027839643652562,1.19424743892829,0.9039320822162645,0.1917808219178082,1.5362694300518134,1.0,34,10,9,19,-2.8216666666666668,0.0871592743534256,72,-0.0038308526763883148
2016-03-31,1.1381510970643651,0.9606652205350688,0.8528873863888273,1.3496732026143792,0.7917362270450752,0.5047571357035553,1.075,0.6130820399113083,1.0,46,9,8,26,-2.080561797752809,0.0416337262404678,89,-0.013125872478355812
2016-04-01,1.623771437994723,0.8609645037772949,1.324015173621243,2.6660973526900085,1.5972163644032054,1.1353467561521253,1.3489443378119002,0.38461538461538464,1.0,33,6,12,20,-0.7291549295774647,0.0838498236896124,71,-0.0034363863031151203
2016-04-02,0.5398772511351447,0.3926196639764479,0.49201843628801084,0.4071180555555555,0.6739302694136292,0.5509772847332276,0.4148341408870667,0.762929538354738,1.0,14,9,6,3,-0.9734375,0.0622121888528138,32,0.0
2016-04-03,0.929546632870557,0.8957511802277145,0.75839538064124,1.102267864783911,0.8424449506454063,1.12056028014007,0.9741750358680057,0.3068414584186809,1.0,26,7,2,9,-0.693409090909091,0.0789702105172146,44,0.008538607893318966
2016-04-04,0.8451204355802805,0.8696458371963657,0.7637546900421689,0.469530907496712,0.7397695669447756,1.1217690982194142,0.5726626016260162,0.5175801447776629,1.0,27,5,12,25,-2.375652173913044,0.0869932625077552,69,0.003694581280788177
2016-04-05,1.4882565668715684,2.2851830513800873,1.696346166002908,1.6578947368421053,1.7455599855019934,1.9524509803921568,0.6400462962962963,1.6721068249258162,1.0,40,8,14,16,-0.8383333333333334,0.1061381792259768,78,0.006349663466941892
2016-04-06,1.2740325310536733,1.130086956521739,1.3663166397415185,1.3287451984635084,1.4258815474152688,1.01513671875,0.3981797497155859,1.0351818723911748,1.0,30,10,12,18,-1.8245714285714285,0.0681911404292356,70,0.016359918200409
2016-04-07,0.9523615256335932,1.066329784624442,1.3917359309651118,0.5794701986754967,1.1885964912280702,1.432748538011696,0.7068852459016394,1.3561030235162375,1.0,37,10,9,16,-1.2443055555555556,0.0820056361875558,72,0.016583077826986408
2016-04-08,1.3104031000976064,1.065539808842224,1.106690339762731,1.0771371769383697,1.1954957772912105,0.7804054054054054,0.6628318584070797,0.6500829187396351,1.0,35,8,11,21,-1.1724,0.0992174159394397,75,0.01142853213028169
2016-04-09,0.5884327154075083,0.4563097780666729,0.5414992415977008,0.7058157099697885,0.5361050328227571,0.2611713665943601,0.23681592039800994,0.44708829054477145,1.0,14,11,7,5,-1.6743243243243244,0.1787418814918814,37,0.0
2016-04-10,1.0259334879053188,1.0836665641341126,1.0490377405648588,0.9430740037950663,1.0242890995260663,1.0236559139784946,1.6998939554612937,0.8538597525044196,1.0,32,5,8,3,0.540625,0.0842158032457511,48,0.0021485424899314086
2016-04-11,0.8391994105758376,0.7124859295177072,0.8114061484388165,0.6358974358974359,0.8693325823711631,1.182778229082047,0.8006795016987542,1.1008676789587852,1.0,33,9,13,16,-18.479859154929574,0.0848550865075009,71,-0.007877697722927676
2016-04-12,0.8071378842841963,1.3196362411586393,0.7564777754371182,0.7340153452685422,0.8467915259441203,0.8281322775966464,1.1666666666666665,1.1336206896551724,1.0,33,12,10,17,-1.6588888888888889,0.0937635538865284,72,-0.027314613107195355
2016-04-13,1.0053736912710283,0.6598997882122011,0.7352679723568376,1.0805595754944524,0.9184073107049608,0.5314685314685315,0.9027149321266967,0.4786729857819905,1.0,30,12,11,21,-2.0251351351351348,0.0752395455520455,74,-0.01098818792561348
2016-04-14,1.0347118508368105,1.5625806451612902,1.0618818787784838,1.0313376987839102,0.9103139013452914,1.2100656455142231,1.347345132743363,2.7274689692390717,1.0,34,11,13,17,-1.8525333333333331,0.1184730900151102,75,0.007020388233418368
2016-04-15,1.1959751410451265,0.8866620594333103,1.201362936909211,0.9441699604743082,1.4523408555069046,1.3741007194244603,1.951131221719457,1.2547491475888943,1.0,34,13,11,13,-0.9884507042253522,0.121047598723655,71,0.0004054821262666985
2016-04-16,0.5199002347894612,0.3838981351513936,0.6597489592136977,0.39828234031132576,0.5098706603131382,0.30935251798561153,2.832684824902724,0.20547263681592037,1.0,17,6,9,7,-1.9825641025641028,0.0993576022742689,39,0.0
2016-04-17,0.9217589121395952,1.2931950166277857,1.0457897669540135,1.2,0.8834465498748659,1.1991744066047472,1.5077461269365318,1.1050910789350772,1.0,33,6,7,4,-0.1242,0.1155015903078403,50,0.015726349544428163
2016-04-18,1.3627928029874392,1.084619402630704,1.2776876332283416,1.3102378490175801,1.5318302387267906,1.1781420765027322,1.325938566552901,1.1424050632911393,1.0,44,16,12,13,-1.4511764705882353,0.0902042706748589,85,0.01588843707347503
2016-04-19,1.2130760986066453,1.5995589161940769,1.3378818375562396,1.822085889570552,1.5047904191616766,1.7641196013289036,0.9611612397018438,1.6852356836774445,1.0,37,14,10,24,-1.6980000000000002,0.0875346331603207,85,-0.0031923383878691143
2016-04-20,0.9825833985784245,0.9934780779264495,1.0818199680017964,0.71441647597254,1.1887538852783273,1.5150300601202404,0.5508891411275066,1.3104812129202372,1.0,41,15,13,23,-2.2468478260869564,0.1040268327686805,92,-0.01954995288428626
2016-04-21,0.90753234134913,0.67655407323304,0.745079226631778,0.7991473235433444,0.8516666666666666,0.6997108632796366,2.326392644672796,0.2846473029045643,1.0,30,12,5,21,-2.0066176470588237,0.0674244148416942,68,-0.008086449628452763
2016-04-22,1.3264131206621415,1.1174660633484161,1.2424587041196373,1.3271604938271604,1.2425578831312016,0.7536105032822756,0.9510578638796839,0.8013876843018213,1.0,29,12,15,19,-0.9316,0.0885390619962048,75,0.008301516763681125
2016-04-23,0.5910402669432295,0.36752368064952634,0.6237113402061856,0.5818490245971163,0.6373801916932907,0.3564954682779456,0.22478036958497427,0.104340201665936,1.0,11,6,8,6,-1.469032258064516,0.0545590893574764,31,0.0
2016-04-24,0.6533527606889002,0.6598586017282011,0.6333520660179242,0.699076110866696,0.45576923076923076,0.5311918063314712,0.15502555366269166,0.42311411992263054,1.0,26,6,3,10,-1.012888888888889,0.1145128150188756,45,0.0026635940695644103
2016-04-25,1.0536732478185693,1.097362583189549,1.0851243152128107,0.9579945799457995,0.9745811669555171,0.9558892538714218,0.5178438661710038,0.8691636736788096,1.0,36,17,7,15,-1.4241333333333337,0.097491871091871,75,0.008313767499265204
2016-04-26,1.083836067208456,1.1155270576529766,0.8938500146661017,1.1875961045617631,1.1295843520782396,1.0615058324496287,0.5789886319090553,0.9460688758934372,1.0,40,14,12,19,-2.7514117647058822,0.0829525447277166,85,0.018757083999354565
2016-04-27,0.8169362726005938,1.1766900293918154,1.0459797297297297,0.7456049638055843,1.0550079491255961,1.4248520710059172,0.7686170212765957,0.9528469750889679,1.0,27,19,8,22,-3.1675000000000004,0.0631167407154249,76,0.03202049436719557
2016-04-28,1.3125215450023802,1.2880905203879445,1.319275412195351,1.2358949416342413,1.8772641254393079,1.588360918312867,1.381578947368421,1.0986031224322104,1.0,43,17,12,21,-2.8131182795698924,0.0655578807606457,93,0.023073845256321612
2016-04-29,0.9643180889070582,1.1272649297737751,1.0813307472303495,1.0345911949685536,0.8175773344897369,0.9772607086197778,0.46774193548387094,1.4082145850796313,1.0,33,14,12,17,-3.1544736842105263,0.0652914905107887,76,0.004266211765677258
