id,followers,created_at,friends_count,screen_name,verified,tweets,localidad,provincia,distrito,seccion,cambio1518,mediana,rentapaismin,rentapaismax,rentacommin,rentacommax
197429451,97,2010-10-01T13:47:29Z,340,jagueto,False,1280,Santanyí,Baleares,02,001,+15,16.45,61,67,18,31
69755223,660,2009-08-29T01:49:02Z,451,Gussda050,False,36140,Marchena,Sevilla,01,002,+22,11.55,6,11,17,29
47991941,1328,2009-06-17T15:15:37Z,543,davidayuso1967,False,89349,Madrid,Madrid,Chamberí,006,+5,27.65,96,97,85,86
413713884,78,2011-11-16T05:21:27Z,276,Kayastur,False,1193,Gijón,Asturias,06,023,+4,18.55,76,79,68,75
557076972,1022,2012-04-18T16:06:55Z,1516,annetapedro,False,21471,Sant Joan Despí,Barcelona,03,004,+15,16.45,61,67,24,31
800430827947442177,20,2016-11-20T20:09:15Z,72,Trastarteando,False,836,València,Valencia,Algiros,001,+5,15.75,54,61,69,76
727259403787882497,1056,2016-05-02T22:12:08Z,3060,AD_Canarias,False,11546,Santa Cruz de Tenerife,S. C. de Tenerife,02,001,+16,20.65,85,87,92,93
959867181310898179,67,2018-02-03T19:12:24Z,106,SalesianosCamp1,False,410,Chiclana de la Frontera,Cádiz,02,001,+16,10.15,2,4,5,10
472356807,2413,2012-01-23T21:29:02Z,890,pium_asdfgh,False,83733,Sevilla,Sevilla,Nervión,003,0,25.55,94,95,98,99
270938576,484,2011-03-23T14:53:33Z,478,abbaralc7,False,8160,Sisante,Cuenca,01,001,+14,11.55,6,11,8,17
334279323,2026,2011-07-12T21:08:09Z,1954,ESMUTerrassa,False,8196,Terrassa,Barcelona,01,011,+9,17.85,71,76,39,46
290481324,417,2011-04-30T10:32:47Z,387,CarolinaSmith69,False,6056,Redondela,Pontevedra,01,004,+10,15.05,41,48,28,44
1886187522,2584,2013-09-20T11:20:13Z,3197,Be_Efe,False,30938,Toledo,Toledo,06,002,+9,17.15,67,71,86,88
296178494,2234,2011-05-10T10:03:55Z,502,JorgitoPisha,False,7351,León,León,04,008,+9,16.45,61,67,62,69
1296093471342821376,28,2020-08-19T14:36:11Z,26,DaniTerzo,False,17,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
483979789,4478,2012-02-05T16:09:47Z,4577,LopezCarlosCs,False,24980,Ávila,Ávila,06,013,+8,18.55,76,79,81,85
380221163,1292,2011-09-26T08:43:20Z,2555,chechu_valbuena,False,23147,Aranjuez,Madrid,01,007,+8,18.55,76,79,53,56
373380456,1546,2011-09-14T13:43:33Z,256,nurimartineo,False,13638,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
560591593,193,2012-04-22T20:55:10Z,221,FatimaCaPez,False,2279,Los Santos de Maimona,Badajoz,03,002,+14,11.55,6,11,24,41
178660731,1169,2010-08-15T10:03:37Z,1720,maximogonz,False,50835,Avilés,Asturias,01,024,+4,19.25,79,82,75,81
138584567,90,2010-04-29T23:54:10Z,227,sacaries,False,7989,Barcelona,Barcelona,Sant Martí,131,+7,22.05,89,90,82,85
58180319,1000,2009-07-19T11:44:20Z,760,emiliocarrizosa,False,11257,Sevilla,Sevilla,Casco Antiguo,045,+11,20.65,85,87,93,94
308138944,10462,2011-05-30T22:07:04Z,5756,chiquitectos,False,32923,Madrid,Madrid,Chamberí,062,+10,22.75,90,92,71,73
341648025,43,2011-07-24T18:33:30Z,269,JorgeCampocity,False,695,Caudete,Albacete,01,006,+13,12.25,11,18,31,32
120070404,201,2010-03-05T11:23:15Z,331,Silvana_pb,False,2827,San Felices de Buelna,Cantabria,01,001,+10,15.05,41,48,15,25
281983112,567,2011-04-14T10:41:58Z,499,Roi_Arias,False,54608,San Pedro del Valle,Salamanca,01,001,0,18.55,76,79,81,85
214599522,228,2010-11-11T19:55:55Z,535,JDDDM,False,4865,Torremocha del Campo,Guadalajara,01,001,+17,14.35,33,41,66,72
279489047,79,2011-04-09T11:04:32Z,147,flopezcu,False,1159,Pontevedra,Pontevedra,07,001,+10,15.75,54,61,58,69
1201032415,476,2013-02-20T13:25:01Z,96,NagoreSaenz,False,9077,Teguise,Las Palmas,01,002,+15,15.75,54,61,75,80
555852659,849,2012-04-17T10:23:15Z,2798,Arletteymasnada,False,5720,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
211933965,196,2010-11-04T17:46:43Z,241,puigventos,False,1469,Barcelona,Barcelona,Ciutat Vella,028,+11,14.35,33,41,10,14
200460180,1387,2010-10-09T10:45:48Z,1961,bapesa_,False,9063,Poio,Pontevedra,01,001,+10,15.75,54,61,58,69
233620467,197,2011-01-03T18:15:25Z,307,Oxidesign_Noe,False,1062,Aguilar de Campoo,Palencia,02,003,+9,17.85,71,76,76,81
467220028,122,2012-01-18T07:25:50Z,157,ferranNT,False,422,la Pobla de Benifassà,Castellón,01,001,-5,13.65,25,33,26,37
347567928,829,2011-08-03T00:35:53Z,338,agusdegio,False,18253,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
379891863,406,2011-09-25T18:47:41Z,375,juandy_7,False,4497,Punta Umbría,Huelva,01,004,+16,10.15,2,4,5,10
2884243551,305,2014-11-19T16:32:59Z,437,androidez_es,False,841,Vera,Almería,04,001,+19,12.95,18,25,55,64
174323909,12,2010-08-03T17:14:35Z,15,adeltoros,False,5314,Gáldar,Las Palmas,01,002,+15,15.75,54,61,75,80
519668625,226,2012-03-09T17:36:51Z,543,pasky1967,False,14379,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
83089595,546,2009-10-17T08:34:27Z,2063,MarggotJ,False,51248,L' Hospitalet de Llobregat,Barcelona,01,013,+7,21.35,87,89,78,82
2868844529,782,2014-11-09T12:08:22Z,2170,namifruits,False,106,Fraga,Huesca,01,008,+10,15.75,54,61,26,36
534689155,571,2012-03-23T20:23:13Z,663,JosePinoPA,False,1745,Vélez-Málaga,Málaga,01,004,+6,12.95,18,25,55,64
124538414,1719,2010-03-19T18:43:36Z,2875,Javier_Diego,False,60740,Puente Viesgo,Cantabria,01,002,+15,16.45,61,67,53,66
1349565744,153,2013-04-13T15:58:59Z,822,sevilolo1974,False,13732,Sevilla,Sevilla,Macarena,023,+9,8750.0,0,2,2,3
254689111,1368,2011-02-19T20:05:05Z,2511,AvaquerizasP,False,26067,Alcobendas,Madrid,01,025,+9,17.85,71,76,46,50
922852362,13,2012-11-03T09:52:17Z,14,vistetemas,False,476,Brenes,Sevilla,01,004,+13,12.25,11,18,29,44
1365496136,93,2013-04-19T22:02:32Z,218,josemundin8467,False,1251,Ourense,Ourense,02,007,+11,13.65,25,33,6,14
2915301057,40,2014-12-11T11:41:00Z,124,NETEGESGARIN,False,162,Vila-seca,Tarragona,01,001,+13,18.55,76,79,53,60
2834010419,334,2014-10-16T12:51:42Z,2,lluviaEnMadrid,False,6742,Madrid,Madrid,Centro,123,+26,24.15,93,94,76,78
1187834312,653,2013-02-17T00:00:33Z,1154,manukareol,False,7464,Madrid,Madrid,Salamanca,044,+18,27.65,96,97,85,86
883619282957078528,65,2017-07-08T09:30:28Z,193,Rosayoguini3,False,4745,Marbella,Málaga,02,009,+17,14.35,33,41,71,76
272448483,660,2011-03-26T14:49:30Z,1329,MauroDieste,False,23425,Carnota,A Coruña,01,002,+11,14.35,33,41,14,28
357849429,39,2011-08-19T00:31:56Z,81,armand_carlos,False,517,Montánchez,Cáceres,01,001,+21,12.25,11,18,57,68
3153928585,99,2015-04-13T22:58:57Z,142,PedroMendez_mlg,False,427,Málaga,Málaga,Centro,004,+12,19.25,79,82,90,91
465022859,72,2012-01-15T21:43:06Z,161,charlyrodrigue7,False,744,Melide,A Coruña,01,004,+12,12.95,18,25,3,6
1081712479372226560,3550,2019-01-06T00:42:07Z,0,ssamiduque,True,1101,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
59358331,523,2009-07-23T04:11:42Z,1070,jL_doc,False,10469,Trefacio,Zamora,01,001,+30,15.05,41,48,33,44
756026875969933312,34,2016-07-21T07:23:48Z,148,CalHued,False,75,Mont-roig del Camp,Tarragona,01,008,+17,14.35,33,41,10,14
387330116,984,2011-10-08T21:24:20Z,1264,FJOR95,False,25292,Dos Hermanas,Sevilla,01,004,+13,12.25,11,18,29,44
374235613,193,2011-09-15T23:23:26Z,613,jacsuki13,False,1271,Valdepiélago,León,01,001,+26,13.65,25,33,21,22
503154721,23,2012-02-25T15:27:18Z,64,canito_75,False,2225,Mazarrón,Murcia,01,007,+16,10.15,2,4,2,4
1278660061162807297,46,2020-07-02T12:01:47Z,185,LennydelarosaS,False,2381,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
261407461,430,2011-03-05T22:13:11Z,926,MiriamLRoca,False,11781,Morata de Tajuña,Madrid,02,002,+11,14.35,33,41,17,23
1216467296790687744,1657,2020-01-12T21:09:56Z,3729,elmundoatuspie5,False,1316,Dénia,Alicante,02,001,0,11.55,6,11,7,11
131444980,360,2010-04-10T08:29:42Z,474,gondry82,False,6030,Medina de las Torres,Badajoz,01,001,+21,12.25,11,18,57,68
298689253,441,2011-05-14T19:18:03Z,266,felixsenen,False,10541,Alovera,Guadalajara,01,001,+9,17.15,67,71,86,88
606483486,386,2012-06-12T15:28:44Z,837,fuenteperegrino,False,489,Monterroso,Lugo,02,001,+13,12.25,11,18,1,3
127742597,385,2010-03-30T03:22:11Z,92,Tono_Muniz_MX,False,8582,Sevilla,Sevilla,Casco Antiguo,016,+25,21.35,87,89,94,95
845478488,355,2012-09-25T12:57:01Z,356,esterfernandezr,False,7252,Cartes,Cantabria,01,002,+10,15.05,41,48,15,25
1304622428,1002,2013-03-26T15:53:34Z,1252,SilviadeEsteban,False,3989,El Sauzal,S. C. de Tenerife,01,003,+21,12.25,11,18,22,23
235531343,699,2011-01-08T12:37:35Z,862,andremartinez9,False,8908,Gijón,Asturias,01,004,+11,22.05,89,90,90,91
3257570392,504,2015-05-15T18:12:12Z,355,AndyZunoSpainFc,False,9942,Marbella,Málaga,01,001,+11,13.65,25,33,64,71
2834102043,335,2014-10-16T14:14:28Z,5,lluviaEnVlc,False,8198,València,Valencia,L'Eixampla,033,+7,31.15,98,99,99,100
618068354,61,2012-06-25T12:52:28Z,478,francisco_sua,False,2116,Madrid,Madrid,Chamberí,034,+11,21.35,87,89,65,68
141063910,612,2010-05-07T03:01:42Z,461,YuyoxCorzo,False,9283,Arrecife,Las Palmas,01,007,+26,13.65,25,33,35,47
306057559,235,2011-05-27T06:23:18Z,644,isalosilla,False,12720,Vera,Almería,02,002,+7,10.85,4,6,10,17
262839393,2211,2011-03-08T21:34:12Z,2160,Achikitu,False,27077,Don Benito,Badajoz,03,003,+11,13.65,25,33,75,80
376528422,121900,2011-09-20T01:40:54Z,614,tuAllisonMiller,False,8917,Logroño,La Rioja,05,013,+13,18.55,76,79,79,82
410224220,231,2011-11-11T20:23:57Z,340,PaldeMadrid,False,7573,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
731458412794499072,525,2016-05-14T12:17:30Z,449,albba_t94,False,41910,Madrid,Madrid,Carabanchel,160,+7,11.55,6,11,2,4
271366555,972,2011-03-24T10:56:35Z,688,VICENTEPELUQUER,False,9346,Madrid,Madrid,Puente-Vallecas,162,+11,14.35,33,41,17,23
1619526708,494,2013-07-25T05:55:10Z,1490,santycarbonel,False,3327,València,Valencia,L'Eixampla,003,+10,24.15,93,94,96,97
91317326,100042,2009-11-20T11:04:49Z,172,djabelramos,True,17808,Madrid,Madrid,Chamartín,100,+8,36.75,99,100,97,100
624558514,1977,2012-07-02T10:30:25Z,1550,jose9carlo,False,5242,Gijón,Asturias,01,007,+8,24.5,94,95,95,96
1864480730,48,2013-09-14T17:33:52Z,122,betobtc72,False,912,Colmenar Viejo,Madrid,01,015,+9,17.85,71,76,46,50
359067269,837,2011-08-20T23:54:36Z,2073,HacomarPineda,False,7154,Las Palmas de Gran Canaria,Las Palmas,04,034,+14,11.55,6,11,12,13
1054813515297574912,20,2018-10-23T19:15:14Z,71,FuShoots,False,729,Ávila,Ávila,06,013,+8,18.55,76,79,81,85
1323306420486524928,342,2020-11-02T16:50:38Z,460,MCrabbitt8,False,431,Santa Cruz de Tenerife,S. C. de Tenerife,02,001,+16,20.65,85,87,92,93
831192743196160001,31,2017-02-13T17:26:07Z,185,MoisesBranc,False,779,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
472794296,17,2012-01-24T09:34:02Z,234,capristino,False,108,El Rosario,S. C. de Tenerife,01,005,+19,12.95,18,25,34,35
489482920,416,2012-02-11T15:37:57Z,476,DaniRobledo97,False,3106,El Viso del Alcor,Sevilla,03,001,+21,12.25,11,18,29,44
1348038805715116032,1,2021-01-09T22:47:59Z,20,KukiTey,False,314,Cádiz,Cádiz,08,023,+10,15.05,41,48,76,79
2229797059,3700,2013-12-04T12:01:30Z,722,Moralzarzal,False,16368,Alcorcón,Madrid,04,025,+8,19.25,79,82,56,59
2393505477,1086,2014-03-08T10:16:25Z,2933,gonzaleznfj,False,5333,Arucas,Las Palmas,07,001,+14,11.55,6,11,12,13
214399884,1035,2010-11-11T09:33:36Z,4313,mikelurkizu,False,18482,Vila de Cruces,Pontevedra,01,002,+18,13.65,25,33,6,14
3084889895,405,2015-03-10T21:17:17Z,1512,Tapa_Cubo,False,6798,Mérida,Badajoz,04,011,+15,15.75,54,61,86,88
121733764,973,2010-03-10T12:14:27Z,1280,jasmiralles,False,6715,Beceite,Teruel,01,001,+17,14.35,33,41,17,18
388568054,347,2011-10-10T23:48:54Z,623,inmatronica8,False,2151,Torremocha de Jarama,Madrid,01,001,+9,17.85,71,76,46,50
917753682,23,2012-10-31T22:11:27Z,146,menxvisuals,False,174,Benicasim,Castellón,01,003,+20,24.85,94,95,97,98
895342759716040704,745,2017-08-09T17:55:23Z,509,juventudjota,False,1280,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
197429137,2384,2010-10-01T13:46:31Z,2793,Rodrigo_Ibeas_P,False,45600,Burgos,Burgos,07,007,+13,18.55,76,79,81,85
146437617,140,2010-05-21T12:44:26Z,360,mfernann,False,920,Blanca,Murcia,01,005,+6,12.25,11,18,24,25
18901057,1562,2009-01-12T14:00:28Z,591,GuitarCafe,False,92023,Benicasim,Castellón,01,002,+16,15.05,41,48,59,69
42893710,420,2009-05-27T14:32:00Z,870,Lezard82,False,27878,Las Palmas de Gran Canaria,Las Palmas,04,034,+14,11.55,6,11,12,13
117884436,1502,2010-02-26T23:05:48Z,1475,Ldiazalonso,False,12093,Madrid,Madrid,Centro,115,+17,19.25,79,82,56,59
98964254,47761,2009-12-23T21:31:27Z,627,ladyaddict,False,13857,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
522294533,451,2012-03-12T14:27:17Z,403,victorcambero6,False,2875,Cáceres,Cáceres,01,006,+13,12.25,11,18,57,68
557287027,916,2012-04-18T22:48:13Z,2425,carlesrdguez,False,1747,Manresa,Barcelona,04,014,+7,22.05,89,90,82,85
260770383,797,2011-03-04T15:24:20Z,1407,benneton1,False,36059,Málaga,Málaga,Ronda I.-Campan,004,+21,8050.0,0,2,2,3
1567810566,3196,2013-07-04T09:57:22Z,2689,cdsobradillofc,False,9981,Santa Cruz de Tenerife,S. C. de Tenerife,11,013,+19,12.95,18,25,34,35
957589664,4369,2012-11-19T15:00:08Z,1070,FilialCatalunya,False,12771,Figueres,Girona,03,001,+18,13.65,25,33,7,10
1006274572948332545,38,2018-06-11T20:38:48Z,299,4DSAB,False,162,San Cristóbal de La Laguna,S. C. de Tenerife,02,004,+13,12.25,11,18,22,23
4795145301,402,2016-01-13T15:10:08Z,1009,Tuarmarioatues1,False,1894,Murcia,Murcia,04,012,+10,15.05,41,48,74,78
364833937,45,2011-08-30T12:30:37Z,65,kelabss,False,1986,Ávila,Ávila,06,013,+8,18.55,76,79,81,85
905544620125380610,7,2017-09-06T21:33:56Z,115,JorgeVM0806,False,156,Estepona,Málaga,02,001,+13,12.25,11,18,29,44
107013178,748,2010-01-21T09:51:26Z,944,ELBAVALLEJO,False,15110,Madrid,Madrid,Centro,025,+11,21.35,87,89,65,68
300833700,734,2011-05-18T12:50:21Z,779,SabelaPinillos,False,21249,Alcoy,Alicante,07,001,+12,16.45,61,67,76,81
435087639,274,2011-12-12T17:19:25Z,437,mtllaurado,False,1989,Vilaplana,Tarragona,01,001,+16,20.65,85,87,73,78
861591645648822272,139,2017-05-08T14:40:30Z,448,Natividadngela1,False,1847,Torremolinos,Málaga,01,017,+15,10.85,4,6,10,17
236881310,426,2011-01-11T15:46:46Z,2653,eduog13,False,5517,Castellón de la Plana,Castellón,08,008,+13,17.85,71,76,85,87
109374939,60,2010-01-28T21:15:12Z,193,Guatenil,False,1436,La Guingueta d'Àneu,Lleida,01,001,+13,17.85,71,76,39,46
62479194,2772,2009-08-03T09:43:12Z,3033,IVANSARNAGO,False,83351,Burgos,Burgos,01,001,+9,17.85,71,76,76,81
48687219,63,2009-06-19T12:05:06Z,228,lupindelagash,False,1530,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
