;airbusOpen;airbusVolume;brentOpen;brentVolume;eurodolarOpen;eurodolarVolume;goldOpen;goldVolume
2022-04-28;103,12000274658203;1203679,0;104,76000213623047;8567,0;1,0555092096328735;0;1883,800048828125;513,0
2022-04-29;104,0999984741211;1917299,0;107,6500015258789;55,0;1,0504201650619507;0;1902,699951171875;132,0
2022-05-02;104,9800033569336;1380079,0;109,36000061035156;23606,0;1,0535964965820312;0;1896,699951171875;385,0
2022-05-03;104,80000305175781;1486415,0;107,37000274658203;23410,0;1,0509058237075806;0;1868,800048828125;466,0
2022-05-04;106,69999694824219;1827042,0;106,0999984741211;21158,0;1,0528532266616821;0;1867,0;1,0
2022-05-05;109,0;2870875,0;110,13999938964844;26443,0;1,0622477531433105;0;1897,0;80,0
2022-05-06;108,4800033569336;2715029,0;111,1500015258789;23902,0;1,0539740324020386;0;1874,699951171875;214,0
2022-05-09;105,5199966430664;1720618,0;113,05000305175781;28134,0;1,053219199180603;0;1866,5999755859375;304,0
2022-05-10;107,0;1717561,0;105,55999755859375;25904,0;1,056579828262329;0;1839,9000244140625;1540,0
2022-05-11;106,37999725341797;1807467,0;101,69999694824219;31560,0;1,0532968044281006;0;1841,5;892,0
2022-05-12;104,41999816894531;1945246,0;107,55999755859375;27037,0;1,05124831199646;0;1849,800048828125;153,0
2022-05-13;105,45999908447266;1192102,0;108,0;25050,0;1,0379581451416016;0;1825,0;335,0
2022-05-16;105,69999694824219;1154177,0;111,41000366210938;20871,0;1,0400632619857788;0;1790,5;34,0
2022-05-17;107,13999938964844;1093280,0;114,29000091552734;23254,0;1,0438958406448364;0;1824,9000244140625;121,0
2022-05-18;108,23999786376953;1172470,0;112,88999938964844;21217,0;1,0547856092453003;0;1815,0;311,0
2022-05-19;106,45999908447266;1368380,0;109,30000305175781;26098,0;1,0472739934921265;0;1810,9000244140625;138,0
2022-05-20;107,68000030517578;1418219,0;111,5;16942,0;1,057898759841919;0;1839,0999755859375;110,0
2022-05-23;108,37999725341797;1387159,0;112,73999786376953;20660,0;1,0569819211959839;0;1846,300048828125;216,0
2022-05-24;105,19999694824219;1366749,0;113,36000061035156;20941,0;1,0682048797607422;0;1852,5;33,0
2022-05-25;104,0999984741211;987607,0;113,91999816894531;12885,0;1,0736525058746338;0;1846,199951171875;0,0
2022-05-26;104,95999908447266;1407493,0;114,44999694824219;11590,0;1,0686614513397217;0;1840,4000244140625;123355,0
2022-05-27;109,95999908447266;1697506,0;117,54000091552734;4384,0;1,0732953548431396;0;1848,300048828125;30091,0
2022-05-30;112,55999755859375;844162,0;;;1,0731456279754639;0;;
2022-05-31;110,95999908447266;1823644,0;119,47000122070312;1138,0;1,0773539543151855;0;1850,300048828125;4073,0
2022-06-01;109,5999984741211;976484,0;116,62999725341797;21546,0;1,0734105110168457;0;1831,0;1623,0
2022-06-02;108,80000305175781;1057606,0;115,81999969482422;22117,0;1,0654165744781494;0;1845,4000244140625;551,0
2022-06-03;110,18000030517578;821951,0;118,26000213623047;11028,0;1,0751069784164429;0;1867,5999755859375;53,0
2022-06-06;109,5;1105553,0;121,3499984741211;16523,0;1,0726046562194824;0;1849,0;142,0
2022-06-07;110,5199966430664;846279,0;120,08000183105469;20488,0;1,0691413879394531;0;1836,9000244140625;1168,0
2022-06-08;111,0199966430664;1083842,0;121,02999877929688;21778,0;1,0698620080947876;0;1844,800048828125;218,0
2022-06-09;107,80000305175781;1332156,0;123,88999938964844;21008,0;1,071765422821045;0;1846,0999755859375;159,0
2022-06-10;104,5999984741211;1822090,0;122,94000244140625;26036,0;1,0619205236434937;0;1842,699951171875;1490,0
2022-06-13;100,0999984741211;1652277,0;121,69000244140625;21136,0;1,0489987134933472;0;1873,800048828125;127,0
2022-06-14;98,61000061035156;1375979,0;122,5;27702,0;1,0415147542953491;0;1825,0;536,0
2022-06-15;98,19999694824219;1656474,0;121,0;22360,0;1,0440592765808105;0;1814,0999755859375;108,0
2022-06-16;96,55000305175781;1555136,0;119,12000274658203;24329,0;1,0456204414367676;0;1819,199951171875;136,0
2022-06-17;93,87999725341797;3428873,0;119,33999633789062;26686,0;1,0546854734420776;0;1853,699951171875;170,0
2022-06-20;94,9000015258789;1307746,0;113,80000305175781;26686,0;1,049141764640808;0;;
2022-06-21;98,0;1209724,0;113,80000305175781;22868,0;1,0520778894424438;0;1835,300048828125;216,0
2022-06-22;94,33999633789062;1731169,0;114,56999969482422;33112,0;1,053263545036316;0;1829,5;115,0
2022-06-23;92,5999984741211;1426504,0;110,22000122070312;21806,0;1,0564124584197998;0;1835,5;9,0
2022-06-24;91,68000030517578;1559937,0;109,80999755859375;13431,0;1,052011489868164;0;1820,5;61,0
2022-06-27;93,22000122070312;1306107,0;112,45999908447266;11252,0;1,0566133260726929;0;1830,5;77,0
2022-06-28;94,11000061035156;1499340,0;115,83999633789062;6673,0;1,0580891370773315;0;1824,199951171875;391,0
2022-06-29;93,22000122070312;1035853,0;117,95999908447266;4346,0;1,0523545742034912;0;1818,300048828125;173,0
2022-06-30;90,69999694824219;1882753,0;116,04000091552734;24733,0;1,04465913772583;0;1809,5999755859375;328,0
2022-07-01;92,08999633789062;1766197,0;109,45999908447266;17090,0;1,0477677583694458;0;1795,5;77,0
2022-07-04;96,19000244140625;1083441,0;;;1,0433948040008545;0;;
2022-07-05;93,80000305175781;1843101,0;111,61000061035156;43356,0;1,0433186292648315;0;1805,4000244140625;64,0
2022-07-06;90,56999969482422;1456486,0;104,0;28820,0;1,0257673263549805;0;1762,5;1729,0
2022-07-07;94,44999694824219;1241485,0;99,95999908447266;22837,0;1,0186411142349243;0;1745,199951171875;1869,0
2022-07-08;94,77999877929688;1123979,0;104,48999786376953;20610,0;1,0169836282730103;0;1738,0999755859375;370,0
2022-07-11;94,69999694824219;1476126,0;106,76000213623047;17691,0;1,0166114568710327;0;1732,5;75,0
2022-07-12;95,51000213623047;1877061,0;106,2300033569336;22827,0;1,004752516746521;0;1734,199951171875;451,0
2022-07-13;101,81999969482422;1815221,0;99,30999755859375;22358,0;1,0033109188079834;0;1710,0;368,0
2022-07-14;100,41999816894531;1366669,0;99,8499984741211;27515,0;1,0032706260681152;0;1710,300048828125;1289,0
2022-07-15;99,81999969482422;1592970,0;99,5999984741211;19146,0;1,0025665760040283;0;1705,4000244140625;721,0
2022-07-18;104,5199966430664;1223847,0;100,91999816894531;20217,0;1,009631872177124;0;1712,199951171875;264,0
2022-07-19;103,0;1459081,0;105,58999633789062;21900,0;1,0145177841186523;0;1712,300048828125;1684,0
2022-07-20;106,36000061035156;1268358,0;107,1500015258789;23989,0;1,0231330394744873;0;1707,0999755859375;130,0
2022-07-21;104,58000183105469;1062087,0;106,79000091552734;26598,0;1,0182781219482422;0;1687,0;183,0
2022-07-22;104,12000274658203;1246439,0;104,25;17586,0;1,0221081972122192;0;1713,300048828125;61,0
2022-07-25;105,5;1094476,0;103,44000244140625;14999,0;1,0200231075286865;0;1727,0;67,0
2022-07-26;105,4000015258789;1044986,0;104,80999755859375;20242,0;1,022494912147522;0;1718,0;1,0
2022-07-27;104,9000015258789;1240273,0;104,77999877929688;11024,0;1,0129557847976685;0;1719,0999755859375;144865,0
2022-07-28;102,4000015258789;2494314,0;107,48999786376953;6831,0;1,0209290981292725;0;1732,300048828125;37236,0
2022-07-29;103,80000305175781;1996514,0;108,05000305175781;24476,0;1,0192328691482544;0;1754,0;3485,0
2022-08-01;104,36000061035156;1329492,0;103,87000274658203;25670,0;1,0208247900009155;0;1763,9000244140625;705,0
2022-08-02;102,0199966430664;1133135,0;100,0;17357,0;1,0261356830596924;0;1772,0999755859375;1078,0
2022-08-03;102,72000122070312;1087103,0;99,63999938964844;22263,0;1,015568733215332;0;1756,699951171875;399,0
2022-08-04;104,30000305175781;979524,0;97,01000213623047;21011,0;1,015764594078064;0;1769,4000244140625;285,0
2022-08-05;104,0999984741211;1260729,0;93,58999633789062;16576,0;1,024779200553894;0;1791,199951171875;645,0
2022-08-08;106,55999755859375;917877,0;94,2699966430664;17288,0;1,0170871019363403;0;1771,800048828125;127,0
2022-08-09;106,0;974371,0;96,54000091552734;20553,0;1,0197629928588867;0;1790,0;249,0
2022-08-10;106,0;811908,0;96,45999908447266;29520,0;1,0208144187927246;0;1804,4000244140625;601,0
2022-08-11;107,62000274658203;931447,0;97,2699966430664;20958,0;1,0300782918930054;0;1794,300048828125;1235,0
2022-08-12;108,30000305175781;882675,0;99,29000091552734;20095,0;1,0316723585128784;0;1786,300048828125;187,0
2022-08-15;108,80000305175781;484039,0;97,76000213623047;20714,0;1,0256409645080566;0;1799,0;64,0
2022-08-16;109,0;987145,0;93,63999938964844;22549,0;1,0161981582641602;0;1777,4000244140625;308,0
2022-08-17;110,27999877929688;904393,0;92,7699966430664;21011,0;1,0170663595199585;0;1769,699951171875;23,0
2022-08-18;108,18000030517578;552084,0;93,18000030517578;21327,0;1,0180189609527588;0;1762,9000244140625;321,0
2022-08-19;107,5999984741211;1151233,0;96,62999725341797;22212,0;1,0089900493621826;0;1753,699951171875;49,0
2022-08-22;105,73999786376953;1072688,0;95,66000366210938;26974,0;1,0035223960876465;0;1740,5;347,0
2022-08-23;102,5;844716,0;96,58000183105469;22624,0;0,9939467906951904;0;1738,0;509,0
2022-08-24;102,5;651827,0;100,16000366210938;24490,0;0,9966909885406494;0;1745,0;187,0
2022-08-25;104,19999694824219;907831,0;101,5999984741211;20704,0;0,9969095587730408;0;1761,5999755859375;172,0
2022-08-26;104,5;965662,0;99,87999725341797;14241,0;0,9971283078193665;0;1754,0;202,0
2022-08-29;100,55999755859375;1033331,0;100,83000183105469;6048,0;0,993867814540863;0;1732,4000244140625;950,0
2022-08-30;100,54000091552734;856660,0;105,0;7116,0;1,0014019012451172;0;1736,4000244140625;385,0
2022-08-31;99,80000305175781;2184403,0;99,70999908447266;24672,0;1,0025062561035156;0;1718,300048828125;2133,0
2022-09-01;96,95999908447266;1509421,0;94,77999877929688;22870,0;1,003905177116394;0;1707,9000244140625;683,0
2022-09-02;95,83000183105469;1401394,0;92,0;22869,0;0,995232880115509;0;1703,4000244140625;182,0
2022-09-05;96,5999984741211;851977,0;;;0,9909427762031555;0;;
2022-09-06;96,33999633789062;674006,0;93,08999633789062;34757,0;0,9952229857444763;0;1709,699951171875;697,0
2022-09-07;96,19999694824219;1348443,0;92,80000305175781;28966,0;0,9897951483726501;0;1694,800048828125;651,0
2022-09-08;96,83999633789062;1109561,0;87,63999938964844;21562,0;0,9995701909065247;0;1718,199951171875;1193,0
2022-09-09;95,6500015258789;1386848,0;88,45999908447266;22448,0;1,0012015104293823;0;1719,199951171875;635,0
2022-09-12;96,9000015258789;1294764,0;92,30000305175781;22758,0;1,0071406364440918;0;1727,4000244140625;68,0
2022-09-13;100,23999786376953;1163781,0;94,20999908447266;27762,0;1,0129557847976685;0;1720,5;432,0
2022-09-14;96,6500015258789;1212846,0;93,48999786376953;30880,0;0,9982032775878906;0;1698,699951171875;532,0
2022-09-15;95,95999908447266;1286355,0;94,43000030517578;29483,0;0,9984025359153748;0;1685,5;1125,0
2022-09-16;92,6500015258789;2682261,0;90,6500015258789;20652,0;0,9988313317298889;0;1660,4000244140625;464,0
2022-09-19;91,48999786376953;1079949,0;91,6500015258789;17627,0;1,002234935760498;0;1661,800048828125;580,0
2022-09-20;93,86000061035156;1153704,0;91,97000122070312;24688,0;1,0029587745666504;0;1659,699951171875;2830,0
2022-09-21;91,0;1271847,0;90,69000244140625;27621,0;0,997078537940979;0;1665,5;2337,0
2022-09-22;91,48999786376953;1251884,0;89,91999816894531;22375,0;0,983071506023407;0;1668,300048828125;973,0
2022-09-23;92,7699966430664;2307800,0;90,3499984741211;18951,0;0,9841550588607788;0;1667,0;1224,0
2022-09-26;91,0999984741211;1317176,0;86,72000122070312;14034,0;0,968992292881012;0;1623,300048828125;1205,0
2022-09-27;92,13999938964844;1421194,0;83,91000366210938;10008,0;0,9623712301254272;0;1632,199951171875;888,0
2022-09-28;89,0999984741211;1647149,0;85,83000183105469;9937,0;0,9596191644668579;0;1620,4000244140625;18311,0
2022-09-29;90,05000305175781;1370472,0;88,94999694824219;7456,0;0,9708172082901001;0;1657,0;6028,0
2022-09-30;88,12999725341797;1461667,0;88,55999755859375;33026,0;0,9829555749893188;0;1661,699951171875;548,0
2022-10-03;87,9000015258789;1057580,0;86,51000213623047;38251,0;0,9792688488960266;0;1667,199951171875;410,0
2022-10-04;90,63999938964844;1891490,0;88,88999938964844;38971,0;0,9832068681716919;0;1701,199951171875;291,0
2022-10-05;94,30000305175781;1183229,0;91,6500015258789;39563,0;0,998432457447052;0;1724,0999755859375;418,0
2022-10-06;94,2300033569336;1088406,0;93,83000183105469;26200,0;0,9910998940467834;0;1721,0;133,0
2022-10-07;92,91000366210938;783785,0;94,98999786376953;36871,0;0,9789045453071594;0;1710,0999755859375;179,0
2022-10-10;91,80000305175781;1000887,0;98,69999694824219;24699,0;0,9735012650489807;0;1693,4000244140625;195,0
2022-10-11;92,70999908447266;1092000,0;96,1500015258789;31431,0;0,9710057377815247;0;1661,800048828125;167,0
2022-10-12;94,0;1189418,0;93,69000244140625;29821,0;0,9700167775154114;0;1668,0;149,0
2022-10-13;93,51000213623047;1620868,0;92,47000122070312;32826,0;0,9707984328269958;0;1675,199951171875;729,0
2022-10-14;98,72000122070312;1271176,0;94,75;29344,0;0,975134015083313;0;1665,300048828125;82,0
2022-10-17;96,69000244140625;1039975,0;91,70999908447266;23783,0;0,973937451839447;0;1650,199951171875;238,0
2022-10-18;101,5;1190832,0;92,0199966430664;40941,0;0,9846396446228027;0;1651,4000244140625;597,0
2022-10-19;101,0;1034654,0;90,79000091552734;43364,0;0,9863878488540649;0;1637,5;84,0
2022-10-20;100,55999755859375;927613,0;92,51000213623047;40748,0;0,9766482710838318;0;1622,800048828125;477,0
2022-10-21;100,5;1158010,0;92,79000091552734;26861,0;0,9778899550437927;0;1634,0999755859375;224,0
2022-10-24;101,9800033569336;1208860,0;93,61000061035156;28074,0;0,9860085844993591;0;1662,699951171875;29,0
2022-10-25;103,16000366210938;1100441,0;93,55999755859375;22553,0;0,9886503219604492;0;1648,199951171875;880,0
2022-10-26;104,36000061035156;1206089,0;93,25;15637,0;0,9963731169700623;0;1649,800048828125;89,0
2022-10-27;106,19999694824219;1535970,0;96,16000366210938;14677,0;1,009193778038025;0;1660,699951171875;2298,0
2022-10-28;103,0;2575110,0;96,77999877929688;12135,0;0,9967803955078125;0;1661,0;626,0
2022-10-31;109,9800033569336;1298518,0;96,0;23096,0;0,9955002665519714;0;1641,800048828125;522,0
2022-11-01;110,5;1441027,0;92,80000305175781;21355,0;0,9886307716369629;0;1630,800048828125;985,0
2022-11-02;112,41999816894531;1212618,0;94,66999816894531;28689,0;0,9877909421920776;0;1650,800048828125;612,0
2022-11-03;111,19999694824219;1295005,0;95,66000366210938;21292,0;0,9814409017562866;0;1629,199951171875;1427,0
2022-11-04;111,95999908447266;2022807,0;94,4800033569336;31256,0;0,9749630093574524;0;1630,199951171875;159,0
2022-11-07;113,76000213623047;836984,0;97,77999877929688;22568,0;0,9928810596466064;0;1676,9000244140625;42,0
2022-11-08;113,66000366210938;992993,0;98,0;28901,0;1,0018634796142578;0;1703,199951171875;23,0
2022-11-09;112,91999816894531;1066122,0;95,01000213623047;26729,0;1,008084774017334;0;1707,4000244140625;497,0
2022-11-10;112,9000015258789;2151583,0;92,54000091552734;31486,0;1,0019538402557373;0;1708,199951171875;325,0
2022-11-11;113,76000213623047;1715017,0;93,2699966430664;23629,0;1,0192224979400635;0;1763,800048828125;257,0
2022-04-18;;;111,88999938964844;13187,0;1,081525444984436;0;1973,4000244140625;196,0
2022-04-15;;;;;1,0820988416671753;0;;
