id,display,community,num_conv,branch_mean_heigh,mess_mean_length,likesCom,likesOther,num_likes_com,num_likes_other,badWords,conv_upperletter,conv_data,debatesCom,depthDebatesCom,debatesOther,depthDebatesOther,cont_started_conv,cont_started_conv_debate,topic_creator,users_com_interaction,users_other_iteraction
03ed2095945f41128d283213eb958481@grupogodo1.fyre.co,mal-catalán,0,0.048325191905094204,0.46842148971250097,0.04337325002892514,0.4352517985611511,0.014388489208633094,0.21459227467811157,0.061728395061728406,0.06474820143884892,0.0,0.2302158273381295,0.05755395683453238,1.0,0.10071942446043165,0.9999999999999999,0.038988408851422546,0.1891891891891892,0.26618705035971224,0.08121827411167512,0.14606741573033707
6837ac651ce04a9bb53370d25b317ab3@grupogodo1.fyre.co,Magicus-p20188,0,0.0017445917655268667,0.009589807404701289,0.08039348710990503,1.0,0.0,0.031473533619456366,0.0,0.6363636363636364,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.005268703898840885,0.0,0.9090909090909091,0.0,0.0
f462939c65354c3f94a008933ebec569@grupogodo1.fyre.co,Tiberius,0,0.009944173063503139,0.015069697350244885,0.130719354049425,0.6896551724137931,0.06896551724137931,0.21316165951359087,0.061728395061728406,0.2413793103448276,0.0,0.3103448275862069,0.0,0.0,0.017241379310344827,0.0671124318969787,0.029504741833508954,0.017857142857142856,0.9655172413793104,0.0,0.011235955056179777
8d748c85d70a4816aef654ab6eea395d@grupogodo1.fyre.co,terbasa46@yahoo.com,0,0.002965806001395673,0.00971598908107894,0.03627694859038143,0.6666666666666666,0.05555555555555555,0.06294706723891273,0.01234567901234568,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.008956796628029505,0.0,0.9444444444444444,0.0,0.0
06b55d54e1a443cd818748a375f4f9d0@grupogodo1.fyre.co,Robert28,0,0.00104675505931612,0.007534848675122444,0.06663113006396588,0.2857142857142857,0.0,0.011444921316165951,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0036880927291886192,0.0,1.0,0.0,0.0
227d432391ff4c9996db9e6a5e3b8efd@grupogodo1.fyre.co,culebron,0,0.0015701325889741799,0.010548788145171416,0.033582089552238806,0.3,0.1,0.004291845493562232,0.01234567901234568,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.005268703898840885,0.0,1.0,0.0,0.0
3c47815694e245af9dee91422287560e@grupogodo1.fyre.co,paxareiro,0,0.0008722958827634335,0.06592992590732137,0.03171641791044776,0.6666666666666666,0.0,0.012875536480686695,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.001053740779768177,0.0,0.3333333333333333,0.0,0.0
_guid_cArdUQ1AQomKhtvOe4he8Po1TYI1QOb-ER5_h8T--Fk=@grupogodo1.fyre.co,bassaganya72_3016,0,0.0015701325889741799,0.026371970362928546,0.05522388059701493,0.3,0.3,0.004291845493562232,0.08641975308641976,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.002107481559536354,0.0,0.4,0.0,0.0
aa71f0a664c540eea07ce39d0956095e@grupogodo1.fyre.co,lone_rider,0,0.0,0.026371970362928546,0.18283582089552236,1.0,0.0,0.002861230329041488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005268703898840885,0.0,1.0,0.0,0.0
eefe4483c13b493cbb7a9d001c527c8f@grupogodo1.fyre.co,¿Qué coño es eso de la UDEF?,0,0.013433356594556871,0.04206957176943364,0.025417032484635643,0.3333333333333333,0.038461538461538464,0.08583690987124463,0.03703703703703704,0.038461538461538464,0.01282051282051282,0.10256410256410256,0.01282051282051282,0.057226901992244956,0.01282051282051282,0.08389053987122337,0.011591148577449946,0.0,0.28205128205128205,0.005076142131979695,0.011235955056179777
9e79af8dadb64e40bc15da1c6dc5de4b@grupogodo1.fyre.co,Ona96,0,0.013084438241451498,0.055190824573963876,0.016214382632293082,0.5789473684210527,0.013157894736842105,0.20314735336194564,0.01234567901234568,0.06578947368421052,0.0,0.05263157894736842,0.05263157894736842,0.10627853227131207,0.10526315789473684,0.1082950605610338,0.010010537407797681,0.05263157894736842,0.25,0.02030456852791878,0.06741573033707865
ff52007c4fac440dbb4cd2d8f8c9c6e6@grupogodo1.fyre.co,jortorbal,0,0.0026168876482903,0.013185985181464275,0.05806902985074627,0.4375,0.0,0.028612303290414875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005795574288724973,0.0,0.6875,0.0,0.0
1178779669@grupogodo1.fyre.co,arto3XV6,1,0.00575715282623866,0.04868671451617579,0.030123771386967594,0.4117647058823529,0.08823529411764706,0.07827894296434258,0.03384418901660281,0.029411764705882353,0.0,0.08823529411764706,0.0,0.0,0.08823529411764706,0.09587490270996957,0.01053740779768177,0.1,0.5882352941176471,0.0,0.015401007361487796
fa58abad7d0d401a8cdd8e64a55a2020@grupogodo1.fyre.co,BIGOTES,1,0.0024424284717376133,0.03340449579304282,0.029601990049751243,0.4666666666666667,0.13333333333333333,0.11585283558722705,0.028203490847169006,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.004741833508956796,0.0,0.6,0.0,0.0
d2708d8331c64d82aef3089ec390718e@grupogodo1.fyre.co,otra vez por aqui,0,0.023900907187718073,0.03877307547406757,0.04389815627743635,0.5507246376811594,0.07971014492753623,0.25321888412017163,0.29629629629629634,0.057971014492753624,0.0,0.14492753623188406,0.014492753623188406,0.057226901992244956,0.007246376811594203,0.08389053987122337,0.060063224446786086,0.02631578947368421,0.8260869565217391,0.01015228426395939,0.011235955056179777
1325249292@grupogodo1.fyre.co,Mon.Just,0,0.0015701325889741799,0.007911591108878565,0.06004070556309363,0.4,0.1,0.031473533619456366,0.061728395061728406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004741833508956796,0.0,0.9,0.0,0.0
5925150c248e4360b24eb5492e89c258@grupogodo1.fyre.co,nl4,1,0.007676203768318213,0.04884808146769719,0.029693083876392686,0.17777777777777778,0.06666666666666667,0.05636083893432666,0.011281396338867603,0.044444444444444446,0.0,0.08888888888888889,0.0,0.0,0.26666666666666666,0.0817932763744428,0.01738672286617492,0.2727272727272727,0.7333333333333333,0.0,0.05133669120495932
1316501914@grupogodo1.fyre.co,xavier a.,0,0.007850662944870898,0.01622890483872526,0.5742461163569905,0.34782608695652173,0.10869565217391304,0.03719599427753934,0.061728395061728406,0.0,0.0,0.5,0.021739130434782608,0.057226901992244956,0.0,0.0,0.023182297154899893,0.022727272727272728,0.9565217391304348,0.005076142131979695,0.0
8a721ff31d2e44d79c2461a29b32ca86@grupogodo1.fyre.co,bambinoXDD,0,0.010293091416608512,0.03122996490346801,0.0697228144989339,0.8333333333333334,0.0,0.14878397711015737,0.0,0.11666666666666667,0.0,0.21666666666666667,0.016666666666666666,0.057226901992244956,0.06666666666666667,0.09507594518738649,0.02792413066385669,0.05660377358490566,0.8833333333333333,0.005076142131979695,0.04494382022471911
290807122@grupogodo1.fyre.co,alpi1X0L,1,0.13119330076762037,0.06575653474338226,0.02825498477970065,0.2602921646746348,0.07171314741035857,0.4821982886603504,0.4681779480630056,0.11686586985391766,0.06640106241699867,0.05179282868525897,0.01593625498007968,0.1281384979391572,0.24833997343957503,0.09805466725527776,0.21865121180189673,0.3036144578313253,0.5511288180610889,0.08888037544296523,0.4979659046881054
7ec32c7047754f8eb887690af83871ea@grupogodo1.fyre.co,colesdebruselas,1,0.016922540125610605,0.02937365804651391,0.06683102345415778,0.4489795918367347,0.16326530612244897,0.1941317785515696,0.19742443593018305,0.030612244897959183,0.030612244897959183,0.05102040816326531,0.01020408163265306,0.057226901992244956,0.04081632653061224,0.08389053987122337,0.045837723919915696,0.05747126436781609,0.8877551020408163,0.011110046930370654,0.020534676481983725
1325177112@grupogodo1.fyre.co,SolNIRK,1,0.007676203768318213,0.04723770515557531,0.03246268656716418,0.4222222222222222,0.022222222222222223,0.07827894296434258,0.016922094508301407,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.08389053987122337,0.02054794520547945,0.05128205128205128,0.8666666666666667,0.0,0.010267338240991863
1272382574@grupogodo1.fyre.co,ansace,0,0.00889741800418702,0.011232505895321414,0.06743554952510177,0.8269230769230769,0.057692307692307696,0.2703862660944206,0.04938271604938272,0.11538461538461539,0.0,0.038461538461538464,0.0,0.0,0.019230769230769232,0.08389053987122337,0.0273972602739726,0.019230769230769232,1.0,0.0,0.011235955056179777
23a8c6ee54704db980494da8553c9471@grupogodo1.fyre.co,LagoJL,0,0.13136775994417307,0.07888114577398211,0.028275220885538858,0.4907161803713528,0.015915119363395226,0.6466380543633762,0.24691358024691362,0.013262599469496022,0.014588859416445624,0.04111405835543767,0.0636604774535809,0.12303783928332665,0.13262599469496023,0.13391415809073065,0.09852476290832454,0.0855614973262032,0.2480106100795756,0.1878172588832487,0.550561797752809
f7a5b6962acc481fb2ccd9db876bb18d@grupogodo1.fyre.co,Tururull.de.Tabarnia.,0,0.030530355896720165,0.04073627762443856,0.025251968937599824,0.7613636363636364,0.0,0.27467811158798283,0.0,0.005681818181818182,0.005681818181818182,0.13068181818181818,0.05113636363636364,0.07789217215611119,0.056818181818181816,0.112512018180229,0.07270811380400422,0.057971014492753624,0.7840909090909091,0.04060913705583756,0.05617977528089888
5ce33e2a4c2047e39ecd04bf950d39a6@grupogodo1.fyre.co,tapiloles32,0,0.006106071179344033,0.023520946539909247,0.02126865671641791,0.3888888888888889,0.0,0.07868383404864092,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.01053740779768177,0.0,0.5555555555555556,0.0,0.0
a1e1427a7b0c4297b414b9074e03dc90@grupogodo1.fyre.co,Oriol si.,0,0.031751570132588974,0.036864044593340986,0.02478306143700104,0.644808743169399,0.02185792349726776,0.3590844062947067,0.04938271604938272,0.0273224043715847,0.0,0.04918032786885246,0.04371584699453552,0.07749476311449838,0.0273224043715847,0.08389053987122337,0.07428872497365648,0.06382978723404255,0.7704918032786885,0.025380710659898473,0.05617977528089888
1324648544@grupogodo1.fyre.co,arruxo,0,0.04623168178646197,0.040359805994617,0.019663586827765932,0.575187969924812,0.0037593984962406013,0.3605150214592275,0.03703703703703704,0.007518796992481203,0.0,0.06766917293233082,0.03383458646616541,0.0751103088648215,0.045112781954887216,0.09060178306092125,0.038988408851422546,0.02702702702702703,0.2781954887218045,0.04568527918781725,0.07865168539325842
39cd86becc79455380d44a05d5e8ecaf@grupogodo1.fyre.co,1++,0,0.02145847871598046,0.050974009829016245,0.047232193463064426,0.5161290322580645,0.024193548387096774,0.20314735336194564,0.03703703703703704,0.016129032258064516,0.0,0.11290322580645161,0.024193548387096774,0.08584035298836744,0.08064516129032258,0.1352734955423477,0.0273972602739726,0.038461538461538464,0.41935483870967744,0.015228426395939085,0.06741573033707865
1324559216@grupogodo1.fyre.co,isabarna,0,0.012037683182135378,0.03779982418686424,0.04702294976729257,0.7285714285714285,0.02857142857142857,0.28183118741058655,0.061728395061728406,0.17142857142857143,0.0,0.07142857142857142,0.02857142857142857,0.10968489548513617,0.04285714285714286,0.11465040449067194,0.02423603793466807,0.021739130434782608,0.6571428571428571,0.01015228426395939,0.033707865168539325
cc658bd8129b4699babd3e06caaab481@grupogodo1.fyre.co,Vailet I,0,0.30163991625959524,0.049213650366989894,0.026453770110486524,0.6283236994219653,0.009826589595375723,0.8354792560801143,0.16049382716049385,0.039884393063583816,0.007514450867052023,0.07976878612716763,0.06011560693641618,0.09088439082422235,0.048554913294797684,0.10589461590301967,0.3793466807165437,0.08055555555555556,0.4161849710982659,0.35532994923857864,0.5617977528089887
95ddac0186714517ac358eb1b4a1cff1@grupogodo1.fyre.co,MDN3,0,0.014480111653872993,0.04984060453911267,0.02075559701492537,0.47619047619047616,0.0,0.06723891273247497,0.0,0.07142857142857142,0.0,0.011904761904761904,0.047619047619047616,0.08297900788875519,0.07142857142857142,0.09134747674866546,0.016332982086406742,0.16129032258064516,0.36904761904761907,0.015228426395939085,0.06741573033707865
90a9ce6ad9fc4359a0f52da727aebe42@grupogodo1.fyre.co,lahijadelzombiepaco,0,0.13904396371249128,0.051468251746120006,0.030317583997205685,0.4849624060150376,0.017543859649122806,0.3862660944206009,0.33333333333333337,0.03508771929824561,0.005012531328320802,0.06516290726817042,0.08020050125313283,0.08312207514373579,0.03132832080200501,0.11418434593583181,0.2054794520547945,0.11794871794871795,0.48872180451127817,0.25380710659898476,0.22471910112359553
e183ff71e7154608bcaf5748a600fbac@grupogodo1.fyre.co,Pimperl,0,0.01779483600837404,0.0550538943342888,0.024199653904391088,0.6116504854368932,0.019417475728155338,0.19742489270386265,0.04938271604938272,0.04854368932038835,0.019417475728155338,0.18446601941747573,0.009708737864077669,0.08584035298836744,0.05825242718446602,0.11134562564726012,0.019494204425711273,0.02702702702702703,0.3592233009708738,0.005076142131979695,0.05617977528089888
e54b39788e564fc7bcd34ec9a7653e6b@grupogodo1.fyre.co,ppr,0,0.03279832519190509,0.03643495905404602,0.015517128016306135,0.42857142857142855,0.005291005291005291,0.17310443490701002,0.01234567901234568,0.047619047619047616,0.010582010582010581,0.07936507936507936,0.026455026455026454,0.07439497258991845,0.037037037037037035,0.10570208023774146,0.06217070600632244,0.03389830508474576,0.6243386243386243,0.025380710659898473,0.05617977528089888
0c0fc16b72944e0bb5b8f559fafd012d@grupogodo1.fyre.co,Destrucción3,0,0.0026168876482903,0.029147967243236813,0.019534679543459173,0.5,0.0625,0.01859799713876967,0.01234567901234568,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.004214963119072708,0.0,0.5,0.0,0.0
f272be2d949c4b00bc2a0d757a927831@grupogodo1.fyre.co,semper mentitur,0,0.33688066992323795,0.0255742011643957,0.22187104324137666,0.5512422360248447,0.002587991718426501,0.721030042918455,0.07407407407407408,0.12681159420289856,0.005693581780538302,0.42028985507246375,0.011904761904761904,0.11482064309982482,0.024844720496894408,0.12574362240038317,0.9415173867228661,0.02630106323447118,0.9249482401656315,0.1015228426395939,0.32584269662921345
d66b3617c43a4cd981cd3dbf79f1f1c1@grupogodo1.fyre.co,Clara i catalana (fem net),1,0.15300069783670622,0.08553880583145969,0.022802238805970147,0.21981776765375854,0.05580865603644647,0.4414932383188922,0.49074074074074076,0.0387243735763098,0.0056947608200455585,0.03986332574031891,0.02164009111617312,0.1724336915292644,0.28929384965831434,0.13890926255318994,0.21180189673340358,0.2960199004975124,0.45785876993166286,0.16665070395555978,0.5236342502905851
511749b3bfe54276ab09675ad29c2832@grupogodo1.fyre.co,Towanda returns,0,0.037857641311933005,0.046306688117583206,0.03781487817827857,0.6100917431192661,0.013761467889908258,0.46208869814020026,0.03703703703703704,0.05963302752293578,0.022935779816513763,0.045871559633027525,0.022935779816513763,0.08379653506007297,0.013761467889908258,0.13182799122620814,0.038988408851422546,0.013513513513513514,0.3394495412844037,0.03045685279187817,0.033707865168539325
a5efd2a043844c04a4aa5487b4d5de9b@grupogodo1.fyre.co,"Títere Torra, Títere Torrent con Doctor-cito citas",0,0.0003489183531053734,0.0175813135752857,0.10696517412935323,0.6666666666666666,0.0,0.002861230329041488,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0015806111696522653,0.0,1.0,0.0,0.0
312894c95f17413c91cb851daa2934ac@grupogodo1.fyre.co,Lobito Vampiro el playboy infernal.,0,0.013258897418004185,0.0576732809806101,0.03166938417157908,0.7662337662337663,0.0,0.08297567954220314,0.0,0.07792207792207792,0.012987012987012988,0.14285714285714285,0.1038961038961039,0.0814382836043486,0.1038961038961039,0.10066864784546806,0.0184404636459431,0.14285714285714285,0.45454545454545453,0.035532994923857864,0.033707865168539325
6da14085d15048bcae01843336c738ce@grupogodo1.fyre.co,Fàbregas VIII,0,0.08217027215631541,0.03897191175854997,0.019108368770671777,0.6779661016949152,0.00211864406779661,0.39628040057224606,0.01234567901234568,0.01059322033898305,0.00847457627118644,0.09110169491525423,0.048728813559322036,0.07210589651022864,0.025423728813559324,0.09292490570350896,0.10853530031612223,0.05339805825242718,0.4364406779661017,0.08121827411167512,0.08988764044943821
8884f60b9f554cee8b4f8251b4ef650a@grupogodo1.fyre.co,PERTAULA,1,0.009769713886950452,0.06521069035196878,0.04926637996458386,0.07017543859649122,0.08771929824561403,0.02818041946716333,0.03948488718603661,0.07017543859649122,0.0,0.40350877192982454,0.0,0.0,0.3157894736842105,0.08703643511639425,0.0184404636459431,0.42857142857142855,0.6140350877192983,0.0,0.07700503680743898
8f67478501ef49bda724475c75f2bb35@grupogodo1.fyre.co,Ceferino23,0,0.00104675505931612,0.022604546025367326,0.033582089552238806,0.7142857142857143,0.14285714285714285,0.028612303290414875,0.01234567901234568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031612223393045306,0.0,0.8571428571428571,0.0,0.0
608a1dba8fb7408a91214b7daba05e7b@grupogodo1.fyre.co,forero ma non troppo,0,0.04082344731332868,0.02239304150115336,0.01616915422885572,0.37446808510638296,0.07234042553191489,0.1888412017167382,0.30864197530864196,0.029787234042553193,0.01702127659574468,0.04680851063829787,0.00425531914893617,0.057226901992244956,0.00425531914893617,0.0671124318969787,0.09852476290832454,0.0106951871657754,0.7957446808510639,0.005076142131979695,0.011235955056179777
204527827d27454b8c47e1a54f5cdeae@grupogodo1.fyre.co,palindromo,0,0.07519190509420795,0.029462435639834233,0.032222550613270284,0.5092592592592593,0.009259259259259259,0.3676680972818312,0.04938271604938272,0.02546296296296296,0.0,0.19675925925925927,0.032407407407407406,0.08584035298836744,0.023148148148148147,0.0960928002161286,0.18493150684931506,0.04843304843304843,0.8125,0.055837563451776644,0.10112359550561797
538ef951a3ac434f8094037e6ab05565@grupogodo1.fyre.co,Rei Pelayo,0,0.22941381716678297,0.07352619997925187,0.016774022224643206,0.6025835866261399,0.015197568389057751,0.5379113018597997,0.22222222222222224,0.09422492401215805,0.015197568389057751,0.08206686930091185,0.11398176291793313,0.09447480846517091,0.11094224924012158,0.12855554877069664,0.10906217070600631,0.2560386473429952,0.15729483282674772,0.3096446700507614,0.6179775280898876
50ead47671d649208218578abaf272fc@grupogodo1.fyre.co,NO a la República Islàmica de Catalunya,0,0.0024424284717376133,0.018615508491478975,0.013681592039800995,0.26666666666666666,0.06666666666666667,0.015736766809728183,0.02469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007903055848261327,0.0,1.0,0.0,0.0
712c23823aa5472aac33c10857967899@grupogodo1.fyre.co,SEGISTOBRE2001,0,0.15300069783670622,0.03344474736950301,0.036675822102832656,0.7790432801822323,0.007972665148063782,0.7324749642346209,0.11111111111111112,0.0056947608200455585,0.002277904328018223,0.1070615034168565,0.0193621867881549,0.088307029798378,0.022779043280182234,0.0987327123099783,0.40410958904109584,0.03389830508474576,0.8735763097949886,0.09644670050761421,0.17977528089887643
fa6a2623490049f098759c7a450af2b9@grupogodo1.fyre.co,Gramanet....,0,0.07536636427076063,0.03841134813730897,0.02958225477777166,0.5796766743648961,0.0023094688221709007,0.3133047210300429,0.01234567901234568,0.009237875288683603,0.006928406466512702,0.14549653579676675,0.03926096997690531,0.0751103088648215,0.03926096997690531,0.10439711628418909,0.13435194942044257,0.047058823529411764,0.5889145496535797,0.07614213197969542,0.10112359550561797
28f5f49ca1344807b61cbcca09f62600@grupogodo1.fyre.co,asterix,0,0.0034891835310537334,0.02037834073499024,0.05792466240227435,0.7142857142857143,0.047619047619047616,0.09012875536480687,0.01234567901234568,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.005795574288724973,0.0,0.5238095238095238,0.0,0.0
3b899ef6a89c4b7ea65f64e9f517b701@grupogodo1.fyre.co,Torracist,0,0.023726448011165385,0.03980365713162508,0.04102038825480441,0.5985401459854015,0.0,0.17024320457796854,0.0,0.029197080291970802,0.0,0.12408759124087591,0.0072992700729927005,0.08584035298836744,0.014598540145985401,0.09060178306092125,0.03530031612223393,0.029850746268656716,0.48905109489051096,0.005076142131979695,0.022471910112359553
ccaeb0dbd8df41a4929e3ed92ab98fac@grupogodo1.fyre.co,FuturoAdelante,0,0.00017445917655268666,0.013185985181464275,0.03917910447761194,0.5,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001053740779768177,0.0,1.0,0.0,0.0
76f10c3d7c614fa49e074e6252b7f496@grupogodo1.fyre.co,en la ciudad-region de 7 millones¡,0,0.04692951849267271,0.042588275120257285,0.02098204629028769,0.43703703703703706,0.0,0.15879828326180256,0.0,0.018518518518518517,0.2111111111111111,0.17037037037037037,0.07777777777777778,0.1010412488300575,0.014814814814814815,0.10486317483902922,0.08535300316122234,0.05555555555555555,0.6,0.08121827411167512,0.022471910112359553
20ca7b4896ac43a0b0a63b3df50c8f8a@grupogodo1.fyre.co,El jefe sale huyendo,0,0.0012212142358688067,0.009889488886098207,0.04291044776119403,0.75,0.0,0.03719599427753934,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0036880927291886192,0.0,0.875,0.0,0.0
def8c1e151fa40ffb5512da0f999274e@grupogodo1.fyre.co,"hoy no, mañaaana...",0,0.05652477320307048,0.08088545888370076,0.025812819669189125,0.4523076923076923,0.006153846153846154,0.32045779685264664,0.02469135802469136,0.052307692307692305,0.024615384615384615,0.06153846153846154,0.08923076923076922,0.11484047224119426,0.09230769230769231,0.14261391778107974,0.07112750263435194,0.08148148148148149,0.4153846153846154,0.12690355329949238,0.19101123595505617
1325385169@grupogodo1.fyre.co,Myself,1,0.00732728541521284,0.02533777544673527,0.09830947304294853,0.2558139534883721,0.32558139534883723,0.06262315437147407,0.13537675606641125,0.06976744186046512,0.0,0.13953488372093023,0.023255813953488372,0.1430672549806124,0.023255813953488372,0.11744675581971273,0.019494204425711273,0.02702702702702703,0.8604651162790697,0.011110046930370654,0.005133669120495931
59c1e02035c54bb199c5386451476556@grupogodo1.fyre.co,Hos,0,0.0003489183531053734,0.03296496295366068,0.09701492537313433,1.0,0.0,0.02575107296137339,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.001053740779768177,0.0,0.6666666666666666,0.0,0.0
1325206346@grupogodo1.fyre.co,Txt1791,1,0.006106071179344033,0.055022999893023755,0.09381663113006397,0.4722222222222222,0.1111111111111111,0.11272167786865332,0.028203490847169006,0.0,0.0,0.3055555555555556,0.027777777777777776,0.11445380398448991,0.2777777777777778,0.08948324252930492,0.01422550052687039,0.2962962962962963,0.75,0.011110046930370654,0.046203022084463384
da5b6c82178e41f1b8f040bb0a43c571@grupogodo1.fyre.co,toyasombrao,0,0.0034891835310537334,0.048524425467788526,0.02417910447761194,0.3333333333333333,0.0,0.017167381974248927,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.10014707848642868,0.047619047619047616,0.10626135050354961,0.004741833508956796,0.0,0.42857142857142855,0.005076142131979695,0.011235955056179777
f16d2aa2093146f3bb8bc8336492edfa@grupogodo1.fyre.co,"Celta, que no cobarde indepe",0,0.06036287508722959,0.037664753641764456,0.019600374000069257,0.48703170028818443,0.008645533141210375,0.2274678111587983,0.04938271604938272,0.10951008645533142,0.04610951008645533,0.12103746397694524,0.025936599423631124,0.07868699023933681,0.03170028818443804,0.1058311426067741,0.08429926238145416,0.05,0.4610951008645533,0.04060913705583756,0.06741573033707865
44d6d27860984903b2beb4348d43ea41@grupogodo1.fyre.co,ningunos,0,0.0031402651779483598,0.0145045836996107,0.032835820895522394,0.7368421052631579,0.05263157894736842,0.08726752503576538,0.01234567901234568,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0073761854583772385,0.0,0.7368421052631579,0.0,0.0
e62f05c335774ed3899ba7c36baa7165@grupogodo1.fyre.co,Javir,0,0.004012561060711794,0.04520909205073466,0.030900186567164176,0.7083333333333334,0.0,0.048640915593705286,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08584035298836744,0.0,0.0,0.008429926238145416,0.0625,0.6666666666666666,0.015228426395939085,0.0
