ID,DIA,HORA,TIMESTAMP,AFRISOL,CESA,DISS,PSA,TSA,KONTAS,BSRN
335-9.92,1,9.92,335,0.713254375167,0.70235598426,0.697939159239,0.698413821391,0.739802923589,0.713254375167,0.712444771429
335-9.93,1,9.93,335,0.713165979909,0.702136155686,0.699098487207,0.698282712231,0.739624339379,0.713165979909,0.712620712338
335-9.95,1,9.95,335,0.712984862387,0.701925968364,0.700919461124,0.69820117886,0.738851793232,0.712984862387,0.712960509091
335-9.97,1,9.97,335,0.71314840973,0.701709082048,0.697361494413,0.697960497967,0.739956823193,0.71314840973,0.712967235714
335-9.98,1,9.98,335,0.712790548002,0.701138811628,0.695654811727,0.698071613941,0.739829461892,0.712790548002,0.712122304545
335-10,1,10,335,0.712392049248,0.700886399035,0.695789282635,0.697537594817,0.739368529114,0.712392049248,0.711775674026
335-10.02,1,10.02,335,0.712126748564,0.700625175543,0.697569820634,0.697701734964,0.738909327254,0.712126748564,0.711270756494
335-10.03,1,10.03,335,0.710898029444,0.699173058254,0.696217673282,0.696754637841,0.737376695706,0.710898029444,0.710287725974
335-10.05,1,10.05,335,0.710408663361,0.698922548145,0.697487646608,0.696290945315,0.737266117774,0.710408663361,0.709155042208
335-10.07,1,10.07,335,0.710812901577,0.699317270385,0.696777974015,0.696563198676,0.737740743092,0.710812901577,0.709630394156
335-10.08,1,10.08,335,0.710435801668,0.699695677413,0.696397672713,0.696519914564,0.735743923785,0.710435801668,0.709783690909
335-10.1,1,10.1,335,0.710583851424,0.699193248038,0.695056082814,0.696426347464,0.736305635521,0.710583851424,0.710410174675
335-10.12,1,10.12,335,0.710272922215,0.698706539195,0.696447546714,0.696176164134,0.736122790075,0.710272922215,0.710086195455
335-10.13,1,10.13,335,0.70957461374,0.697923039675,0.694320825755,0.695159658134,0.735293888319,0.70957461374,0.709921868831
335-10.15,1,10.15,335,0.708853407549,0.697145051622,0.69538595439,0.694817262223,0.734316700767,0.708853407549,0.709134615584
335-10.17,1,10.17,335,0.709463534404,0.698202436292,0.695694034554,0.69550913738,0.735101434074,0.709463534404,0.70904112987
335-10.18,1,10.18,335,0.709970811656,0.698689002266,0.696472731877,0.695994647186,0.735476169248,0.709970811656,0.709723427922
335-10.2,1,10.2,335,0.710470179011,0.699162599473,0.697089098785,0.69596845876,0.736812076641,0.710470179011,0.709937581169
335-10.22,1,10.22,335,0.710610754296,0.700203778831,0.696762256636,0.69508304175,0.736543977122,0.710610754296,0.710612219481
335-10.23,1,10.23,335,0.710800245025,0.70011116641,0.695501759014,0.695110752986,0.737310593171,0.710800245025,0.710668467532
335-10.25,1,10.25,335,0.710486299764,0.699445396873,0.6981360502,0.694333646475,0.737441819345,0.710486299764,0.710724336364
335-10.27,1,10.27,335,0.710392557304,0.699911466565,0.698893501935,0.694258634841,0.736467867422,0.710392557304,0.71093226039
335-10.28,1,10.28,335,0.710192719029,0.699705111686,0.69879339423,0.694447603852,0.736027115125,0.710192719029,0.710591045455
335-10.3,1,10.3,335,0.710134279708,0.699507114065,0.696695599347,0.694533807132,0.736848702182,0.710134279708,0.709647495455
335-10.32,1,10.32,335,0.709655428787,0.699303918801,0.698289234914,0.693430397586,0.73672417214,0.709655428787,0.709163226623
335-10.33,1,10.33,335,0.709105811992,0.699103629771,0.697277350269,0.693123609967,0.735513319269,0.709105811992,0.708682688961
335-10.35,1,10.35,335,0.708425809055,0.698357347152,0.698248689435,0.692382367021,0.734159662956,0.708425809055,0.708803859091
335-10.37,1,10.37,335,0.70824858765,0.698162207531,0.697850205633,0.692916069733,0.733587704503,0.70824858765,0.708328368831
335-10.38,1,10.38,335,0.707939973229,0.697961337866,0.697117019012,0.692682664418,0.732989730892,0.707939973229,0.70812615974
335-10.4,1,10.4,335,0.707859921039,0.697488343276,0.696990215391,0.692410652462,0.733467440368,0.707859921039,0.708073248052
335-10.42,1,10.42,335,0.707640280635,0.697022520247,0.697463599956,0.692036039285,0.733334453915,0.707640280635,0.708168109091
335-10.43,1,10.43,335,0.70749844007,0.696555922426,0.698083093972,0.692339903562,0.733276344033,0.70749844007,0.70782159026
335-10.45,1,10.45,335,0.707794689986,0.696635232718,0.697210221736,0.692647397749,0.734125884022,0.707794689986,0.707770245455
335-10.47,1,10.47,335,0.707625797246,0.69644550199,0.698123024985,0.692272941517,0.734065498722,0.707625797246,0.707719246753
335-10.48,1,10.48,335,0.707061355062,0.695788252728,0.696935435567,0.691818731258,0.733590336913,0.707061355062,0.707048099351
335-10.5,1,10.5,335,0.70609371683,0.695137570578,0.695021747991,0.690898881469,0.730942823716,0.70609371683,0.707395591558
335-10.52,1,10.52,335,0.705515422576,0.69395765148,0.694442195548,0.689838045055,0.731823235977,0.705515422576,0.706442757792
335-10.53,1,10.53,335,0.704678397784,0.692788408521,0.697078253569,0.689447736092,0.730692740028,0.704678397784,0.705784706494
335-10.55,1,10.55,335,0.70379767852,0.692156081443,0.695186761989,0.687890159147,0.729869572191,0.70379767852,0.705274901299
335-10.57,1,10.57,335,0.704150678437,0.692527189914,0.696341371576,0.688409095139,0.729879748176,0.704150678437,0.705786680519
335-10.58,1,10.58,335,0.704606408927,0.693425253696,0.697345550652,0.688737563893,0.730109235002,0.704606408927,0.706153583117
335-10.6,1,10.6,335,0.705114239642,0.694316294891,0.696324705768,0.689119508745,0.730928371815,0.705114239642,0.706092783117
335-10.62,1,10.62,335,0.704696540442,0.693630680533,0.698619259611,0.688841169186,0.730423629583,0.704696540442,0.705890682468
335-10.63,1,10.63,335,0.704826897839,0.693991909028,0.695877499675,0.688982390284,0.730361203081,0.704826897839,0.705972088961
335-10.65,1,10.65,335,0.705077063184,0.694095854543,0.697588931103,0.689865558376,0.730152847608,0.705077063184,0.706193992208
335-10.67,1,10.67,335,0.705169543447,0.693934381454,0.696720444606,0.689723867703,0.730745679176,0.705169543447,0.706274245455
335-10.68,1,10.68,335,0.704630750208,0.693485992171,0.697564439607,0.689302109182,0.730091622205,0.704630750208,0.705643277273
335-10.7,1,10.7,335,0.704877925582,0.693306055333,0.696699128398,0.688884128062,0.731606860492,0.704877925582,0.705714658442
335-10.72,1,10.72,335,0.70452549455,0.693378576269,0.696263665129,0.688425256088,0.730233823764,0.70452549455,0.706064322078
335-10.73,1,10.73,335,0.704128844111,0.693192525958,0.69681928378,0.688013510548,0.729731037991,0.704128844111,0.705578301948
335-10.75,1,10.75,335,0.703728729336,0.693007534348,0.696526783055,0.687922844728,0.729305149305,0.703728729336,0.704679388961
335-10.77,1,10.77,335,0.703559494842,0.693341913141,0.694550820628,0.687242623859,0.729591546915,0.703559494842,0.704061895455
335-10.78,1,10.78,335,0.703360784043,0.692891855215,0.697733793804,0.687491362536,0.729638826212,0.703360784043,0.703421092208
335-10.8,1,10.8,335,0.703287135047,0.69320783742,0.69628985284,0.687012935435,0.729044494604,0.703287135047,0.703883272727
335-10.82,1,10.82,335,0.703335656513,0.693529611946,0.69554997112,0.686717903583,0.729163350783,0.703335656513,0.70393175974
335-10.83,1,10.83,335,0.702805349821,0.691818900209,0.696760372319,0.687055066095,0.728504225838,0.702805349821,0.703843207143
335-10.85,1,10.85,335,0.702796903565,0.692135188301,0.696855196678,0.686673951981,0.7287598506,0.702796903565,0.703618623377
335-10.87,1,10.87,335,0.702555515077,0.690687964599,0.695150798932,0.686428162488,0.729302399454,0.702555515077,0.703803533766
335-10.88,1,10.88,335,0.702640823859,0.691504868722,0.696043809265,0.686691826091,0.728269442829,0.702640823859,0.704097157792
335-10.9,1,10.9,335,0.702630829825,0.690808357205,0.694590690921,0.686955705257,0.728640828269,0.702630829825,0.704118428571
335-10.92,1,10.92,335,0.702751156873,0.690615020549,0.694106135757,0.687171211881,0.729078784672,0.702751156873,0.70413961039
335-10.93,1,10.93,335,0.702581167287,0.690427310753,0.695544609893,0.687121121765,0.728750532734,0.702581167287,0.704025703896
335-10.95,1,10.95,335,0.702326176831,0.69073496684,0.694786224249,0.686757396428,0.728843114184,0.702326176831,0.70296922987
335-10.97,1,10.97,335,0.701995231544,0.690793967069,0.695397451032,0.685823598682,0.728236259775,0.701995231544,0.703127100649
335-10.98,1,10.98,335,0.701631531935,0.690319398472,0.693946654588,0.6847018839,0.728511019393,0.701631531935,0.702993825974
335-11,1,11,335,0.701125303247,0.689850761402,0.695222461705,0.684640114915,0.72781800875,0.701125303247,0.702192327922
335-11.02,1,11.02,335,0.700737537403,0.689875538274,0.692829798655,0.684489273514,0.727057108602,0.700737537403,0.701528229221
335-11.03,1,11.03,335,0.70055131817,0.690147519108,0.692884353417,0.68420737653,0.726849860809,0.70055131817,0.701000516234
335-11.05,1,11.05,335,0.70004185401,0.689681567253,0.692128817679,0.683578843592,0.726166028572,0.70004185401,0.700740976623
335-11.07,1,11.07,335,0.699526368712,0.689744241793,0.692467345231,0.682621137223,0.72536903804,0.699526368712,0.700371057792
335-11.08,1,11.08,335,0.699249038531,0.69054025827,0.693611019181,0.682015218267,0.72443803278,0.699249038531,0.700002644805
335-11.1,1,11.1,335,0.698776893348,0.690112862259,0.692469535791,0.681370766417,0.723988214847,0.698776893348,0.69963572987
335-11.12,1,11.12,335,0.698388910004,0.689688376146,0.693073063605,0.681462789907,0.723134170066,0.698388910004,0.699270303896
335-11.13,1,11.13,335,0.698261399328,0.689263261163,0.6938077524,0.681382192535,0.723099444265,0.698261399328,0.699300699351
335-11.15,1,11.15,335,0.698085070813,0.689084762789,0.694672807526,0.681258626832,0.723059467656,0.698085070813,0.698937425974
335-11.17,1,11.17,335,0.698447598768,0.688532476834,0.696135874139,0.682023497286,0.72392364238,0.698447598768,0.699310778571
335-11.18,1,11.18,335,0.699137446092,0.688950621738,0.696797405907,0.682786605416,0.725391045527,0.699137446092,0.699421511688
335-11.2,1,11.2,335,0.699237073703,0.688641479564,0.696527295879,0.683074642174,0.725569454243,0.699237073703,0.699662718831
335-11.22,1,11.22,335,0.699944806763,0.689540254641,0.697452301316,0.683320189631,0.72662367434,0.699944806763,0.700295108442
335-11.23,1,11.23,335,0.700429270181,0.689954637925,0.697182059287,0.684036136659,0.726800259386,0.700429270181,0.700926046753
335-11.25,1,11.25,335,0.70125743646,0.690851010474,0.696117933201,0.684707446317,0.727655191646,0.70125743646,0.701816097403
335-11.27,1,11.27,335,0.702354046778,0.691985941546,0.695585307172,0.685762473866,0.728703401572,0.702354046778,0.70296437013
335-11.28,1,11.28,335,0.702624467018,0.692033300961,0.696802424591,0.686498081911,0.728225411173,0.702624467018,0.703741074026
335-11.3,1,11.3,335,0.703218099829,0.692799935772,0.69841096705,0.68718843804,0.728757925504,0.703218099829,0.7041261
335-11.32,1,11.32,335,0.703861078306,0.69404169112,0.696460792371,0.687748302705,0.728885509008,0.703861078306,0.70476881039
335-11.33,1,11.33,335,0.704543668652,0.694563434745,0.700035385289,0.688518362437,0.729683489113,0.704543668652,0.705409388312
335-11.35,1,11.35,335,0.704991922177,0.695323222808,0.698351320343,0.689244533598,0.729610193991,0.704991922177,0.705789738312
335-11.37,1,11.37,335,0.705569524368,0.695364672676,0.700077617082,0.689162917027,0.73106631881,0.705569524368,0.706684188961
335-11.38,1,11.38,335,0.706516200886,0.695865454167,0.699645431402,0.689283239825,0.733001625786,0.706516200886,0.707914483766
335-11.4,1,11.4,335,0.707341061682,0.69636524473,0.701174515098,0.69003737056,0.734205041179,0.707341061682,0.70875659026
335-11.42,1,11.42,335,0.707797113739,0.697101563727,0.702439443339,0.690405968133,0.73434080751,0.707797113739,0.709340115584
335-11.43,1,11.43,335,0.708467275718,0.697599144697,0.702397513169,0.691407876335,0.734811263009,0.708467275718,0.710050818831
335-11.45,1,11.45,335,0.709212812128,0.698805745594,0.70170412952,0.69219998719,0.735213600794,0.709212812128,0.710631914935
335-11.47,1,11.47,335,0.709700548042,0.699537479944,0.704917473524,0.692774218963,0.735150551054,0.709700548042,0.711339942208
335-11.48,1,11.48,335,0.710167419533,0.700128672811,0.705514510841,0.693292680338,0.735469953556,0.710167419533,0.711778371429
335-11.5,1,11.5,335,0.710679811698,0.700481072091,0.705980266398,0.694405244393,0.7362560381,0.710679811698,0.711576892208
335-11.52,1,11.52,335,0.710685140647,0.700598943111,0.704888306546,0.694711201903,0.736309777314,0.710685140647,0.71112064026
335-11.53,1,11.53,335,0.711318320632,0.701185658789,0.706649355893,0.695308451682,0.737221393484,0.711318320632,0.711557778571
335-11.55,1,11.55,335,0.711394629725,0.701301286025,0.707759197283,0.694742562589,0.737540781972,0.711394629725,0.711993888312
335-11.57,1,11.57,335,0.711754334274,0.701651077632,0.707940766868,0.695028569144,0.738432746813,0.711754334274,0.711904943506
335-11.58,1,11.58,335,0.711961265235,0.702003688774,0.708768010261,0.695110516623,0.73840626723,0.711961265235,0.712324588312
335-11.6,1,11.6,335,0.712079672598,0.700708493508,0.711788354039,0.695279854241,0.738443782252,0.712079672598,0.71388656039
335-11.62,1,11.62,335,0.712571434002,0.701059036095,0.71145017497,0.695443981151,0.739859567462,0.712571434002,0.713923151299
335-11.63,1,11.63,335,0.712484046818,0.702114568956,0.71033933367,0.694736486475,0.739632614957,0.712484046818,0.713452516883
335-11.65,1,11.65,335,0.712939653985,0.702698722752,0.708844058773,0.695321345774,0.739995768191,0.712939653985,0.713742779221
335-11.67,1,11.67,335,0.713420908313,0.703281900272,0.706579345114,0.695367075459,0.740622364013,0.713420908313,0.714412293506
335-11.68,1,11.68,335,0.713146686163,0.702358566291,0.70753482566,0.695663306146,0.739225017022,0.713146686163,0.715339855195
335-11.7,1,11.7,335,0.712741499882,0.701669043779,0.71015942466,0.695876938881,0.738417951931,0.712741499882,0.715002064935
335-11.72,1,11.72,335,0.71143901832,0.700746825279,0.708543228114,0.692947367388,0.736765503991,0.71143901832,0.715296376623
335-11.73,1,11.73,335,0.712026886839,0.702161317208,0.709238933003,0.694441878187,0.736419048715,0.712026886839,0.715085303247
335-11.75,1,11.75,335,0.711876358933,0.701939837087,0.710959652694,0.693576943477,0.737114151274,0.711876358933,0.714874503896
335-11.77,1,11.77,335,0.711785780422,0.702419180213,0.709217919738,0.693542924806,0.736769214722,0.711785780422,0.714411801948
335-11.78,1,11.78,335,0.711623170329,0.702659181474,0.706682403045,0.694146853268,0.736010158263,0.711623170329,0.713676488312
335-11.8,1,11.8,335,0.71012286509,0.700103198686,0.707862660458,0.692927978663,0.734140614178,0.71012286509,0.713319668831
335-11.82,1,11.82,335,0.709026183502,0.700342668767,0.705969382902,0.690718281611,0.73208070376,0.709026183502,0.71296307987
335-11.83,1,11.83,335,0.708985701352,0.69895438729,0.702157467067,0.691776013787,0.73399085303,0.708985701352,0.711221551299
335-11.85,1,11.85,335,0.709168197018,0.699196322786,0.703082143821,0.691882415101,0.734602295642,0.709168197018,0.710991754545
335-11.87,1,11.87,335,0.709447660847,0.69966853831,0.703878314798,0.692610499859,0.734623655869,0.709447660847,0.710887949351
335-11.88,1,11.88,335,0.69203583401,0.659922611755,0.705342259879,0.685265891541,0.711128502223,0.69203583401,0.711826330519
335-11.9,1,11.9,335,0.69752313936,0.688145433526,0.703992008723,0.68292179074,0.726021035123,0.69752313936,0.693004298052
335-11.92,1,11.92,335,0.701111006293,0.703102070892,0.703537112902,0.689055463108,0.718596851563,0.701111006293,0.69368963961
335-11.93,1,11.93,335,0.702926718837,0.696639336248,0.685936919486,0.683900895869,0.726594962713,0.702926718837,0.704571680519
335-11.95,1,11.95,335,0.698679421988,0.697162294264,0.703650779107,0.679365053435,0.71708677467,0.698679421988,0.701103565584
335-11.97,1,11.97,335,0.692465977814,0.67649400932,0.699868522614,0.672637239307,0.718187510031,0.692465977814,0.702545152597
335-11.98,1,11.98,335,0.694046171573,0.690289332374,0.692118261546,0.681625915897,0.711866583474,0.694046171573,0.692402854545
335-12,1,12,335,0.691391442036,0.679632440017,0.674511456851,0.676302848081,0.712638396282,0.691391442036,0.696992083766
335-12.02,1,12.02,335,0.673850205825,0.663384204767,0.675461970853,0.645495458594,0.691991446954,0.673850205825,0.694529712987
335-12.03,1,12.03,335,0.682285568692,0.668331519932,0.692030038566,0.670165168251,0.716462811258,0.682285568692,0.674182775325
335-12.05,1,12.05,335,0.703936759409,0.690518117768,0.655343706018,0.695253327343,0.73697102954,0.703936759409,0.693004562987
335-12.07,1,12.07,335,0.697296109798,0.702689776311,0.692397973338,0.662121758386,0.710654033715,0.697296109798,0.713718870779
335-12.08,1,12.08,335,0.70024073771,0.701814860445,0.70628253455,0.680591864175,0.716117447649,0.70024073771,0.702438778571
335-12.1,1,12.1,335,0.671972792619,0.651072022446,0.694814872462,0.664464269565,0.665953761583,0.671972792619,0.706401116883
335-12.12,1,12.12,335,0.607136927695,0.628753078588,0.68283310345,0.56886493052,0.53455113479,0.607136927695,0.696378566883
335-12.13,1,12.13,335,0.587854028171,0.574732075561,0.63678182536,0.589441816987,0.593880213642,0.587854028171,0.593362006494
335-12.15,1,12.15,335,0.622417691941,0.639575225803,0.674489992141,0.617348968615,0.658365023994,0.622417691941,0.574381549351
335-12.17,1,12.17,335,0.609647650264,0.638227679237,0.602043167389,0.584319801074,0.592086776588,0.609647650264,0.623956344156
335-12.18,1,12.18,335,0.62069167653,0.59911467444,0.620923240159,0.60134285593,0.662965721205,0.62069167653,0.619343454545
335-12.2,1,12.2,335,0.627499771005,0.644391635852,0.599193908343,0.613275268794,0.635585613141,0.627499771005,0.616746566234
335-12.22,1,12.22,335,0.547823072931,0.521336967433,0.615514297646,0.50006808871,0.523341352466,0.547823072931,0.646545883117
335-12.23,1,12.23,335,0.586642596988,0.55822002441,0.651570231562,0.594779298555,0.656020927325,0.586642596988,0.537550137662
335-12.25,1,12.25,335,0.528415923792,0.543341144088,0.510534081856,0.523299410938,0.46971516352,0.528415923792,0.577307976623
335-12.27,1,12.27,335,0.58580984589,0.510503833307,0.627069620389,0.618151438487,0.664212153325,0.58580984589,0.550371958442
335-12.28,1,12.28,335,0.588499648546,0.613748109806,0.555789887254,0.543864659506,0.620675913186,0.588499648546,0.575709911688
335-12.3,1,12.3,335,0.588942766564,0.577252394697,0.636736671721,0.564829606648,0.626495959715,0.588942766564,0.587193105195
335-12.32,1,12.32,335,0.623873124554,0.586977125691,0.559977712712,0.606322508637,0.693395047005,0.623873124554,0.608797816883
335-12.33,1,12.33,335,0.636527197336,0.702865982057,0.54312355491,0.566184797339,0.647765174232,0.636527197336,0.629292835714
335-12.35,1,12.35,335,0.672979463652,0.631262840643,0.649548598712,0.696159362168,0.716072645954,0.672979463652,0.648423005844
335-12.37,1,12.37,335,0.595651891042,0.660241268795,0.588859006347,0.500430455746,0.529041988976,0.595651891042,0.692893850649
335-12.38,1,12.38,335,0.61480939226,0.569021762653,0.719502945092,0.610676123143,0.686318270258,0.61480939226,0.593221412987
335-12.4,1,12.4,335,0.514510514534,0.488645716928,0.520012409139,0.453246369917,0.536173307004,0.514510514534,0.579976664286
335-12.42,1,12.42,335,0.573706944976,0.645985497415,0.649683162021,0.566663238936,0.561048170824,0.573706944976,0.521130872727
335-12.43,1,12.43,335,0.609321622883,0.56976131514,0.515217861438,0.600821075384,0.668818620487,0.609321622883,0.597885480519
335-12.45,1,12.45,335,0.601098415262,0.635962830957,0.564075505454,0.562591319088,0.612456400614,0.601098415262,0.59338311039
335-12.47,1,12.47,335,0.614619314789,0.597495993878,0.620276071438,0.598067800676,0.645775700318,0.614619314789,0.617137764286
335-12.48,1,12.48,335,0.620156213309,0.604571616797,0.617897098889,0.620840238953,0.636583491641,0.620156213309,0.618629505844
335-12.5,1,12.5,335,0.631371218644,0.577195252993,0.621479549836,0.61842828423,0.679234448392,0.631371218644,0.650626888961
335-12.52,1,12.52,335,0.656210993247,0.646892025911,0.663382487316,0.660250852547,0.672439233493,0.656210993247,0.645261861039
335-12.53,1,12.53,335,0.657949236849,0.641034826036,0.64167233857,0.634683020247,0.678456880981,0.657949236849,0.67762222013
335-12.55,1,12.55,335,0.672624747311,0.649378400713,0.649591540671,0.661603476017,0.719920298878,0.672624747311,0.659596813636
335-12.57,1,12.57,335,0.701712449195,0.703041047899,0.637503096896,0.683217185646,0.735440560638,0.701712449195,0.685151002597
335-12.58,1,12.58,335,0.721209962172,0.716456336189,0.693201724483,0.700232472657,0.756889396982,0.721209962172,0.711261642857
335-12.6,1,12.6,335,0.733242665065,0.730842885081,0.711799512098,0.719427816759,0.757995284395,0.733242665065,0.724704674026
335-12.62,1,12.62,335,0.718570417318,0.705791910212,0.72076294441,0.694666795853,0.731797106715,0.718570417318,0.742025856494
335-12.63,1,12.63,335,0.701908999843,0.672129975468,0.727649895407,0.679665523534,0.72836198024,0.701908999843,0.72747852013
335-12.65,1,12.65,335,0.724606305752,0.717948301254,0.698566922468,0.70599718818,0.758998669939,0.724606305752,0.715481063636
