id,screen_name,location,n_tweets,followers,friends,long,lat
1037068558809923584,Almadenysusrinc,Almadén,8,78,125,-4.8362854,38.77572346
1247508272,bauldewillyfogg,El Puerto de Santa María,1,4,5,-6.24898911,36.59933619
523161947,SadurniTarot,Sant Joan Despí,1,801,177,2.04611111,41.34888889
91853106,Goatxa,València,1,622,148,-0.35847723,39.48485758
919288957,HuertaCarabana,Carabaña,1,1294,547,-3.23587402,40.24997203
327035332,Lalabeyou,Madrid,1,542,503,-3.70012,40.42397
1233298271218565120,MktTiendas,Cartagena,1,17,133,-0.71821976,37.65087221
919101768,casadelmartapia,Tapia de Casariego,1,413,658,-6.94444733,43.57164259
945378289962582016,bureausiete,Ceuta,7,25,80,-5.31220501,35.88824033
4845801197,sweetpoison_es,Ciudad Real,13,306,1482,-3.92828,38.9832
3087938936,ladron_comix,Barcelona,1,177,267,2.1683,41.3894
1128206040389042178,PatucosC,Santiago de Compostela,1,7,38,-8.5536785,42.869953
771657170,KokoJeanDavis,Soria,2,313,325,-2.4683404,41.76186901
17482131,Paco_Higon,la Pobla de Vallbona,3,3773,2810,-0.55,39.6
975717182008160256,VOX_Barajas,Madrid,1,1973,502,-3.70496719,40.41631939
979979394,philespagne,Salamanca,1,271,1366,-5.66742,40.96955
2725086567,AlcanizCF,Alcañiz,1,1452,529,-0.13319,41.05227
30525780,sara_93,Narón,2,286,699,-8.17653443,43.4960276
1022504865711435776,CFVilarmaior,Antas de Ulla,3,178,240,-7.90691801,42.76401424
536279988,ACervantesMusik,Madrid,1,616,493,-3.70578,40.42028
3911339297,interiorcontra,Barcelona,1,360,577,2.1742,41.38613
412996727,sexperimentando,Gijón/Xixón,5,14895,2323,-5.65941811,43.54198467
147602310,marikitaun,Pinto,2,378,507,-3.69942,40.24113
79192434,barakaldodigita,Barakaldo,13,5730,450,-2.99046693,43.29607358
344812266,gastroeconomy,Madrid,2,74971,5527,-3.68333,40.4
489749606,monmardel,Manzanares el Real,1,73,71,-3.96802778,40.76752778
526335755,DanielSam74,Vigo,4,406,1062,-8.7323,42.2117
1107050269,jlapazabogado,Sabadell,2,711,117,2.1096,41.55311
1308381130375168000,GJoyeros,Utebo,2,7,127,-1.00149139,41.70707861
1290937456666316800,NOVASdeDOZON,Vigo,13,11,78,-8.7323,42.2117
35044281,comoju,Mazarrón,3,12523,2563,-1.28848,37.56259
422557029,Glarismar26,Santa Cruz de Tenerife,1,29,230,-16.25,28.46666667
720287923837345792,Abuwelove,Barcelona,1,62,273,2.1587,41.3786
70118592,ger_deckard,Área metropolitana de Madrid y Corredor del Henares,1,449,637,-3.65829651,40.3997157
444803344,Lau_Camara_,Madrid,1,422,345,-3.68333,40.4
517590998,elosoconbotas,Madrid,1,1163,423,-3.68333,40.4
1854848172,Mariaemma65,Roda de Berà,1,5725,3410,1.46017,41.1879
1251541237,f92152231,Vila-real,14,17,78,-0.0953,39.9453
398043359,EAntojito,Elx / Elche,2,683,695,-0.67382,38.2782402
727259403787882497,AD_Canarias,Santa Cruz de Tenerife,2,1059,3059,-16.25,28.4667
958834273,isadomu,Santander,2,785,434,-3.78607,43.4771
495024113,fede_ucles9,Roquetas de Mar,3,1228,498,-2.56667,36.8167
30042212,xavideerausquin,Barcelona,1,234,303,2.16000102,41.38073335
1151652984,Laverbeke,Madrid,1,26677,362,-3.69745,40.4243
111121372,flubercino,Móstoles,1,359,1215,-3.8647,40.3218
1462568988,danigarciat94,Madrid,1,1344,423,-3.68333,40.4
1318491525198843904,sergosde,Madrid,3,13,27,-3.7027031,40.4024612
1382118723536965634,CDTAlbolote,Albolote,1,44,257,-3.65868,37.23346
4032581554,irenemv15,Madrid,1,993,1093,-3.68333,40.4
97249381,AndyWarrol,Olvera,1,1673,458,-5.25564,36.93602
805532057891995649,MejorBajando,Vélez-Málaga,5,1002,884,-4.09624875,36.74098264
1935122522,karamelshe,Madrid,9,416,422,-3.68333,40.4
957177708,OnubaINK,Valverde del Camino,1,85,13,-6.75306735,37.57658067
227445041,elenajuanes95,València,1,287,920,-0.377,39.4648
1930391958,Richard_ARINAGA,Agüimes,4,230,391,-15.39220431,27.8579099
134917141,mariaflorensa,Barcelona,2,90,121,2.1683,41.3894
381641784,LuisNembra,Avilés,1,312,273,-5.92472,43.5569
821105834,NutriClinica_Gi,Girona,3,361,205,2.81608,41.98375
198639865,Milanlomo,San Fernando,1,277,548,-6.2062162,36.4669521
65008697,dafnepatruno,Barcelona,1,3488,1164,2.1683,41.3894
3314628029,cadipsonians,San Fernando,1,622,371,-6.21694444,36.49416667
713915292,FotoLuisantiago,Gijón/Xixón,5,213,116,-5.6634,43.5421
1565973660,CCVenecia,Alacant / Alicante,1,327,294,-0.510748,38.3460224
1300834060038811648,rakel_braveup,Barcelona,1,7,43,2.1683,41.3894
248121040,Jahuma79,Cudillero,3,329,629,-6.2375,43.59055556
562337405,ElayaneZouhair,Madrid,3,46,115,-3.68333,40.4
66015169,manelok,Madrid,1,1323,1010,-3.7209937,40.41800507
802877740651335680,julioescritor94,Tarancón,1,1139,933,-3.0,40.0
223155164,raguitri,Salvatierra de los Barros,9,522,500,-6.68455,38.49047
3317791572,DayliCollazo,Antas de Ulla,2,24,145,-7.90691801,42.76401424
422136736,gumoka_,Madrid,1,66,209,-3.68333,40.4
1017766248,merchesoler66,Esplugues de Llobregat,7,59,85,2.09838,41.37112
555970963,ccalas3,Don Benito,1,171,126,-5.86403,38.9549
1854032904,MatyGuitar2013,Madrid,1,635,719,-3.69733,40.42069
107858981,duendenocturno,Coslada,1,114,191,-3.5551,40.4232
290656285,djgordimad,Casavieja,1,278,326,-4.77009363,40.26397796
632380120,jimbo2991,Santa Coloma de Farners,1,656,2061,2.66667,41.8667
2450114873,Acostajoche,El Puerto de Santa María,2,446,128,-6.25752262,36.58066119
2513396917,Athletic_Fem,Amurrio,2,7084,354,-2.96667,43.0167
1370147282,ireneganma,Agullent,7,354,261,-0.54681,38.8249
247662536,alseca76,Barcelona,4,349,422,2.1683,41.3894
565456828,MadeSilber,Madrid,1,457,262,-3.68333,40.4
100625984,migueru21,Premià de Mar,1,218,405,2.3569,41.4896
1342896242,MGamonales,Alcántara,1,293,329,-6.88689458,39.73237058
351564937,silviaa_mtb,Sevilla,4,366,264,-5.98333333,37.38333333
2600906473,lulo_k,Madrid,1,110,275,-3.68333,40.4
1368670973663313925,UEP_UMH,Elx / Elche,1,43,30,-0.7051,38.2701
56957938,dennysinhu,Madrid,8,966,1659,-3.6970818,40.4221789
438443724,onijiabukara,Las Palmas de Gran Canaria,1,188,430,-15.4405,28.1057
1256471189096185856,daniorionpax,Sant Climent de Llobregat,5,14,21,1.996249,41.337228
1125412747,TravelwearMiro,Alacant / Alicante,2,511,1598,-0.48466444,38.3435369
876916032,Igersmenorca,es Mercadal,1,851,1048,4.083333,39.966667
4493898437,Miss_Mariquita,Lugo,5,122,292,-7.5603302,43.01656129
46354666,maillo,Lucena,4,431,1533,-4.48016,37.4201
286191828,Mr_Anthony9,Valdepeñas,1,712,282,-3.38752,38.76243
534387391,chaches64,Lleida,1,86,236,0.6295146,41.62104236
1159539878,Tenideashop,Madrid,2,248,524,-3.68234003,40.42947742
2902087622,Tiferet76,Sevilla,4,103,392,-5.93157,37.40587
254689111,AvaquerizasP,Coslada,11,1369,2511,-3.5551,40.4232
196742626,martincarames,Madrid,1,66,132,-3.68333,40.4
262845957,vaneheres26,Donostia/San Sebastián,1,563,777,-2.03333,43.3
1165606292053995521,AdrielCiclista,Torrent,2,97,56,-0.466667,39.4333
762953902195089409,NikTanaskovic,Villafranca del Bierzo,1,243,564,-6.80856,42.60946
371273464,Misslareta,Borriana / Burriana,2,66,145,-0.085386,39.888681
976702788,Alvariito_22,Calera y Chozas,1,226,132,-4.98333,39.8833
196517697,vicperezal,Tarancón,15,1230,4951,-3.0,40.0
112304919,enolgb,Llangréu/Langreo,1,275,564,-5.69675979,43.29922134
263775255,romanzum,Porreres,6,180,207,3.0,39.5
362939579,MGGguerra,La Torre de Esteban Hambrán,1,192,418,-4.21909,40.16883
4263613887,moniaparjoyeria,Oviedo,6,27,50,-5.8535899,43.3637299
200460180,bapesa_,Poio,1,1384,1960,-8.65237,42.43246
605455982,karmensanchez_,Don Benito,4,490,122,-5.86403,38.9549
300799552,Alberto_otc,Zaragoza,8,198,367,-0.8833,41.65
206763974,SBlazquez84,San Felices de Buelna,3,352,401,-4.01347715,43.25859022
491376218,KokeGardi,Ávila,1,261,502,-4.69226,40.65787
67500207,JuanASeijas,Madrid,10,253,540,-3.66941,40.5088
493386722,Imisalozano,Roquetas de Mar,1,140,227,-2.61266,36.76397
888821353289306112,A_montserratsm,Olesa de Montserrat,8,197,95,1.89051563,41.53978161
2178566736,Nuriaxezoukbcn,Barcelona,2,141,114,2.18931556,41.42503845
330620135,lefem_oficial,Madrid,2,6385,2465,-3.68333,40.4
959867181310898179,SalesianosCamp1,Chiclana de la Frontera,3,67,106,-6.13759696,36.35912007
1142757591442972672,volarenasturias,Gijón/Xixón,1,22,35,-5.6634,43.5421
283701042,castells_fotos,València,10,62,58,-0.34248657,39.47070955
404095536,idelaplata,Madrid,1,1749,74,-3.68333,40.4
9685402,garci,Madrid,2,5875,449,-3.68333,40.4
195411385,SCoolHunter,Onzonilla,9,1602,446,-5.56963293,42.55149765
1073902588196720640,Tatiana95543557,Sevilla,2,325,617,-5.99278191,37.39290176
1339312364,API_AGUSTINLEON,Montoro,20,1368,2271,-4.38350594,38.01946194
3050173383,damasofttic,Polinyà,6,104,97,2.1577099,41.5573
731298169,eltiojuan57,Aracena,6,4,33,-6.56093,37.89304
11192212,JeffreyHerrero,Madrid,2,2631,757,-3.7028,40.4201
58074625,martin_almiron,Mataró,1,392,1794,2.444102,41.5374
2264056631,MariaJoseSernaS,Tarancón,21,5244,3501,-3.0,40.0
1372719829,meteosaravillo,San Juan de Plan,2,747,665,0.34418,42.58722
92028570,aldenizealmeida,Algeciras,7,84,392,-5.46298452,36.14497542
489487534,infoportalsbd,Sabadell,1,123,383,2.08884406,41.56740853
83608793,junio1985,Fuencaliente,3,106,8,-4.30455,38.40595
85888750,JohnRGriswold,Rivas-Vaciamadrid,8,7386,88,-3.5419741,40.3760936
296981237,SergioParga17,Vigo,1,539,316,-8.7323,42.2117
2953919242,VBaumJoyas,Barcelona,4,251,579,2.15496,41.38798
16379709,mercedesferrer,Zarzalejo La Estación/Los Pajares,2,2847,2109,-4.15789,40.53983
259343694,nicoleolguinf,Madrid,2,7722,780,-3.7027031,40.4024612
4226243427,CalendulaStudio,Valencia de Alcántara,2,51,191,-7.29639406,39.34464562
528315842,JANE__FOX,Eivissa,1,1304,1253,1.43354416,38.9093352
124538414,Javier_Diego,Puente Viesgo,7,1717,2875,-3.98401,43.3248
2468925683,xavixvs,Barcelona,12,12315,1716,2.16490065,41.38054313
217867381,FabianBPhoto,Barcelona,1,515,375,2.1683,41.3894
796539984,DSTheCrack,Barcelona,4,7,27,2.1683,41.3894
799060603,CarlossFabricio,Zaragoza,1,1402,196,-0.8919,41.64723
2977266639,AnaAruiz001700,Área metropolitana de Madrid y Corredor del Henares,1,92,147,-3.65179,40.39903
4798408703,Tenempleo,Tuineje,19,1256,19,-14.0167,28.3333
274121016,maglodelgado,Madrid,3,83,201,-3.68333,40.4
1348038805715116032,KukiTey,Cádiz,12,1,20,-6.27783629,36.5275559
840563208,garciabriz,València,1,79,193,-0.377,39.4648
1154221057,barbifungo,Madrid,1,170,326,-3.73513,40.38676
884449370,Fofucan,Santa Cruz de Tenerife,8,76,197,-16.25,28.4667
31390222,annacivis,Lleida,2,168,547,0.6295146,41.62104236
803023064,vickylandia_com,València,1,11,10,-0.377,39.4648
222138494,RocioCanoAlvare,Barcelona,1,1470,1297,2.1683,41.3894
134022426,Pacma_spirit,Matadepera,4,68,12,2.02630942,41.59706881
254515614,cesarcuencadj,Villasequilla,2,753,643,-3.73024,39.87807
906783650422951936,ClubDeLecturaLL,Retuerta,2,353,385,-3.515625,42.03297433
91821735,nereidamarmo,Madrid,1,89,61,-3.68333,40.4
16706978,almanatura,Arroyomolinos de León,1,5633,942,-6.42284,38.02415
2745598450,g44h44,Santanyí,3,75,87,3.05342,39.26522
159982856,sr_ballentines,Cudillero,2,214,1226,-6.14902,43.559
197944513,JaviSolfa,Beceite / Beseit,2,2918,2874,0.183333,40.8333
858239568356749312,star_spanish,Madrid,22,403,81,-3.68333,40.4
2852161145,FelixVaper,Víznar,1,2380,287,-3.552216,37.233906
2378565310,_yodana,Alcobendas,2,155,954,-3.6371601,40.5429192
634591330,ReyesPonce16,Los Cristianos,1,362,322,-16.7301476,28.06382282
262839393,Achikitu,Don Benito,4,2210,2160,-5.86403,38.9549
1295736003265798146,gorka_matute,Erandio,1,4,2,-2.98516465,43.31662107
383676982,tonimateotri,Petrer,1,94,290,-0.77361692,38.48035528
300322900,joseangolf95,Madrid,6,243,479,-3.80180457,40.3682377
906980814461816832,regi_1784,Sanchidrián,1,56,318,-4.58001,40.89484
372422200,Activesoundpro,Marbella,8,677,2339,-4.95698909,36.4902242
235531343,andremartinez9,Gijón/Xixón,10,699,862,-5.64877378,43.53142734
1327763358,josu__ortega,Buitrago del Lozoya,1,223,153,-3.63824,40.99207
187895440,valerorioja,València,5,2571,1,-0.377,39.4648
1567810566,cdsobradillofc,Santa Cruz de Tenerife,3,3196,2689,-16.32036049,28.44390447
1615393213,AlamilloEl,Córdoba,2,15,38,-4.92984375,37.84780365
413847906,RugbyCartagena,Elx / Elche,1,1249,348,-0.73974,38.23924
1056820583642603520,Princes04883894,La Oliva,1,202,217,-13.81148765,28.74142529
2198542509,trailsungsara,Barcelona,1,2836,479,2.1683,41.3894
10002932,motagirl2,Elx / Elche,2,365,232,-0.7051,38.2701
165879278,silver_pdcns,San Sebastián de los Reyes,1,48,22,-3.62536,40.54741
609123160,BarbiMartos,Barcelona,1,147,796,2.1683,41.3894
2216683932,MarcoMJazz,Gijón/Xixón,1,345,939,-5.6731,43.5157
195309085,1smile4_JByAM,La Orotava,1,8807,7354,-16.59536362,28.26072694
1413583772,Conchimr1,Badalona,2,2886,929,2.2429,41.448
212289784,marielacenteno9,Sevilla,3,10681,1481,-5.9956932,37.3732152
2215971054,MecovetYuncos,Yuncos,2,638,1021,-3.86518957,40.09819884
888526915405041664,agua_poco,València,2,40,513,-0.377,39.4648
112834829,santyduarte1912,San Cristóbal de La Laguna,1,152,822,-16.29807478,28.4527196
2847926305,FactoryBallet,Madrid,1,145,761,-3.677778,40.43
2868844529,namifruits,Fraga,2,782,2170,0.34395,41.52229
1350839702589472774,Unlugarllamado2,Madrid,4,10,29,-3.68333,40.4
1430512622,carlagarrr,Vigo,2,801,414,-8.7323,42.2117
1406476070,Jialbaby,Madrid,1,113,162,-3.68333,40.4
261151568,Rosabarriosinmo,San Pedro de Alcántara,2,338,374,-4.9899307,36.48487053
492380996,MIGUELITO_SMILE,Montánchez,1,543,446,-6.15,39.2
304527763,marthaesimagen,Madrid,1,568,1240,-3.68333,40.4
2634467116,FcAndyRSpain,Tarancón,7,656,382,-3.0,40.0
839394610266976256,mgibericos,Castelló de la Plana,2,104,131,-0.03639221,39.98764283
90978052,miki_dkai,Barcelona,2,2747,636,2.15603,41.38538
552046463,suzannepowell22,Majadahonda,2,7881,14,-3.85149165,40.4707709
303948592,laisaa27,Barcelona,1,44,166,2.1683,41.3894
247418999,Juanpe_74,Rota,1,448,368,-6.32938616,36.62174223
110424889,silverchera,Godella,1,378,908,-0.41548,39.5255
456256028,pataypedal,la Pobla Llarga,3,10965,2930,-0.46385585,39.09389297
384206646,KarimChefFRAC,Cádiz,1,1850,995,-6.29994353,36.52872938
539225498,DanielPinsoro95,Bardenas Reales de Navarra,1,461,319,-1.4025,42.17
431149253,aleagubae,Espartinas,3,402,508,-6.12244,37.38306
1711224702,punto_e_a_parte,Allariz,1,30,118,-7.79610026,42.18517095
290481324,CarolinaSmith69,Redondela,6,418,387,-8.60904996,42.28345774
313024797,paulasalvavit,Madrid,1,395,168,-3.68333,40.4
341645054,NelaBrito,Santander,3,4738,351,-3.8044,43.4639
815828,eqhes,Granada,1,540,639,-3.59903793,37.17922252
253965666,Rinconcreacion,Talavera de la Reina,1,365,333,-4.83256,39.95851
192959491,thony_romero,San Cristóbal de La Laguna,2,737,2245,-16.31495833,28.45820254
745706690193010688,Maxi_Basket,Ronda,1,24,307,-5.16580045,36.7406316
1704877820,PasoapasoMadrid,Madrid,4,99,110,-3.69868263,40.40871276
1393470439,hathi81,Madrid,10,214,693,-3.68333,40.4
398960057,lore_lobo,Estepona,1,138,345,-5.14578,36.42743
622022834,e_emilito,Ávila,1,1399,3855,-4.69226,40.65787
81701142,Labruja_azul,Madrid,1,989,1620,-3.68333,40.4
236166782,Rutthibcnalfaro,Barcelona,1,161,536,2.1683,41.3894
251609304,LaHotfish_Co,Área metropolitana de Madrid y Corredor del Henares,5,341,332,-3.66478969,40.39965598
378887654,dayi_sevilla,Chipiona,1,667,593,-6.4369422,36.717526
371648500,laposadaventera,Guillena,2,320,263,-6.1,37.5667
770413657,petrelrett,Petrer,2,304,698,-0.77361692,38.48035528
224649049,mikelsatrus,Pamplona/Iruña,1,184,230,-1.6484,42.8002899
462225391,Picurrina77,Lena,1,17,95,-5.84934,43.1912
334279323,ESMUTerrassa,Terrassa,1,2026,1955,2.02475398,41.56144731
109572125,Henrycasas1,Caldas de Reis,1,387,381,-8.7094203,42.5775874
406390113,jc_gares,Olocau,1,933,1109,-0.53126,39.70273
296306468,ftezanos,Mogán,1,370,1345,-15.70090293,27.7769984
1448633318,melonhu1993,València,5,6,74,-0.38688,39.46312
1043067696777256961,AshleySweet55,Barcelona,1,23691,538,2.1683,41.3894
1377698935238705154,RomeroGenel,Zaragoza,1,20,159,-0.88384699,41.65045621
769537992272773124,canovegats,Canovelles,5,656,474,2.28333,41.61667
122723556,GirlSupraHoran,Sevilla,2,1452,1484,-5.9831,37.39505
791455460,dime_ok,Barcelona,1,761,1223,2.1683,41.3894
465550356,LMontero_5,Arganda del Rey,4,195,112,-3.44083333,40.29944444
315221348,Parroncete,Albacete,1,209,221,-1.84871447,38.99741335
789109274739867649,ImasTorreblanca,Sevilla,1,140,131,-5.90908,37.3856
1388940505518596099,SportsNewz11,Vila-real,1,438,1862,-0.1,39.9333
1261061918166601735,cristirelojes,Granadilla de Abona,8,704,669,-16.57699,28.12015
408744182,MercheGarcia1,Madrid,1,242,139,-3.6246314,40.4561
424600474,DAYLIBRERIA,Narón,2,58,74,-8.198008,43.49212
229151243,MrAndres76,Sevilla,2,114,397,-5.97108,37.39216
4830926638,lalunadelajara1,Sanlúcar de Barrameda,10,60,234,-6.35786,36.77788
2276618546,isaMiba13,Madrid,1,110,80,-3.645126,40.43059815
864392892,belitagl,Madrid,1,1225,781,-3.69657487,40.41638978
519854002,aeciudadjardin,Sevilla,2,368,1517,-5.96061,37.38727
274507750,ethanmateo,Terrassa,3,513,805,2.04349411,41.53968923
40444023,luismiglesias,Bollullos Par del Condado,1,7952,6077,-6.54072,37.33893
801062725363318784,funkonianos,València,1,724,88,-0.377,39.4648
395662401,PabloMartinOfic,La Orotava,2,6912,618,-16.59536362,28.26072694
1561338962,jischaab,Madrid,2,45,478,-3.68333,40.4
1445825562,carespagne,Alcarràs,7,26,34,0.52824,41.56337
584220880,Rogelio_Penate,Ingenio,1,3408,919,-15.43555,27.92227
416524831,AlbertoCobo15,Periana,3,91,140,-4.19144,36.93045
728734461089726464,ladytspainfc,Tarancón,1,808,611,-3.0,40.0
21562932,Jotatede,Mairena del Aljarafe,1,1181,2389,-6.06391,37.34684
753023866096812033,canclotacf,Sant Vicenç dels Horts,3,639,574,2.00041339,41.39960652
548517419,naomixfenty,Madrid,1,2425,735,-3.73946,40.41015
187516820,Bruja_Kika,Caravaca de la Cruz,1,60,176,-1.83333333,38.0
855102374,TxuaOficial,Sedaví,1,116,166,-0.3893,39.4232
1619526708,santycarbonel,València,7,495,1499,-0.377,39.4648
62858378,TheQueenOfChaos,Barcelona,1,109,174,2.15975,41.40378
448451334,Turvegal,Antas de Ulla,6,13185,10940,-7.90691801,42.76401424
824725031729061888,aleuscangap53,Cáceres,5,16,326,-6.36667,39.4833
1313151682491101186,OfficialNgata,Santibáñez el Alto,1,13,15,-6.56038822,40.18596974
71542755,Latanace,Almería,5,21661,3281,-2.24404122,36.78363931
1189702928656977921,matt_piguez,Villaviciosa de Odón,1,3,97,-3.9027,40.3565
10840852,luislamela,Ares,4,577,2848,-8.20348732,43.42412989
191085359,YEYOGS,Barcelona,3,239,424,2.1683,41.3894
1184505073,Pacorro232,Campillo de Altobuey,2,517,880,-1.79368,39.61239
789929720842420224,jesseyjoyesp,Barcelona,3,576,586,2.1683,41.3894
344472302,danielfabregas,València,2,380,355,-0.37610987,39.46883573
1067888378,vernlaird,Barcelona,1,1027,294,2.13614084,41.4031101
18650776,mnlmrn,Maspalomas,4,4,4,-15.5822508,27.75830761
267761422,Davigo1995,Barro,3,352,1426,-8.63735,42.5547
266548749,Josearl1985,Santander,1,47,320,-3.8,43.46666667
851356304,canallabistro,València,1,4138,222,-0.36987637,39.4634992
584009958,alepit08,Viveiro,7,60,599,-7.5938556,43.6334435
2176269728,StarbeneBCN,Barcelona,3,2510,1891,2.14879138,41.39492164
979015218,CEeRRE_Moda,Tàrrega,1,77,170,1.14079,41.64779
389087782,Lande_12,Esteiro,1,488,504,-8.98550849,42.78819877
931069516309762048,Dogmatofobia,Villena,1,38,227,-0.84835566,38.63301336
1557913292,laurenizquierd0,Madrid,1,858,613,-3.68333,40.4
554295328,Detallauto,Mataró,1,7,13,2.45291233,41.54001815
467888300,annaromartin,Madrid,1,330,318,-3.68333,40.4
465898335,pepechuleton,Calahorra,2,1454,455,-1.96601,42.30478
972145986,Carmen_Rode95,Monforte del Cid,1,194,278,-0.72953,38.381615
358752048,gokuhontoba,Cartagena,2,108,142,-0.97472222,37.58138889
309734395,rubenroqui,Telde,6,643,968,-15.41246,27.9895
299057482,canquesruiz,Rute,5,747,2122,-4.3697182,37.327622
1324334203,CyclingPlanet,Alaró,1,718,454,2.79197,39.7043114
126985467,albert_llorens,Barcelona,2,529,2186,2.19559,41.39793
720430419091525633,nachoariasradio,San Sebastián de los Reyes,2,249,469,-3.62536,40.54741
295402412,Asier_Arkada,Getxo,1,184,885,-3.05,43.36666667
140147159,Ezbenz_,Maspalomas,1,1470,2457,-15.5822508,27.75830761
823320488,mar_valerio,Tocina,1,153,530,-5.72861111,37.59166667
1227613081,ariadnadraws,Barcelona,4,2035,762,2.1683,41.3894
514448567,fasfilmswindows,Barcelona,2,235,435,2.17822,41.39864
415392083,icofcastellon,Castelló de la Plana,1,3106,892,-0.03404,39.9913788
93830995,BorjaGomezFoto,la Pobla Llarga,2,706,849,-0.46385585,39.09389297
501101919,josepfolques,Benidorm,1,599,70,-0.13183,38.54373
541831366,ThePhilHugo,Barcelona,1,556,1005,2.1683,41.3894
2227260260,NievesAguilera2,Alcoba,3,331,527,-4.39727783,39.36827915
392402764,RaulRuda,Zaragoza,1,967,295,-0.88531,41.63396
3006726459,look_su,Castelló de la Plana,1,43,190,-0.05392682,39.97692212
325689220,tatyturriaga,Alcalá de Henares,1,387,420,-3.3664162,40.4813843
36023053,jorgeblass,Madrid,1,27859,2183,-3.68333,40.4
2808740398,chevinscuba30,València,1,144,100,-0.37689415,39.46164948
197429451,jagueto,Santanyí,1,97,340,3.1,39.35
117884436,Ldiazalonso,Madrid,1,1499,1475,-3.70736,40.42138
293757609,PARDALETS,València,4,217,400,-0.37188,39.4861
779374964784988160,carclubrenting,Málaga,9,119,1354,-4.46969,36.70673
139206754,Kir_lingG8,Vitoria-Gasteiz,2,558,919,-2.6664,42.8504
823081291,Miguel_GciaFdez,Santiago de Compostela,1,585,1287,-8.54432,42.87684
50021837,OscarSalasM,Barcelona,3,402,237,2.1683,41.3894
92819458,jjmontoliu,Vila-real,1,220,333,-0.0953,39.9453
844147709586083841,tryndawarrior93,Santiago de Compostela,2,10,12,-8.55130722,42.87317919
822525983236517888,carmenarpon,Castroviejo,7,4631,5014,-2.62347016,42.31819161
