accelerometer_mean,accelerometer_min,accelerometer_max,accelerometer_std,gyroscope_mean,gyroscope_min,gyroscope_max,gyroscope_std,sound_mean,sound_min,sound_max,sound_std,label,target
8.534806608,3.979284087,14.53978287,3.697971015,1.244050107,0.275583802,3.037638313,0.813041533,89.75972662,89.75972662,89.75972662,0,4,Walking
10.02564492,9.754750912,10.66852521,0.272659906,0.029667163,0.004118884,0.131832193,0.031923552,88.9821194,88.25861417,89.70562464,1.023190914,3,Bus
9.764391072,9.312685111,10.01407086,0.127722181,0.076397984,0.01947118,0.137931159,0.059364178,57.65049076,57.65049076,57.65049076,0.854010318,0,Still
10.41210505,5.053768946,18.95147507,3.328673217,0,0,0,0,72.39755612,67.29852068,77.49659156,7.211125076,4,Walking
9.93558184,9.247339274,10.4860867,0.272532111,0.021603599,0.006106605,0.039251721,0.008664734,86.66733311,86.66733311,86.66733311,1.548786831,1,Car
10.07268573,10.00607058,10.13930088,0.094208051,0.248017646,0.023583291,1.120679084,0.307637554,89.76592281,89.75040321,89.78144242,0.021948034,4,Walking
9.681336618,8.906632314,10.55118523,0.412846612,0.049305781,0.006737324,0.082163599,0.031913168,82.26147787,82.26147787,82.26147787,1.616049019,1,Car
11.06894917,9.764512915,14.0281256,1.283204078,0.615398648,0.051964659,2.02835837,0.655962204,77.06422669,77.06422669,77.06422669,4.549349099,4,Walking
9.69054913,9.654372895,9.729916033,0.017070325,0,0,0,0,49.30765703,49.30765703,49.30765703,1.006611253,1,Car
9.730385086,9.322400078,10.22104198,0.136865673,0.069720635,0.026486487,0.148554589,0.055340377,84.38232736,84.27088637,84.49376835,0.157601358,0,Still
9.807533518,7.432048534,12.13672291,0.782634049,0.081169262,0.081169262,0.081169262,0.014870157,85.89417316,85.89417316,85.89417316,0.427768714,3,Bus
9.395328146,6.341007524,10.90868351,1.242317396,0.244124974,0.04028071,0.720540399,0.200234337,89.77665269,89.77665269,89.77665269,0.016555672,3,Bus
9.668009965,4.853963149,15.96645755,3.597504745,1.429345767,0.383322389,3.176449465,0.815008911,89.68884415,89.68884415,89.68884415,0.007617428,4,Walking
9.857332935,9.419976282,10.54038079,0.25097248,0.161340102,0.043921976,0.515731038,0.159636304,76.33410367,76.33410367,76.33410367,1.837346579,1,Car
9.774353262,8.592087671,11.84206933,0.607952664,0,0,0,0,72.582073,72.582073,72.582073,1.161554693,1,Car
10.0526354,8.396030682,12.56807994,0.843316038,0,0,0,0,76.37770829,76.37770829,76.37770829,2.206110067,1,Car
9.844261111,9.651530732,10.00133233,0.068007311,0.05642916,0.011845117,0.137367282,0.070215154,82.87465646,82.87465646,82.87465646,6.308256698,0,Still
9.665247091,8.730820628,10.9442073,0.496074763,0.069794695,0.016184577,0.262437977,0.050521229,89.78594798,89.78594798,89.78594798,0.014161619,3,Bus
9.735955275,8.653050775,10.82342029,0.340393818,0.012775643,0,0.103604839,0.010799602,0,0,0,0,2,Train
9.770009897,9.31464192,10.62407928,0.404480214,0.060410569,0.027491254,0.147906895,0.03930149,0,0,0,0,1,Car
9.594837328,8.848495489,10.80102574,0.599259223,0.070081804,0.008531955,0.191231755,0.052758407,89.76678316,89.76678316,89.76678316,0.00339147,1,Car
9.051316727,5.257488264,10.58850283,1.34435493,0.862295852,0.160228452,1.48014956,0.690324061,76.07446273,64.46472546,87.6842,16.4186479,2,Train
9.707512311,9.379520297,9.970651634,0.178202575,0,0,0,0,81.15180077,81.15180077,81.15180077,1.006611253,1,Car
10.4136235,3.324387457,14.60853558,4.031835303,0.597423225,0.339193499,0.912421217,0.16704564,77.22112489,77.22112489,77.22112489,0,4,Walking
9.838481443,9.797789128,9.864901287,0.014757713,0.002402367,0.001727788,0.002992616,0.000498915,36.65017825,36.65017825,36.65017825,8.861049152,0,Still
10.17756166,4.595131101,17.63669607,3.551270962,0,0,0,0,0,0,0,0,4,Walking
9.998087942,9.295207643,11.14603818,0.382616037,0.330283415,0.037557181,0.480520468,0.155730873,80.81441967,80.81441967,80.81441967,3.940755609,1,Car
9.608750213,9.492200346,9.749290688,0.084272536,0.0104152,0.003246969,0.019928761,0.004946974,89.75916185,89.75916185,89.75916185,0.007604274,2,Train
9.263055993,8.712176959,9.963264271,0.361960582,0.447801623,0.318240417,0.544165852,0.116563738,74.17861072,74.17861072,74.17861072,0.149747512,3,Bus
9.81447747,9.780049328,9.852852489,0.016184299,0.001625082,0,0.003195794,0.000731446,0,0,0,0,0,Still
9.918020793,5.371976586,15.08821414,3.438894058,0.550988925,0.165398607,1.018560658,0.250989108,79.33051763,78.58837851,80.07265674,1.049543199,4,Walking
10.56679397,10.35084333,10.92487192,0.119702896,0.077759254,0.05653392,0.126190327,0.01101353,70.26967913,70.26967913,70.26967913,2.721671465,2,Train
9.699991071,9.167604401,10.17894196,0.282550736,0.216969294,0.003665192,0.918277366,0.286568513,69.72577522,69.72577522,69.72577522,3.605398291,2,Train
9.973950776,9.140687135,10.85077768,0.503264694,0.28825899,0.023984555,1.391212531,0.302894656,86.17043458,86.17043458,86.17043458,0.841268008,1,Car
9.803426598,8.870010522,10.30579673,0.182850793,0.010555262,0.006348298,0.014762226,0.005949546,48.38395677,45.66602457,51.10188897,3.843736577,0,Still
10.39798234,2.866489254,15.54041467,4.6754616,0.674022461,0.153709978,1.322598287,0.378769338,78.19539829,78.19539829,78.19539829,3.664410601,4,Walking
10.0264399,9.988291298,10.06080756,0.024958957,0.014269354,0.004152466,0.038842875,0.009005521,89.76085605,89.76085605,89.76085605,0.029555071,4,Walking
10.00734376,9.990675768,10.01793427,0.010854551,0.006786161,0.001347101,0.012530932,0.003025948,89.78256903,89.78256903,89.78256903,0.00199469,0,Still
9.957584852,9.78505779,10.22291748,0.118743446,0.008948092,0.002609354,0.01368357,0.003526996,75.86742498,75.86742498,75.86742498,7.094040628,1,Car
9.797164075,9.483456442,10.12735072,0.097744994,0.017723876,0.007917718,0.030786639,0.008971763,81.12131859,81.12131859,81.12131859,1.464632749,3,Bus
9.660704338,8.975849898,9.901972554,0.22987645,0.05107346,0.007339287,0.212060023,0.040825481,86.77948302,86.77948302,86.77948302,0,3,Bus
9.764645035,9.692248713,9.868823552,0.040503991,0,0,0,0,42.79758173,42.79758173,42.79758173,1.833299599,0,Still
9.594801811,9.572264648,9.614398721,0.014717576,0.009479704,0.00292145,0.018378652,0.004111829,78.95259495,78.95259495,78.95259495,0.004187966,2,Train
9.853280551,9.797770406,9.894212993,0.018352382,0.001921944,0.001727788,0.002116099,0.000274578,0,0,0,0,0,Still
9.839897474,9.827320677,9.856143963,0.008507083,0.004488155,0.004405012,0.004571297,0.000117581,38.68996902,38.68996902,38.68996902,0.111673103,0,Still
9.967466982,5.054984793,15.15981651,2.946476617,0,0,0,0,0,0,0,0,4,Walking
9.86899978,9.818871319,9.958427796,0.029806618,0.007325181,0.001727788,0.012987173,0.002328788,73.09507867,73.09507867,73.09507867,4.334382782,2,Train
10.08271538,6.184831202,18.03067974,3.609027049,1.415227361,0.544917299,2.86062125,0.722808988,88.62566664,88.62566664,88.62566664,0,4,Walking
11.06390823,1.126690079,17.37334377,3.765855991,0.169647932,0.054115903,0.315026471,0.132991322,0,0,0,0,1,Car
10.00852203,8.900964578,10.68833306,0.214622287,0.182937068,0.008784396,1.030670205,0.227895858,0,0,0,0,3,Bus
9.671380858,9.393890159,10.17094124,0.276134379,0.076189945,0.025334342,0.186609083,0.044349176,80.46916475,80.46916475,80.46916475,2.077578001,2,Train
9.608603244,9.055000605,10.13802303,0.259982619,0.092549215,0.042387108,0.197488839,0.043046853,86.77948302,86.77948302,86.77948302,0,3,Bus
9.505812114,8.915250051,10.04683739,0.35882324,0.155204536,0.037018017,0.518407226,0.097215378,86.77948302,86.77948302,86.77948302,0,3,Bus
9.889385172,9.200928384,10.92253112,0.223594599,0.151543752,0.003195794,0.900323054,0.166531173,0,0,0,0,3,Bus
9.745020021,8.706288551,10.92990297,0.558991829,0.034903932,0.00464338,0.057770343,0.017673314,79.90216915,79.90216915,79.90216915,4.299588061,2,Train
10.19977097,8.206892566,12.09116941,0.721436978,0,0,0,0,78.87737947,74.83405968,82.92069925,5.718117679,3,Bus
9.835005507,8.861487093,11.41455446,0.599742854,0.024980772,0.004881655,0.061472313,0.016927436,84.77797584,84.77797584,84.77797584,0.4908441,1,Car
9.829065025,8.345097485,10.91614417,0.763368574,0.032474205,0.01789908,0.076818524,0.012213653,89.82387095,89.82387095,89.82387095,0.012531351,1,Car
9.854345334,8.14818436,10.57008463,0.467372547,0.433389138,0.031833411,0.960047397,0.246723979,0,0,0,0,1,Car
9.748928559,9.725044236,9.773276069,0.013144248,0.005746187,0.001727788,0.01371389,0.004130987,68.03834501,68.03834501,68.03834501,0.022922515,2,Train
9.829004827,9.811732602,9.846669387,0.01082385,0.001737578,0.001065265,0.003013023,0.000572299,44.29687696,44.29687696,44.29687696,0.49571731,0,Still
9.656013468,9.492579537,9.864472752,0.12396486,0.025231082,0.016828577,0.032305941,0.004576981,89.63887999,89.63887999,89.63887999,1.749127283,2,Train
10.10607209,9.690223704,10.42346271,0.220402565,0.017222479,0.003164645,0.038937249,0.008874256,89.75633745,89.75633745,89.75633745,0.122969183,2,Train
9.865136307,8.796567014,11.09150145,0.321168453,0.116318796,0.041538835,0.264582937,0.101865201,46.56759207,46.56759207,46.56759207,1.487858667,0,Still
9.117015661,4.277544438,13.88808788,3.758203627,0.784587615,0.306140011,1.843577661,0.352484872,82.59830715,82.59830715,82.59830715,0,4,Walking
9.688199915,9.382193166,10.03468274,0.235855949,0.022312511,0.002371503,0.05999047,0.015082875,89.7569024,89.7569024,89.7569024,0.015722066,2,Train
9.728209279,9.111534979,10.15468033,0.210600143,0,0,0,0,0,0,0,0,2,Train
9.71348061,9.24181339,10.17273026,0.264981188,0.018680832,0.003013023,0.047473042,0.011341445,85.44658087,85.44658087,85.44658087,3.940755609,1,Car
10.68314936,2.207763357,14.42991003,4.189774419,0.681799374,0.088839386,1.196585763,0.254491127,76.87586397,76.87586397,76.87586397,0,4,Walking
9.64523099,9.443512334,9.809582361,0.104502418,0.03347508,0.011719128,0.05442751,0.011944718,89.71471238,89.71471238,89.71471238,2.76369549,2,Train
9.929466798,9.898401404,9.942762233,0.014802354,0.023029499,0.004598038,0.104116596,0.02564599,89.89477656,89.89477656,89.89477656,2.099441427,0,Still
9.797099729,8.526320175,11.73483332,0.76944448,0.050822601,0.010105986,0.105847838,0.025190251,82.07607442,82.07607442,82.07607442,3.8952402,1,Car
9.875010587,9.735514655,10.23866153,0.14564755,0.010415696,0.002382004,0.023094383,0.005758912,66.87211016,66.87211016,66.87211016,4.102997409,1,Car
9.645295895,8.721731275,10.34887589,0.365005284,0.034610097,0.027387864,0.038644296,0.00626893,81.58507245,81.58507245,81.58507245,8.759830273,1,Car
9.569375356,6.542166291,11.22027376,1.036303574,0.024612362,0.005805363,0.06189315,0.014078728,0,0,0,0,1,Car
9.800140259,9.791245204,9.815123428,0.006942474,0.004972911,0.001727788,0.008894332,0.002969914,57.83292423,55.28352265,60.38232581,3.605398291,2,Train
9.075212704,9.012242774,9.187340221,0.070604763,0.069502549,0.025840141,0.144649773,0.048140495,6.020599913,6.020599913,6.020599913,0,4,Walking
10.08625356,7.923870897,12.45799093,1.023120794,0,0,0,0,80.00900045,79.96431465,80.05368626,0.063195273,1,Car
10.75925041,6.233640315,19.46360573,3.460590686,1.362397055,0.239254799,2.929613384,0.848501181,89.75661993,89.75661993,89.75661993,0.03706528,4,Walking
9.505562482,8.813771491,10.25097495,0.453394151,0.09936077,0.033392918,0.204307999,0.046473481,89.74785872,89.74785872,89.74785872,0.014563849,3,Bus
9.517032531,8.891984491,10.08869189,0.368716912,0.028952,0.005266935,0.085629548,0.01754787,89.77552531,89.77552531,89.77552531,0.018753759,2,Train
9.762669885,7.908992856,11.94019238,0.793424573,0,0,0,0,70.42799256,70.42799256,70.42799256,2.840844393,3,Bus
9.831355746,9.816834291,9.865245275,0.012113318,0.003665192,0.003665192,0.003665192,0.00130067,0,0,0,0,0,Still
9.749690659,9.386199162,10.5475995,0.133471854,0.051441693,0.030347157,0.07253623,0.029832179,80.82735025,80.04072805,81.61397246,1.112451792,0,Still
9.638291623,9.598675718,9.653934834,0.01742075,0.007226562,0.002670985,0.014147572,0.00344608,51.82129214,51.82129214,51.82129214,1.705509437,0,Still
9.603443722,9.548022266,9.63594566,0.024511069,0.007892481,0.002600135,0.015107819,0.00325981,89.04983566,89.04983566,89.04983566,0.186592981,3,Bus
9.637237124,9.621416683,9.654971655,0.01428681,0.007338386,0.002865485,0.014598802,0.003681847,56.63739549,56.63739549,56.63739549,0.43190637,0,Still
9.702603161,8.012681262,11.08256879,0.553490659,0,0,0,0,81.37123051,80.97194317,81.77051785,0.564677572,1,Car
9.814991454,9.77182228,9.853374115,0.014889053,0.001826742,0,0.004519535,0.00080091,0,0,0,0,0,Still
9.917612194,6.508692579,12.05354796,1.15097187,0,0,0,0,53.44195716,53.44195716,53.44195716,1.400113889,4,Walking
9.635107403,9.50368163,9.710174385,0.061950336,0.006881386,0.001721202,0.016318681,0.003260785,89.15097721,89.15097721,89.15097721,0.007604274,2,Train
9.850047384,9.825466462,9.901319158,0.015356591,0.002443349,0.001065265,0.003533083,0.000796477,0,0,0,0,0,Still
9.871740103,9.35815753,10.96805744,0.19548467,0.018748567,0.011590353,0.032873407,0.012232845,78.05528288,78.05528288,78.05528288,4.773395921,0,Still
9.944790408,9.921724471,9.994371834,0.018698237,0.010825153,0.002727655,0.035154783,0.006400919,88.94285041,88.94285041,88.94285041,4.271333189,0,Still
9.77912285,9.063130889,10.53590377,0.433053212,0.018381875,0.005364088,0.037437037,0.007343491,0,0,0,0,1,Car
9.061145689,8.246220152,9.563967339,0.451772843,0.045041286,0.020782591,0.099208091,0.027367264,72.5595998,72.5595998,72.5595998,0,3,Bus
9.687629365,9.64931486,9.714314099,0.019575017,0.025781303,0.005090264,0.093572421,0.023668451,83.9268404,83.9268404,83.9268404,0,3,Bus
10.39320931,7.756716321,13.20422025,1.568457695,0.213294796,0.02430649,0.648106628,0.14247299,89.75916185,89.75916185,89.75916185,0.034126474,3,Bus
9.758661164,7.674267635,10.66757625,0.66610132,0.056160162,0.010632858,0.098637864,0.02934683,89.79776399,89.79776399,89.79776399,0.039874525,1,Car
9.787216418,9.482045293,10.07500607,0.156772593,0.014806513,0.002609354,0.030073682,0.006985076,0,0,0,0,3,Bus
10.56998355,10.36577273,10.78702918,0.105575977,0.07647296,0.064240837,0.095412778,0.006218116,69.8019801,69.8019801,69.8019801,0.417732228,2,Train
9.824716273,9.794226292,9.846625726,0.013447846,0.001782507,0,0.003533083,0.000673791,43.16724984,43.16724984,43.16724984,2.325949804,0,Still
10.05132834,7.937134468,13.3203874,1.272517243,0.035071127,0.022797654,0.061555327,0.018311463,82.2382112,82.05964461,82.43579138,0.188792836,1,Car
10.73141151,6.408028313,13.37386507,2.360534535,1.156111455,0.160953063,2.937873525,0.718687902,89.77721632,89.77721632,89.77721632,0.036932486,4,Walking
10.00067892,9.983305966,10.02492979,0.017162549,0.005584803,0.002449214,0.010568713,0.002758053,85.65334841,85.65334841,85.65334841,20.27548892,0,Still
9.975338183,8.826174143,11.23247052,0.512621374,0,0,0,0,69.99099252,69.99099252,69.99099252,0.895506339,1,Car
9.577942215,9.514565533,9.676205305,0.02911001,0,0,0,0,55.4023059,55.4023059,55.4023059,0,0,Still
9.976832191,8.539911513,11.46330368,0.32393826,0.142567893,0.007146011,0.436244987,0.10131642,0,0,0,0,3,Bus
10.1122516,10.08904666,10.12812123,0.010524309,0.010616884,0.002418843,0.042663088,0.00885455,82.51417852,82.51417852,82.51417852,0.139440186,0,Still
9.829293818,9.467328942,10.1450134,0.171652228,0.009782299,0.003985855,0.017665412,0.00478068,0,0,0,0,2,Train
9.811709965,9.674101454,9.919135708,0.047772423,0.015810959,0.012813617,0.018808302,0.004238882,0,0,0,0,0,Still
11.58855684,7.286308073,17.71365776,3.653327238,1.472278848,0.385548552,3.45875893,0.830282738,89.71726659,89.71726659,89.71726659,0.028176888,4,Walking
12.23618015,2.736928635,45.51485873,7.435422507,2.496570516,0.450944194,4.542942549,0.988348742,0,0,0,0,4,Walking
9.651695365,9.360124199,9.933439483,0.154825049,0.013765953,0.003179289,0.03734336,0.008639328,89.6851424,89.6851424,89.6851424,0,2,Train
10.11089944,9.740835568,10.31428602,0.150656538,0.037152062,0.005763744,0.107427676,0.029433312,89.76113839,89.76113839,89.76113839,0.022327506,2,Train
9.456808269,8.990010011,10.09405595,0.318795267,0.129309749,0.008804215,0.43092155,0.102078007,88.85963527,88.47310785,89.24616269,0.54663232,1,Car
10.46175065,9.126198399,13.83531829,1.411249798,0.161379876,0.024010271,0.347493953,0.081528371,89.74587916,89.74587916,89.74587916,0.003797003,3,Bus
9.687456452,9.403716031,10.13990759,0.190371026,0.128485831,0.037807409,0.342461497,0.075264299,89.77580717,89.77580717,89.77580717,0.014563849,3,Bus
9.474137665,7.575896964,10.31626366,1.109101367,0.299319438,0.066763995,0.677594777,0.162204078,89.73880561,89.73880561,89.73880561,0.034498713,3,Bus
9.814459546,9.77440258,9.850775441,0.017580303,0.001844844,0,0.003985855,0.000825712,0,0,0,0,0,Still
9.814997828,8.950251906,10.77640446,0.42641104,0.023566884,0.010119799,0.045000301,0.007609438,89.75746732,89.75746732,89.75746732,0.081124276,1,Car
9.652507015,7.675642028,11.85462067,0.777258556,0,0,0,0,66.76912987,66.76912987,66.76912987,2.58080196,2,Train
9.450421977,9.429991423,9.469625949,0.016202888,0.007000597,0.001807635,0.014171645,0.003615582,49.93859296,49.93859296,49.93859296,12.13148841,0,Still
9.766255341,9.724881903,9.812297319,0.01797991,0.006108652,0.006108652,0.006108652,0.010474689,71.48383756,70.43060683,72.53706829,1.489493188,3,Bus
10.83065659,7.198757085,21.13335841,4.017268736,1.687199622,0.12221871,4.775593316,1.08691498,89.80781494,89.77439778,89.84123209,0.047258991,4,Walking
9.813066469,9.771806148,9.860119557,0.014769187,0.001578723,0,0.003368662,0.000731704,0,0,0,0,0,Still
10.37955802,6.341921821,14.405023,2.586247241,1.350840689,0.240345582,3.020819285,0.829629626,89.77890701,89.77890701,89.77890701,0.011399913,4,Walking
9.815699682,9.646886717,10.03986526,0.08969611,0.014762225,0.014762225,0.014762225,0.072913308,84.22775106,84.22775106,84.22775106,0.614072832,0,Still
10.14622234,8.850316717,14.75068595,1.05395625,0.890587898,0.890587898,0.890587898,0.000448474,0,0,0,0,0,Still
9.815767992,9.747510557,9.879971448,0.037304214,0.00529135,0.002609354,0.006737324,0.001577405,0,0,0,0,2,Train
9.799856876,7.09022891,12.46320902,1.020432158,0,0,0,0,81.31383456,81.31383456,81.31383456,1.205638764,1,Car
10.40390796,7.237601804,13.40441344,1.500085429,1.69884122,0.878734296,2.518948145,1.159806335,58.58700178,53.49722281,63.67678074,7.198034439,0,Still
9.878176955,8.1030408,14.9265981,2.216740151,1.493735529,0.546327973,3.261556475,0.72812239,89.80282308,89.80282308,89.80282308,0.037869722,4,Walking
10.25563532,7.358467853,12.99821679,1.224592298,0.022888986,0.005473674,0.077297627,0.016115099,0,0,0,0,1,Car
9.923642984,9.607728778,10.28173916,0.226726982,0.027185528,0.005466758,0.071521251,0.01745448,89.72180556,89.72180556,89.72180556,0.016356472,1,Car
9.792133135,9.487894834,9.923226284,0.071270358,0.032574784,0.014812695,0.056794042,0.021722791,56.98838828,56.98838828,56.98838828,1.487858667,0,Still
9.854057019,9.816409018,9.892520154,0.020462014,0,0,0,0,44.0715287,42.47703282,45.66602457,2.254957695,0,Still
10.18279227,9.683612225,10.52788529,0.263926094,0.031258004,0.006525394,0.083769611,0.015093087,89.75916185,89.75916185,89.75916185,0.013168384,2,Train
9.812203271,9.775163736,9.853132322,0.01562456,0.001655687,0,0.003533083,0.000773547,0,0,0,0,0,Still
9.817250995,9.771792436,9.86284879,0.0166281,0.001567839,0,0.003840866,0.000818245,0,0,0,0,0,Still
9.330395536,7.69261036,12.2801855,1.458795431,0.185667125,0.024353194,0.399023792,0.089923484,89.76170303,89.76170303,89.76170303,0,3,Bus
9.884823111,9.766189717,10.02715759,0.078934939,0.00571986,0.001144918,0.01285828,0.003140819,86.29810946,83.13582736,89.46039157,4.472142239,1,Car
9.771922974,9.481676571,10.01891017,0.106248459,0.079892279,0.074123913,0.085660646,0.008157702,64.14191081,64.14191081,64.14191081,3.533801116,0,Still
9.20600726,7.991407054,9.730702209,0.513972505,0.019357328,0.002522135,0.058341362,0.012492986,89.77622968,89.77411588,89.77834348,0.002989366,2,Train
12.44194552,5.69332205,23.87262144,5.721129808,1.134000801,0.073531351,2.965279332,0.666983077,89.75972662,89.75972662,89.75972662,0,4,Walking
9.835389161,9.546827648,10.05563365,0.080478697,0.033747195,0.033747195,0.033747195,0.521780291,50.10299957,50.10299957,50.10299957,0.645317749,0,Still
10.33578403,3.332162619,17.74366245,4.272021763,1.734293655,0.628764586,3.689165345,1.400248847,73.70228938,73.70228938,73.70228938,0,4,Walking
10.03786994,9.730070399,10.39673842,0.196192869,0.030449659,0.007872012,0.110343718,0.022702962,89.77945952,89.7656545,89.79326455,0.019523255,2,Train
10.00082738,7.895988818,11.39726128,0.861758484,0.090745876,0.090745876,0.090745876,0.030675611,85.54484746,85.54484746,85.54484746,0,1,Car
9.969948444,9.274689887,10.51505741,0.42118917,0.015823956,0.001078528,0.03617217,0.00940393,89.79776399,89.79776399,89.79776399,0.039874525,1,Car
8.889845186,7.296465009,11.22795704,1.147117745,0.733851986,0.040333245,1.950039706,0.725272508,16.9019608,16.9019608,16.9019608,8.752192834,4,Walking
9.25781052,5.731101833,10.93427052,1.235448587,0.118026786,0.003378573,0.566440867,0.135816727,89.75435982,89.75435982,89.75435982,0.025711921,1,Car
10.86031215,4.301745416,18.82597842,2.987285822,0.093697346,0.069391712,0.118002979,0.034373357,84.99374856,84.99374856,84.99374856,0,1,Car
9.945583017,8.364835917,12.50377815,0.523132144,0.031905821,0,0.121729482,0.029164879,0,0,0,0,1,Car
9.580430686,9.55344772,9.600082672,0.014927521,0.007461831,0.002009589,0.014358099,0.003150849,79.31531928,79.31531928,79.31531928,0.004187966,2,Train
9.852839071,9.79272146,9.910905501,0.016481712,0.001587901,0,0.003840866,0.000705,0,0,0,0,0,Still
11.66378843,4.143104334,15.01645601,3.724226728,1.553621851,0.237858784,3.4770014,0.831697229,89.75125121,89.75125121,89.75125121,0.03653485,4,Walking
10.1396628,9.011155163,11.0335752,0.506354073,0.316481337,0.260711383,0.339501973,0.029110228,86.26679688,86.26679688,86.26679688,0.492515063,1,Car
9.898277253,8.277189669,11.32203544,0.771246502,0.117050584,0.046895842,0.191300266,0.04719717,83.76565475,82.81518742,84.71612209,1.344163799,1,Car
9.873189901,8.361247407,10.84208686,0.504161813,0.104701743,0.038595857,0.150709263,0.046670043,85.24474899,85.24474899,85.24474899,1.25992727,3,Bus
9.912260084,3.765179205,12.65742057,2.297675035,0.424681444,0.021357841,1.771374796,0.445626223,89.75548995,89.75548995,89.75548995,0.016555672,3,Bus
10.85852747,8.363026954,13.63561391,1.88390428,1.199992957,0.250866568,2.528172856,0.65013034,89.71244133,89.71244133,89.71244133,0.036932486,4,Walking
10.30442916,3.737961551,34.69332781,3.297905902,2.123346494,2.026801553,2.219891436,0.136535165,85.91732275,82.74201609,89.0926294,4.490561734,3,Bus
13.00381394,7.646336434,20.21650891,4.668183342,1.422541434,0.157555735,3.21642463,0.823505363,89.68998284,89.68998284,89.68998284,0.036932486,4,Walking
9.633293225,9.602275576,9.658858295,0.022758569,0.034234267,0.005483428,0.097962987,0.025017336,89.76311448,89.76311448,89.76311448,0.005790903,3,Bus
11.06101124,3.749709832,30.71315838,8.301662053,1.936118444,0.229921935,3.908675433,1.098788827,89.76960417,89.76960417,89.76960417,0,4,Walking
