;ID;Latitud;Longitud;Usuario;Seccion;Indice_Gini;Distribucion_P80P20;Renta_neta_media_por_persona;Renta_neta_media_por_hogar;Media_de_la_renta_por_unidad_de_consumo;Mediana_de_la_renta_por_unidad_de_consumo;Renta_bruta_media_por_persona;Renta_bruta_media_por_hogar;Salarios;Prestaciones_desempleo;Poblacion_Total;Porcentaje_Pob_Espaniola;IngXUdCo_menor_al_40porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_mayor_al_140porc_mediana;IngXUdCo_mayor_al_160porc_mediana;IngXUdCo_mayor_al_200porc_mediana
23;1597696255;42.764559;-2.8534914;cottoparaella;0104601001;30.4;2.4;15844.0;37028.0;22572.0;21350.0;18999.0;44402.0;11201.0;;832.0;94.9;8.7;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;47.1;36.3;17.3
24;465782247;42.764559;-2.8534914;imanol_92_;0104601001;30.4;2.4;15844.0;37028.0;22572.0;21350.0;18999.0;44402.0;11201.0;;832.0;94.9;8.7;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;47.1;36.3;17.3
25;2359239175;42.764559;-2.8534914;Enekokako;0104601001;30.4;2.4;15844.0;37028.0;22572.0;21350.0;18999.0;44402.0;11201.0;;832.0;94.9;8.7;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;47.1;36.3;17.3
26;427270898;42.85051;-2.65002;MrCafetaza;0105903037;31.3;2.8;13665.0;35672.0;20950.0;19950.0;16535.0;43165.0;13388.0;;2049.0;91.1;9.8;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;40.9;29.3;14.9
27;427270898;42.85051;-2.65002;MrCafetaza;0105903037;31.3;2.8;13665.0;35672.0;20950.0;19950.0;16535.0;43165.0;13388.0;;2049.0;91.1;9.8;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;40.9;29.3;14.9
28;258441973;38.99373;-1.85428;VELOURIA_LIVE;0200301004;35.4;3.0;19354.0;45559.0;28569.0;24850.0;25316.0;59593.0;11941.0;458.0;1115.0;97.0;4.8;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;10.2;55.2;47.8;31.4
29;3046555104;38.9932;-1.8565;myfitnessab;0200306001;33.6;3.0;20252.0;49450.0;30646.0;26950.0;26851.0;65564.0;13106.0;462.0;1120.0;96.8;4.3;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;62.3;54.5;36.6
30;214866692;38.9932;-1.8565;Juan_OT;0200306001;33.6;3.0;20252.0;49450.0;30646.0;26950.0;26851.0;65564.0;13106.0;462.0;1120.0;96.8;4.3;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;62.3;54.5;36.6
31;831173137;39.0082428;-1.8731041;KTOMAS_tapas;0200302009;25.6;2.3;12718.0;36420.0;20480.0;19250.0;15617.0;44722.0;12814.0;581.0;2509.0;97.7;4.3;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;11.0;38.9;26.8;13.6
32;2393189274;38.86755;-1.0978699;StylexStudio;0200903003;27.6;2.4;10146.0;26197.0;15182.0;14350.0;11451.0;29567.0;5809.0;831.0;1512.0;94.4;10.5;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;23.1;17.2;10.5;3.8
33;904290152;38.86905;-1.0956;jmoscad;0200902001;29.0;2.3;10782.0;25732.0;16020.0;15050.0;12507.0;29849.0;7105.0;772.0;1068.0;95.5;8.9;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;20.3;18.6;14.2;6.5
34;1357853892;39.20702;-2.16001;LaCajitadePapel;0206903001;33.6;2.5;11538.0;30793.0;17154.0;13650.0;13755.0;36709.0;7035.0;606.0;1261.0;84.5;8.4;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;25.2;20.3;15.6;9.2
35;2902268020;38.69014088;-0.47115684;BotiguetaM;0300902004;33.4;2.9;10132.0;23474.0;14830.0;12950.0;11758.0;27242.0;6736.0;729.0;1100.0;92.4;15.1;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;29.9;18.3;13.7;7.0
36;122084178;38.69776744;-0.48738556;LasPaulasAlcoy;0300904006;25.9;2.2;9746.0;22183.0;13928.0;12950.0;10837.0;24666.0;5706.0;749.0;993.0;88.4;10.0;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;11.6;5.1;1.3
37;794879509;38.70728094;-0.46316385;saruskysweet;0300907008;26.1;2.1;9189.0;23181.0;13938.0;12950.0;10453.0;26371.0;7036.0;628.0;1017.0;90.8;9.1;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;24.8;13.1;6.8;1.3
38;2512856490;38.34433450925402;-0.4850094489378417;ANTONIOFMCHATO;0301401015;44.4;4.4;15844.0;33007.0;22823.0;17150.0;20828.0;43391.0;8583.0;744.0;931.0;75.7;18.9;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;29.7;38.8;33.5;22.7
39;144600341;38.35;-0.483333;P3drSalud;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
40;70445442;38.35;-0.483333;Miguelcalderonm;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
41;1621700220;38.35;-0.483333;gabyacevedoarte;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
42;785103442926788608;38.35;-0.483333;acevedocegna;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
43;1690656230;38.35;-0.483333;TRAINING4BIKE;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
44;149193946;38.35;-0.483333;Roky_92;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
45;339907008;38.35;-0.483333;Wayabaaaa;0301402022;37.2;3.5;8961.0;20588.0;12752.0;10850.0;10180.0;23389.0;5191.0;810.0;815.0;80.3;24.1;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;40.5;14.2;10.3;4.7
46;858000057504866304;38.3616598;-0.4779521;NatiGotasdearte;0301403031;32.4;3.2;8747.0;22184.0;12810.0;11550.0;9766.0;24768.0;4905.0;748.0;1068.0;80.7;21.2;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;38.4;12.0;4.9;1.5
47;1116036826647670784;38.34226;-0.5119;vetlaflorida;0301407010;33.8;2.9;10140.0;24506.0;14721.0;12950.0;11695.0;28267.0;6765.0;766.0;874.0;87.3;19.7;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;15.8;11.2;4.0
48;2880678155;38.1603479;-0.6564332;tradescarre;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
49;3143309417;38.1603479;-0.6564332;mer_buigues;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
50;279251269;38.1603479;-0.6564332;apoloniogomez;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
51;531677222;38.1603479;-0.6564332;manubc522;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
52;224737526;38.1603479;-0.6564332;CasandraLaRosa;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
53;2704347225;38.1603479;-0.6564332;_lawiiwi;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
54;345283789;38.1603479;-0.6564332;Aliciatebar24;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
55;585897164;38.1603479;-0.6564332;MariangelesBer;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
56;797414285639057408;38.1603479;-0.6564332;lorenadevesa_;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
57;48003305;38.1603479;-0.6564332;RuseBarLondon;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
58;434434590;38.1603479;-0.6564332;96_legna;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
59;2629566281;38.1603479;-0.6564332;BlueBertran;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
60;926512765;38.1603479;-0.6564332;Ikana93;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
61;154082990;38.1603479;-0.6564332;cutrecina;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
62;4821525983;38.1603479;-0.6564332;rosavergar23;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
63;1117134657294950406;38.1603479;-0.6564332;DaniBarcos057;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
64;245961801;38.1603479;-0.6564332;begomori;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
65;522625414;38.1603479;-0.6564332;dpsaez;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
66;791220960;38.1603479;-0.6564332;andrealg22;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
67;93471453;38.1603479;-0.6564332;mestremanuel;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
68;128936093;38.1603479;-0.6564332;Sampedro_Cesar;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
69;589988253;38.1603479;-0.6564332;AlicanteMKT;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
70;829501380;38.1603479;-0.6564332;EvaNietoM;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
71;972655758;38.1603479;-0.6564332;MJBQUIRANT;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
72;154309112;38.1603479;-0.6564332;SusanaTravel;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
73;2258839684;38.1603479;-0.6564332;12martarubio;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
74;2723543992;38.1603479;-0.6564332;maggiebatwolf;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
75;767348107;38.1603479;-0.6564332;_JordiRunner_;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
76;539773599;38.1603479;-0.6564332;esferru8;0306507012;32.6;2.8;9922.0;24303.0;15325.0;12950.0;11537.0;28256.0;5318.0;751.0;2043.0;74.3;15.8;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;28.7;17.5;10.5;5.1
