fecha,INDU_Index_Open,INDU_Index_Closing,INDU_Index_High,INDU_Index_Low,INDU_Index_Volatility,INDU_Index_Volume,SPX_Index_Open,SPX_Index_Closing,SPX_Index_High,SPX_Index_Low,SPX_Index_Volatility,SPX_Index_Volume
14/08/2008,11611.21,11615.93,11709.89,11599.73,110.16,149215520,1293.85,1292.93,1302.05,1290.74,11.31,787747328
15/08/2008,11659.65,11659.9,11690.43,11434.12,256.31,166926832,1298.14,1298.2,1300.22,1274.51,25.71,870652800
16/08/2008,11478.09,11479.39,11478.17,11318.5,159.67,166926832,1276.65,1278.6,1276.65,1263.11,13.54,870652800
17/08/2008,11345.94,11348.55,11454.15,11290.58,163.57,177137984,1267.34,1266.69,1276.01,1261.16,14.85,987542592
18/08/2008,11415.23,11417.43,11476.21,11315.57,160.64,174305584,1271.07,1274.54,1281.4,1265.22,16.18,1002995840
19/08/2008,11426.79,11430.21,11632.13,11426.79,205.34,229269872,1277.59,1277.72,1293.09,1277.59,15.5,1180321792
20/08/2008,11626.19,11628.06,11626.27,11362.63,263.64,198418784,1290.47,1292.2,1290.47,1264.87,25.6,1067809984
21/08/2008,11383.56,11386.25,11436.24,11340.41,95.83,273007712,1267.03,1266.84,1275.65,1263.21,12.44,1545576320
22/08/2008,11412.46,11412.87,11554.46,11381.77,172.69,257486192,1271.29,1271.51,1285.05,1270.03,15.02,1476018816
23/08/2008,11499.87,11502.51,11715.18,11499.79,215.39,214271072,1283.79,1281.66,1300.68,1283.79,16.89,1319870080
24/08/2008,11713.23,11715.18,11713.23,11543.39,169.84,247852672,1296.49,1300.68,1297.59,1282.74,14.85,1273704960
25/08/2008,11713.23,11715.18,11713.23,11543.39,169.84,238894784,1296.49,1300.68,1297.59,1282.74,14.85,1124353152
26/08/2008,11545.63,11543.55,11790.17,11471.9,318.27,435134688,1287.83,1282.83,1303.04,1272.2,30.84,1745101312
27/08/2008,11506.01,11516.92,11554.38,11416.53,137.85,494818528,1276.61,1277.58,1280.6,1265.59,15.01,1968803328
28/08/2008,11532.48,11532.88,11532.48,11176.02,356.46,463322304,1271.8,1274.98,1271.8,1232.83,38.97,1882805120
29/08/2008,11185.63,11188.23,11245.15,11037.85,207.3,488160512,1233.21,1236.83,1244.94,1217.23,27.71,2145964416
30/08/2008,11224.87,11220.96,11570.66,11224.79,345.87,655170304,1249.5,1242.31,1274.42,1247.12,27.3,2603966208
31/08/2008,11514.73,11510.74,11577.5,11230.73,346.77,213322656,1267.98,1267.79,1268.66,1224.51,44.15,1218877696
01/09/2008,11233.91,11230.73,11380.63,11215.26,165.37,204694896,1227.5,1224.51,1243.9,1221.6,22.3,1109956352
02/09/2008,11264.44,11268.92,11445.68,11098.67,347.01,183668080,1229.04,1232.04,1249.98,1211.54,38.44,1131532544
03/09/2008,11429.32,11433.71,11459.93,11280.4,179.53,218629792,1245.88,1249.05,1255.09,1233.81,21.28,1403115136
04/09/2008,11416.37,11421.99,11416.45,10917.51,498.94,232629120,1250.92,1251.7,1250.92,1192.7,58.22,1133597824
05/09/2008,10905.62,10917.51,11093.22,10742.7,350.52,386546368,1188.31,1192.7,1214.84,1169.28,45.56,2696212480
06/09/2008,11056.58,11059.02,11057.31,10595.9,461.41,319808768,1210.34,1213.59,1210.34,1155.88,54.46,1452097920
07/09/2008,10609.01,10609.66,11076.44,10459.44,617,256721056,1157.08,1156.39,1211.14,1133.5,77.64,1221695872
08/09/2008,11027.51,11019.69,11483.05,11026.7,456.35,395418080,1213.11,1206.52,1265.12,1213.11,52.01,1355748096
09/09/2008,11394.42,11388.44,11394.58,10992.2,402.38,299722016,1255.37,1255.08,1255.37,1205.61,49.76,1306292224
10/09/2008,11015.69,11015.69,11143.21,10833.94,309.27,391541824,1207.61,1207.09,1221.15,1187.06,34.09,1754660992
11/09/2008,10850.02,10854.17,10928.4,10753.57,174.83,362641056,1188.79,1188.22,1197.41,1179.79,17.62,1603679104
12/09/2008,10827.17,10825.17,11129.19,10827.01,302.18,479380832,1187.87,1185.87,1220.03,1187.87,32.16,1953820672
13/09/2008,11019.04,11022.06,11168.06,10868.82,299.24,436888960,1204.47,1209.18,1215.77,1187.54,28.23,1896197632
14/09/2008,11139.62,11143.13,11139.94,10365.45,774.49,675017280,1209.07,1213.01,1209.07,1106.39,102.68,2733487360
15/09/2008,10371.58,10365.45,10868.9,10371.42,497.48,399509760,1113.78,1106.39,1168.03,1113.78,54.25,1618636928
16/09/2008,10847.4,10850.66,10882.52,10631.95,250.57,415460672,1164.17,1166.36,1167.03,1140.77,26.26,1740302720
17/09/2008,10825.54,10831.07,10825.54,10439.52,386.02,374520096,1160.64,1161.07,1160.64,1111.43,49.21,1583454464
18/09/2008,10483.96,10482.85,10796.26,10310.25,486.01,422597984,1115.16,1114.28,1153.82,1098.14,55.68,1935414784
19/09/2008,10322.52,10325.38,10322.76,9525.32,797.44,360658336,1097.56,1099.23,1097.56,1007.97,89.59,1630555648
20/09/2008,9955.42,9955.5,10124.03,9436.67,687.36,241494976,1057.6,1056.89,1072.91,996.23,76.68,1124486528
21/09/2008,9437.23,9447.11,9628.07,9194.78,433.29,231680096,988.91,996.23,1021.06,970.97,50.09,1103540096
22/09/2008,9261.69,9258.1,9448.14,8579.19,868.95,348980896,988.42,984.94,1005.25,909.19,96.06,1520477312
23/09/2008,8568.67,8579.19,8901.28,7882.51,1018.77,342615584,902.31,909.92,936.36,839.8,96.56,1579876992
24/09/2008,8462.42,8451.19,9427.99,8462.18,965.81,335766176,912.75,899.22,1006.93,912.75,94.18,1515166848
25/09/2008,9388.97,9387.61,9794.37,9085.43,708.94,281324992,1009.97,1003.35,1044.31,972.07,72.24,1222397440
26/09/2008,9301.91,9310.99,9308.76,8530.12,778.64,372287008,994.6,998.01,994.6,903.99,90.61,1622575488
27/09/2008,8577.04,8577.91,9013.27,8197.67,815.6,316400096,909.53,907.84,947.71,865.83,81.88,1463163648
28/09/2008,8975.35,8979.26,9281.12,8718.25,562.87,267266528,942.29,946.43,984.64,918.74,65.9,1305887616
29/09/2008,8852.3,8852.22,9266.63,8852.22,414.41,311016960,943.51,940.55,985.4,943.51,41.89,1447757952
30/09/2008,9262.8,9265.43,9284.55,9004.27,280.28,181071536,980.4,985.4,985.44,952.47,32.97,883065024
01/10/2008,9027.84,9033.66,9027.84,8335.3,692.54,254972640,951.67,955.05,951.67,875.81,75.86,1184194176
02/10/2008,8519.77,8519.21,8795.99,8243.55,552.44,264893792,899.08,896.78,922.83,858.44,64.39,1222573056
03/10/2008,8683.21,8691.25,8683.21,8187.48,495.73,344530208,895.22,908.11,896.3,852.85,43.45,1470039424
04/10/2008,8375.92,8378.95,8599.1,8143.59,455.51,246352496,874.28,876.77,893.78,846.75,47.03,1163100032
05/10/2008,8178.72,8175.77,9082.08,8174.73,907.35,221290176,848.92,848.92,940.51,845.27,95.24,1024002688
06/10/2008,9062.33,9065.12,9363.32,8890.29,473.03,257387792,939.51,940.51,969.97,922.26,47.71,1093205888
07/10/2008,9004.66,8990.96,9266.47,8976.87,289.6,316259360,939.38,930.09,963.23,928.5,34.73,1321961600
08/10/2008,9179.09,9180.69,9454.36,9119.2,335.16,476769152,953.11,954.09,984.38,944.59,39.79,1879164288
09/10/2008,9326.04,9325.01,9410.55,9255.48,155.07,304465408,968.67,968.75,975.57,958.82,16.75,1313232384
10/10/2008,9323.89,9319.83,9653.95,9323.89,330.06,278266944,971.31,966.3,1007.51,971.31,36.2,1162647040
11/10/2008,9616.6,9625.28,9616.6,9111.47,505.13,366464000,1001.84,1005.75,1001.84,949.86,51.98,1490191616
12/10/2008,9134.01,9139.27,9155.44,8637.17,518.27,350557408,952.4,952.77,952.4,899.73,52.67,1517348096
13/10/2008,8696.03,8695.79,8961.57,8696.03,265.54,528288448,907.44,904.88,931.46,906.9,24.56,2045347840
14/10/2008,8946.6,8943.81,9159.58,8760.46,399.12,569074176,936.75,930.99,951.95,907.47,44.48,2127293184
15/10/2008,8864.32,8870.54,8867.91,8560.71,307.2,491960192,917.15,919.21,917.15,884.9,32.25,1782844160
16/10/2008,8684.52,8693.96,8684.6,8265.29,419.31,374089312,893.39,898.95,893.39,850.48,42.91,1560919424
17/10/2008,8281.14,8282.66,8876.59,7965.42,911.17,283957376,853.13,852.3,913.01,818.69,94.32,1151347456
18/10/2008,8822.19,8835.25,8923.18,8469.99,453.19,283957376,904.36,911.29,916.88,869.88,47,1151347456
19/10/2008,8494.84,8497.31,8571.3,8246.89,324.41,155525328,873.23,873.29,882.29,848.98,33.31,618802432
20/10/2008,8273.34,8273.58,8477.95,8105.44,372.51,321141248,852.34,850.75,865.9,826.84,39.06,1357099904
21/10/2008,8420.69,8424.75,8504.64,7987.08,517.56,307575072,859.03,859.12,864.57,806.18,58.39,1349074816
22/10/2008,7995.53,7997.28,8187.4,7506.97,680.43,294715616,805.87,806.58,820.52,747.78,72.74,1359238400
23/10/2008,7552.37,7552.29,8071.75,7449.38,622.37,280951264,755.84,752.44,801.2,741.02,60.18,1278841728
24/10/2008,8048.09,8046.42,8599.02,8048.09,550.93,346563168,801.2,800.03,865.6,801.2,64.4,1427193088
25/10/2008,8445.14,8443.39,8607.38,8281.46,325.92,359050176,853.4,851.81,868.94,834.99,33.95,1481862784
26/10/2008,8464.49,8479.47,8726.61,8311.17,415.44,284964704,852.9,857.39,887.68,841.37,46.31,1266426496
27/10/2008,8464.49,8479.47,8726.61,8311.17,415.44,232853424,852.9,857.39,887.68,841.37,46.31,1097479040
28/10/2008,8724.7,8726.61,8831.35,8672.69,158.66,290682400,886.89,887.68,896.25,881.21,15.04,1198291968
29/10/2008,8826.89,8829.04,8827.05,8141.36,685.69,271106784,888.61,896.24,888.61,815.69,72.92,1189736192
30/10/2008,8153.75,8149.09,8437.17,8143.51,293.66,229954304,817.94,816.21,850.54,817.94,32.6,1001816512
31/10/2008,8409.14,8419.09,8624.19,8234.15,390.04,337293888,843.6,848.81,873.12,827.6,45.52,1331025152
01/11/2008,8587.07,8591.69,8631.99,8259.4,372.59,239281360,869.75,870.74,875.6,833.6,42,1107520128
02/11/2008,8376.08,8376.24,8686.47,8118.5,567.97,274111136,844.43,845.22,879.42,818.41,61.01,1190796544
03/11/2008,8637.65,8635.42,9026.41,8637.49,388.92,550231680,882.71,876.07,918.57,882.71,35.86,2096494848
04/11/2008,8934.1,8934.18,8934.1,8651.74,282.36,211105472,906.48,909.7,916.26,885.38,30.88,962182976
05/11/2008,8693,8691.33,8879.22,8646.33,232.89,174672224,892.17,888.67,908.27,885.45,22.82,766584640
06/11/2008,8750.13,8761.42,8809.45,8512.76,296.69,66948504,898.35,899.24,904.63,868.73,35.9,297294496
07/11/2008,8563.1,8565.09,8682.57,8347.81,334.76,66948504,871.79,873.59,883.24,851.35,31.89,297294496
08/11/2008,8628.81,8629.68,8676.28,8469.03,207.25,86778680,881.07,879.73,884.63,857.72,26.91,377033184
09/11/2008,8565.65,8564.53,8958.79,8565.65,393.14,153773152,871.53,868.57,914.66,871.53,43.13,683945856
10/11/2008,8921.91,8924.14,8961.26,8778.07,183.19,162588416,908.16,913.18,918.85,895.94,22.91,722934336
11/11/2008,8823.94,8824.34,8883.36,8527.41,355.95,226775360,905.98,904.42,911.02,877.44,33.58,1016604736
12/11/2008,8606.5,8604.99,8787.23,8550.43,236.8,226775360,886.96,885.28,905.47,883.02,22.45,1016604736
13/11/2008,8573.37,8579.11,8601.41,8372.02,229.39,213732128,887.2,887.88,887.37,857.09,30.28,876289024
14/11/2008,8518.65,8519.77,8604.12,8391.3,212.82,233778640,874.31,871.63,880.44,860.1,20.34,1059019520
15/11/2008,8416.86,8419.49,8498.5,8416.86,81.64,215465376,863.87,863.16,869.79,861.44,8.35,1087271680
16/11/2008,8416.86,8419.49,8498.5,8416.86,81.64,266782880,863.87,863.16,869.79,861.44,8.35,1101962880
17/11/2008,8468.71,8468.48,8533.07,8461.78,71.29,226752736,869.51,868.15,873.74,866.52,7.22,1023790912
18/11/2008,8515.87,8515.55,8530.68,8364.06,166.62,204341456,872.37,872.8,873.7,857.07,16.63,1004882496
19/11/2008,8487.51,8483.93,8675.24,8487.51,187.73,273579808,870.58,869.42,891.12,870.58,20.54,1086502272
20/11/2008,8666.48,8668.39,8842.66,8664.89,177.77,304069568,890.59,890.64,910.32,889.67,20.65,1206379904
21/11/2008,8666.48,8668.39,8842.66,8664.89,177.77,355155936,890.59,890.64,910.32,889.67,20.65,1271061760
22/11/2008,8772.25,8776.39,9065.28,8760.78,304.5,437660352,902.99,903.25,934.73,899.35,35.38,1510806400
23/11/2008,9027.13,9034.69,9034.37,8892.36,142.01,439475296,929.17,931.8,936.63,919.53,17.1,1550014976
24/11/2008,8954.57,8952.89,9088.06,8940.95,147.11,439475296,931.17,927.45,943.85,927.28,16.57,1550014976
25/11/2008,8996.94,9015.1,8996.94,8719.92,277.02,419506240,927.45,934.7,927.45,902.37,25.08,1515609856
26/11/2008,8769.94,8769.7,8770.02,8651.19,118.83,410207392,905.73,906.65,910,896.81,13.19,1528313472
27/11/2008,8738.8,8742.46,8769.62,8576.96,192.66,420173376,909.91,909.73,911.93,888.31,23.62,1487406720
28/11/2008,8599.26,8599.18,8602.6,8421.08,181.52,370559392,890.4,890.35,890.4,864.32,26.08,1331552128
29/11/2008,8474.61,8473.97,8522.08,8376.88,145.2,316764832,869.79,870.26,877.02,862.02,15,1171391232
30/11/2008,8446.01,8448.56,8446.25,8140.72,305.53,247840352,867.28,871.79,867.28,836.93,30.35,1075031936
01/12/2008,8196.24,8200.14,8286.16,7995.13,291.03,357965056,841.99,842.62,851.59,817.04,34.55,1402609408
02/12/2008,8215.67,8212.49,8341.2,8109.34,231.86,247467424,844.45,843.74,858.13,830.66,27.47,1288878720
03/12/2008,8215.67,8212.49,8341.2,8109.34,231.86,303210368,844.45,843.74,858.13,830.66,27.47,1378221952
04/12/2008,8279.63,8281.22,8291.98,7939.93,352.05,293928800,849.64,850.12,849.64,804.47,45.17,1230599680
05/12/2008,7949.17,7949.09,8243.55,7936.19,307.36,313118528,806.77,805.22,841.72,804.3,37.42,1268882816
06/12/2008,8224.43,8228.1,8224.83,7957.14,267.69,345610656,839.74,840.24,839.74,811.29,28.45,1300760064
07/12/2008,8108.79,8122.8,8152.59,7909.03,243.56,390990816,822.16,827.5,838.61,806.07,32.54,1537664128
08/12/2008,8078.04,8077.56,8231.68,8023.16,208.52,396450016,832.5,831.95,852.53,827.69,24.84,1409550720
09/12/2008,8117.39,8116.03,8225.79,8083.14,142.65,289301952,837.3,836.57,850.45,835.4,15.05,1129397376
10/12/2008,8175.93,8174.73,8405.87,8175.93,229.94,449942112,845.73,845.71,877.86,845.73,32.13,1650777600
11/12/2008,8373.06,8375.45,8373.14,8137.94,235.2,270291552,868.89,874.09,868.89,844.15,24.74,1172394752
12/12/2008,8149.01,8149.01,8195.76,7961.92,233.84,331981184,845.69,845.14,851.66,821.67,29.99,1346518656
13/12/2008,8000.62,8000.86,8000.62,7867.37,133.25,251983392,823.09,825.88,830.78,812.87,17.91,1061222464
14/12/2008,7936.99,7936.83,8111.57,7905.52,206.05,251983392,825.69,825.44,842.6,821.98,20.62,1061222464
15/12/2008,8070.32,8078.36,8162.15,7929.26,232.89,332878016,837.77,838.51,851.85,829.18,22.67,1399789824
16/12/2008,7954.83,7956.66,8107.83,7845.31,262.52,268286320,831.75,832.23,850.55,819.91,30.64,1235413504
17/12/2008,8056.38,8063.07,8312.37,8052.24,260.13,301491168,846.09,845.85,870.75,845.42,25.33,1314885760
18/12/2008,8281.38,8280.59,8315.07,8196.24,118.83,584925888,868.24,868.6,875.01,861.65,13.36,1910226048
19/12/2008,8269.36,8270.87,8269.44,7848.74,420.7,406192672,866.87,869.89,868.05,822.99,45.06,1423690112
20/12/2008,7887.05,7888.88,7983.74,7852.16,131.58,468041056,827.41,827.16,838.22,822.3,15.92,1639864832
21/12/2008,7931.97,7939.53,7938.82,7693.98,244.84,450299456,829.91,833.74,835.48,808.06,27.42,1674491904
22/12/2008,7933,7932.76,7970.84,7840.45,130.39,321360256,833.95,835.19,839.43,825.21,14.22,1375297280
23/12/2008,7933,7932.76,7970.84,7840.45,130.39,668107776,833.95,835.19,839.43,825.21,14.22,2014090496
24/12/2008,7845.63,7850.41,7845.63,7551.01,294.62,568706368,818.61,826.84,818.61,789.17,29.44,1708782464
25/12/2008,7546.35,7552.6,7617.76,7479.97,137.79,445438400,791.06,789.17,796.17,780.43,15.74,1645273600
26/12/2008,7555.23,7555.63,7614.97,7447.55,167.42,464844352,787.91,788.42,797.58,777.03,20.55,1609149568
27/12/2008,7461.49,7465.95,7469.29,7249.47,219.82,509966944,775.87,778.94,778.69,754.25,24.44,1698133888
28/12/2008,7365.99,7365.67,7441.02,7105.94,335.08,425213984,773.25,770.05,777.85,742.37,35.48,1623755776
29/12/2008,7115.34,7114.78,7378.97,7114.3,264.67,366150528,744.69,743.33,775.49,744.69,30.8,1378442624
30/12/2008,7349.58,7350.94,7404.94,7156.68,248.26,640085120,770.64,773.14,780.12,752.89,27.23,1928729984
31/12/2008,7269.06,7270.89,7402.31,7173.56,228.75,524474848,765.76,764.9,779.42,751.75,27.67,1560770304
01/01/2009,7180.97,7182.08,7195.46,7033.62,161.84,488766560,749.93,752.83,751.27,734.52,16.75,1557719296
02/01/2009,7056.48,7062.93,7058.95,6755.17,303.78,479090080,729.57,735.09,729.57,699.7,29.87,1448658432
03/01/2009,6764.81,6763.29,6855.29,6705.63,149.66,587022976,704.44,700.82,711.67,692.3,19.37,1670886272
04/01/2009,6726.5,6726.02,6979.22,6726.42,252.8,391920672,698.6,696.33,724.12,698.6,25.52,1323759616
05/01/2009,6874.01,6875.84,6874.01,6544.1,329.91,584167296,708.27,712.87,708.27,677.93,30.34,1902672640
06/01/2009,6595.16,6594.44,6755.17,6469.95,285.22,559925376,684.04,682.55,699.09,666.79,32.3,1705165056
07/01/2009,6625.74,6626.94,6709.61,6516.86,192.75,672962880,680.76,683.38,695.27,672.88,22.39,2283031552
08/01/2009,6547.01,6547.05,6926.49,6546.61,379.88,515628160,679.28,676.53,719.6,679.28,40.32,1651693696
09/01/2009,6923.13,6926.49,7015.06,6867.55,147.51,379695200,719.59,719.6,731.92,713.85,18.07,1341715840
10/01/2009,6932.39,6930.4,7184.71,6872.25,312.46,454131104,720.89,721.36,752.63,714.76,37.87,1547556992
11/01/2009,7167.35,7170.06,7242.62,7105.86,136.76,397281856,751.97,750.74,758.29,742.46,15.83,1538767488
12/01/2009,7225.33,7223.98,7392.91,7206.85,186.06,323680640,758.84,756.55,774.53,753.37,21.16,1192148608
13/01/2009,7218,7216.97,7396.81,7172.05,224.76,383304416,753.88,753.89,778.12,749.93,28.19,1307409920
14/01/2009,7395.7,7395.7,7571.64,7257.27,314.37,399908448,776.01,778.12,803.04,765.64,37.4,1434282240
15/01/2009,7489.68,7486.58,7548.46,7369.26,179.2,361364064,797.92,794.35,803.24,781.82,21.42,1335174400
16/01/2009,7402.31,7400.8,7460.93,7257.83,203.1,442865440,784.58,784.04,788.91,766.2,22.71,1638074624
17/01/2009,7279.25,7278.38,7780.72,7278.78,501.94,308265888,772.31,768.54,823.37,772.31,51.06,1275473664
18/01/2009,7773.47,7775.86,7796.57,7646.99,149.58,247429392,820.6,822.92,823.65,805.48,18.17,1089612928
19/01/2009,7659.81,7659.97,7863.63,7550.06,313.57,277011488,806.81,806.12,826.78,791.37,35.41,1082561024
20/01/2009,7752.36,7749.81,7931.33,7752.28,179.05,255385120,814.06,813.88,832.98,814.06,18.92,1172402560
21/01/2009,7922.57,7924.56,7922.57,7735.95,186.62,462102240,828.68,832.86,828.68,813.43,15.25,1542861056
22/01/2009,7773.31,7776.18,7773.39,7437.59,335.8,462102240,809.07,815.94,809.07,779.81,29.26,1542861056
23/01/2009,7523.77,7522.02,7725.36,7523.45,201.91,424302784,790.88,787.53,810.48,790.88,19.6,1294080512
24/01/2009,7606.13,7608.92,7789,7483.87,305.13,515472832,793.59,797.87,813.62,783.32,30.3,1525330176
25/01/2009,7763.99,7761.6,8075.73,7763.99,311.74,413342816,814.53,811.08,845.61,814.53,31.08,1293906688
26/01/2009,7980.63,7978.08,8019.5,7897.24,122.26,359522016,835.13,834.38,842.5,826.7,15.8,1333801472
27/01/2009,8016.16,8017.59,8016.16,7862.2,153.96,537734272,839.75,842.5,839.75,822.79,16.96,1765006592
28/01/2009,7968.92,7975.85,7969.08,7762.08,207,453709088,834.12,835.48,834.12,814.53,19.59,1692089856
29/01/2009,7788.68,7789.56,7887.52,7750.85,136.67,424068064,816.76,815.55,828.42,814.84,13.58,1537988352
30/01/2009,7839.89,7837.11,8087.28,7839.89,247.39,387153632,829.29,825.16,856.91,829.29,27.62,1609429632
31/01/2009,7839.89,7837.11,8087.28,7839.89,247.39,329839264,829.29,825.16,856.91,829.29,27.62,1400006400
01/02/2009,8082.02,8083.38,8113.41,7963.75,149.66,402771392,855.33,856.56,864.31,845.35,18.96,1526781696
02/02/2009,8057.41,8057.81,8057.41,7902.26,155.15,283013760,856.88,858.73,856.88,840.25,16.63,1179013504
03/02/2009,7914.92,7920.18,8041.32,7870.48,170.84,274760064,839.44,841.5,852.93,835.58,17.35,1071763968
04/02/2009,8029.14,8029.62,8168.12,7962.71,205.41,300376576,854.54,852.06,870.35,847.04,23.31,1216475008
05/02/2009,8125.43,8125.43,8190.66,8086.88,103.78,341432160,865.18,865.3,875.63,860.87,14.76,1499668480
06/02/2009,8128.94,8131.33,8128.94,7840.45,288.49,237384432,868.27,869.6,868.27,832.39,35.88,1057384960
07/02/2009,7841.73,7841.73,7979.2,7791.95,187.25,354604288,831.25,832.39,850.09,826.83,23.26,1413723392
08/02/2009,7964.78,7969.56,8044.83,7868.01,176.82,311547840,847.26,850.08,861.78,840.57,21.21,1241435648
09/02/2009,7886.81,7886.57,7979.44,7804.21,175.23,454572992,844.62,843.55,852.87,835.45,17.42,1545867776
10/02/2009,7957.45,7957.06,8127.5,7957.45,170.05,476715136,853.91,851.92,871.8,853.91,17.89,1733985408
11/02/2009,8073.82,8076.29,8122.56,7987.16,135.4,428471744,862.82,866.23,868.83,854.65,14.18,1685268992
12/02/2009,8023.56,8025,8091.66,7938.98,152.68,332662240,854.48,857.51,864.48,847.12,17.36,1319977600
13/02/2009,8018.31,8016.95,8257.57,8017.91,239.66,335961984,856.85,855.16,882.06,856.85,25.21,1381109248
14/02/2009,8188.51,8185.73,8307.51,8136.9,170.61,336958368,876.59,873.64,888.7,868.51,20.19,1447392512
15/02/2009,8167.41,8168.12,8219.81,8099.31,120.5,323807648,872.74,872.81,880.48,866.1,14.38,1239238144
16/02/2009,8213.6,8212.41,8434.86,8213.6,221.26,308835584,879.21,877.52,907.85,879.21,28.64,1247081856
17/02/2009,8425.55,8426.74,8458.12,8362.78,95.34,288310464,906.1,907.24,907.7,897.34,10.36,1157444992
18/02/2009,8403.48,8410.65,8518.57,8403,115.57,277778528,903.95,903.8,920.28,903.95,16.33,1081108864
19/02/2009,8513.56,8512.28,8577.19,8358,219.19,468656544,919.58,919.53,929.58,901.36,28.22,1353481856
