_id,screen_name,name,followers,created_at,friends_count,location,ntweets,verified,geo_enabled,nOriginal,nRT,nTotal
387076806,juancvida,Juan Carlos P. Valero,604,2011-10-08T12:35:06.000Z,622,"Murcia, España",4283,false,true,159,0,159
731454603062067200,somdemallorca,#SomdeMallorca,1340,2016-05-14T12:02:21.000Z,771,"Inca, España",4380,false,true,13,0,13
15955822,esunen,Ernest Suñé Nicolás,5262,2008-08-23T10:07:28.000Z,945,El Masnou,187940,false,true,162,0,162
116924305,ficiverson,Fernando Souto,399,2010-02-24T00:38:37.000Z,231,A Coruña,4904,false,true,20,0,20
178015685,Exojo,Prudencio Exojo,3928,2010-08-13T17:07:33.000Z,426,España,168346,false,true,712,0,712
71542755,Latanace,Latanace (la otra Celia Blanco),22238,2009-09-04T14:07:21.000Z,3407,Madrid,427416,false,true,1495,0,1495
1074442192469540866,carmenems_,carmen ❤️‍🔥,351,2018-12-16T23:12:35.000Z,250,"Orihuela, España",5088,false,true,25,0,25
126075696,Ecast3,Edwin Castillo,383,2010-03-24T19:25:17.000Z,510,"Santiago, Chile",7320,false,true,204,0,204
1456218962,juanalsbermejo,Anitra,219,2013-05-25T07:01:10.000Z,534,,7389,false,true,12,0,12
275572312,Chempi007,JM Garcia Mediero,386,2011-04-01T15:09:52.000Z,668,,11003,false,true,36,0,36
1278660061162807297,LennydelarosaS,LennydelarosaS 🌹🇪🇦🇨🇺,50,2020-07-02T12:01:47.000Z,197,Castilla la Mancha Spain,3212,false,true,309,0,309
180766484,bagoas1968,Aquiles Permuy HAIR BEAUTY,17,2010-08-20T12:34:41.000Z,2,"Santa Cruz de Tenerife, España",12582,false,true,244,0,244
238994850,lolagracia2,Lola Gracia,7059,2011-01-16T15:02:22.000Z,4734,España,77247,false,true,244,0,244
124208085,crilasrozas,SAMU del CRI,1161,2010-03-18T16:26:40.000Z,3038,"Las Rozas de Madrid, España.",13109,false,true,39,0,39
1052214504,Svitbytka,Svitlana Bytka,39,2013-01-01T09:24:24.000Z,79,"Málaga, España",747,false,true,26,0,26
1003051234897612811,VinicioReina,Vinicio Reina Luther,118,2018-06-02T23:10:24.000Z,56,Spain,129890,false,true,359,0,359
86048943,jmpadillar,@jmpadillar 🏳️‍🌈 #CuídateCuídanos,1730,2009-10-29T11:52:48.000Z,4279,"Logroño, España🇫🇷🇪🇸🇬🇧 ",53664,false,true,171,0,171
2444722789,latablamarilla,latablamarilla,983,2014-04-15T01:45:16.000Z,4826,Lara,12146,false,true,39,0,39
2859698602,redqualitasRQ,RedQualitas Abogados,258,2014-11-03T23:30:58.000Z,318,"C/ Méndez Núñez 17, 3 Sevilla ",8077,false,true,187,0,187
4069778056,eliaonmymind,Elii🦋💜,699,2015-10-29T18:55:39.000Z,761,"Madrid, Spain",23964,false,true,308,0,308
1603034696,Gastro_Guru,Gastrogurú,1444,2013-07-18T09:33:00.000Z,485,info@gastroguru.es,5970,false,true,62,0,62
464661553,martaparralejo,Marta Parralejo,1021,2012-01-15T13:53:57.000Z,452,Navalvilllar de Pela ,7671,false,true,2,0,2
1037014022435102722,vicora20,Vicora🦂,269,2018-09-04T16:26:24.000Z,527,"Pontevedra, Galicia",6300,false,true,52,0,52
1216467296790687744,elmundoatuspie5,www.elmundoatuspies1973.es,2266,2020-01-12T21:09:56.000Z,5002,"MALAGA, España",4329,false,true,739,0,739
1024745163996966912,marinat0rrest,𝖒𝖆𝖗𝖎𝖓𝖆,468,2018-08-01T19:54:20.000Z,981,"Cordoue, Espagne",20102,false,true,209,0,209
477862710,alberto_conxo,FCP_alberto_CNX,544,2012-01-29T17:04:54.000Z,2292,Conxo,2418,false,true,23,0,23
765438732,Erjavi30,JC SANZ - Escritor y maestro de Primaria,1412,2012-08-18T10:02:29.000Z,3036,Granada capital,27526,false,true,204,0,204
185403505,SantiGarciaCC,Santi Gª Cremades ²,55676,2010-08-31T22:27:47.000Z,2184,"Murcia, España",32906,true,true,139,0,139
97249381,AndyWarrol,Andy Warrol,1657,2009-12-16T17:12:59.000Z,503,"Jerez de la Frontera, España",227852,false,true,1215,0,1215
334003247,soniaperez14,Soni 🤘🏼,546,2011-07-12T12:38:08.000Z,705,Gallega en Valencia ,24855,false,true,100,0,100
468751912,_josemii99,Josemi,390,2012-01-19T21:41:52.000Z,629,"Burguillos,Sevilla(Andalucía)",22227,false,true,68,0,68
214399884,mikelurkizu,Mikel Urkizu Martín,1178,2010-11-11T09:33:36.000Z,5002,Euskal Herria,19883,false,true,312,0,312
62479194,IVANSARNAGO,Iván Spookygo # #GreenOnions #1,2895,2009-08-03T09:43:12.000Z,3448,"Burgos, Spain",94564,false,true,1628,0,1628
560517653,danielmirlo,Dani Piñez !!⚽,620,2012-04-22T19:01:44.000Z,1358,Sevilla ,19043,false,true,123,0,123
162001517,vanevigo,vanessa rojo brake,306,2010-07-02T10:16:49.000Z,202,PONTEVEDRA,3724,false,true,150,0,150
1353132416077062144,aguslp1274,aguslp1274🛰️🇪🇸,135,2021-01-24T00:08:36.000Z,1012,"Bergondo,Galicia,España",3015,false,true,615,0,615
859891273,leonoroma,Leonor R.,9,2012-10-03T15:36:41.000Z,54,"San Adrián, España",923,false,true,17,0,17
414108131,GianniVezzani1,Gianni Vezzani,764,2011-11-16T16:56:13.000Z,575,Reggio Emilia,178818,false,true,17,0,17
1413583772,Conchimr1,ConchiMR1,2867,2013-05-08T18:52:00.000Z,931,"Badalona, España",178956,false,true,130,0,130
780705736967938049,MontoroTV,TV LOCAL DE MONTORO,553,2016-09-27T09:48:47.000Z,134,"Montoro, España",2584,false,true,40,0,40
437925433,Ninosconamor,Niños con Amor,847,2011-12-16T00:29:35.000Z,474,Sevilla,2435,false,true,87,0,87
501816287,CamelNoSabaku,Camel,463,2012-02-24T14:17:14.000Z,349,"San Roque, España",18513,false,true,77,0,77
299057482,canquesruiz,miguel angel ruiz,744,2011-05-15T12:42:08.000Z,2121,Rute/Cordoba,27084,false,true,601,0,601
831192743196160001,MoisesBranc,Moisés chavero,33,2017-02-13T17:26:07.000Z,181,"El Papiol, España",1028,false,true,164,0,164
116897015,pepyuc,pedro evia,3850,2010-02-23T22:44:07.000Z,520,"ÜT: 20.933278,-89.690009",42830,false,true,109,0,109
441807579,DNCsentimigades,david nuñez canales,209,2011-12-20T12:50:46.000Z,217,PUERTOLLANO,21785,false,true,66,0,66
3084889895,Tapa_Cubo,Tapa-Cubo 656 827 532,429,2015-03-10T21:17:17.000Z,1557,Calle reyes huerta nº5 Mérida.,7010,false,true,72,0,72
584220880,Rogelio_Penate,Rogelio Peñate,3421,2012-05-18T22:36:56.000Z,913,Gran Canaria - Santa Lucia,3388,false,true,33,0,33
2368959053,Nely279,nely flores,7,2014-02-27T12:59:55.000Z,12,"Madrid, Comunidad de Madrid",16,false,true,1,0,1
514307918,JJOSJIMNEZ,J. JOSE JIMÉNEZ,308,2012-03-04T12:53:28.000Z,582,Madrid,8592,false,true,54,0,54
991571893,iJess_insane,Vsylum,317,2012-12-05T19:00:11.000Z,427,"Vigo, Galicia",9217,false,true,17,0,17
1128206040389042178,PatucosC,Patucos & Co,7,2019-05-14T07:50:55.000Z,38,"Santiago de Compostela, España",349,false,true,9,0,9
36018448,racsoslav,╭∩╮（︶︿︶） PAPAPUPI ╭∩╮🥊💪🏀,168,2009-04-28T08:00:15.000Z,765,,10174,false,true,13,0,13
124538414,Javier_Diego,Javier Diego,1714,2010-03-19T18:43:36.000Z,2934,,62449,false,true,335,0,335
133770101,fendeq52,José Antonio,261,2010-04-16T15:43:56.000Z,478,Valencia (España),12115,false,true,24,0,24
172394090,ACADEMIALEM,LEM,1358,2010-07-29T16:17:06.000Z,966,"MALIAÑO, CANTABRIA",4368,false,true,70,0,70
131444980,gondry82,Carlos Gonzalz,361,2010-04-10T08:29:42.000Z,473,Madrid,6096,false,true,50,0,50
1270872704,MARIOJEISI9,💎DEKKERS💎,419,2013-03-15T22:36:11.000Z,799,,50385,false,true,610,0,610
2954412032,vivionitier,Yulu,169,2015-01-01T06:22:10.000Z,167,"Madrid, Spain",2581,false,true,73,0,73
66015169,manelok,José Manuel,1310,2009-08-16T00:48:26.000Z,1019,"Madrid, Spain.",113956,false,true,87,0,87
2229797059,Moralzarzal,Ayuntamiento de Moralzarzal,3804,2013-12-04T12:01:30.000Z,730,"Moralzarzal, Madrid",16864,false,true,297,0,297
276662432,morenin69,Morenin69 Alcarràs,1448,2011-04-03T20:39:26.000Z,2758,Alcarràs,20058,false,true,26,0,26
447416589,TattooStoneMA,Tattoo Stone Málaga,1416,2011-12-26T21:36:51.000Z,822,"Málaga,Spain",13440,false,true,22,0,22
1325184590,carolaclavo,Carola 🏠 😷,395,2013-04-03T18:21:55.000Z,759,Palma,36439,false,true,185,0,185
446433608,SandraAyuso_,♊,924,2011-12-25T18:28:36.000Z,729,Villalba Sity,59082,false,true,103,0,103
79059960,Txonny_,🄹🄾🄽🄽🅈 🏳️‍🌈,1783,2009-10-02T01:32:01.000Z,3194,"Avilés, Asturias (España)",136158,false,true,1402,0,1402
1697348058,ecomamasalt,Eco-Mama,145,2013-08-24T20:34:35.000Z,215,Salt Girona ,1761,false,true,8,0,8
54661414,PatsyenMadrid,Patsy Montiel,2959,2009-07-07T20:15:51.000Z,3287,Madrid,21085,false,true,72,0,72
1247968813099954177,Magamagiia,Maria Gabriela Ávila Reyes,22,2020-04-08T19:25:58.000Z,283,ITALY,976,false,true,28,0,28
388568054,inmatronica8,Inma Ochoa,350,2011-10-10T23:48:54.000Z,647,"Madrid, Comunidad de Madrid",2254,false,true,25,0,25
35044281,comoju,Cova Morales,12498,2009-04-24T21:20:21.000Z,2527,"Valencia, pero de Asturias",113919,false,true,566,0,566
2811551502,flagelado3,Flagelado3 Videos,1535,2014-09-15T16:21:37.000Z,897,Salamanca,9391,false,true,81,0,81
293126360,NachodeFerrol,S a d N a c h i ñ o. 😷,6997,2011-05-04T20:11:24.000Z,4550,,285107,false,true,284,0,284
155235690,Tractortrail,Boscox TractorTrail,892,2010-06-13T15:04:52.000Z,512,"Cercedilla, España",30839,false,true,60,0,60
521162398,QunCp,Qun Cp,33,2012-03-11T09:19:29.000Z,187,El Puerto de Sta. María ,1869,false,true,139,0,139
1337140587498237957,Lasendatuerta,La senda tuerta,139,2020-12-10T21:02:24.000Z,463,,126,false,true,72,0,72
2715520649,vnusdelmonico,🎃 𝑺𝒑𝒐𝒐𝒌𝒚 𝑨𝒖𝒔𝒐𝒏𝒊𝒂 🎃,578,2014-07-17T11:08:00.000Z,346,Honeymoon ãve.,59993,false,true,245,0,245
379891863,juandy_7,Juan Diego,409,2011-09-25T18:47:41.000Z,382,Punta umbria(Huelva),4630,false,true,61,0,61
117884436,Ldiazalonso,Lydia Díaz,1482,2010-02-26T23:05:48.000Z,1483,Barcelona,12315,false,true,196,0,196
2876531356,iamkev___,call me kevin ❤️‍🔥,225,2014-11-14T15:08:18.000Z,209,United Kingdom,5204,false,true,56,0,56
636187669,A_Moraless99,⚜ Ángel ⚜,457,2012-07-15T13:31:10.000Z,327,por ahi,19486,false,true,11,0,11
1139547961,FFilologiaUS,Facultad_FilologíaUS,3342,2013-02-01T12:25:34.000Z,4001,"Calle Palos de la Frontera, Sevilla",10972,false,true,291,0,291
1144926246,prlyseguridad,Francisco Gonzalez,237,2013-02-03T11:36:13.000Z,1043,"Madrid, Comunidad de Madrid",1161,false,true,83,0,83
459654350,CalpPsoe,Psoe Calp,1218,2012-01-09T22:27:01.000Z,2040,"C/ Major, 5. Calpe (Alicante)",13475,false,true,38,0,38
438443724,onijiabukara,Onijicamp,186,2011-12-16T16:01:09.000Z,425,"Las Palmas de Gran Canaria, Es",7122,false,true,8,0,8
483979789,LopezCarlosAv,Carlos López Vázquez 🖤🇪🇸,4486,2012-02-05T16:09:47.000Z,4699,"Ávila, España",26487,false,true,202,0,202
313591148,birras_people,BirrasPeople,485,2011-06-08T22:11:32.000Z,118,Madrid,5487,false,true,393,0,393
2712911676,CDArcobriga,CD Arcóbriga,275,2014-08-06T20:53:55.000Z,278,Arcos de Jalón,1059,false,true,34,0,34
849323419,LgAixela,~Alexia~,358,2012-09-27T14:05:55.000Z,752,11540,26749,false,true,64,0,64
895065433,africadevicente,Africa de Vicente,42,2012-10-21T10:13:46.000Z,139,Sevilla,1427,false,true,108,0,108
1273928487028523008,Mensfashion1221,Ropa Hombre Online,977,2020-06-19T10:40:07.000Z,4896,Madrid,23537,false,true,710,0,710
232878377,antoniopardo14,Antonio L. Pardo,335,2011-01-01T16:16:13.000Z,492,Elche,25263,false,true,121,0,121
38564491,Brenda94th,Brenda (Taylor's Version),1014,2009-05-08T00:47:10.000Z,644,,102105,false,true,51,0,51
1339312364,API_AGUSTINLEON,Agustin Leon Calero,1372,2013-04-09T14:16:12.000Z,2264,Montoro  (Córdoba) ,16321,false,true,647,0,647
18901057,GuitarCafe,Henry (modernizado 💉),1593,2009-01-12T14:00:28.000Z,597,UK/Brasil/España,97017,false,true,531,0,531
376955291,ClaudiaGCid,Claudia Cid,554,2011-09-20T19:36:31.000Z,564,El Molinon ,44261,false,true,164,0,164
352468789,DeniaFernandez,Denia Fernandez‏,493,2011-08-10T17:25:41.000Z,139,España,60671,false,true,450,0,450
309906369,vendeloamazing,vendeloamazing,3987,2011-06-02T21:36:34.000Z,4476,Zaragoza,3147,false,true,83,0,83
223155164,raguitri,Raúl PersonalTrainer,524,2010-12-05T15:21:12.000Z,498,salvatierra de los barros,4199,false,true,15,0,15
1343838752,korremillas,fernando martinez Badía,48,2013-04-11T08:12:42.000Z,56,,619,false,true,52,0,52
2634467116,FcAndyRSpain,FamiliaDeLaNuevaEra,659,2014-06-23T12:54:00.000Z,384,España,14197,false,true,21,0,21
7664852,JoseM_SGP,José Manuel «Gizmo»,1402,2007-07-23T18:41:57.000Z,454,Madrid (de momento),67374,false,true,464,0,464
2725086567,AlcanizCF,alcañiz club futbol,1506,2014-07-26T10:49:18.000Z,545,"Alcañiz, España",2921,false,true,135,0,135
250208005,magoe_,malena,493,2011-02-10T16:51:04.000Z,326,Al fondo a la izquierda.,36256,false,true,32,0,32
195411385,SCoolHunter,Cool Hunter,1578,2010-09-26T16:52:35.000Z,446,Asturias (España),7084,false,true,93,0,93
248769768,hispaniaestudio,Hispania Estudio-2,81,2011-02-07T17:53:29.000Z,166,Madrid (España),898,false,true,24,0,24
311701558,lorefrea,Lorefrea,250,2011-06-05T22:22:26.000Z,330,Sevilla,15266,false,true,64,0,64
178713899,AridayBonilla,Ariday Bonilla,1622,2010-08-15T14:01:33.000Z,317,Lanzarote,3942,false,true,18,0,18
1023696859,jjmaraque,José Juan,1688,2012-12-20T06:55:06.000Z,1526,,196950,false,true,303,0,303
215661586,davidah98,🎃 • David • 🎃,2078,2010-11-14T15:30:28.000Z,826,Madrid,19976,false,true,41,0,41
87908023,elquillodecadiz,Antonio Colsa,4427,2009-11-06T09:58:45.000Z,966,Andalucía,21320,false,true,51,0,51
20937876,PerfeArias,"Perfecto Arias ""Fleischman""",463,2009-02-15T21:15:29.000Z,1414,Valdemoro,6251,false,true,22,0,22
32451246,VeoVeoMazmorreo,Veo Veo Mazmorreo,537,2009-04-17T15:40:37.000Z,1180,"Subirats, Barcelona",15207,false,true,110,0,110
821892199,fernandotato14,fernando tato,2425,2012-09-13T17:25:16.000Z,1329,http://www.krakenfilms.es,14221,false,true,46,0,46
384206646,KarimChefFRAC,۞Abd El Karim de la FRAC۞,1891,2011-10-03T08:15:24.000Z,1001,Cádiz,10458,false,true,146,0,146
220639235,henshousestudio,Sergio Sánchez Bou,418,2010-11-28T11:47:45.000Z,1407,Beniardá (Alicante),1060,false,true,32,0,32
785488050847645696,sandf_10,.bᴎɒꙄ,317,2016-10-10T14:31:59.000Z,314,"Madrid, Comunidad de Madrid",13725,false,true,151,0,151
2834102043,lluviaEnVlc,Lluvia en Valencia,374,2014-10-16T14:14:28.000Z,5,Valencia,9219,false,true,583,0,583
