"ANO","MES","DIA","HORA","6","7","8","9","10","12","14"
2019,1,7,20,2.3,423,215,NA,NA,864,2.9
2019,1,7,21,1.2,204,148,NA,NA,461,2.92
2019,1,7,22,1,144,118,NA,NA,339,3.07
2019,1,7,23,1.1,158,124,NA,NA,366,3.19
2019,1,7,24,0.7,82,87,NA,NA,213,3.04
2019,1,8,1,0.7,81,85,NA,NA,209,3.14
2019,1,8,2,0.5,45,66,NA,NA,134,2.84
2019,1,8,3,0.5,41,61,NA,NA,123,2.96
2019,1,8,4,0.4,28,54,NA,NA,96,3.05
2019,1,8,5,0.3,12,44,NA,NA,63,5.22
2019,1,8,6,0.4,29,47,NA,NA,92,5.29
2019,1,8,7,0.5,67,59,NA,NA,161,3.39
2019,1,8,8,0.8,139,81,NA,NA,294,3.06
2019,1,8,9,0.8,151,83,NA,NA,315,3.03
2019,1,8,10,0.8,176,93,NA,NA,363,3.87
2019,1,8,11,0.9,200,102,NA,NA,409,5.5
2019,1,8,12,0.9,171,105,NA,NA,367,7.66
2019,1,8,13,0.9,153,109,NA,NA,343,9.71
2019,1,8,14,0.6,84,88,NA,NA,216,18.26
2019,1,8,15,0.4,36,62,NA,NA,117,30.11
2019,1,8,16,0.4,29,64,NA,NA,109,33.04
2019,1,8,17,0.5,55,80,NA,NA,164,24.06
2019,1,8,18,0.6,109,102,NA,NA,269,10.89
2019,1,8,19,2.1,525,213,NA,NA,1018,3.1
2019,1,8,20,2,470,213,NA,NA,934,3
2019,1,8,21,0.9,163,130,NA,NA,379,2.86
2019,1,8,22,0.9,162,115,NA,NA,364,3.07
2019,1,8,23,1.2,208,126,NA,NA,445,3.18
2019,1,8,24,0.8,102,94,NA,NA,250,3.41
2019,1,9,1,0.7,86,81,NA,NA,213,3.34
2019,1,9,2,0.6,77,69,NA,NA,187,3.3
2019,1,9,3,0.6,71,67,NA,NA,177,3.22
2019,1,9,4,0.5,57,58,NA,NA,146,3.15
2019,1,9,5,0.4,33,50,NA,NA,101,3.06
2019,1,9,6,0.5,71,60,NA,NA,169,3.06
2019,1,9,7,0.8,196,88,NA,NA,390,2.86
2019,1,9,8,0.9,130,73,NA,NA,272,3.09
2019,1,9,9,0.8,145,79,NA,NA,301,3.23
2019,1,9,10,1.1,261,116,NA,NA,516,3.87
2019,1,9,11,1.4,365,154,NA,NA,715,4.44
2019,1,9,12,0.8,189,120,NA,NA,410,7.38
2019,1,9,13,0.5,83,83,NA,NA,210,15.28
2019,1,9,14,0.4,55,70,NA,NA,154,25.61
2019,1,9,15,0.4,35,58,NA,NA,112,33.26
2019,1,9,16,0.4,39,66,NA,NA,125,29.62
2019,1,9,17,0.4,39,66,NA,NA,126,32.36
2019,1,9,18,0.4,41,75,NA,NA,139,23.19
2019,1,9,19,0.6,67,96,NA,NA,199,11.16
2019,1,9,20,0.7,100,114,NA,NA,268,5.41
2019,1,9,21,1,197,134,NA,NA,436,3.45
2019,1,9,22,1.1,252,147,NA,NA,533,3.5
2019,1,9,23,1,271,150,NA,NA,565,3.71
2019,1,9,24,0.4,15,57,NA,NA,80,24.58
2019,1,10,1,0.4,30,68,NA,NA,113,16.81
2019,1,10,2,0.3,5,38,NA,NA,45,32.61
2019,1,10,3,0.3,8,47,NA,NA,60,19.72
2019,1,10,4,0.3,14,54,NA,NA,75,5.27
2019,1,10,5,0.3,13,47,NA,NA,66,8.4
2019,1,10,6,0.3,25,49,NA,NA,88,5.37
2019,1,10,7,0.4,50,57,NA,NA,134,5.31
2019,1,10,8,0.6,96,72,NA,NA,219,3.9
2019,1,10,9,0.8,128,85,NA,NA,281,3.3
2019,1,10,10,0.7,89,34,NA,NA,122,5.07
2019,1,10,11,0.5,840,89,NA,NA,929,22.6
2019,1,10,12,0.4,341,46,NA,NA,387,30.16
2019,1,10,13,0.4,164,251,NA,NA,416,39.34
2019,1,10,14,0.3,41,56,NA,NA,119,45.76
2019,1,10,15,0.4,53,68,NA,NA,149,43.38
2019,1,10,16,0.3,40,59,NA,NA,120,48.6
2019,1,10,17,0.3,45,71,NA,NA,140,41.83
2019,1,10,18,0.5,56,95,NA,NA,181,24.47
2019,1,10,19,0.5,69,107,NA,NA,213,16.51
2019,1,10,20,0.5,61,104,NA,NA,198,15.48
2019,1,10,21,0.4,46,89,NA,NA,160,18.8
2019,1,10,22,0.4,45,82,NA,NA,150,20.6
2019,1,10,23,0.5,43,77,NA,NA,143,20.87
2019,1,10,24,0.5,33,78,NA,NA,128,20.63
2019,1,11,1,0.4,25,59,NA,NA,98,33.72
2019,1,11,2,0.3,18,55,NA,NA,82,30.84
2019,1,11,3,0.3,21,59,NA,NA,91,18.02
2019,1,11,4,0.3,19,60,NA,NA,90,15.46
2019,1,11,5,0.3,29,73,NA,NA,117,6.39
2019,1,11,6,0.4,38,64,NA,NA,123,4.3
2019,1,11,7,0.5,105,84,NA,NA,244,3.42
2019,1,11,8,0.9,366,178,NA,NA,739,2.76
2019,1,11,9,0.9,325,174,NA,NA,672,2.95
2019,1,11,10,0.8,190,112,NA,NA,403,4.2
2019,1,11,11,0.7,165,107,NA,NA,361,6.73
2019,1,11,12,0.6,120,105,NA,NA,288,15.08
2019,1,11,13,0.5,101,105,NA,NA,259,18.59
2019,1,11,14,0.6,86,105,NA,NA,236,22.58
2019,1,11,15,0.4,60,88,NA,NA,180,26.8
2019,1,11,16,0.4,54,80,NA,NA,163,28.82
2019,1,11,17,0.4,43,82,NA,NA,148,26.03
2019,1,11,18,0.5,55,103,NA,NA,187,13.54
2019,1,11,19,1.1,162,148,NA,NA,396,3.73
2019,1,11,20,1.1,226,174,NA,NA,521,3.11
2019,1,11,21,1,188,158,NA,NA,445,3.24
2019,1,11,22,1.1,221,167,NA,NA,506,3.16
2019,1,11,23,0.6,80,105,NA,NA,228,3.25
2019,1,11,24,0.8,136,118,NA,NA,326,3.01
2019,1,12,1,0.6,85,93,NA,NA,224,3.06
2019,1,12,2,0.5,61,80,NA,NA,174,3.24
2019,1,12,3,0.4,47,72,NA,NA,144,2.99
2019,1,12,4,0.4,46,69,NA,NA,140,3.17
2019,1,12,5,0.6,71,76,NA,NA,185,2.98
2019,1,12,6,0.4,38,60,NA,NA,118,2.93
2019,1,12,7,0.4,46,64,NA,NA,134,3.38
2019,1,12,8,0.5,74,70,NA,NA,183,3.12
2019,1,12,9,0.6,97,79,NA,NA,227,3.12
2019,1,12,10,0.6,83,73,NA,NA,200,5.46
2019,1,12,11,0.7,125,95,NA,NA,287,8.56
2019,1,12,12,0.7,102,92,NA,NA,249,13.56
2019,1,12,13,0.5,49,63,NA,NA,137,31.93
2019,1,12,14,0.4,39,55,NA,NA,114,40.28
2019,1,12,15,0.4,45,66,NA,NA,135,38.73
2019,1,12,16,0.4,32,56,NA,NA,105,42.4
2019,1,12,17,0.3,24,53,NA,NA,89,42.5
2019,1,12,18,0.4,30,70,NA,NA,116,29.85
2019,1,12,19,0.7,131,126,NA,NA,326,4.79
2019,1,12,20,0.8,109,124,NA,NA,292,3.59
2019,1,12,21,0.6,61,108,NA,NA,201,3.38
2019,1,12,22,0.6,90,110,NA,NA,247,3.38
2019,1,12,23,0.8,122,114,NA,NA,301,3.18
2019,1,12,24,0.7,99,103,NA,NA,254,3.07
2019,1,13,1,0.7,89,90,NA,NA,227,3.24
2019,1,13,2,0.5,67,78,NA,NA,181,3.52
2019,1,13,3,0.5,71,72,NA,NA,180,3.12
2019,1,13,4,0.5,54,63,NA,NA,147,3.02
2019,1,13,5,0.5,57,59,NA,NA,146,3.1
2019,1,13,6,0.4,46,57,NA,NA,126,3.19
2019,1,13,7,0.4,50,54,NA,NA,131,3.17
2019,1,13,8,0.4,51,54,NA,NA,132,3.06
2019,1,13,9,0.6,84,64,NA,NA,193,3.13
2019,1,13,10,0.6,92,70,NA,NA,210,5.06
2019,1,13,11,0.8,121,84,NA,NA,270,6.98
2019,1,13,12,0.6,71,66,NA,NA,176,15.55
2019,1,13,13,0.5,66,70,NA,NA,171,21.34
2019,1,13,14,0.4,56,69,NA,NA,154,26.01
2019,1,13,15,0.4,52,70,NA,NA,149,27.17
2019,1,13,16,0.5,60,81,NA,NA,173,23
2019,1,13,17,0.5,62,90,NA,NA,185,18.76
2019,1,13,18,0.5,49,87,NA,NA,161,13.74
2019,1,13,19,1,216,143,NA,NA,474,3.66
2019,1,13,20,0.9,168,130,NA,NA,388,3.6
2019,1,13,21,1.1,192,150,NA,NA,444,3.46
2019,1,13,22,1.3,294,170,NA,NA,621,3.53
2019,1,13,23,1.6,305,177,NA,NA,645,3.47
2019,1,13,24,0.8,115,106,NA,NA,282,3.28
2019,1,14,1,0.5,47,71,NA,NA,144,4.33
2019,1,14,2,0.5,55,68,NA,NA,152,3.27
2019,1,14,3,0.5,71,68,NA,NA,176,3.12
2019,1,14,4,0.5,55,59,NA,NA,143,3.29
2019,1,14,5,0.5,46,56,NA,NA,126,3.21
2019,1,14,6,0.5,59,61,NA,NA,151,3.47
2019,1,14,7,0.6,136,83,NA,NA,291,3.35
2019,1,14,8,1.2,310,131,NA,NA,607,3.28
2019,1,14,9,1,201,104,NA,NA,412,3.54
2019,1,14,10,1,248,125,NA,NA,505,4.07
2019,1,14,11,1,251,134,NA,NA,519,5.09
2019,1,14,12,1.1,274,163,NA,NA,583,6.6
2019,1,14,13,1,220,174,NA,NA,511,9.05
2019,1,14,14,0.9,225,180,NA,NA,525,9.23
2019,1,14,15,0.7,171,148,NA,NA,410,10.58
2019,1,14,16,0.6,128,126,NA,NA,322,11.68
2019,1,14,17,0.6,128,131,NA,NA,327,9.21
2019,1,14,18,0.9,232,164,NA,NA,520,5.26
2019,1,14,19,2.2,596,271,NA,NA,1186,3.48
2019,1,14,20,2.6,661,328,NA,NA,1341,3.36
2019,1,14,21,1.9,393,228,NA,NA,830,3.34
2019,1,14,22,1.5,320,198,NA,NA,689,3.4
2019,1,14,23,1.3,247,163,NA,NA,541,3.61
2019,1,14,24,1.1,197,137,NA,NA,439,3.44
2019,1,15,1,0.9,143,107,NA,NA,326,3.39
2019,1,15,2,1,176,114,NA,NA,384,3.47
2019,1,15,3,1,169,109,NA,NA,368,3.24
2019,1,15,4,0.5,58,69,NA,NA,158,3.11
2019,1,15,5,0.4,43,61,NA,NA,127,3.38
2019,1,15,6,0.4,38,59,NA,NA,118,4.17
2019,1,15,7,0.6,107,83,NA,NA,247,3.85
2019,1,15,8,1.3,323,153,NA,NA,648,3.29
2019,1,15,9,1.1,251,137,NA,NA,522,3.22
2019,1,15,10,1.4,212,124,NA,NA,449,4.18
2019,1,15,11,0.9,185,119,NA,NA,402,6.17
2019,1,15,12,0.7,158,117,NA,NA,359,8.95
2019,1,15,13,0.5,89,93,NA,NA,230,16.66
2019,1,15,14,0.5,99,102,NA,NA,253,16.94
2019,1,15,15,0.4,72,92,NA,NA,202,23.62
2019,1,15,16,0.4,55,83,NA,NA,168,30.03
2019,1,15,17,0.3,49,78,NA,NA,153,33.01
2019,1,15,18,0.7,144,124,NA,NA,344,13.56
2019,1,15,19,1.2,266,167,NA,NA,574,3.32
2019,1,15,20,1.7,540,261,NA,NA,1089,3.19
2019,1,15,21,1.8,380,231,NA,NA,815,3.22
2019,1,15,22,1.4,279,188,NA,NA,616,3.18
2019,1,15,23,0.9,167,137,NA,NA,393,3.27
2019,1,15,24,0.8,132,115,NA,NA,318,3.5
2019,1,16,1,0.7,103,98,NA,NA,256,3.21
2019,1,16,2,0.6,85,89,NA,NA,219,3.36
2019,1,16,3,0.6,88,81,NA,NA,216,3.19
2019,1,16,4,0.5,70,71,NA,NA,178,3.18
2019,1,16,5,0.4,44,61,NA,NA,128,3.19
2019,1,16,6,0.4,58,60,NA,NA,149,3.35
2019,1,16,7,0.5,83,69,NA,NA,196,3.22
2019,1,16,8,0.7,147,86,NA,NA,311,3.17
2019,1,16,9,0.8,189,102,NA,NA,392,3.27
2019,1,16,10,1,241,123,NA,NA,493,3.83
2019,1,16,11,1.1,268,140,NA,NA,551,4.71
2019,1,16,12,0.5,124,92,NA,NA,281,10.36
2019,1,16,13,0.5,106,91,NA,NA,254,13.8
2019,1,16,14,0.5,99,92,NA,NA,244,15.71
2019,1,16,15,0.3,35,51,NA,NA,105,36.45
2019,1,16,16,0.4,30,46,NA,NA,91,40.06
2019,1,16,17,0.3,28,47,NA,NA,90,41.05
2019,1,16,18,0.3,33,62,NA,NA,113,31.7
2019,1,16,19,0.5,40,74,NA,NA,136,19.89
2019,1,16,20,0.5,40,69,NA,NA,130,24.78
2019,1,16,21,0.5,70,98,NA,NA,205,9.41
2019,1,16,22,0.7,151,128,NA,NA,359,3.85
2019,1,16,23,0.5,103,108,NA,NA,266,4.26
2019,1,16,24,0.5,58,87,NA,NA,175,3.72
2019,1,17,1,0.5,71,80,NA,NA,189,3.58
2019,1,17,2,0.4,37,62,NA,NA,119,5.58
2019,1,17,3,0.3,18,49,NA,NA,76,8.93
2019,1,17,4,0.4,25,59,NA,NA,97,4.27
2019,1,17,5,0.3,23,60,NA,NA,95,3.95
2019,1,17,6,0.3,29,58,NA,NA,102,11.87
2019,1,17,7,0.4,68,73,NA,NA,178,3.71
2019,1,17,8,0.5,104,89,NA,NA,249,3.72
2019,1,17,9,0.5,123,98,NA,NA,286,3.97
2019,1,17,10,0.5,111,95,NA,NA,266,4.65
2019,1,17,11,0.5,90,85,NA,NA,223,5.32
2019,1,17,12,0.5,106,90,NA,NA,252,5.74
2019,1,17,13,0.4,91,85,NA,NA,224,7.64
2019,1,17,14,0.6,102,89,NA,NA,245,7.39
2019,1,17,15,0.7,121,104,NA,NA,289,8.13
2019,1,17,16,0.7,105,104,NA,NA,265,7.53
2019,1,17,17,0.6,74,91,NA,NA,204,7.37
2019,1,17,18,0.7,119,101,NA,NA,283,5.29
2019,1,17,19,0.8,182,125,NA,NA,403,4.03
2019,1,17,20,0.9,179,137,NA,NA,412,3.79
2019,1,17,21,1.1,231,144,NA,NA,497,3.7
2019,1,17,22,0.6,80,87,NA,NA,210,3.84
2019,1,17,23,0.9,137,102,NA,NA,313,3.56
2019,1,17,24,0.7,125,89,NA,NA,281,3.38
2019,1,18,1,0.9,168,97,NA,NA,355,3.27
2019,1,18,2,0.7,110,82,NA,NA,251,3.37
2019,1,18,3,0.5,56,50,NA,NA,136,3.29
2019,1,18,4,0.4,33,48,NA,NA,98,4.23
2019,1,18,5,0.3,35,49,NA,NA,103,4.05
2019,1,18,6,0.3,37,46,NA,NA,102,3.33
2019,1,18,7,0.6,104,68,NA,NA,227,3.22
2019,1,18,8,0.8,165,91,NA,NA,344,3.14
2019,1,18,9,1,269,123,NA,NA,536,3.29
2019,1,18,10,1.1,264,130,NA,NA,534,3.66
2019,1,18,11,0.7,242,144,NA,NA,515,4.49
2019,1,18,12,0.7,146,114,NA,NA,337,6.36
2019,1,18,13,0.5,116,105,NA,NA,282,9.36
2019,1,18,14,0.4,68,82,NA,NA,186,15.57
2019,1,18,15,0.3,37,51,NA,NA,109,37.55
2019,1,18,16,0.4,33,48,NA,NA,99,38.76
2019,1,18,17,0.3,33,53,NA,NA,103,39.25
2019,1,18,18,0.4,38,58,NA,NA,117,34.16
2019,1,18,19,0.4,57,86,NA,NA,174,23.41
2019,1,18,20,0.5,52,89,NA,NA,169,15.22
2019,1,18,21,0.4,41,82,NA,NA,146,14.33
2019,1,18,22,0.5,74,92,NA,NA,206,6.47
2019,1,18,23,0.6,94,97,NA,NA,242,3.76
2019,1,18,24,0.8,153,112,NA,NA,348,3.5
2019,1,19,1,0.6,55,87,NA,NA,171,3.76
2019,1,19,2,0.5,58,77,NA,NA,167,3.66
2019,1,19,3,0.4,36,63,NA,NA,118,3.24
2019,1,19,4,0.3,33,55,NA,NA,106,4.66
2019,1,19,5,0.4,44,61,NA,NA,128,3.21
2019,1,19,6,0.4,38,57,NA,NA,116,3.19
2019,1,19,7,0.5,84,70,NA,NA,198,3.23
2019,1,19,8,0.6,128,80,NA,NA,276,3.08
2019,1,19,9,0.6,177,98,NA,NA,369,3.2
2019,1,19,10,0.6,132,89,NA,NA,292,5.53
2019,1,19,11,0.4,84,74,NA,NA,203,8.28
2019,1,19,12,0.4,76,70,NA,NA,187,8.99
2019,1,19,13,0.4,60,64,NA,NA,156,15.41
2019,1,19,14,0.5,65,72,NA,NA,171,13.65
2019,1,19,15,0.4,31,43,NA,NA,91,38.17
2019,1,19,16,0.3,31,44,NA,NA,92,32.26
2019,1,19,17,0.3,33,48,NA,NA,98,31.61
2019,1,19,18,0.3,35,54,NA,NA,108,26.6
2019,1,19,19,0.3,30,52,NA,NA,98,26.14
2019,1,19,20,0.4,41,67,NA,NA,130,15.03
2019,1,19,21,0.4,47,73,NA,NA,146,8.32
2019,1,19,22,0.4,69,89,NA,NA,195,4.76
2019,1,19,23,0.4,61,77,NA,NA,171,5.98
2019,1,19,24,0.4,47,63,NA,NA,135,8.21
2019,1,20,1,0.4,27,54,NA,NA,96,11.96
2019,1,20,2,0.3,23,48,NA,NA,84,14.79
2019,1,20,3,0.3,15,42,NA,NA,65,13.82
2019,1,20,4,0.3,17,35,NA,NA,61,12.99
2019,1,20,5,0.3,19,39,NA,NA,67,7.49
2019,1,20,6,0.3,18,40,NA,NA,67,7.24
2019,1,20,7,0.3,19,41,NA,NA,70,8.75
2019,1,20,8,0.3,18,36,NA,NA,63,11.16
2019,1,20,9,0.5,39,50,NA,NA,110,5.16
2019,1,20,10,0.6,74,72,NA,NA,185,11.43
2019,1,20,11,0.3,31,47,NA,NA,94,41.89
2019,1,20,12,0.3,35,46,NA,NA,99,46.98
2019,1,20,13,0.3,30,38,NA,NA,85,55.72
2019,1,20,14,0.3,25,33,NA,NA,72,61.7
2019,1,20,15,0.3,27,37,NA,NA,78,59.07
2019,1,20,16,0.3,24,37,NA,NA,73,56.52
2019,1,20,17,0.2,19,29,NA,NA,57,59.79
2019,1,20,18,0.3,19,40,NA,NA,69,48.97
2019,1,20,19,0.4,23,66,NA,NA,101,26.05
2019,1,20,20,0.7,97,115,NA,NA,264,5.33
2019,1,20,21,0.9,159,137,NA,NA,381,4.11
2019,1,20,22,0.9,170,136,NA,NA,397,3.79
2019,1,20,23,0.8,107,120,NA,NA,284,4.02
2019,1,20,24,0.8,142,117,NA,NA,336,3.7
2019,1,21,1,0.8,103,107,NA,NA,265,3.7
