community,num_conv,altura_media_ramas,long_media_mensajes,num_conv_likes_com,num_conv_likes_otras,num_likes_com,num_likes_otra,conv_insultos,conv_mayus,conv_datos,num_debates_com,long_media_debates_com,num_debates_otra,long_media_debates_otra,cont_conv_iniciadas,cont_conv_iniciadas_debate,creador_temas,usuarios_com_interacciona,usuarios_otra_interacciona
0,0.13253012,0.150659134,0.017144929,0.555555556,0.044444444,0.084532374,0.008,0,0,0.066666667,0.022222222,0.211267606,0.044444444,0.286458333,0.193333333,0.068965517,0.644444444,0.001798561,0.008
0,0.463855422,0.064599483,0.116097288,0.593548387,0,0.399280576,0,0.103225806,0.006451613,0.277419355,0,0,0,0,1,0,0.967741935,0,0
1,0.13253012,0.252425044,0.013764155,0.022222222,0.022222222,0.016,0.003597122,0.022222222,0.022222222,0.022222222,0,0,0.288888889,0.315393519,0.18,0.333333333,0.6,0,0.010791367
0,0.114457831,0.231796422,0.019752814,0.41025641,0,0.088129496,0,0.076923077,0.025641026,0.025641026,0,0,0,0,0.073333333,0,0.282051282,0,0
0,0.003012048,0.061728395,0.096446701,1,0,0.003597122,0,0,0,1,0,0,0,0,0.013333333,0,1,0,0
0,0.228915663,0.269989616,0.021541612,0.766233766,0,0.323741007,0,0.077922078,0.012987013,0.142857143,0.103896104,0.240520043,0.103896104,0.3125,0.233333333,0.142857143,0.454545455,0.012589928,0.012
0,0.274096386,0.153715807,0.011887496,0.663043478,0,0.25,0,0,0,0.086956522,0.032608696,0.183098592,0,0,0.26,0.051282051,0.423913043,0.003597122,0
1,0.03313253,0.308641975,0.027677061,0.166666667,0.083333333,0.012,0.001798561,0.083333333,0,0.416666667,0,0,0.333333333,0.260416667,0.04,0.5,0.5,0,0.007194245
0,0.006024096,0.082304527,0.027918782,1,0,0.014388489,0,0,0,0,0,0,0,0,0.02,0,1,0,0
0,0.081325301,0.086419753,0.010397904,0.428571429,0,0.041366906,0,0.035714286,0,0.107142857,0,0,0,0,0.166666667,0,0.892857143,0,0
0,0.084337349,0.086419753,0.013263468,0.793103448,0,0.145683453,0,0,0,0.137931034,0,0,0.068965517,0.260416667,0.173333333,0.076923077,0.896551724,0,0.008
0,0.057228916,0.366739288,0.010273145,0.65,0,0.071942446,0,0.15,0,0.05,0.2,0.194366197,0.15,0.4296875,0.04,0.5,0.3,0.005395683,0.012
0,0.009036145,0.092592593,0.008883249,0.25,0,0.001798561,0,0,0,0,0,0,0,0,0.026666667,0,1,0,0
0,0.093373494,0.111111111,0.021424306,0.9375,0.03125,0.170863309,0.004,0,0,0.03125,0,0,0,0,0.213333333,0,1,0,0
0,0.228915663,0.152505447,0.015405501,0.649350649,0,0.26618705,0,0,0,0.155844156,0.038961039,0.183098592,0.012987013,0.208333333,0.26,0.051282051,0.506493506,0.005395683,0.004
0,0.030120482,0.092592593,0.040839871,0.636363636,0,0.03057554,0,0.272727273,0,0.181818182,0,0,0,0,0.04,0,0.545454545,0,0
0,0.304216867,0.142536476,0.025769424,0.637254902,0,0.318345324,0,0.029411765,0,0.117647059,0.009803922,0.253521127,0.009803922,0.260416667,0.326666667,0.020408163,0.480392157,0.001798561,0.004
0,0.003012048,0.061728395,0.026649746,0.5,0,0.005395683,0,0,0,0,0,0,0,0,0.013333333,0,1,0,0
0,0.310240964,0.222222222,0.01037674,0.509615385,0,0.205035971,0,0,0.192307692,0.201923077,0.048076923,0.391549296,0.009615385,0.416666667,0.453333333,0.058823529,0.653846154,0.008992806,0.004
0,0,0.12345679,0.083756345,1,0,0.008992806,0,0,0,1,0,0,0,0,0.006666667,0,1,0,0
0,0.006024096,0,0.027918782,0.666666667,0,0.007194245,0,0.333333333,0,0.666666667,0,0,0,0,0.02,0,1,0,0
0,0.012048193,0,0.029441624,0.6,0,0.008992806,0,0,0,0,0,0,0,0,0.033333333,0,1,0,0
1,0.03313253,0.383365822,0.039213198,0.25,0.083333333,0.036,0.001798561,0.166666667,0.083333333,0.333333333,0,0,0.416666667,0.286458333,0.033333333,0.2,0.416666667,0,0.005395683
0,0.204819277,0.178491745,0.02535282,0.565217391,0.014492754,0.224820144,0.004,0.101449275,0.014492754,0.188405797,0.014492754,0.211267606,0.101449275,0.260416667,0.293333333,0.136363636,0.637681159,0.001798561,0.024
1,0.057228916,0.390946502,0.025009286,0.05,0.05,0.02,0.003597122,0.1,0,0.05,0.1,0.528169014,0.55,0.33110119,0.033333333,0.6,0.25,0.008,0.012589928
1,0.259036145,0.227584487,0.014474362,0.275862069,0.011494253,0.224,0.003597122,0.022988506,0.091954023,0.137931034,0.011494253,0.338028169,0.137931034,0.289713542,0.473333333,0.126760563,0.816091954,0.004,0.01618705
0,0.018072289,0.277777778,0.030774112,0.857142857,0,0.050359712,0,0,0,0,0,0,0.142857143,0.364583333,0.026666667,0,0.571428571,0,0.004
0,0.048192771,0.235690236,0.025611444,0.823529412,0,0.059352518,0,0,0,0.235294118,0,0,0.058823529,0.208333333,0.046666667,0,0.411764706,0,0.004
0,0.186746988,0.495867769,0.024002901,0.53968254,0,0.341726619,0,0.031746032,0.015873016,0.015873016,0.126984127,0.603072983,0.095238095,0.319940476,0.226666667,0.323529412,0.53968254,0.012589928,0.012
0,0.036144578,0.097001764,0.019458545,0.692307692,0,0.057553957,0,0,0,0.153846154,0,0,0.076923077,0.260416667,0.073333333,0.090909091,0.846153846,0,0.004
0,0.024096386,0.177469136,0.043147208,0.777777778,0,0.055755396,0,0,0,0.222222222,0,0,0,0,0.06,0,1,0,0
1,0,0.24691358,0.121827411,0,0,0.004,0,0,0,1,0,0,1,0.208333333,0.006666667,1,1,0,0.001798561
0,0.06626506,0.306355738,0.008659301,0.608695652,0,0.052158273,0,0,0,0.043478261,0,0,0.130434783,0.40625,0.02,0,0.130434783,0,0.008
0,0.53313253,0.239378659,0.007998123,0.488764045,0,0.464028777,0,0.056179775,0.04494382,0.101123596,0.08988764,0.299448867,0.039325843,0.442708333,0.3,0.133333333,0.252808989,0.034172662,0.028
0,0.120481928,0.363108206,0.031786319,0.634146341,0,0.104316547,0,0,0,0.219512195,0.073170732,0.211267606,0.219512195,0.425347222,0.02,0,0.073170732,0.005395683,0.012
0,0.006024096,0.176366843,0.031091371,0.333333333,0,0.005395683,0,0,0,0,0,0,0,0,0.02,0,1,0,0
0,0.051204819,0.064667842,0.015989848,0.611111111,0,0.04676259,0,0,0,0.055555556,0,0,0,0,0.1,0,0.833333333,0,0
0,0.189759036,0.191104346,0.006221369,0.484375,0.015625,0.14028777,0.004,0.015625,0.015625,0.015625,0.078125,0.202816901,0.0625,0.2734375,0.106666667,0,0.25,0.005395683,0.012
1,0.201807229,0.399120582,0.021498955,0.073529412,0.044117647,0.088,0.028776978,0.044117647,0,0.25,0.029411765,0.386317907,0.558823529,0.413690476,0.233333333,0.542857143,0.514705882,0.004,0.034172662
0,0.078313253,0.072371222,0.025192705,0.740740741,0,0.124100719,0,0,0,0.222222222,0,0,0,0,0.153333333,0,0.851851852,0,0
0,0.337349398,0.19213474,0.014666303,0.663716814,0.008849558,0.464028777,0.004,0.03539823,0.008849558,0.079646018,0.026548673,0.183098592,0.044247788,0.329861111,0.353333333,0.037735849,0.469026549,0.005395683,0.012
0,0,0,0.010152284,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
1,0,0.12345679,0.053299492,1,0,0.004,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
1,0,0.24691358,0.013959391,0,0,0.004,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.081325301,0.231481481,0.022117476,0.464285714,0,0.064748201,0,0,0.035714286,0.035714286,0.071428571,0.274647887,0.071428571,0.416666667,0.066666667,0.1,0.357142857,0.003597122,0.004
0,0.021084337,0.046296296,0.029187817,0.75,0,0.04676259,0,0,0,0.125,0,0,0,0,0.046666667,0,0.875,0,0
1,0,0.24691358,0.149746193,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.530120482,0.384691358,0.033421023,0.446327684,0.005649718,0.467625899,0.004,0.04519774,0,0.254237288,0.062146893,0.215108835,0.107344633,0.589015152,0.306666667,0.260869565,0.259887006,0.017985612,0.04
0,0.006024096,0.205761317,0.010998308,0.333333333,0,0.003597122,0,0,0,0,0,0,0,0,0.006666667,0,0.333333333,0,0
1,0.012048193,0.148148148,0.023857868,0.2,0,0.004,0,0,0,0,0,0,0,0,0.013333333,0,0.4,0,0
0,0,0.24691358,0.088832487,1,0,0.005395683,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.445783133,0.125009706,0.011833554,0.55704698,0.013422819,0.374100719,0.008,0.10738255,0.067114094,0.140939597,0.006711409,0.169014085,0,0,0.506666667,0,0.510067114,0.001798561,0
0,0.012048193,0.024691358,0.031979695,0.6,0.2,0.026978417,0.004,0,0,0,0,0,0,0,0.026666667,0,0.8,0,0
0,0.030120482,0.288065844,0.018065094,0.545454545,0,0.017985612,0,0,0.090909091,0,0.090909091,0.253521127,0,0,0.04,0.166666667,0.545454545,0.005395683,0
0,0.201807229,0.238896906,0.016279547,0.632352941,0,0.298561151,0,0.073529412,0,0.147058824,0.044117647,0.338028169,0.161764706,0.348307292,0.2,0.066666667,0.441176471,0.005395683,0.02
0,1,0.250366917,0.019578601,0.684684685,0.006006006,1.354316547,0.008,0.135135135,0,0.117117117,0.036036036,0.269772481,0.102102102,0.320785985,0.72,0.092592593,0.324324324,0.019784173,0.08
1,0.036144578,0.259259259,0.021150592,0.153846154,0.153846154,0.016,0.003597122,0.153846154,0,0.153846154,0,0,0,0,0.033333333,0,0.384615385,0,0
0,0.563253012,0.177777778,0.014556919,0.712765957,0,0.944244604,0,0.069148936,0.005319149,0.079787234,0.021276596,0.23943662,0.058510638,0.31650641,0.746666667,0.035714286,0.595744681,0.005395683,0.04
1,0.159638554,0.292768959,0.070585092,0.185185185,0.037037037,0.112,0.005395683,0.055555556,0.111111111,0.388888889,0.018518519,0.309859155,0.240740741,0.287828947,0.246666667,0.27027027,0.685185185,0.008,0.019784173
1,0,0.12345679,0.040609137,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
1,0.006024096,0,0.020304569,0.333333333,0,0.008,0,0,0.666666667,0,0,0,0,0,0.02,0,1,0,0
1,0.003012048,0.098765432,0.010152284,0.5,0,0.016,0,0,0,0,0,0,0,0,0.013333333,0,1,0,0
1,0,0.12345679,0.032994924,1,0,0.008,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.012048193,0.098765432,0.042301184,0.8,0,0.055755396,0,0,0,0.2,0,0,0,0,0.026666667,0,0.8,0,0
0,0.015060241,0.185185185,0.023124647,0.666666667,0,0.039568345,0,0,0,0,0,0,0,0,0.02,0,0.5,0,0
0,0,0.24691358,0.015228426,1,0,0.012589928,0,1,0,0,0,0,0,0,0.006666667,0,1,0,0
1,0.009036145,0.226337449,0.025380711,0.5,0.25,0.008,0.001798561,0,0,0.25,0,0,0,0,0.006666667,0,0.25,0,0
0,0.012048193,0.24691358,0.02284264,0.8,0,0.050359712,0,0.2,0,0.2,0,0,0,0,0.026666667,0,0.8,0,0
0,0.078313253,0.317901235,0.01231893,0.481481481,0.037037037,0.089928058,0.004,0,0,0.148148148,0.111111111,0.221830986,0.074074074,0.479166667,0.086666667,0.076923077,0.481481481,0.005395683,0.008
0,0.027108434,0.222222222,0.02715736,0.5,0,0.025179856,0,0,0,0,0,0,0,0,0.06,0,0.9,0,0
0,0.030120482,0.041152263,0.076988156,0.727272727,0,0.041366906,0,0.090909091,0.090909091,0.363636364,0,0,0,0,0.06,0,0.818181818,0,0
0,0.11746988,0.214302353,0.006345178,0.625,0,0.111510791,0,0.025,0,0.025,0.05,0.274647887,0.025,0.338541667,0.126666667,0,0.475,0.003597122,0.004
0,0.021084337,0.108024691,0.026967005,0.375,0,0.017985612,0,0.125,0,0.125,0,0,0,0,0.033333333,0,0.625,0,0
0,0.180722892,0.312273057,0.010990327,0.508196721,0,0.196043165,0,0.049180328,0,0.06557377,0.098360656,0.253521127,0.114754098,0.438368056,0.173333333,0.153846154,0.426229508,0.010791367,0.012
0,0,0,0.111675127,1,0,0.028776978,0,0,0,1,0,0,0,0,0.006666667,0,1,0,0
0,0.180722892,0.108492331,0.00523729,0.590163934,0.016393443,0.196043165,0.004,0,0,0.049180328,0,0,0,0,0.246666667,0,0.606557377,0,0
1,0.045180723,0.241301908,0.008037225,0,0,0,0,0,0,0,0,0,0.1875,0.260416667,0.026666667,0,0.25,0,0.003597122
0,0,0,0.038071066,1,0,0.017985612,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.421686747,0.308308308,0.012918782,0.560283688,0,0.456834532,0.004,0.078014184,0.028368794,0.141843972,0.035460993,0.464788732,0.106382979,0.388621795,0.326666667,0.12244898,0.34751773,0.008992806,0.048
0,0.11746988,0.211640212,0.018532708,0.4,0.025,0.145683453,0.004,0.05,0,0.075,0.025,0.295774648,0.075,0.275297619,0.16,0,0.6,0.001798561,0.012
0,0.003012048,0,0.078680203,0.5,0,0.001798561,0,0,0,0.5,0,0,0,0,0.013333333,0,1,0,0
0,0.391566265,0.119313945,0.01807311,0.717557252,0,0.541366906,0,0.022900763,0,0.152671756,0.022900763,0.211267606,0,0,0.56,0.023809524,0.641221374,0.005395683,0
0,0.036144578,0.085470085,0.017041334,0.769230769,0,0.050359712,0,0,0,0.076923077,0,0,0,0,0.06,0,0.692307692,0,0
0,0.078313253,0.070546737,0.017954503,0.777777778,0,0.149280576,0,0.074074074,0,0.037037037,0,0,0,0,0.16,0,0.888888889,0,0
0,0.018072289,0.112233446,0.013007614,0.428571429,0,0.023381295,0,0.142857143,0,0.142857143,0,0,0,0,0.02,0,0.428571429,0,0
0,0.53313253,0.306771418,0.016509176,0.505617978,0.02247191,0.517985612,0.028,0.02247191,0.005617978,0.168539326,0.157303371,0.266864344,0.06741573,0.42798913,0.44,0.166666667,0.370786517,0.041366906,0.036
0,0.018072289,0,0.026831037,0.857142857,0,0.023381295,0,0.142857143,0,0,0,0,0,0,0.046666667,0,1,0,0
0,0.03313253,0.197530864,0.030456853,0.583333333,0,0.034172662,0,0,0,0,0,0,0,0,0.033333333,0,0.416666667,0,0
1,0.090361446,0.673565723,0.012642011,0.064516129,0.032258065,0.044,0.007194245,0.096774194,0,0.193548387,0.064516129,0.490140845,0.580645161,0.5390625,0.053333333,0.625,0.258064516,0.008,0.023381295
0,0.003012048,0,0.025380711,0.5,0,0.001798561,0,0,0,0,0,0,0,0,0.013333333,0,1,0,0
0,0.012048193,0.049382716,0.050761421,0.6,0,0.010791367,0,0.2,0,0,0,0,0,0,0.02,0,0.6,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.006666667,0,1,0,0
0,0.003012048,0.061728395,0.030456853,1,0,0.005395683,0,0,0,0,0,0,0,0,0.013333333,0,1,0,0
1,0,0.12345679,0.093908629,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.009036145,0.074074074,0.047588832,0.75,0,0.008992806,0,0,0,0,0,0,0,0,0.026666667,0,1,0,0
0,0.027108434,0.148148148,0.015228426,0.5,0,0.017985612,0,0.1,0,0,0,0,0,0,0.033333333,0,0.5,0,0
0,0.153614458,0.182501342,0.012957521,0.75,0,0.336330935,0,0.019230769,0,0.038461538,0.076923077,0.176056338,0,0,0.186666667,0,0.538461538,0.008992806,0
0,0.192771084,0.2539017,0.012171204,0.676923077,0,0.307553957,0,0.030769231,0.046153846,0.261538462,0.030769231,0.253521127,0.030769231,0.295138889,0.233333333,0.085714286,0.538461538,0.003597122,0.008
0,0.271084337,0.11297461,0.014796954,0.703296703,0,0.316546763,0,0.054945055,0,0.10989011,0,0,0.010989011,0.208333333,0.386666667,0.017241379,0.637362637,0,0.004
0,0.177710843,0.215257993,0.024031356,0.583333333,0,0.18705036,0,0,0.016666667,0.183333333,0.033333333,0.316901408,0.066666667,0.411458333,0.233333333,0.057142857,0.583333333,0.003597122,0.016
0,0,0.12345679,0.005076142,1,0,0.001798561,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.13253012,0.154320988,0.01430947,0.688888889,0.022222222,0.201438849,0.004,0,0,0.088888889,0.088888889,0.197183099,0.022222222,0.208333333,0.166666667,0.12,0.555555556,0.005395683,0.004
0,0.060240964,0.061728395,0.022238337,0.952380952,0,0.178057554,0,0.047619048,0,0.047619048,0,0,0,0,0.14,0,1,0,0
1,0.075301205,0.749774164,0.012149455,0,0.038461538,0,0.003597122,0,0.076923077,0.076923077,0.038461538,0.798591549,0.192307692,0.767361111,0.006666667,0,0.038461538,0.004,0.007194245
0,0.009036145,0.030864198,0.024111675,1,0,0.017985612,0,0,0,0,0,0,0,0,0.026666667,0,1,0,0
0,0.009036145,0,0.052030457,1,0,0.01618705,0,0,0,0,0,0,0,0,0.026666667,0,1,0,0
0,0.006024096,0,0.004230118,0.333333333,0,0.001798561,0,0,0,0.333333333,0,0,0,0,0.02,0,1,0,0
0,0.144578313,0.220797721,0.022500976,0.571428571,0,0.181654676,0,0.040816327,0,0.244897959,0.020408163,0.464788732,0.020408163,0.572916667,0.126666667,0,0.387755102,0.001798561,0.004
0,0.003012048,0,0.021573604,1,0,0.005395683,0,0,0,0,0,0,0,0,0.013333333,0,1,0,0
0,0.048192771,0.259259259,0.03726957,0.529411765,0,0.100719424,0,0,0,0.117647059,0,0,0.117647059,0.260416667,0.026666667,0,0.235294118,0,0.004
1,0.015060241,0.020576132,0.066835871,0,0,0,0,0,0,0.166666667,0,0,0,0,0.04,0,1,0,0
0,0.003012048,0.061728395,0.03680203,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0.5,0,0
0,0.012048193,0.12345679,0.016751269,0.6,0,0.01618705,0,0,0,0,0,0,0,0,0.02,0,0.6,0,0
0,0.129518072,0.335097002,0.020227657,0.5,0.022727273,0.089928058,0.004,0.045454545,0.045454545,0.113636364,0.068181818,0.225352113,0.136363636,0.392628205,0.073333333,0.272727273,0.25,0.003597122,0.008
0,0,0,0.045685279,1,0,0.001798561,0,1,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.36746988,0.206993421,0.013651518,0.756097561,0,0.489208633,0,0.016260163,0,0.073170732,0.138211382,0.228873239,0.016260163,0.243055556,0.54,0.148148148,0.658536585,0.023381295,0.008
0,0.376506024,0.29035208,0.016527251,0.404761905,0.007936508,0.278776978,0.008,0.134920635,0.03968254,0.111111111,0.047619048,0.253521127,0.150793651,0.354502688,0.4,0.166666667,0.476190476,0.005395683,0.04
0,0.087349398,0.193099082,0.011714174,0.3,0,0.041366906,0,0,0,0.266666667,0.033333333,0.169014085,0.033333333,0.208333333,0.08,0.083333333,0.4,0.001798561,0.004
0,0.078313253,0.137174211,0.013596809,0.740740741,0.037037037,0.122302158,0.004,0.037037037,0,0.037037037,0,0,0,0,0.12,0,0.666666667,0,0
0,0.096385542,0.156579344,0.01821066,0.606060606,0,0.142086331,0,0.090909091,0,0.090909091,0,0,0.03030303,0.208333333,0.12,0.055555556,0.545454545,0,0.004
0,0.051204819,0.488683128,0.025177665,0.5,0,0.039568345,0,0.055555556,0,0.333333333,0.111111111,0.211267606,0.166666667,0.338541667,0.013333333,0,0.111111111,0.003597122,0.012
0,0,0,0.111675127,1,0,0.007194245,0,0,0,1,0,0,0,0,0.006666667,0,1,0,0
0,0.06626506,0.178130511,0.015676321,0.347826087,0,0.044964029,0,0,0,0.173913043,0.173913043,0.179577465,0,0,0.133333333,0.15,0.869565217,0.007194245,0
0,0.105421687,0.083333333,0.022174726,0.833333333,0,0.285971223,0,0,0,0.055555556,0.027777778,0.38028169,0.027777778,0.46875,0.24,0.027777778,1,0.001798561,0.004
0,0.051204819,0.129954516,0.014019821,0.555555556,0,0.050359712,0,0,0,0.166666667,0.055555556,0.169014085,0,0,0.053333333,0,0.444444444,0.001798561,0
0,0,0,0.043147208,1,0,0.007194245,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.003012048,0.061728395,0.050761421,1,0,0.007194245,0,0,0,0,0,0,0,0,0.006666667,0,0.5,0,0
0,0.012048193,0.102880658,0.032994924,0.6,0,0.008992806,0,0,0,0,0,0,0,0,0.013333333,0,0.4,0,0
0,0,0,0,1,0,0.001798561,0,0,1,0,0,0,0,0,0.006666667,0,1,0,0
0,0.045180723,0.090968161,0.017169304,0.5,0,0.028776978,0,0,0.0625,0.375,0,0,0.0625,0.3125,0.08,0,0.75,0,0.004
0,0.003012048,0.061728395,0.040609137,0.5,0,0.001798561,0,0,0,0,0,0,0,0,0.006666667,0,0.5,0,0
0,0.003012048,0.061728395,0.01142132,0.5,0,0.001798561,0,0,0,0,0,0,0,0,0.006666667,0,0.5,0,0
0,0.009036145,0,0.010786802,0.75,0,0.007194245,0,0,0.25,0,0,0,0,0,0.026666667,0,1,0,0
0,0.102409639,0.138154027,0.023491914,0.685714286,0,0.106115108,0,0.028571429,0,0.171428571,0.057142857,0.190140845,0.028571429,0.364583333,0.166666667,0.04,0.714285714,0.003597122,0.004
0,0,0.24691358,0.079949239,0,0,0.005395683,0,0,0,1,0,0,0,0,0.006666667,0,1,0,0
0,0.114457831,0.106621773,0.069661951,0.717948718,0,0.165467626,0,0.102564103,0,0.230769231,0.051282051,0.232394366,0.025641026,0.260416667,0.206666667,0.064516129,0.794871795,0.003597122,0.004
0,0,0.12345679,0.015228426,1,0,0.001798561,0,0,0,0,0,0,0,0,0.006666667,0,1,0,0
0,0.015060241,0.12345679,0.033840948,0.833333333,0,0.023381295,0,0,0,0,0,0,0,0,0.013333333,0,0.333333333,0,0
1,0.003012048,0.308641975,0.026226734,0.5,0,0.016,0,0,0,0,0.5,0.169014085,0,0,0.013333333,0.5,1,0.004,0
0,0.009036145,0.452674897,0.031472081,0.25,0,0.003597122,0,0,0,0,0.25,0.274647887,0,0,0.006666667,0,0.25,0.001798561,0
0,0.180722892,0.256058528,0.017703829,0.491803279,0.016393443,0.160071942,0.004,0.016393443,0.016393443,0.147540984,0.049180328,0.354929577,0.049180328,0.386904762,0.193333333,0.034482759,0.475409836,0.005395683,0.012
0,0.057228916,0.112233446,0.02677665,0.75,0,0.082733813,0,0.1,0,0.15,0,0,0,0,0.12,0,0.9,0,0
0,0.009036145,0.154320988,0.039974619,0.75,0,0.010791367,0,0.25,0,0,0,0,0,0,0.013333333,0,0.5,0,0
0,0.108433735,0.132716049,0.010709422,0.567567568,0,0.088129496,0,0,0.324324324,0.027027027,0.027027027,0.169014085,0.027027027,0.286458333,0.126666667,0.052631579,0.513513514,0.001798561,0.004
0,0.641566265,0.12345679,0.00966674,0.757009346,0,0.775179856,0,0.004672897,0,0.051401869,0.009345794,0.264084507,0.004672897,0.208333333,0.873333333,0,0.612149533,0.001798561,0.004
0,0.009036145,0.030864198,0.024746193,1,0,0.010791367,0,0,0,0.25,0,0,0,0,0.02,0,0.75,0,0
0,0.051204819,0.077160494,0.014694096,0.722222222,0,0.091726619,0,0.166666667,0,0.111111111,0,0,0,0,0.093333333,0,0.777777778,0,0
0,0.165662651,0.193732194,0.013100926,0.642857143,0,0.170863309,0,0.017857143,0.053571429,0.017857143,0.053571429,0.38028169,0.035714286,0.486111111,0.106666667,0,0.285714286,0.005395683,0.008
1,0.045180723,0.302256279,0.030456853,0.4375,0,0.06,0,0,0,0.25,0.0625,0.464788732,0.0625,0.572916667,0.086666667,0.076923077,0.8125,0.004,0.001798561
1,0.295180723,0.179048444,0.010030596,0.141414141,0.050505051,0.1,0.012589928,0.070707071,0.393939394,0.060606061,0.01010101,0.169014085,0.111111111,0.252403846,0.56,0.107142857,0.848484848,0.004,0.017985612
