_id,text,userid,screen_name,created_at,source,lang,quote_count,reply_count,retweet_count,favorite_count,coordinates,reply,quote,RT,RT_source,nRTin
1314650690866741248,@Johnny_Congress @SugengHaryono70 @TeamTrump @realDonaldTrump @JackPosobiec @RealJamesWoods @dbongino @TheLeoTerrell @MrAndyNgo Lets make this happen at election booths too.,940807712161587200,GjsgloBug,2020-10-09T19:35:24.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1319143452777611265,"#Biden is just a #trojanhorse for #Harris. Everyone knows that between his health, his policies and his baggage, he's not presidential material. But instead they pick lame duck Harris who couldn't even garner 3% of the votes when it counted. #candidateFailure",794326664826077184,libertybelle_co,2020-10-22T05:08:02.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,false,true,false,,0
1323143089184251904,"Don't let Philly (corruption) and (Pittsburgh) control this state!!! Nothing is free, no matter what you are told!! Opportunity is coming for ALL Americans",785676015335014401,Rick_magaMan,2020-11-02T06:01:09.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,false,true,false,,0
1323470069989597185,@traci1_2die4 @secupp @JoeBiden Tomorrow they'll wring there hands when Trump wins because they believed the pollsters who couldn't get the real numbers of Trump supporters BECAUSE the left has created a environment of intimidation. #SuppressingTheTruth,22311697,PickledPeach,2020-11-03T03:40:28.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1312266268762873856,@FoxNewsSunday @HemmerReports @POTUS @realDonaldTrump @IvankaTrump @DonaldJTrumpJr @greggutfeld @JesseBWatters @JudgeJeanine @KatiePavlich https://t.co/s529HWRIRL,864296762781061120,Informatics273,2020-10-03T05:40:33.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und,0,0,0,0,,true,false,false,,0
1315988226243538945,,1084649774828146688,AliT68712655,2020-10-13T12:10:17.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1315761170930827264,
1312548428593819648,@realDonaldTrump @michaeljackson @princemjjjaxon @parisjackson @tajjackson3 @tjjackson @JaafarJackson @randyjacksonjr @tarylljackson @GenJaxn,1291913494850240512,blazinm0on1001,2020-10-04T00:21:46.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und,0,0,0,0,,false,true,false,,0
1316181047986581504,"@hotrat929 @Cobra_0619 @Lrihendry @realDonaldTrump @OANN Clasify Columbus as a brutal, murderous conquerer. That statement is viciously altered by Spanish crown and the British empire, those alterations occurs centuries ago. Causing many people believe as valid sources. He was an Explorer.",493573286,adrianhferrer,2020-10-14T00:56:29.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1320053153740488705,"Sons Of Norway, unite!",1087676326272749568,KYuga2020,2020-10-24T17:22:51.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,false,true,false,,0
1316584492077928448,,844832786,Jim__Burmeister,2020-10-15T03:39:38.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1316503998279622656,
1313982606619430912,"@realDonaldTrump Being honest, I think he looked and sounded great... I didn’t even shake my head.",1269671617271083014,AmericanContra3,2020-10-07T23:20:40.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1318094728861241346,,1281088483285704707,Geo_Dickinson,2020-10-19T07:40:47.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1317888953199042561,
1318903803643572230,@realDonaldTrump Show numbers . Vague talk from a failed president 🙄🥱#yourfired  #JoeWillLead #AmericanTraitor,1219284033345085441,rachel94879488,2020-10-21T13:15:45.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1311758756653531137,"@JoeBiden Your vision seemed so familiar, joe, I wonder why that is!",994082870,2Js1T,2020-10-01T20:03:53.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1320034069187424259,,74062324,jstincse,2020-10-24T16:07:01.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1320004812939890689,
1312773821510844416,,24369345,cc125,2020-10-04T15:17:23.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1312713748398866432,
1322005585202741248,,13673392,sanuzis,2020-10-30T02:41:07.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1322004085298614272,
1318206470031368192,,968300414763458560,pbcon11,2020-10-19T15:04:48.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1318179150222548992,
1319134881557979136,,1322670482,flakingbaking,2020-10-22T04:33:58.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1319091236251160577,
1311943098189197313,"@realDonaldTrump @FLOTUS Look, I do feel bad for you because I posess an emotion you physically don't have....Empathy. Most narcissists don't. BUT I BET YOU WISH YOU WORE A FUCKING MASK NOW. You made fun of Biden for wearing one too much and Karma is finally going to kick your ass.",29443262,Moses67,2020-10-02T08:16:23.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1322750220141273093,"@itsJeffTiedrich @realDonaldTrump it's the only thing has
thankfully it's only a handful of useful idiots and he only gets excited when we react",836459791,bobbi2six,2020-11-01T04:00:02.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1317556491587448832,@realDonaldTrump PLEASE DO EXECUTIVE ORDERS PRESIDENT. IT WILL HELP U WIN. MANY MORE WILL VOTE IF U PULL THROUGH FOR US PLEASE. BEFORE ELECTIONS. WE NEED IT SO BADLY. #PURPLEPOWER #MSC 🙏🙏🙏🇺🇸🇺🇸🇺🇸,41667527,Abbe23,2020-10-17T20:02:01.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,2,0,,false,false,false,,9
1317688472820305920,@realDonaldTrump A Shithole President is in the White House. https://t.co/DKtYVXKCvv,539283476,mango0059,2020-10-18T04:46:28.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1314179391266738176,,2507994280,Dantromp_,2020-10-08T12:22:37.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1313896231597293569,
1320440089219006464,,465897623,WOBuch,2020-10-25T19:00:24.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1320411801364942848,
1314595576378544128,,1288501588877770752,FoiRemenyPace,2020-10-09T15:56:24.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1314585296470781952,
1311968608181014531,"@realDonaldTrump @FLOTUS Is this a political stunt to see who is “not very nice” to you while you dodge losing more points in the next miserable, miserable debate? I can’t help but think of “The boy who called Fox” oh wait, it was actually “Wolf” wasn’t it?",2322491221,TiffanyMathew16,2020-10-02T09:57:46.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1321878344929964032,,301862690,alecmalan,2020-10-29T18:15:31.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1321864407329230851,
1317250968384319489,,3019790863,mommabearlinny1,2020-10-16T23:47:58.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1317201338636378113,
1318311826526892032,@G_TheOriginal @realDonaldTrump https://t.co/l39hFdxnZA,1254788792331849731,fighter171717,2020-10-19T22:03:27.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und,0,0,0,0,,true,false,false,,0
1313641568595832836,@realDonaldTrump walking away from negotiations that would help millions avoid losing their homes &amp; jobs is like a real estate guy walking away from the condo deal. He doesn’t get it that this is not about him. Presidency is bigger than any one man! Vote @JoeBiden he gets it!,2385300590,Marcin_A_L,2020-10-07T00:45:30.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,false,false,false,,0
1311368523860439041,@WhiteHouse @realDonaldTrump @SecAzar The ASSHOL* in the picture is the Son Of Bitch that works for Ely Lilly! The Bastar* is responsible for the rise in the cost of Insulin causing many people to die or ration insulin. It makes sense this douchebag is part of this criminal administration! Now their after healthcare!,378364871,rgomez0616,2020-09-30T18:13:14.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1314353438021439488,@KTVU Instead of @realDonaldTrump is there an amendment to remove @SpeakerPelosi for conduct unbecoming. Why hasn't she been tazed or fined for her no mask incident like some people have been subjected to?,323905514,ogjr2,2020-10-08T23:54:13.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1311765982080389127,,3089695959,hpc0409,2020-10-01T20:32:36.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1311682491351281671,
1318433041086181381,"@realDonaldTrump What ,Couple of Thousands Verses over 300 Million ?What a Jack ,Go Biden .",769686418633261056,moe_grand,2020-10-20T06:05:06.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1317801002523832320,,2396984038,madlorbee,2020-10-18T12:13:37.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1317618104319549442,
1311732713624203264,,784797682237706240,snittwit1,2020-10-01T18:20:24.000Z,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,true,1311643601101783041,
1318701413225041920,"Fox News other than Tucker, Hannity, Ingraham, and Mark Levin is CRAP. @FoxNews host @marthamaccallum just allowed the liberal goofball Marie Harf to get away with saying @realDonaldTrump's COVID response has been a failure.
What the hell would Joe Biden have done? Lock Up #tcot",32938052,vetnoceanside,2020-10-20T23:51:31.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,false,false,false,,0
1321581078067306497,"@realDonaldTrump Listen to Admiral William McRaven. Trump is UNFIT to lead. Trump lies, propogates false information, divides us as a nation, and is degrading our alliances and leadership abroad. #TrumpSurrendered #BidenHarrisLandslide2020 https://t.co/ZtCz1YKT0f",1025991491204739072,chadnoonan2,2020-10-28T22:34:17.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1312055337495691267,,1286704902446743553,decicion2,2020-10-02T15:42:23.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1050078878499098624,
1317195810178764800,"@NopeOleonD @the_monky_kat @JoeBiden @KamalaHarris How many businesses do you run? By your tweets, I would guess zero.",778976910,MarkHigbee,2020-10-16T20:08:48.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1311194787760857088,@Deathzbreath @queenkadabra @ScottBaio @realDonaldTrump Actually Yes. Joe performed like a Bumbling fool and a Hypocrite...first he wants to defund police now all of sudden cus Trump put him on blast he switched up like a  IPTCH !!,1260748162488098816,TreeZump,2020-09-30T06:42:52.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1322165836963000321,,1266951321434951685,emMN94,2020-10-30T13:17:54.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1322020079970770944,
1323683476122570752,"#ElectionDay2020 is finally here. Whether you're excited, scared, or overwhelmed (like I am), I take comfort in knowing that the #Resistance brought us all together, working for a good, ethical, &amp; fair cause to stop #Trump, our #RacistInChief . We fought for the right side (cont)",1592458747,tammykhutchins,2020-11-03T17:48:28.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,false,false,false,,0
1313627544063807488,@kewhi_83 @ScottHevel @RepMattGaetz https://t.co/eYWPcJzrrp,830072962221035520,75awake,2020-10-06T23:49:47.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und,0,0,0,0,,true,true,false,,0
1311360308116680705,,283041807,lininohio,2020-09-30T17:40:36.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1311297299176456196,
1314035015785811968,@JoeBiden Will you pack the court?,104312778,sarge131,2020-10-08T02:48:56.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1313716531872792576,@RandPaul @realDonaldTrump And you're not worried about him? Then you're just sick as he is. #TrumpIsNotWell #TrumpIsANationalDisgrace,51111402,Rockermom1959,2020-10-07T05:43:23.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1316222889557921793,"@Dione34 @iammix24 @realDonaldTrump He looks like a lizard, not even human!",1315089116250472449,conman2727,2020-10-14T03:42:45.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1313622912243568640,,823313834622468096,CLilly33,2020-10-06T23:31:22.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1313471470518050816,
1314370005279047680,,751834110633635840,SophistsAwake,2020-10-09T01:00:03.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1314219655305732097,
1318338489834999810,,759941001104486400,RustiaNancy,2020-10-19T23:49:24.000Z,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,true,1318164450969518081,
1318404089739276289,@43Biden @JoeBiden Why can't any of you Potus43 people convince Bush to speak out against Trump? He doesn't have to endorse Biden just say to not vote for trump. Where is a list of your names? I want to see who you support after the election.,404794449,smnbkrs,2020-10-20T04:10:04.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1320759409560055808,"@JoeBiden HUNTER BIDEN 3.5 MILLION FROM RUSSIA, 183000.00 A MONTH FROM UKRAINE. YES I WOULD SAY CHARACTER IS ON THE BALLOT AND YOU HAVE NONE",822604906007818245,LbmrWrench,2020-10-26T16:09:16.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1317797764902825985,,1309828301788270592,a_fly_guy_no,2020-10-18T12:00:45.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1317797659189612545,
1321831731922636800,"THIS MESSAGE IS MOST IMPORTANT TO SHARE!
THIS IS TRUTH THAT YOU NO NOTHING ABOUT!
#VoteTrump2020ToSaveLIVES",1253284772312494080,HenryK03117877,2020-10-29T15:10:17.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,false,true,false,,1
1318770627738804230,,1690966824,CupcakeMrs1,2020-10-21T04:26:33.000Z,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,true,1318170358420246528,
1320942345022443521,@realDonaldTrump It's a great day for the United States of America and for the founding fathers Constitution,817749675033772032,TrumpsaRockStar,2020-10-27T04:16:11.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,1
1323576172236722176,Election Day is here! Good luck to America and @realDonaldTrump (although he won’t need it) UK are rooting for you. I have bets on him 😉#TRUMP2020Landside,351961231,steph_wenn,2020-11-03T10:42:04.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1,1,2,16,,false,false,false,,1
1320737933356191751,,67190187,jam1elamb,2020-10-26T14:43:56.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1320721100221915137,
1312411283585748992,@angeldot11 @realDonaldTrump Why was insulin so expensive before?,1125482587063975937,joyinliberty,2020-10-03T15:16:48.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,1
1323076332763435008,,1253666916436021248,JCJS420,2020-11-02T01:35:53.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1322919705808531458,
1314555186812198915,,1303652690489233408,ja_qson,2020-10-09T13:15:54.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1314516329345552384,
1315831042893402113,"@realDonaldTrump Republicans have packed the courts since the Nixon era!  Dems = 4 justices, Republicans = 15.  Who's packing?? https://t.co/gTyBtx6jX3",1170453043269255173,Carol89163028,2020-10-13T01:45:42.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,true,false,false,,0
1322164598276034561,@HKrassenstein @realDonaldTrump Remember GWB said his economy was GREAT GDP and all  then everything CRASHED???,1297143718852669440,TrumpOutNOV3rd,2020-10-30T13:12:59.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1320802091510673417,,45588782,BaltoBucci,2020-10-26T18:58:52.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1320729870809337858,
1316310623815229445,@Wendy_Endres @CSJ680 @realDonaldTrump He's going to lose you nutjob.  I CAN'T WAIT TO USE YOUR TEARS TO PUT OUT FOREST FIRES.,47306234,zealman79,2020-10-14T09:31:23.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1313847677818470403,@realDonaldTrump Are we buying Greenland today?,948930698,pantowngal,2020-10-07T14:24:31.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1317527958710616064,@ginacestone @NancyRHM @TrentCapelli @JoeBiden Such a weak fumbling embarrassment. He won’t last 6 months and that useless clown Harris will take over. That’s what the left wants. Joes a puppet. https://t.co/ldRwF6NEb0,1187028906009710592,Hunter12Alberta,2020-10-17T18:08:38.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1323298399911845888,"@realDonaldTrump 

#trumpIsAScaredLittlePussy 
#BuildThatWall
#BunkerBitch
#BullyPeopleAndThenHide
#TakeAWalkOnFifthAvenue",1265415049931296770,GiagerR,2020-11-02T16:18:18.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",und,0,0,0,0,,false,false,false,,0
1320702905951965187,AMERICA KNOWS JOE&amp;Mrs. Biden @JoeBiden @DrBiden,1187003135002398720,EvelynG88102429,2020-10-26T12:24:44.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,false,true,false,,2
1313225380669521920,,796102556447444992,booyah760,2020-10-05T21:11:43.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1313223667904647168,
1323600886099255298,@Ain_li_Kochot @CFC_WONDA @realDonaldTrump Ask 50 cents and all the other Trump black supporters .,1164832049963732992,8foctdr67,2020-11-03T12:20:17.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,1,0,0,1,,true,false,false,,0
1321802295412142080,Thank you @realDonaldTrump I am sorry that our Govenor has ensured we don't help those numbers,1313740867086282752,GovWolfHatesUs,2020-10-29T13:13:19.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,false,true,false,,0
1321465884712574979,I seem to recall a story a few yrs ago about American spies being identified &amp; arrested in China. Who knows the consequences of the Biden family corruption?,2740309701,GatewayHef,2020-10-28T14:56:33.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,false,true,false,,0
1312638475074760705,,22192580,WoiedLoneWolf1,2020-10-04T06:19:34.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1312626926880776192,
1313299615744131073,,20855352,1johnG,2020-10-06T02:06:42.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1313268011290300418,
1320711552664768516,"@realDonaldTrump STOP 

THE 

TESTING. 

STOP

THE 

MASKS!!!!!!!!!",1260436482,SpeechlessMJJ16,2020-10-26T12:59:06.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,1
1320070148745646082,,58351787,AllisonBakerFit,2020-10-24T18:30:23.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1320067838779023360,
1313606449650638853,@SteelhorseQ @Luna_paris @realDonaldTrump Truth might hurt most people but no this pos thinks he’s definitely above the law !! I. It sickens me what these democrats keep getting away with! Judgement Day Coming !!✝️✝️✝️✝️✝️✝️♥️♥️♥️♥️♥️,1296905589658877954,diane_trump,2020-10-06T22:25:57.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1314378939394072581,,1492097414,bgdeangelis,2020-10-09T01:35:33.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,true,1314348967145213952,
1321578885247651842,,369819300,vinnieoftexas_,2020-10-28T22:25:34.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1321576984065921024,
1313531241216475142,,1213834514176151552,Jaxx702,2020-10-06T17:27:06.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1313522747432148993,
1316603170794209280,,134267309,MoraaoM,2020-10-15T04:53:51.000Z,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,true,1316599948041887744,
1312346325577617408,@JoeBiden Please don’t do us any do called favors. You’ve done nothing and that’s enough!,32669615,COSunFun,2020-10-03T10:58:40.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,true,false,false,,0
1312306591560019969,@shhwagah @TheFirstonTV @nyjetsdan16 @realDonaldTrump @PressSec https://t.co/Kmu72p8zDH,1262828769900924932,TheLightofK1,2020-10-03T08:20:47.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",und,0,0,1,0,,true,true,false,,1
1318358423159869441,,1299400610119323650,embry_damon,2020-10-20T01:08:36.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1318295696223703045,
1312535639498268672,,938072893472178176,AtTheLastTrump1,2020-10-03T23:30:56.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1312449890425823232,
1314507094217895941,,82944701,WWG1WGAGOD17,2020-10-09T10:04:48.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,true,1314438119467384832,
1322815539878776832,@realDonaldTrump You are a sick and demented bastard! Can't wait to hear you and your brats facing charges. You are so disgusting,212246419,jeanniejan78,2020-11-01T08:19:36.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,true,false,false,,0
1315932084788051969,,796088994693947392,PapaSquatch7,2020-10-13T08:27:12.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,true,1314648688057217024,
