Fecha,NMT,Nombre,Ld,Le,Ln,LAeq24,LAS01,LAS10,LAS50,LAS90,LAS99
ene-22,31,Sanchinarro,"63,4","63,3","54,1","61,9","71,2","65,5","52,7","42,9","39,8"
ene-22,47,Méndez Álvaro,"54,8","54,5","52,5","53,9","65,5","53,9","47,4","39,7","37,4"
ene-22,48,Castellana,"60,2","59,6",56,"59,1","65,8","61,2","57,4",49,43
ene-22,50,Pza de Castilla,"65,7","65,3","60,7","64,5","70,5","66,5","62,4","53,7","47,7"
ene-22,54,Ensanche de Vallecas,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
ene-22,55,Urbanización Embajada II,"56,7","56,7",52,"55,6","64,4","57,6","51,3","44,6","42,1"
ene-22,86,Tres Olivos,"56,5","54,8","54,4","55,7","64,4","57,9",49,39,"37,5"
feb-22,1,Paseo de Recoletos,"65,1","63,4","60,7","63,8","71,3","66,3","60,4","52,2","46,7"
feb-22,2,Carlos V,"69,4","68,8","65,9","68,3","74,5",70,"66,6","60,1",55
feb-22,3,Plaza del Carmen,"62,2","62,4",60,"61,6",70,"64,1","58,3","49,8","45,3"
feb-22,4,Plaza de España,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
feb-22,5,Barrio del Pilar,"61,1","60,1","52,3","59,5","66,9","62,5","57,3","43,2",38
feb-22,6,Gregorio Marañón,"69,4","68,7","64,6","68,2","75,8","71,1",65,"56,2","49,4"
feb-22,8,Escuelas Aguirre,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
feb-22,10,Cuatro Caminos,"65,3","64,5","58,8","63,8",72,67,"59,6","50,8","48,7"
feb-22,11,Ramón y Cajal,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
feb-22,12,Plaza Manuel Becerra,"63,4","63,2","57,3","62,1",70,"63,9","59,7","50,9",44
feb-22,13,Vallecas,"59,6","57,3","51,1","57,7","66,3","60,1","53,5","41,4","38,2"
feb-22,14,Glorieta Fdez. Ladreda,"64,4","64,5","59,1","63,2",70,"64,8","60,7","52,6","46,6"
feb-22,16,Arturo Soria,"57,9","56,4","50,5","56,2","64,2","58,5","52,7",40,"36,2"
feb-22,17,Villaverde,"57,9",57,"49,5","56,3","65,2","58,5","52,3","41,3",38
feb-22,18,Farolillo,"56,2","56,6",47,"54,8","65,2","56,6","49,1","40,8","39,3"
feb-22,19,Alto Extremadura,"60,7","59,5","53,1","59,1","67,1","61,7","55,1","43,5","37,4"
feb-22,20,Avda de Moratalaz,"60,4","60,1","53,1","58,9","66,8","61,8","55,9","44,2","40,2"
feb-22,24,Casa de Campo,48,45,"42,9","46,3","54,6","49,5","43,2","38,9","37,6"
feb-22,25,Santa Eugenia,"68,8","67,8","63,8","67,5","71,4","69,7","67,4","59,5","50,9"
feb-22,26,Embajada,"62,2","60,6",57,"60,8","68,6","64,6",58,50,"43,4"
feb-22,27,Barajas Pueblo,"60,2","58,2","54,7","58,7","68,4","62,3","52,8","42,4","36,3"
feb-22,28,Cuatro Vientos,"68,2","65,9","60,2","66,3","74,5","70,1","61,7","40,8","35,4"
feb-22,29,El Pardo,"57,3","56,3",50,"55,7","64,9",60,"49,4","35,1","33,3"
feb-22,30,Campo de las Naciones,"62,2","58,1","52,2",60,"67,2","61,5",56,"45,3","42,5"
feb-22,31,Sanchinarro,"63,1","62,5","52,8","61,4","71,7","66,2","53,4",43,"39,8"
feb-22,47,Méndez Álvaro,"56,7","55,6","49,5","55,1","66,2","55,5","48,3","39,7","36,6"
feb-22,48,Castellana,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
feb-22,50,Pza de Castilla,66,"65,4","60,4","64,6","70,6","66,5","62,7","53,8","47,8"
feb-22,54,Ensanche de Vallecas,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
feb-22,55,Urbanización Embajada II,"59,2","55,1","50,9","57,1","65,7",59,"51,9","44,5","41,6"
feb-22,86,Tres Olivos,57,"54,8","49,7","55,2","64,6","58,3","49,8",39,"37,2"
mar-22,1,Paseo de Recoletos,"67,2","65,9","62,5","65,8",72,"67,7","61,3","53,5",48
mar-22,2,Carlos V,"70,9","69,3","66,5","69,5","75,2","70,9","66,9","60,3","55,1"
mar-22,3,Plaza del Carmen,"61,4","63,8","59,2","61,4","69,7","63,6","57,6","50,4","45,7"
mar-22,4,Plaza de España,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
mar-22,5,Barrio del Pilar,"66,1",61,"53,8","63,7","67,8","63,5","57,8","44,4","38,6"
mar-22,6,Gregorio Marañón,"70,9","69,7","65,8","69,4","76,8","72,2","65,7","57,5","51,4"
mar-22,8,Escuelas Aguirre,"65,5","64,8","61,7","64,4","70,8","66,3","61,4","56,1",53
mar-22,10,Cuatro Caminos,"65,8","64,4","59,4","64,2","72,7","67,7","60,1","49,7","47,2"
mar-22,11,Ramón y Cajal,"69,4","68,4","62,5","67,9","72,9","68,6","63,3","57,6",54
mar-22,12,Plaza Manuel Becerra,"63,7","63,1","58,1","62,4","70,2","64,3","60,1","51,5","44,3"
mar-22,13,Vallecas,"63,5","57,2","50,7","60,9","66,8","60,8","53,9","41,7","38,6"
mar-22,14,Glorieta Fdez. Ladreda,"64,4","63,3",59,63,"69,7",65,"61,1","53,2","47,3"
mar-22,16,Arturo Soria,"62,3","58,1","52,8","60,1","66,2","60,3","54,3",41,"36,6"
mar-22,17,Villaverde,"59,8","58,6","49,1",58,"65,9","58,9","52,5","41,5","37,7"
mar-22,18,Farolillo,58,"56,6","48,6","56,2","65,7","57,1","49,8","40,7","38,5"
mar-22,19,Alto Extremadura,"61,5","59,8","54,1","59,8","67,5","62,2","55,8","44,3","37,8"
mar-22,20,Avda de Moratalaz,63,"60,5","57,2","61,4","69,2","62,8","56,6","45,6",41
mar-22,24,Casa de Campo,"48,4","46,5","42,8","46,9","54,4","49,4","44,3","39,1","37,7"
mar-22,25,Santa Eugenia,"70,3","69,6","65,3",69,"72,7",71,"68,6","60,6","51,9"
mar-22,26,Embajada,"63,5","61,7","58,2","61,9","69,2","65,4","59,2","51,4","44,4"
mar-22,27,Barajas Pueblo,"61,2","59,1",55,"59,6","68,9","62,9","53,2","42,3","36,5"
mar-22,28,Cuatro Vientos,"68,5","66,1","60,6","66,7","74,6","70,5",62,"42,3","36,2"
mar-22,29,El Pardo,"58,3",56,"50,7","56,5","65,5","60,6","50,2","35,8","33,4"
mar-22,30,Campo de las Naciones,"61,4","59,7","56,4","59,9","67,2","62,5","57,7","46,2",43
mar-22,31,Sanchinarro,65,"63,3","53,7",63,"72,8","66,9","53,9","43,3",40
mar-22,47,Méndez Álvaro,"61,7","55,2","49,8","59,2","66,2","55,4","48,8","39,8","36,8"
mar-22,48,Castellana,65,"60,9","57,6",63,"65,9",62,"58,5","53,9","51,2"
mar-22,50,Pza de Castilla,"69,9",66,"61,5","67,7","72,2","67,6","63,2","54,6","48,9"
mar-22,54,Ensanche de Vallecas,"61,9","61,3","54,6","60,4","65,4","61,3","57,3","54,3","52,3"
mar-22,55,Urbanización Embajada II,"60,4","55,5","51,6","58,1","66,7","59,2","52,6","45,2","42,2"
mar-22,86,Tres Olivos,"58,5","55,5","51,5","56,6","65,6","59,2","51,2","40,1","37,3"
abr-22,1,Paseo de Recoletos,"65,1","64,7","60,7",64,"71,3","66,2","60,1","52,4","47,1"
abr-22,2,Carlos V,"69,2",69,66,"68,3","74,7","70,2","66,4","60,1","55,1"
abr-22,3,Plaza del Carmen,"61,3","62,7","60,4","61,3","69,7","63,7","58,1","50,7","46,2"
abr-22,4,Plaza de España,"65,9","63,2","58,6","64,1","69,6","62,5","58,8","55,8","53,8"
abr-22,5,Barrio del Pilar,"61,4","60,8","52,9","59,8","67,2","62,2","56,8","43,7","37,9"
abr-22,6,Gregorio Marañón,"75,3",69,"65,2","72,8","76,5",71,"64,7",57,"51,2"
abr-22,8,Escuelas Aguirre,"64,5","64,7","60,9","63,6","70,4","65,5","60,5","55,3","52,4"
abr-22,10,Cuatro Caminos,"65,3","64,3","58,5","63,7",72,"66,6",59,"50,8","48,9"
abr-22,11,Ramón y Cajal,"68,4","67,9","62,8","67,1","72,2","67,6",62,"56,1","52,6"
abr-22,12,Plaza Manuel Becerra,"63,3","63,2","57,4",62,"70,2","63,8","59,5","51,1","44,8"
abr-22,13,Vallecas,"61,8","57,6","51,2","59,5","66,2","60,5","53,9",41,"37,6"
abr-22,14,Glorieta Fdez. Ladreda,"63,7","63,5","58,9","62,5","69,1","64,3","60,4",53,"47,2"
abr-22,16,Arturo Soria,"62,2","57,9","52,1","59,9","66,5","59,4",53,"40,2",36
abr-22,17,Villaverde,"58,4","58,7","50,1",57,"65,5",59,"52,7","41,3","37,5"
abr-22,18,Farolillo,57,"57,6",49,"55,7","65,4","57,2",50,"40,4","38,6"
abr-22,19,Alto Extremadura,"59,7","59,5",54,"58,5","66,1","60,1","53,2","42,9",37
abr-22,20,Avda de Moratalaz,"61,4","60,5","57,8","60,4","68,2","62,1",56,"44,6","39,8"
abr-22,24,Casa de Campo,"53,3","48,8","43,5","51,1","58,9","51,7","45,5","38,8","37,3"
abr-22,25,Santa Eugenia,"68,8","68,5","64,3","67,7","71,5","69,7","67,3","60,1","51,5"
abr-22,26,Embajada,"62,2","60,9","57,5","60,9","68,1","64,3","58,3","51,4","44,1"
abr-22,27,Barajas Pueblo,"61,4","58,4","54,4","59,6","68,7","62,3","53,2","41,8","35,5"
abr-22,28,Cuatro Vientos,"66,9","65,6",60,"65,3","73,6","69,3","60,4","40,7","34,8"
abr-22,29,El Pardo,"57,6","56,4","49,7","55,9","64,9","59,9",50,"35,7","33,6"
abr-22,30,Campo de las Naciones,"63,2","59,6","55,7","61,2","67,1","61,3","56,5","45,5","42,3"
abr-22,31,Sanchinarro,"63,2","63,2","53,2","61,7","71,6","65,7",53,"43,7","40,3"
abr-22,47,Méndez Álvaro,"56,8","55,6","50,1","55,2",66,"55,6","49,2","39,6","36,6"
abr-22,48,Castellana,"61,3","60,2","56,1","59,9","65,2","60,7","57,1","52,8","50,1"
abr-22,50,Pza de Castilla,66,"65,5","61,1","64,8","70,7","66,2","62,1","54,1","48,4"
abr-22,54,Ensanche de Vallecas,"60,9","60,6",55,"59,5","64,8","60,5","56,4","53,4","51,5"
abr-22,55,Urbanización Embajada II,"60,5","55,5","50,9","58,2",65,58,"51,6","44,9","42,2"
abr-22,86,Tres Olivos,"56,9","55,5","49,8","55,2","63,9",58,"50,5","39,4",37
may-22,1,Paseo de Recoletos,"63,9","63,9","62,8","63,6","70,8","65,2","59,9","52,3","46,6"
may-22,2,Carlos V,69,"68,7","66,5","68,3","75,4","69,6",66,"59,7","54,5"
may-22,3,Plaza del Carmen,"62,5","64,2","61,3","62,5","70,1",64,"58,7","51,6","46,9"
may-22,4,Plaza de España,"62,6","63,6","59,3","61,9","69,6","61,9","58,3","55,5","53,6"
may-22,5,Barrio del Pilar,"60,5","61,1","53,2","59,3","66,5","61,9","56,8","44,5","38,3"
may-22,6,Gregorio Marañón,69,"68,6","65,4",68,"75,8","70,4","64,4","56,2","49,9"
may-22,8,Escuelas Aguirre,"64,4","64,6","60,3","63,5","70,5","65,2","60,2","55,5","52,9"
may-22,10,Cuatro Caminos,"64,5","63,9","58,6","63,1","71,4","66,1","58,7","50,6","48,5"
may-22,11,Ramón y Cajal,"68,4","67,7","61,9","66,9","72,2","67,2","61,8","56,4","53,1"
may-22,12,Plaza Manuel Becerra,"64,1","63,3","58,5","62,8","71,1","63,8","59,5","51,2","45,6"
may-22,13,Vallecas,"60,7","58,7","51,6","58,8","66,4","60,4",54,"42,5","37,6"
may-22,14,Glorieta Fdez. Ladreda,"63,8","63,4","58,8","62,6","69,8","64,4","60,3","52,7","46,8"
may-22,16,Arturo Soria,"59,1","56,4",51,"57,2","65,3",58,"51,9","39,9","35,3"
may-22,17,Villaverde,59,"62,1","52,9","58,7","67,4","60,4","53,8","43,2",37
may-22,18,Farolillo,"58,4","61,4","57,2","58,7","66,8",58,"50,8","42,2","39,3"
may-22,19,Alto Extremadura,61,"60,3","53,6","59,5","68,1","61,8",55,"43,5","36,8"
may-22,20,Avda de Moratalaz,"63,4","59,8","61,8","62,5","68,2","61,9","56,3",45,"39,8"
may-22,24,Casa de Campo,"49,5","47,8","42,9","47,9","55,5","50,5","44,7","38,6","37,1"
may-22,25,Santa Eugenia,"67,4","67,5","63,5","66,4","70,3","68,5","66,3","59,7","51,4"
may-22,26,Embajada,61,"59,7","56,6","59,7",67,"63,2","57,5","51,1",44
may-22,27,Barajas Pueblo,"62,4","58,3","54,3","60,3","69,7","62,6","53,4","43,1","36,1"
may-22,28,Cuatro Vientos,"66,4","64,9","59,4","64,7","73,1","68,7","60,2","40,3","34,2"
may-22,29,El Pardo,"57,2","57,9","50,4","56,1",65,"59,1","50,7","37,2","34,1"
may-22,30,Campo de las Naciones,"60,7","58,9","54,3","59,1","66,1","60,4","56,2","45,1","42,1"
may-22,31,Sanchinarro,"61,8",62,"52,4","60,4","70,5","65,1","52,2","42,7","39,1"
may-22,47,Méndez Álvaro,"56,3","56,3","51,1","55,2","66,3","55,8","50,5","40,7","36,8"
may-22,48,Castellana,"59,8","59,4",55,"58,6","64,5","59,7","56,3","52,4","49,9"
may-22,50,Pza de Castilla,"65,3",65,"60,9","64,2","70,5","65,7","61,9","54,2","49,7"
may-22,54,Ensanche de Vallecas,"60,2","60,1","54,2",59,"64,3","60,1","56,4","53,6","51,8"
may-22,55,Urbanización Embajada II,"58,4","54,3","50,7","56,3","63,6","57,1",51,"45,5","42,6"
may-22,86,Tres Olivos,"56,9",56,"55,8","56,4","64,2","58,3","51,1","40,2","36,6"
jun-22,1,Paseo de Recoletos,"63,5","63,8","60,8","62,9","69,9","64,8",60,"52,8","47,2"
jun-22,2,Carlos V,"70,1","68,7","65,9","68,8",76,"69,5","65,9","59,9","54,8"
jun-22,3,Plaza del Carmen,"62,5","64,8","60,6","62,5","69,8","64,1","58,9","52,5","48,6"
jun-22,4,Plaza de España,64,"68,7","59,3","64,4","69,9","62,5","58,7","55,9","53,9"
jun-22,5,Barrio del Pilar,"60,3","61,6","52,9","59,3","66,4","62,1","57,1","44,7","38,1"
jun-22,6,Gregorio Marañón,69,"68,5","64,5","67,8","75,8","70,1","64,1","56,2","49,6"
jun-22,8,Escuelas Aguirre,"64,2","65,7","61,4","63,7","70,3","65,2","60,6","56,6","54,5"
jun-22,10,Cuatro Caminos,"64,8","63,8","58,5","63,3","71,3","66,2","58,8","50,5","48,1"
jun-22,11,Ramón y Cajal,"68,1","67,9","61,2","66,6","71,9",67,"61,6","56,3","53,1"
jun-22,12,Plaza Manuel Becerra,"63,5","63,6",58,"62,3","70,3","63,7","59,5","51,1","44,2"
jun-22,13,Vallecas,"60,7","57,9","51,2","58,7","66,5",61,"54,5",43,"36,5"
jun-22,14,Glorieta Fdez. Ladreda,"64,4","64,3","59,2","63,2","70,8","64,6","60,8","53,6","47,8"
jun-22,16,Arturo Soria,"57,2","56,9","50,5","55,8","63,6","57,8","52,4","40,2","35,2"
jun-22,17,Villaverde,"59,5",63,"55,4","59,6","68,9","61,9","54,9","45,7","38,9"
jun-22,18,Farolillo,"56,8","57,6","48,9","55,5","65,4","57,2","50,2","42,4","39,3"
jun-22,19,Alto Extremadura,"62,2","59,7","53,4","60,3","68,9","62,1",55,"43,5","36,8"
jun-22,20,Avda de Moratalaz,"60,9","59,8","53,5","59,3","67,2","61,2","55,8","46,3","38,9"
jun-22,24,Casa de Campo,"50,7","48,4","43,4","48,9",55,"50,5","45,5","39,2",37
jun-22,25,Santa Eugenia,"67,1","66,7","63,2","66,1","70,3","68,1",66,"59,7","51,8"
jun-22,26,Embajada,61,"59,8","56,6","59,8","66,7","63,1","57,6","51,8","45,3"
jun-22,27,Barajas Pueblo,"59,7","57,9","54,2","58,2","67,7","61,2","52,5","43,4","35,9"
jun-22,28,Cuatro Vientos,"66,6","65,1","59,4","64,9","73,3","68,8",61,"42,4","35,6"
jun-22,29,El Pardo,"58,1","56,7","51,8","56,5","65,4","59,6","51,6","37,7","33,8"
jun-22,30,Campo de las Naciones,"59,6","59,5","54,8","58,5","66,2","60,7","56,2","44,8","41,5"
jun-22,31,Sanchinarro,"67,3","61,9","52,2","64,7","71,7","65,8","52,7","43,5","39,4"
jun-22,47,Méndez Álvaro,"55,6","55,8","51,1","54,6","65,7","55,2","50,9","41,1","36,4"
jun-22,48,Castellana,60,"59,6","55,4","58,8","64,7","59,7","56,3","52,8","50,7"
jun-22,50,Pza de Castilla,"65,6","65,2","60,7","64,4",71,"65,8","62,2","54,8","50,4"
jun-22,54,Ensanche de Vallecas,"60,5","59,6","54,8",59,"64,3",60,"56,5","53,6","51,9"
jun-22,55,Urbanización Embajada II,"56,3","54,2","49,8","54,6","62,6","56,5","50,9","45,6","42,5"
jun-22,86,Tres Olivos,"56,4","55,8","50,9","55,1","64,1","58,1","50,9","41,9","36,6"
jul-22,1,Paseo de Recoletos,"63,9","64,9","66,8","65,3","71,9","65,5","59,9",53,"47,8"
jul-22,2,Carlos V,"68,8","76,1","66,4","70,8","75,8","69,9","65,6","59,9","54,9"
jul-22,3,Plaza del Carmen,"61,6","63,3","61,2","61,8","69,8","63,7","58,3","53,1","49,8"
jul-22,4,Plaza de España,"65,6","78,7","72,2","72,9","70,3","63,1","59,2","56,3","54,3"
jul-22,5,Barrio del Pilar,60,"61,7","54,2","59,2","66,3","61,8","56,7","46,8","40,4"
jul-22,6,Gregorio Marañón,"68,4","67,6","64,5","67,3","75,3","69,7","63,5","55,9","49,6"
jul-22,8,Escuelas Aguirre,"63,6","64,4","61,3","63,1","69,8","64,9","60,6","57,2","55,4"
jul-22,10,Cuatro Caminos,"63,8",63,"58,4","62,4",71,"65,4","57,5","50,2","47,5"
jul-22,11,Ramón y Cajal,"68,2","67,6","62,3","66,8","73,5","68,9","63,2","51,1","44,9"
jul-22,12,Plaza Manuel Becerra,"63,1","63,3","58,5","62,1",70,"63,2","58,8","50,7","43,5"
jul-22,13,Vallecas,"59,9","57,2","51,5","57,9","65,8","60,1","53,6","45,2","38,3"
jul-22,14,Glorieta Fdez. Ladreda,"63,1","63,6","60,1","62,4","69,1","64,1","60,5","54,3","48,7"
jul-22,16,Arturo Soria,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
jul-22,17,Villaverde,"58,3","61,5","54,7","58,3","67,1","60,7","54,1","46,9","41,6"
jul-22,18,Farolillo,"57,1","57,2","50,1","55,8","65,5","57,5","50,3","44,4","41,1"
jul-22,19,Alto Extremadura,"60,5","60,2","53,5","59,1","68,5","60,9","53,4",44,"38,8"
jul-22,20,Avda de Moratalaz,"59,8","60,3","53,9","58,7","67,1","60,6","54,6","45,2","39,6"
jul-22,24,Casa de Campo,49,"48,1","44,6","47,7","54,7","49,9","45,8","41,6","38,8"
jul-22,25,Santa Eugenia,"67,6","67,1","63,8","66,6",71,"68,6","66,3","60,3","52,7"
jul-22,26,Embajada,"60,6","59,7","56,9","59,5","66,7","62,6","57,8","52,5","46,2"
jul-22,27,Barajas Pueblo,"59,2","57,5","54,1","57,7","67,1","60,6","52,6","45,7","37,7"
jul-22,28,Cuatro Vientos,"65,8","64,8","58,7","64,3","72,8","67,9","60,1","42,2","35,5"
jul-22,29,El Pardo,"56,9",56,"51,7","55,6","64,5",59,51,"38,8","34,4"
jul-22,30,Campo de las Naciones,"58,8","58,5","53,6","57,6","64,8","60,1",56,"45,2",41
jul-22,31,Sanchinarro,"63,3","61,3","52,2","61,3","71,4","64,1","51,5","44,5","39,8"
jul-22,47,Méndez Álvaro,"55,4",55,"50,9","54,2","65,7","53,6",49,"41,7","37,2"
jul-22,48,Castellana,"58,9","58,2","54,9","57,8","63,4",59,"55,8","52,3","50,2"
jul-22,50,Pza de Castilla,"65,1",65,61,"64,1","71,1","65,7","61,7","54,6","50,4"
jul-22,54,Ensanche de Vallecas,"59,3",59,"54,9","58,2","63,8","59,5","56,1","53,6",52
jul-22,55,Urbanización Embajada II,"55,8","54,2","50,1","54,3",62,"56,6","51,1","46,7","43,2"
jul-22,86,Tres Olivos,"55,9","54,9","50,1","54,5","64,3","57,3","49,4",44,"38,8"
ago-22,1,Paseo de Recoletos,"63,6","62,3","59,1","62,3","69,9","64,6","58,3","50,6","44,5"
ago-22,2,Carlos V,68,"67,8","64,7","67,1","74,2","68,8","64,9","58,9","53,6"
ago-22,3,Plaza del Carmen,"61,3","61,4",59,"60,7","69,3","62,7",57,"51,8","48,5"
ago-22,4,Plaza de España,"61,3","63,3","59,4","61,2","69,4","62,7","58,5","52,9","47,8"
ago-22,5,Barrio del Pilar,"60,5","62,2",54,"59,7","67,2","62,2","56,3","44,8","38,4"
ago-22,6,Gregorio Marañón,"67,1","66,5","62,7","65,9","74,2","68,7","62,4","53,8","47,1"
ago-22,8,Escuelas Aguirre,"64,3","64,2",61,"63,5","71,4","65,9","60,7","55,8",54
ago-22,10,Cuatro Caminos,"63,8","61,6","56,6","62,1",71,"63,9","55,6","46,8","43,6"
ago-22,11,Ramón y Cajal,"67,3","66,6","60,7","65,8","73,4","68,5","61,2","46,9","41,4"
ago-22,12,Plaza Manuel Becerra,"62,2",63,"56,7","61,2","69,1","62,4","57,9","48,7","40,8"
ago-22,13,Vallecas,"60,8","56,2",52,"58,7","66,5","60,6","52,5","43,1","38,9"
ago-22,14,Glorieta Fdez. Ladreda,"62,7","63,2",59,"61,9",69,"63,5","59,7","52,9","46,6"
ago-22,16,Arturo Soria,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
ago-22,17,Villaverde,"56,4","61,7","53,4","57,3",67,"59,8","51,6","44,1","41,3"
ago-22,18,Farolillo,"59,1","56,4","50,1","57,1",68,"58,7","49,1","42,7","40,8"
ago-22,19,Alto Extremadura,"59,3","58,6","53,1","57,9","67,7","60,1","51,9","41,3","35,4"
ago-22,20,Avda de Moratalaz,"59,4",60,"54,3","58,4","66,9","60,2","53,8",44,39
ago-22,24,Casa de Campo,"48,6","48,2","43,4","47,4","54,7","49,9","44,7","41,5","40,9"
ago-22,25,Santa Eugenia,"67,4","66,8","63,2","66,3","70,7","68,4","66,1","59,2","50,7"
ago-22,26,Embajada,"60,2","59,1","56,5","59,1","66,7","62,2","57,2","51,7","44,4"
ago-22,27,Barajas Pueblo,"60,5","57,8","55,2","58,9","68,5","61,4","51,4","44,1",37
ago-22,28,Cuatro Vientos,"64,9","61,7","56,9","62,9","71,8",65,"56,3","40,4","33,8"
ago-22,29,El Pardo,"57,3","55,2","50,7","55,5","65,1","58,5","47,4","35,1","29,7"
ago-22,30,Campo de las Naciones,58,"58,4","52,3","56,9","64,4","59,5","55,5","43,7","40,1"
ago-22,31,Sanchinarro,61,"61,3","51,7","59,6","71,4","62,3","49,8","42,8","39,6"
ago-22,47,Méndez Álvaro,"55,5","55,4","50,3","54,3","66,4","52,1","47,1","40,8","36,9"
ago-22,48,Castellana,"57,9","56,4","52,8","56,5","63,2","58,4","54,6","47,5",43
ago-22,50,Pza de Castilla,"64,2","64,3","60,1","63,2","70,1",65,"60,5","53,4","49,6"
ago-22,54,Ensanche de Vallecas,"58,7",59,"53,7","57,7","65,3","60,5","54,9","49,3","48,2"
ago-22,55,Urbanización Embajada II,"54,9","53,8",49,"53,5","62,5","56,3","49,3","43,9","39,6"
ago-22,86,Tres Olivos,"54,6","53,3","49,3","53,1","63,3","55,5","44,4",37,"34,7"
sep-22,1,Paseo de Recoletos,"63,9","63,7","60,6","63,1","70,6","65,5","60,2","52,9","47,4"
sep-22,2,Carlos V,"69,2","68,8","65,7","68,2","75,4","69,9","66,3","60,2",55
sep-22,3,Plaza del Carmen,63,"63,1","60,2","62,3","71,3","64,4","58,3","51,5","47,8"
sep-22,4,Plaza de España,"62,5","63,9","59,6",62,"71,1","63,2","59,2","53,9",49
sep-22,5,Barrio del Pilar,"61,2","62,7",54,"60,2","67,9","62,9","57,3","44,2",38
sep-22,6,Gregorio Marañón,"69,2","68,5","64,8",68,"76,2","70,7","64,5","56,4","49,9"
sep-22,8,Escuelas Aguirre,"66,1","65,6","62,2","65,1",73,"67,7","62,3",56,"51,3"
sep-22,10,Cuatro Caminos,"73,1","63,4","59,2","70,3","76,3","67,9","58,8","47,9","44,2"
sep-22,11,Ramón y Cajal,"69,5","68,9","63,9","68,2","75,2","70,6","65,5","50,6","42,5"
sep-22,12,Plaza Manuel Becerra,"63,5","64,6","61,7","63,2","71,7","64,3","59,5","51,3","44,2"
sep-22,13,Vallecas,"61,1","56,3","51,8","58,8","66,9","60,7","53,6",42,"38,6"
sep-22,14,Glorieta Fdez. Ladreda,"63,3","63,5","58,8","62,3","69,3","63,9","60,2","53,3","47,4"
sep-22,16,Arturo Soria,"60,1","59,1","53,6","58,6","66,5","60,4","54,1","40,9","35,7"
sep-22,17,Villaverde,"64,4",60,"51,1","62,1","69,9","60,2","52,4","43,6","40,8"
sep-22,18,Farolillo,"57,7","58,4","49,4","56,4","66,1",58,"49,9","41,6","40,4"
