_id;text;B;T;C
1312860102236549121;@Islandgirlpixie @JoeBiden I’m praying for you so sorry you and others have to go through this pain a Mother’s love is;1;0;Ángela
1312220244363149312;@SteveSchmidtSES @JoeBiden I have to agree. He’s on the ropes. Knock him the hell out! #BidenHarrisToSaveAmerica;1;0;Ángela
1312014272197689344;@TrumpNone @BuzzPatterson @JoeBiden Genuine question - were you comfortable with Trump's comments when Clinton had pneumonia? Or his imitation of a disabled person?;0;0;Ángela
1312097573700861952;@SSD_WarIock @scottinclearh2o @sam_vinograd @SpeakerPelosi @JoeBiden Whatever you say Boris.;0;0;Ángela
1311234676564979713;@JoeBiden @Zebrafarm2000 https://t.co/6TJkgj1Sjg;1;0;Ángela
1311690160166371328;@JoeBiden Sir he never called beau a loser, he was calling hunter a loser;0;0;Ángela
1311431538454728704;"@mishacollins @JoeBiden You're adorable and I love that you chose to share this with us.

Yaaay for celebrating exciting Twitter things!

Also: https://t.co/AdulIeooDz";1;0;Ángela
1312588251434082306;@doctorcherokee @pray4abigail @mrsbgill @magablondie @MatthewJshow @JoeBiden I never said there was!??;0;0;Ángela
1311858732117176320;@MarkDice @JoeBiden No, they had to get everyone lined up to make look bigger than it was.;0;0;Ángela
1311614736589561857;@SkyNewsAust @MrAndyNgo @JoeBiden https://t.co/Ufpd9Scz6g;-1;0;Ángela
1311195852900372481;@KamalaHarris @kitchen5203 @JoeBiden #BidenWonTheDebate;1;0;Ángela
1311957870968094720;@was_i_here @FemmeVoilet @EvanAKilgore @JoeBiden @ErinMarieOMG I don’t think there is any need but I’m  not falling for your trolling. But yeah you certainly seem like the uneducated type for sure. Your writing says it all. So keep it up;0;0;Ángela
1313137456129159171;"@JoeBiden Let’s break down those points 

Health care is a right
There are armed black militia groups in Louisiana and Kentucky
You accepted money from China (the largest polluter in the world)
The same government bought by corporations";-1;0;Ángela
1311311122323177473;@JoeBiden https://t.co/k3IbAPlJgA;0;-1;Ángela
1312110823427338240;@JoeBiden HAHAHHA YOUR FUNNY ILY;1;0;Ángela
1311298558889467906;@JoeBiden https://t.co/IUucIygUNu;0;0;Ángela
1311139334398062592;@JoeBiden You got spanked;-1;0;Ángela
1313101173512114178;@realPaulMay @JoeBiden ???????? Voted ????;1;0;Ángela
1313237553487675396;@knldgeScue @jac__ross @JoeBiden I’d live an amazing life if I only paid 750 In fed taxes.;0;0;Ángela
1311637947893116928;@I_Am_Josh3 @Ambellina77 @tylerwcai @sw_kennedy7 @QTAnon1 @JoeBiden The company was a startup company that made a special kind of solar panel, and it was given $535 million in loans by the Obama/Biden administration, but it couldn't compete against companies that make traditional solar panels and filed for bankruptcy. So that money was lost.;-1;0;Ángela
1311636848347881472;"@LouiseDavies26 @FunandReviews @mmpadellan @JoeBiden @lola728 You cannot apply whataboutism to historical fact. 

This line of argument literally makes no sense when you are staying that Stalin was on the losing side of WW2

#REVISIONISM is what you are actually trying to do here https://t.co/MIJUk0OBTo";0;0;Ángela
1292939765021474816;"“You cannot go to a 7-11 or a Dunkin’ Donuts unless you have a slight Indian accent.” -@JoeBiden 

 #MyJoeAd https://t.co/mMkeX7oYe1";-1;0;Ángela
1311766723775746048;"Biden’s $1.7 trillion climate plan would be blow to Big Oil.    ?

@JoeBiden? has a plan; ?Trump? does not. https://t.co/h28BNBEvjk";1;-1;Ángela
1311631158615199744;@gmiar @_ReaalAmerican_ @HillaryClinton @JoeBiden She was right about him in 2016 and she’s right about him now. Country over cult leader.;0;0;Ángela
1313133861363240960;@JoeBiden “ time is running out you need to put your adds back out there! Trump has not stop his. @KamalaHarris we can not allow him to take advantage of this situation or your kindness @cnn @Acosta;1;0;Ángela
1312427232019668993;@JimCarrey @JoeBiden @AlecBaldwin @MayaRudolph @chrisrock I’m so excited to see what I hope is a epic show!!! Best of luck!!!;1;0;Ángela
1311422349623939079;@JoeBiden Stay there...that place is a shithole,  you'll fit right in. Go Browns!;-1;0;Ángela
1311162238846279681;"@AmyEdwardsLPC @RyansMomo @JoeBiden Meanwhile Trump and his dad went to a movie while his older brother was dying of alcoholism related health episode.
https://t.co/5gqbG6Scda";0;-1;Ángela
1311354555712581632;@windyweather57 @NaomiBiden @JoeBiden @POTUS @GOP I was born and raised in Scranton. Still live here. I am so proud of Joe and his wonderful family. He gave our city something to celebrate.;1;0;Ángela
1312046185599901698;Filled in my bubble for @aerodgers and @JoeBiden! https://t.co/CVNzq4zdy7;1;0;Ángela
1311179090951503874;@SophiaBush @DebraMessing @JoeBiden This. A million times this. Thank you @SophiaBush;0;0;Ángela
1311257905929351169;"@FoxNewsSunday Hey Chris, why didn’t you push @JoeBiden to answer your ?’s about packing the Supreme Court, denouncing BLM or ANTIFA?   Why?  Why so biased?  #BiasedWallace #Debates2020 #Debate2020 

@realDonaldTrump";0;0;Ángela
1311997017170812929;@larryelder @JoeBiden This is very telling. Laughing here!;0;0;Ángela
1311209928065822720;@jelle_simons @JoeBiden I still didn't see where Biden told Antifa to stand down.;0;0;Ángela
1311686330133491713;@Helenhs @IAMSOUL53 @JoeBiden They no look too happy right there. We feel ya ladies.;0;0;Ángela
1311602824925507584;@bruzzilla @CivilLost @TTPets02 @SkyNewsAust @JoeBiden More center / right but you idiots are sliding so far left everything looks a long way away.;0;0;Ángela
1313132353242361864;@JoeBiden https://t.co/Pn1pNCBPwb;-1;1;Ángela
1311415694664364032;@deanna5266 @PattyArquette @SpeakerPelosi @RepAdamSchiff @JoeBiden If you're tired of Domestic terrorism you should look into BLM and ANTIFA;-1;0;Ángela
1311786258084003845;@JoeBiden Who cares..;-1;0;Ángela
1312527272910364675;"@JoeBiden FL last day to register is October 5th its takes 2mins. Please share.

https://t.co/fwbJcwYUzU";0;0;Ángela
1312766716011782146;@JoeBiden @BarackObama Um, who did you free? Oh, he wasn't your friend, he was your boss. https://t.co/9rYtXUkUs2;0;0;Ángela
1311386887551156226;@ABC Media mob ?? so where Hunter @JoeBiden - what about #BLM and #Antifa oh that’s right he get a pass. Without Wallace he would have fallen on his face. So eff you and @FoxNews;0;0;Ángela
1313186960932962304;@JoeBiden We will do this, Joe??????;1;0;Ángela
1311215732043046912;@Wesley9172 @JoeBiden bro get a lifeeee your such a fan for joe. go hail to your boyfriend trump lmaooo;0;0;Ángela
1312218894984151042;@JoeBiden We love you Joe!;1;0;Ángela
1311235788546478086;@JoeBiden Karabakh is the territory of Azerbaijan ... United Nations resolutions are clear. Armenia must leave Karabakh immediately ... There is no other solution.;0;0;Ángela
1312497417950883840;@FerretSec @unleashthetea @JoeBiden @DrBiden Better way to say it is a person not baptized;0;0;Ángela
1311465364623183874;@loganauld @JoeBiden The freako commenters are like eating it.;0;0;Ángela
1311608042073534467;"@HillaryClinton @JoeBiden That’s right bc we aren’t a democracy.
We are a constitutional representative republic. 
@realDonaldTrump is out to save the republic. And despite everything you and everyone in your party and even his party have done he’s done a fantastic job.";-1;1;Ángela
1311272470335426560;@JustinKollar @HeadOColettuce @JoeBiden What does it take to arrest trump for literally making a terrorist threat on live television?;0;-1;Ángela
1312488835192815616;@JoeBiden We need out of this!!;0;0;Ángela
1310922574939865088;"#FBR Tuesday #VoteBlueDownBallotToo  @JoeBiden 
@claypaulnobles 
@PhoenixSocial2 
@DemocracyInn 
@hilltop3407
@BatNat007 
@loveshine204
@AMPMTALK 
@isa___rose
@Kelleyrose20 
@JudyHager11

@surge4earth

@Snarkier2020

@raybyers1

@SidThakur_AMR

@kevindgrams

@jamieluvsaj https://t.co/6b54JgxckT";1;0;Ángela
1311096793468370947;@JoeBiden Jeni's is the best! pssst...go with the airpods.;0;0;Ángela
1311430738697433090;@JoeBiden Actually I am not white and I did not support either party until I find out the Bidens got billions of dollars from China and all those Democrats who just want to get more and more money for themselves , NOT FOR THE PEOPLE when;-1;0;Ángela
1312022870357311491;@TeddyHosevelt @davidlefler @Tea_I_Am @Tzipshmil @BuzzPatterson @JoeBiden There are ways to be frank and honest with the public, but also not create a panic. Downplaying it, saying it‘s like the flu and not dangerous was definitely detrimental to public health. He could have said: „Look, this is a dangerous disease. Please try to limit your contacts;0;0;Ángela
1312177661423153153;@JoeBiden Refreshing! Appreciated!;1;0;Ángela
1312035760019771393;@SpeakOu94105459 @JoeBiden I think they have it under control. He doesn’t need your advice.;0;0;Ángela
1311145856230404097;@JoeBiden Let me think.. https://t.co/E91AfkAscg;0;0;Ángela
1312101929414094848;@JoeBiden You are way a better man than I would had been sending him well wishes. you know if it would had been the other way around he would be laughing like when he critized you in the debate that you always had a mask.;1;0;Ángela
1312005936781955073;@ksmoola1 @JoeBiden He’s not up yet.;0;0;Ángela
1311770385382137856;@jimsciutto @CREWcrew @openletterbot @JoeBiden @SenKamalaHarris who's our AG?;0;0;Ángela
1311193108466610176;@Alden4America @RichardGrenell @JoeBiden The point was he couldnt name 1. Any candidate has someone from any profession. Joe doesnt have many LEO’s though. Democrats have really burned that bridge. Then hit it with C4 and finished it off with a tactical nuke. It will be interesting to see how that strategy goes for them;-1;0;Ángela
1312216205067866113;@JamesRHicks2 @JoeBiden 47 years of taking a train back and forth to work just to be home for his kids. A man who didn’t make a ton of money, but worked for the people. Finally making money after leaving office with book deals and speeches. He could have just retired and enjoyed the rest of his life.;0;0;Ángela
1311259515891806208;@bhavdip143 @joeblow31739139 @JoeBiden https://t.co/Iu7YuWsDbr;0;0;Ángela
1311666155304566790;@SwampPump @JoeBiden We will win ????;0;0;Ángela
1311227590846361601;@AliciaMae_O @toddstarnes @JoeBiden @KXEL1540 Bullshit! You want to change the rules because you lost. In other words cheat.;-1;0;Ángela
1312251561322532864;@JoeBiden Don't believe you. You'll be the puppet of the violent Marxist Left and the Billionaire who  will have you turn America into a Globalist Socialist swamp as they have you rip up the Constitution. You will be the destroyer of America.;-1;0;Ángela
1313093255278424064;@QueenslandInve1 @JoeBiden It's totally cool.  Be well.  You and we shall prevail.;0;0;Ángela
1312034059799928832;@BruceLugton @Frank38328140 @iheartmindy @TheRock @JoeBiden @KamalaHarris @POTUS I realize it's a stretch but you should understand that people are taking these doctors and administrators to court because their parent had a heart attack and only covid on the death certificate. Or motorcycle accident, cancer, and many others... lots of cases. No Media? Why?;0;0;Ángela
1313138433204785153;@yiskagavriela @RutiRegan @FaltusEugene @JoeBiden https://t.co/y1qKkZcp2U;0;0;Ángela
1311722352183578624;@BurristaADS @CondorOzark @RWTrollPatrol @JoeBiden Knowledge and wisdom have no age. I am considered a man under the law. America (incase you didn't know) was built by young people who made it into the greatest civilization ever established by mankind.;0;0;Ángela
1311238675003404288;@Mimitraki @JoeBiden;0;0;Ángela
1312762442670379010;@SBusinessDreams @robisraelart @JoeBiden That's classless too. I'm not a trump supporter by the way. Both sides can and do act poorly.;0;0;Ángela
1311196831217410049;@lenore4evrmore @schristine90 @GavinNewsom @JoeBiden Well now we understand why Portland is such a shit show literally.   While we were supporting police you have obviously been complicit in the anarchy.  That explains why it’s lasted for nearly 4 months. Good luck to you sir you’re gonna need it;0;0;Ángela
1312598539260833793;"@melanieisom12 @PelotonforWife @__mimi5 @AppleChen1107 @QTAnon1 @JoeBiden More like orange-man doesn't know how to keep the country together or how to condemn white supremacy, or wear a damn mask.  

But, keep believing that he's the most gloriest leader we ever had... https://t.co/yUif87bUnS";0;-1;Ángela
1302960879848189953;"??#WakeUpAmerica??@CortesSteve @JoeBiden Sold Out America

Joe’s sellout to the CCP caused 60000 American factories to close Biden shipped millions of American jobs to China &amp; what did the Chinese Communist Party send us back in return the Virus

@realDonaldTrump #Vote2020 KAG ???? https://t.co/uY9rgxLGVS https://t.co/KIdD0PiOZz";-1;1;Ángela
1311363394931490817;@JoeBiden Did anyone expect any less from this POtuS who has constantly mocked the dying words of a black man murdered by the police for the “crime” of selling a loosie...#EricGarner #ICantBreathe #BlackLivesMatter https://t.co/BteNQ2guDs;0;-1;Ángela
1311096061465944065;@ryanblackwell @KamalaHarris @JoeBiden Hahahahahhahaha you just told plugs to insult someone else's hair what a twat statement DA! ????????????;0;0;Ángela
1311240965508804608;@toddstarnes @JoeBiden @KXEL1540 Don't YOU FEEL LIKE THE ULTIMATE FOOL ? https://t.co/a3ZBqVuQs2;-1;0;Ángela
1311451676662996994;@JoeBiden Shut UP man/clone!!  May God's justice reign!!!;-1;0;Ángela
1313124415459282948;@JoeBiden @Vickiefisher13 For profit healthcare will be the downfall of this nation. Other countries with single payer systems are actually beating this, while we are bracing for the worst.;0;0;Ángela
1311215481492176896;@JoeBiden Ya he said he said he will beat you;0;0;Ángela
1312206752767647744;@JoeBiden ONLY JOE can unite America.;1;0;Ángela
1312431464278102018;@BrentScher @DonaldJTrumpJr @JoeBiden Your family is full of liars.;0;0;Ángela
1311059375792906240;"@toddstarnes @JoeBiden @KXEL1540 Word on the street is that @toddstarnes is a pathetic halfwit.

I mean, there's no lie so disgusting that you won't regurgitate it, is there?";0;0;Ángela
1312407683891331073;@JoeBiden Got my vote...even though you are trying to infringe on the 2nd.;1;0;Ángela
1313136234886238215;@JoeBiden;0;0;Ángela
1311843256225984512;@JoeBiden https://t.co/x9niyA6xoe;0;0;Ángela
1311117373202665474;Go Joe! @JoeBiden;1;0;Ángela
1311616132063862787;@AmyEdwardsLPC @JoeBiden Yas Queen!????;0;0;Ángela
1311915842649677830;@NBCNews @JoeBiden was even confused about his own sons . When @POTUS asked him about Hunter taking millions from Russian, Joe started defending Beau, who unfortunately died of cancer years ago. Trump was so stunned he said I didn’t know Beau #itsHunternotBeauJoe #PresidentialDebate2020;-1;0;Ángela
1311300546314358785;"@JoeBiden @rolandscahill I love you, Joe. Or, ""JIM"", as dumbass called you in the beginning of the debate... Before his tantrums. https://t.co/UWdFWal1wc";1;0;Ángela
1311090027510759425;@kathleendailey @TRMirCat @JoeBiden https://t.co/y4RTQuyiGS;0;0;Ángela
1312523497952825346;@JoeBiden @DrBiden I sure hope not.;-1;0;Ángela
1311297333796245512;"@Riah25217096 @judge_gordon @shenshhh @beckyllopez80 @JoeBiden All squares are rectangles, but not all rectangles are squares.
This particular line you have chosen is basically the same as the ""Hitler also had a dog"" fallacy.
Just because a bad person holds ideas that are terrible, that does not mean that everything they do/like is terrible.";0;0;Ángela
1311497952448323590;@Jonpatriot @dreambrother808 @gxldengray @AmieWohrer @JoeBiden , ????;0;0;Ángela
1311074678681739264;@RealCandaceO @JoeBiden Talking out that stupid ass wig again @RealCandaceO;0;0;Ángela
1312405801210908673;@JoeBiden not say to me how i can save my family. u cant!!;-1;0;Ángela
1311517913891966976;@BriJo12011989 @laurencap131 @EmmJ_GOAT @JoeBiden Trump interrupted 359 times, biden only 73 https://t.co/2xGSV9YZMG;0;0;Ángela
1312525507485786113;I think @JoeBiden and @KamalaHarris should tell us if Trump tried to approach them at the debate.;0;0;Ángela
1312419588253118466;@miranda68285634 @knucklesbeating @kentrumpster1 @JoeBiden You’re correct. It is a body within her body. Question- if you believed it was a human worthy of protection inside of that woman’s body, would you fight for it? I don’t care if you say it’s belief or not. As a member of the human family, any child, your child, is precious to me.;0;0;Ángela
1311470475285995521;@JoeBiden Joe keep supporting antifa and how they are literally destroying your country, but you know that https://t.co/g0tO20bPhC;-1;0;Ángela
1313182981322952709;@RobSandIA @Carsonforsenate @JoeBiden Nooooo....cringy;0;0;Ángela
1311794400301731840;"@JoeBiden @Amtrak Explain this one Joe... JOE BIDEN ARRESTED &amp; EXECUTED
HUNTER BIDEN ARRESTED &amp; EXECUTED";0;0;Ángela
1311470358042738689;@JoeBiden “Antifa is an idea” !!;0;0;Ángela
1311229704305668096;@NebraskaNative1 @ProgressiveIcon @JoeBiden I just plan to read a transcript. I have never cared for Biden but for political reasons.  All the same looking up something else entirely when I saw nearly all things trending on Snopes were amoral and untrue things about Biden and his family I did think that was dirty pool.;0;0;Ángela
1311570297217114116;@adamlowe1998 @Texasblue1 @JoeBiden No thanks. https://t.co/6ISjPpQQfi;0;0;Ángela
1311463546044194822;@JennaEllisEsq @gatewaypundit @JoeBiden You will destroy the soul of this Nation.;-1;0;Ángela
1312047494130532358;@BuzzPatterson @JoeBiden He clearly doesn’t as he sent him his best wishes ????????;0;0;Ángela
1311673892675686402;"@BradHampton @JoeBiden @thevivafrei I... agree. lol
I'm on Kyle side.";0;0;Ángela
1312220006403452929;@JoeBiden But you said he is the worst president ever.;0;0;Ángela
1311193825948336134;@JoeBiden My grandma says your a rituse lady;0;0;Ángela
1312141200762134528;@4a_of Hell no.  @JoeBiden has done everything right as far as COVID goes: wearing a mask, social distancing, etc.! Trump screwed up! ??????????;1;-1;Ángela
1311404763582476292;@KamalaHarris @JoeBiden Biden should be in a nursing home.  Plus he wore a wire.  Dems are nothing if they can’t cheat.  Open faucet for lies and the thirsty liars drank it up.;-1;0;Ángela
1312218542268469250;@Plazzmatic @JoeBiden how you gonna try to tell him to condemn something when trump wouldn’t?;0;0;Ángela
1311634833395904516;@JoeBiden #Democrats need your souls for Moloch. #WalkAway nay... RUN! https://t.co/ewZrfBy4gg;-1;0;Ángela
1312612251975598081;"@60Mins @justinmprice @JoeBiden @Channel9 That's Rich coming from a Trump supporter! 20+ Woman assaulted &amp; rape accusations from a 13 year old girl!";-1;0;Ángela
1311370571133915138;@JoeBiden C’mon man, you’re a joke Joe.;-1;0;Ángela
1311429867397763074;@JoeBiden @Veger70 If trump was truly for #LawAndOrder  He would turn himself in. #TrumpCrimeFamilyForPrison;0;-1;Ángela
1312618627397419008;@FoxNews you are all insane!  @JoeBiden go out and win this race.  Campaign line you never gave before. @realDonaldTrump is still talking Sh%#!!!  You were decent and took your ads down. Please run them. Republicans are still running ads.  One month no time to be nice.;1;-1;Ángela
1311766421383401472;@MisikoMichael @JoeBiden OMG!  The President has had many people say he never said that about heroes. You are quoting some no name Trump hater!  As for the virus, are you like Biden and blame him for all deaths?  Get a grip and be adult who accepts other ideas other than your own.;0;0;Ángela
1311284312193544192;"@Nala1Cub @JoeBiden Did I ever say the lockdown was Biden’s fault? No. Biden isn’t in office right now. 

I’m simply saying he and his team blame Trump both for the economy tanking and for not taking the pandemic seriously. 

You can’t have it both ways with your attack strategy.";-1;0;Ángela
1312370044148609025;@MrAndyNgo You can't hurt an idea! I did not see anything get hurt . You can't hurt an Idea right @JoeBiden ?;0;0;Ángela
1312246759347957762;@Duncan92430280 @davidmweissman @JoeBiden Do you really think he is hiding is his basement? Who are you trying to convince? I mean frankly, you just look like a moron or a bot.;0;0;Ángela
1311746422518149120;@Pismo_B @JoeBiden https://t.co/BbcaaoadEQ;0;0;Ángela
1312543043074035720;@Raynallday @crzykowski @jrgaillot @JoeBiden You sound old...in a wise way.;1;0;Ángela
1312095114697691137;@NayNay3181372 @kenyattaanders8 @LisaTurnage12 @JoeBiden No preventative measure is 100% guaranteed. All we can do is minimize chances of catching it. Walking around n socializing without a mask tremendously increases chances of catching it . But it was never a 100% guarantee u won’t catch it even when wearing one. Play the odds.;0;0;Ángela
1312781656814690304;@JoeBiden Joe is sending out a secret message to his old friends. https://t.co/2pont19vGD;0;0;Ángela
1311423707794022400;@JoeBiden 401k;0;0;Ángela
1312480978074390528;@JoeBiden https://t.co/uwoKtovZW2;1;0;Ángela
1311778610131406849;@gapfiller99 @FreightTrain48 @JoeBiden why? because you make assumptions with no facts? honestly no what can you expect from someone who’s against gun control(:;0;0;Ángela
1311950255026388992;@Kat92550604 @roch2779 @Mholly01 @sandkrodgers @JoeBiden Texas has fires and natural disasters also unfortunately https://t.co/Gs7CA7WzwF;0;0;Ángela
1312418756518346752;@NewDayForNJ @JoeBiden Agreed, but what is he dictating?;0;0;Ángela
1313003651103776768;@KamalaHarris @SharylAttkisson @JoeBiden Geez! You even lie to the kids for no reason! WTF lady!;-1;0;Ángela
1312434175362961409;@jljacobson @JoeBiden @KamalaHarris As far as I can see - they are.;0;0;Ángela
1312930006910349312;@JoeBiden A big 9.0 earthquake in CA will solve all problems in America.;0;0;Ángela
1311900337700184064;@JoeBiden Praying for you and Jill that the moronic trump gang didn’t spread the virus to either of you, please be extra careful! We need you now more than ever ??????;1;-1;Ángela
1311634850689015808;"RT @shestokas: @JoeBiden And of course, folks who have fundamental disagreements with the church shouldn't market themselves as Catholics.
https://t.co/EflBNAg3Tg";0;0;Ángela
1311964611357409280;@JoeBiden You'll never be president;-1;0;Ángela
1311929736256540672;"@JoeBiden It's DISGUSTING that ANYone would blame him for deaths due to a CHINESE VIRUS especially when YOU OPPOSED every proactive move he made! And it's DISGUSTING for ANYone to perpetuate this LIE! 
""STUPID BASTARDS""";0;0;Ángela
1311445310741250059;@hylaguilar @ForgeRiver @RepsForBiden @JoeBiden Yep, record high income, record low unemployment, sounds like prosperity to me. Thank your local democrat politicians and the MSM for ruining that in 2020.;-1;0;Ángela
1312478575275073537;@JoeBiden Please continue to get tested everyday. We need you healthy. Nov 3rd is one month away. https://t.co/38D0inUxpo;1;0;Ángela
1312120108446228482;"@thea_burke @JoeBiden ....who attacked the other's kids first? Biden did. Biden went after family first. 

Why must biden supporters always live in a alternative reality?";-1;0;Ángela
1311201919944265729;@Superman4u99 @KamalaHarris @JoeBiden https://t.co/GNScwKDptO;0;0;Ángela
1311090493208637445;@richr58 @JoeBiden IM ONLY WATCHING TO MAKE FUN OF BIDEN WHEN HE STARTS STUDDERING AND CHOKING UP ON HIS WORDS WHEN TRUMP BASHES HIS ASS AND WINS THE DEBATE TONIGHT ?????? HELL IM EVEN TAKING A BREAK FROM VIDEO GAMING TONIGHT FOR THIS ONE...?????? LETS GET EM TRUMP ????????????;0;0;Ángela
1312049808979369984;@Marmel @ProjectLincoln @MeidasTouch @donwinslow @JoeBiden Time for 210,000 pairs of shoes on the WH Lawn, some empty bottles of bleach and and a $750 sign in the midst. Just invite people to chuck them over the fence. That ought to send a message.;0;0;Ángela
1311096331562254336;@JoeBiden You’ve got this!!!;1;0;Ángela
1311348192798179328;"@can_gas @HKrassenstein @JoeBiden Incorrect, buckaroo. He legit told his proud boys supporters to ""Stand Back and Standby"" last night on live National television. It wasn't edited. From his lips to the Nation's ears.";0;0;Ángela
1311258809600487424;@briebriejoy @JoeBiden That’s the part you focused on? Not the part where Trump told the proud boys to, “stand back and stand by.”;0;0;Ángela
1312153970186481665;@JoeBiden https://t.co/nJxelYKvyy;0;0;Ángela
1311551263855738882;@JoeBiden Joe, we’re still waiting for you to answer at least one question from last night.;0;0;Ángela
1312830423286734848;@Liz14344SG @JoeBiden Why are you so obsessed with me? Please spend some time dealing with your emotional needs instead of on these desperate pleas for attention. Goodbye.;0;0;Ángela
1311143659501424640;"Biden has a great sense of mission.  He knows Trump needs to beaten. He pulled through. @JoeBiden won tonight. 

36 days until dawn.

Vote. @votolatino";1;0;Ángela
1311130601785827328;@TheBuckeyeStat1 @ThatApex_gamer @Lion98352935 @JoeBiden Nobody should be patriots for either of these idiots. Our country was founded by a will to be free then we do nothing but enslave everyone whether through the Blacks or the poor sometimes both. This country fails at its one goal.;0;0;Ángela
1312768936451039236;@JoeBiden Nice try Joe. But never.;-1;0;Ángela
1311631199966834691;"@4DChessMaster23 @JoeBiden How can you say that when Democrats told us even the China ban was too much. 

No one expected Europe to be as infected as it was but sure let’s blame a person who needs 100 votes to pass a law";0;0;Ángela
1311188171464429568;@JoeBiden Agreedd;1;0;Ángela
1311071108192284674;@JoeBiden @KamalaHarris And call a lid by 9.30 every morning?;0;0;Ángela
1311951104075333632;@kaitlancollins @richardmarx They probably knew when they debated Joe Biden too. @JoeBiden had better get tested.;0;0;Ángela
1311341428568588288;Trump’s strategy last night was to break away the far left from @JoeBiden ... and he succeeded with “the green new deal” and “medicare for all”... crazy extreme left won’t show up to vote now, #BernieBros are pissed #outnumbered;-1;0;Ángela
1312951723120623616;@AlazmatF @DaRealNickWave @DarkGiftComics @CursedMusicYT @JoeInNoHo @JoeBiden @RealCandaceO https://t.co/uVqlt8D9m4;0;0;Ángela
1312356248722051073;@BabakMinasazi @JoeBiden Yup He doesn’t deserve sympathy https://t.co/USpr475Qgh;0;0;Ángela
1312436063810412544;@JoeBiden @KamalaHarris  ITS  ONE OF HIS BIGGEST LIES EVER! ITS A HOAX! THIS MAN TWEETED THE PLAN ON SEPT 18TH!!! https://t.co/s5bBgJ7L9f;0;0;Ángela
